iNaturalist taxon name,iNaturalist taxon ID,Observation count,Collection/List,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Date observed,Description,Place name,Common name,Recorded by,coordinateUncertaintyInMeters
Pachycheles rudis,53621,1,PMLS,"{""PMLS:518"":[49.1287,-123.7029]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Porcellanidae,,,Pachycheles,Pachycheles rudis,Pachycheles rudis,1992-11-12T08:45:00,,,thickclaw porcelain crab,,
Pugettia producta,49723,13,PMLS,"{""PMLS:520"":[49.1287,-123.7029],""PMLS:1137"":[49.01585,-123.611406],""PMLS:1498"":[49.01667,-123.595],""PMLS:2749"":[49.1287,-123.7029],""PMLS:3553"":[49.1287,-123.7029],""PMLS:3889"":[49.01585,-123.611406],""PMLS:3998"":[49.1287,-123.7029],""iNat:8329565"":[49.036456,-123.601183],""iNat:13971112"":[49.125523,-123.7036],""iNat:37150242"":[49.125564,-123.703544]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,Pugettia,Pugettia producta,Pugettia producta,1992-11-12T08:45:00,,,northern kelp crab,,
Phoca vitulina richardii,117766,10,PMLS,"{""PMLS:554"":[49.1287,-123.7029],""iNat:8027466"":[49.028928,-123.597197],""iNat:13962778"":[49.042153,-123.604808],""iNat:35359197"":[49.022031,-123.593275],""iNat:35359199"":[49.022031,-123.593275],""iNat:38943313"":[49.12232,-123.690743],""iNat:38943317"":[49.126358,-123.697716],""iNat:85296287"":[49.026503,-123.59425],""iNat:85988548"":[49.027291,-123.594877],""iNat:97907225"":[49.126147,-123.704883]}",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,,Phocidae,,,Phoca,Phoca vitulina,Phoca vitulina,1992-11-12T08:45:00,,,harbour seal,,
Eumetopias jubatus,41755,4,PMLS,"{""PMLS:555"":[49.1287,-123.7029],""iNat:4855874"":[49.020566,-123.590276],""iNat:8027475"":[49.028509,-123.588918],""iNat:35359195"":[49.020844,-123.590524]}",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,,Otariidae,,,Eumetopias,Eumetopias jubatus,Eumetopias jubatus,1992-11-12T08:45:00,several,,Steller sea lion,,
Neoagarum fimbriatum,895193,25,PMLS,"{""PMLS:560"":[49.12667,-123.69167],""PMLS:1051"":[49.055777,-123.657959],""PMLS:1155"":[49.04,-123.595],""PMLS:1259"":[49.03,-123.58667],""PMLS:1416"":[49.01667,-123.595],""PMLS:1549"":[49.03,-123.58667],""PMLS:1636"":[49.1287,-123.7029],""PMLS:1765"":[49.03,-123.58667],""PMLS:1865"":[49.03,-123.58667],""PMLS:2138"":[49.01833,-123.59],""PMLS:2264"":[49.03,-123.58667],""PMLS:2353"":[49.03,-123.58667],""PMLS:2498"":[49.1287,-123.7029],""PMLS:2675"":[49.1287,-123.7029],""PMLS:2789"":[49.03,-123.58667],""PMLS:2913"":[49.01833,-123.59],""PMLS:3029"":[49.01833,-123.59],""PMLS:3226"":[49.03,-123.58667],""PMLS:3324"":[49.03,-123.58667],""PMLS:3676"":[49.03,-123.58667],""PMLS:3762"":[49.1287,-123.7029],""PMLS:4181"":[49.1287,-123.7029],""PMLS:4339"":[49.087832,-123.684704],""PMLS:4373"":[49.087832,-123.684704]}",Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Agaraceae,,,Neoagarum,Neoagarum fimbriatum,Neoagarum fimbriatum,1993-04-04T14:15:00,,,fringed sea colander kelp,,
Sycon,347738,3,PMLS,"{""PMLS:562"":[49.12667,-123.69167],""PMLS:647"":[49.1287,-123.7029],""PMLS:1161"":[49.04,-123.595]}",Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Sycettidae,,,Sycon,,Sycon spp.,1993-04-04T14:15:00,,,tiny vase sponges,,
Tomopteris pacifica,693689,1,PMLS,"{""PMLS:572"":[49.12667,-123.69167]}",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,,,,Tomopteridae,,,Tomopteris,Tomopteris pacifica,Tomopteris pacifica,1993-04-04T14:15:00,,,tailed Pacific transparent-worm,,
Neotrypaea californiensis,56659,1,PMLS,"{""PMLS:599"":[49.12667,-123.69167]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Axiidea,,Callianassidae,,,Neotrypaea,Neotrypaea californiensis,Neotrypaea californiensis,1993-04-04T14:15:00,? - mounds,,bay ghost shrimp,,
Upogebia pugettensis,117662,1,PMLS,"{""PMLS:600"":[49.12667,-123.69167]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Gebiidea,,Upogebiidae,,,Upogebia,Upogebia pugettensis,Upogebia pugettensis,1993-04-04T14:15:00,? - mounds,,blue mud shrimp,,
Botrylloides violaceus,81776,2,PMLS,"{""PMLS:627"":[49.12667,-123.69167],""PMLS:1529"":[49.01667,-123.595]}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Styelidae,,,Botrylloides,Botrylloides violaceus,Botrylloides violaceus,1993-04-04T14:15:00,,,lined compound ascidian,,
Desmarestia ligulata,328357,9,PMLS,"{""PMLS:640"":[49.1287,-123.7029],""PMLS:1256"":[49.03,-123.58667],""PMLS:1413"":[49.01667,-123.595],""PMLS:1546"":[49.03,-123.58667],""PMLS:1762"":[49.03,-123.58667],""PMLS:1862"":[49.03,-123.58667],""PMLS:2910"":[49.01833,-123.59],""PMLS:3322"":[49.03,-123.58667],""UBC:20"":[49.1,-123.7]}",Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia,Desmarestia ligulata,Desmarestia ligulata,1972-08-20,subtidal,,,B. Patriquem,
Alaria marginata,124814,19,PMLS,"{""PMLS:642"":[49.1287,-123.7029],""PMLS:1250"":[49.03,-123.58667],""PMLS:1541"":[49.03,-123.58667],""PMLS:1631"":[49.1287,-123.7029],""PMLS:1757"":[49.03,-123.58667],""PMLS:1857"":[49.03,-123.58667],""PMLS:1973"":[49.03,-123.58667],""PMLS:2134"":[49.01833,-123.59],""PMLS:2259"":[49.03,-123.58667],""PMLS:2350"":[49.03,-123.58667],""PMLS:2493"":[49.1287,-123.7029],""PMLS:2906"":[49.01833,-123.59],""PMLS:3024"":[49.01833,-123.59],""PMLS:3121"":[49.03,-123.58667],""PMLS:3224"":[49.03,-123.58667],""PMLS:3318"":[49.03,-123.58667],""PMLS:3599"":[49.02333,-123.585],""PMLS:3672"":[49.03,-123.58667],""PMLS:3757"":[49.1287,-123.7029]}",Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Alariaceae,,,Alaria,Alaria marginata,Alaria marginata,1993-04-04T14:45:00,,,winged kelp,,
Halichondria bowerbanki,120498,10,PMLS,"{""PMLS:650"":[49.1287,-123.7029],""PMLS:851"":[49.1287,-123.7029],""PMLS:1433"":[49.01667,-123.595],""PMLS:1649"":[49.1287,-123.7029],""PMLS:2698"":[49.1287,-123.7029],""PMLS:2926"":[49.01833,-123.59],""PMLS:3235"":[49.03,-123.58667],""PMLS:3502"":[49.1287,-123.7029],""PMLS:3774"":[49.1287,-123.7029],""PMLS:4089"":[49.1287,-123.7029]}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,Halichondria bowerbanki,Halichondria bowerbanki,1993-04-04T14:45:00,? bright yellow encrusting volcano,,Bowerbank's crumb of bread sponge,,
Lirabuccinum dirum,117642,5,PMLS,"{""PMLS:684"":[49.1287,-123.7029],""PMLS:2200"":[49.01833,-123.59],""PMLS:3983"":[49.1287,-123.7029],""VIC:269"":[49.059442,-123.624488]}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Buccinidae,,,Lirabuccinum,Lirabuccinum dirum,Lirabuccinum dirum,1993-04-04T14:45:00,,,dire whelk,,
Coryphella verrucosa,633193,13,PMLS,"{""PMLS:692"":[49.1287,-123.7029],""PMLS:788"":[49.1287,-123.7029],""PMLS:908"":[49.1287,-123.7029],""PMLS:1011"":[49.1287,-123.7029],""PMLS:1357"":[49.03,-123.58667],""PMLS:1710"":[49.1287,-123.7029],""PMLS:2745"":[49.1287,-123.7029],""PMLS:2861"":[49.03,-123.58667],""PMLS:2983"":[49.01833,-123.59],""PMLS:3090"":[49.01833,-123.59],""PMLS:3375"":[49.03,-123.58667],""PMLS:3987"":[49.1287,-123.7029],""PMLS:4128"":[49.1287,-123.7029]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,,,Coryphella,Coryphella verrucosa,Flabellina verrucosa,1993-04-04T14:45:00,,,red-gilled nudibranch,,
Ophiura luetkenii,255865,16,PMLS,"{""PMLS:717"":[49.1287,-123.7029],""PMLS:1093"":[49.055777,-123.657959],""PMLS:1224"":[49.04,-123.595],""PMLS:1607"":[49.03,-123.58667],""PMLS:1938"":[49.03,-123.58667],""PMLS:2038"":[49.03,-123.58667],""PMLS:2097"":[49.03,-123.58667],""PMLS:2322"":[49.03,-123.58667],""PMLS:3201"":[49.03,-123.58667],""PMLS:3287"":[49.03,-123.58667],""PMLS:3571"":[49.1287,-123.7029],""PMLS:3646"":[49.02333,-123.585],""PMLS:3725"":[49.03,-123.58667],""PMLS:4336"":[49.087832,-123.684704]}",Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Euryophiurida,Ophiurida,Ophiurina,,,Ophiuridae,Ophiurinae,,Ophiura,Ophiura luetkenii,Ophiura luetkenii,1993-04-04T14:45:00,,,gray brittle star,,
Cystodytes lobatus,339197,9,PMLS,"{""PMLS:725"":[49.1287,-123.7029],""PMLS:815"":[49.1287,-123.7029],""PMLS:2240"":[49.01833,-123.59],""PMLS:2891"":[49.03,-123.58667],""PMLS:3013"":[49.01833,-123.59],""PMLS:3581"":[49.1287,-123.7029],""PMLS:3736"":[49.03,-123.58667],""PMLS:3849"":[49.1287,-123.7029],""PMLS:4021"":[49.1287,-123.7029]}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polycitoridae,,,Cystodytes,Cystodytes lobatus,Cystodytes lobatus,1993-04-04T14:45:00,,,lobed compound tunicate,,
Pholis,62608,1,PMLS,"{""PMLS:731"":[49.1287,-123.7029]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Pholidae,,,Pholis,,Pholis sp.,1993-04-04T14:45:00,very bright red!,,gunnel,,
Mytilus,62807,14,PMLS,"{""PMLS:771"":[49.1287,-123.7029],""PMLS:888"":[49.1287,-123.7029],""PMLS:997"":[49.1287,-123.7029],""PMLS:1697"":[49.1287,-123.7029],""PMLS:2190"":[49.01833,-123.59],""PMLS:2301"":[49.03,-123.58667],""PMLS:2401"":[49.03,-123.58667],""PMLS:2968"":[49.01833,-123.59],""PMLS:3070"":[49.01833,-123.59],""PMLS:3988"":[49.1287,-123.7029],""VIC:310"":[49.059442,-123.624488]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,,Mytiloidea,Mytilidae,Mytilinae,,Mytilus,,Mytilus trossulus,1993-09-26T07:30:00,on woody kelps,,Pacific blue mussel,,
Lottia pelta,63243,2,PMLS,"{""PMLS:777"":[49.1287,-123.7029]}",Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,Lottia pelta,Lottia pelta,1993-09-26T07:30:00,,,shield limpet,,
Pholis laeta,67362,4,PMLS,"{""PMLS:820"":[49.1287,-123.7029],""PMLS:1748"":[49.1287,-123.7029],""PMLS:4163"":[49.1287,-123.7029],""PMLS:4289"":[49.1287,-123.7029]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Pholidae,,,Pholis,Pholis laeta,Pholis laeta,1993-09-26T07:30:00,red,,crescent gunnel,,
Zostera marina,52614,9,PMLS,"{""PMLS:834"":[49.1287,-123.7029],""PMLS:1114"":[49.01585,-123.611406],""PMLS:3862"":[49.01585,-123.611406],""PMLS:4370"":[49.087832,-123.684704],""iNat:39051070"":[49.11845,-123.686233],""iNat:39051073"":[49.118075,-123.684503],""VIC:620"":[49.059442,-123.624488]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Zosteraceae,,,Zostera,Zostera marina,Zostera marina,1994-10-23T13:45:00,,,eelgrass,,
Hildenbrandia,68615,33,PMLS,"{""PMLS:842"":[49.1287,-123.7029],""PMLS:1260"":[49.03,-123.58667],""PMLS:1417"":[49.01667,-123.595],""PMLS:1550"":[49.03,-123.58667],""PMLS:1637"":[49.1287,-123.7029],""PMLS:1766"":[49.03,-123.58667],""PMLS:1866"":[49.03,-123.58667],""PMLS:1977"":[49.03,-123.58667],""PMLS:2064"":[49.03,-123.58667],""PMLS:2139"":[49.01833,-123.59],""PMLS:2265"":[49.03,-123.58667],""PMLS:2356"":[49.03,-123.58667],""PMLS:2595"":[49.03,-123.58667],""PMLS:2676"":[49.1287,-123.7029],""PMLS:2791"":[49.03,-123.58667],""PMLS:2915"":[49.01833,-123.59],""PMLS:3030"":[49.01833,-123.59],""PMLS:3127"":[49.03,-123.58667],""PMLS:3227"":[49.03,-123.58667],""PMLS:3325"":[49.03,-123.58667],""PMLS:3480"":[49.1287,-123.7029],""PMLS:3601"":[49.02333,-123.585],""PMLS:3678"":[49.03,-123.58667],""PMLS:3763"":[49.1287,-123.7029],""PMLS:3866"":[49.01585,-123.611406],""PMLS:4083"":[49.1287,-123.7029],""PMLS:4188"":[49.1287,-123.7029],""PMLS:4300"":[49.087832,-123.684704],""PMLS:4316"":[49.087832,-123.684704],""PMLS:4327"":[49.087832,-123.684704],""PMLS:4330"":[49.087832,-123.684704],""PMLS:4340"":[49.087832,-123.684704],""PMLS:4363"":[49.087832,-123.684704]}",Plantae,Rhodophyta,,,Florideophyceae,,,Hildenbrandiales,,,,Hildenbrandiaceae,,,Hildenbrandia,,Hildenbrandia spp.,1994-10-23T13:45:00,,,red rock crust,,
Metridium farcimen,51812,36,PMLS,"{""PMLS:856"":[49.1287,-123.7029],""PMLS:1056"":[49.055777,-123.657959],""PMLS:1120"":[49.01585,-123.611406],""PMLS:1166"":[49.04,-123.595],""PMLS:1289"":[49.03,-123.58667],""PMLS:1438"":[49.01667,-123.595],""PMLS:1564"":[49.03,-123.58667],""PMLS:1660"":[49.1287,-123.7029],""PMLS:1779"":[49.03,-123.58667],""PMLS:1878"":[49.03,-123.58667],""PMLS:1985"":[49.03,-123.58667],""PMLS:2072"":[49.03,-123.58667],""PMLS:2122"":[49.03,-123.58667],""PMLS:2156"":[49.01833,-123.59],""PMLS:2281"":[49.03,-123.58667],""PMLS:2374"":[49.03,-123.58667],""PMLS:2449"":[49.03,-123.58667],""PMLS:2519"":[49.1287,-123.7029],""PMLS:2604"":[49.03,-123.58667],""PMLS:2703"":[49.1287,-123.7029],""PMLS:2815"":[49.03,-123.58667],""PMLS:2932"":[49.01833,-123.59],""PMLS:3040"":[49.01833,-123.59],""PMLS:3140"":[49.03,-123.58667],""PMLS:3237"":[49.03,-123.58667],""PMLS:3337"":[49.03,-123.58667],""PMLS:3426"":[49.03,-123.58667],""PMLS:3509"":[49.1287,-123.7029],""PMLS:3686"":[49.03,-123.58667],""PMLS:3778"":[49.1287,-123.7029],""PMLS:3872"":[49.01585,-123.611406],""PMLS:3914"":[49.03,-123.58667],""PMLS:3972"":[49.1287,-123.7029],""PMLS:4047"":[49.03,-123.58667],""PMLS:4092"":[49.1287,-123.7029],""PMLS:4208"":[49.1287,-123.7029]}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Metridioidea,Metridiidae,,,Metridium,Metridium farcimen,Metridium farcimen,1994-10-23T13:45:00,,,giant plumose anemone,,
Phidolopora pacifica,51796,2,PMLS,"{""PMLS:880"":[49.1287,-123.7029],""PMLS:1181"":[49.04,-123.595]}",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Celleporoidea,Phidoloporidae,,,Phidolopora,Phidolopora pacifica,Phidolopora pacifica,1994-10-23T13:45:00,,,lattice-work bryozoan,,
Primavelans insculpta,429861,12,PMLS,"{""PMLS:883"":[49.1287,-123.7029],""PMLS:1327"":[49.03,-123.58667],""PMLS:1470"":[49.01667,-123.595],""PMLS:1689"":[49.1287,-123.7029],""PMLS:2183"":[49.01833,-123.59],""PMLS:2962"":[49.01833,-123.59],""PMLS:3067"":[49.01833,-123.59],""PMLS:4005"":[49.1287,-123.7029],""PMLS:4109"":[49.1287,-123.7029],""PMLS:4267"":[49.1287,-123.7029],""PMLS:4321"":[49.087832,-123.684704]}",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Schizoporelloidea,Pacificincolidae,,,Primavelans,Primavelans insculpta,Hippodiplosia insculpta,1994-10-23T13:45:00,,,fluted bryozoan,,
Zirfaea pilsbryi,117472,5,PMLS,"{""PMLS:892"":[49.1287,-123.7029],""PMLS:4246"":[49.1287,-123.7029]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,,Pholadoidea,Pholadidae,Pholadinae,,Zirfaea,Zirfaea pilsbryi,Zirfaea pilsbryi,1994-10-23T13:45:00,"sandstone, holes",,rough piddock,,
Lophopanopeus bellus,50818,4,PMLS,"{""PMLS:911"":[49.1287,-123.7029]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Xanthoidea,Panopeidae,,,Lophopanopeus,Lophopanopeus bellus,Lophopanopeus bellus,1994-10-23T13:45:00,,,black-clawed crab,,
Eudistoma molle,448127,2,PMLS,"{""PMLS:943"":[49.1287,-123.7029],""PMLS:1038"":[49.1287,-123.7029]}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polycitoridae,,,Eudistoma,Eudistoma molle,Eudistoma molle,1994-10-23T13:45:00,,,red-dotted compound tunicate,,
Didemnum carnulentum,344918,2,PMLS,"{""PMLS:944"":[49.1287,-123.7029],""PMLS:4074"":[49.03,-123.58667]}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Didemnidae,,,Didemnum,Didemnum carnulentum,Didemnum carnulentum,1994-10-23T13:45:00,,,Pacific white crust,,
Lessoniopsis littoralis,464963,2,PMLS,"{""PMLS:961"":[49.1287,-123.7029],""PMLS:4182"":[49.1287,-123.7029]}",Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Alariaceae,,,Lessoniopsis,Lessoniopsis littoralis,Lessoniopsis littoralis,1995-04-23T11:05:00,,,strap kelp,,
Desmarestia viridis,182892,2,PMLS,"{""PMLS:963"":[49.1287,-123.7029],""PMLS:1761"":[49.03,-123.58667]}",Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia,Desmarestia viridis,Desmarestia viridis,1995-04-23T11:05:00,,,stringy acid weed,,
Myxilla incrustans,256019,11,PMLS,"{""PMLS:972"":[49.1287,-123.7029],""PMLS:1164"":[49.04,-123.595],""PMLS:1286"":[49.03,-123.58667],""PMLS:1436"":[49.01667,-123.595],""PMLS:1563"":[49.03,-123.58667],""PMLS:1654"":[49.1287,-123.7029],""PMLS:1777"":[49.03,-123.58667],""PMLS:1877"":[49.03,-123.58667],""PMLS:2373"":[49.03,-123.58667],""PMLS:2602"":[49.03,-123.58667],""PMLS:3608"":[49.02333,-123.585]}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Myxillidae,,,Myxilla,Myxilla incrustans,Myxilla incrustans,1995-04-23T11:05:00,,,rough scallop sponge,,
Mycale adhaerens,256010,7,PMLS,"{""PMLS:973"":[49.1287,-123.7029],""PMLS:1165"":[49.04,-123.595],""PMLS:1287"":[49.03,-123.58667],""PMLS:1655"":[49.1287,-123.7029],""PMLS:2603"":[49.03,-123.58667],""PMLS:3685"":[49.03,-123.58667],""PMLS:3777"":[49.1287,-123.7029]}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Mycalidae,,,Mycale,Mycale adhaerens,Mycale adhaerens,1995-04-23T11:05:00,,,smooth scallop sponge,,
Eperetmus typus,939773,1,PMLS,"{""PMLS:985"":[49.1287,-123.7029]}",Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Limnomedusae,,,,Olindiidae,,,Eperetmus,Eperetmus typus,Eperetmus typus,1995-04-23T11:05:00,very many?,,curtained jelly,,
Beroe,51507,1,PMLS,"{""PMLS:987"":[49.1287,-123.7029]}",Animalia,Ctenophora,,,Nuda,,,Beroida,,,,Beroidae,,,Beroe,,Beroe spp.,1995-04-23T11:05:00,"large, some",,transluscent comb jelly,,
Apostichopus leukothele,432809,2,PMLS,"{""PMLS:1029"":[49.1287,-123.7029],""PMLS:2127"":[49.03,-123.58667]}",Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Synallactida,,,,Stichopodidae,,,Apostichopus,Apostichopus leukothele,Apostichopus leukothele,1995-04-23T11:05:00,,,giant orange sea cucumber,,
Hydrallmania franciscana,873899,2,PMLS,"{""PMLS:1060"":[49.055777,-123.657959],""PMLS:1123"":[49.01585,-123.611406]}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Hydrallmania,Hydrallmania franciscana,Hydrallmania franciscana,2006-06-02T10:32:00,,,loose spiral hydroid,,
Bolinopsis infundibulum,492705,6,PMLS,"{""PMLS:1063"":[49.055777,-123.657959],""PMLS:1680"":[49.1287,-123.7029],""PMLS:1790"":[49.03,-123.58667],""PMLS:1889"":[49.03,-123.58667],""PMLS:1997"":[49.03,-123.58667],""PMLS:3155"":[49.03,-123.58667]}",Animalia,Ctenophora,,,Tentaculata,,,Lobata,,,,Bolinopsidae,,,Bolinopsis,Bolinopsis infundibulum,Bolinopsis infundibulum,2006-06-02T10:32:00,,,lobed sea gooseberry,,
Diopatra ornata,339286,1,PMLS,"{""PMLS:1064"":[49.055777,-123.657959]}",Animalia,Annelida,,,Polychaeta,Errantia,,Eunicida,,,,Onuphidae,Onuphinae,,Diopatra,Diopatra ornata,Diopatra ornata,2006-06-02T10:32:00,,,ornate tubeworm,,
Chone aurantiaca,356415,3,PMLS,"{""PMLS:1067"":[49.055777,-123.657959],""PMLS:1892"":[49.03,-123.58667],""PMLS:2294"":[49.03,-123.58667]}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Chone,Chone aurantiaca,Chone aurantiaca,2006-06-02T10:32:00,,,orange feather-duster,,
Onchidoris bilamellata,47480,7,PMLS,"{""PMLS:1074"":[49.055777,-123.657959],""PMLS:2014"":[49.03,-123.58667],""PMLS:4350"":[49.087832,-123.684704],""PMLS:4376"":[49.087832,-123.684704]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Onchidoris,Onchidoris bilamellata,Onchidoris bilamellata,2006-06-02T10:32:00,and eggs,,barnacle-eating nudibranch,,
Metacarcinus magister,63697,3,PMLS,"{""PMLS:1080"":[49.055777,-123.657959],""PMLS:1136"":[49.01585,-123.611406],""PMLS:3888"":[49.01585,-123.611406]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Metacarcinus,Metacarcinus magister,Cancer magister,2006-06-02T10:32:00,,,Dungeness crab,,
Chionoecetes bairdi,359388,3,PMLS,"{""PMLS:1081"":[49.055777,-123.657959],""PMLS:4396"":[49.087832,-123.684704]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Oregoniidae,Oregoniinae,,Chionoecetes,Chionoecetes bairdi,Chionoecetes bairdi,2006-06-02T10:32:00,covered with barnacles,,tanner crab,,
Liparis,157721,4,PMLS,"{""PMLS:1110"":[49.055777,-123.657959],""PMLS:1150"":[49.01585,-123.611406]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Liparidae,,,Liparis,,Liparis sp.,2006-06-02T10:32:00,"Liparis florae, tiny yellow",,snailfish,,
Odontopyxis trispinosa,226210,2,PMLS,"{""PMLS:1111"":[49.055777,-123.657959],""PMLS:1151"":[49.01585,-123.611406]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Agonidae,Bathyagoninae,,Odontopyxis,Odontopyxis trispinosa,Odontopyxis trispinosa,2006-06-02T10:32:00,,,pygmy poacher,,
Citharichthys stigmaeus,117542,2,PMLS,"{""PMLS:1112"":[49.055777,-123.657959],""PMLS:1152"":[49.01585,-123.611406]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,,Paralichthyidae,,,Citharichthys,Citharichthys stigmaeus,Citharichthys stigmaeus,2006-06-02T10:32:00,various sizes,,speckled sanddab,,
Lepidopsetta bilineata,183018,2,PMLS,"{""PMLS:1113"":[49.055777,-123.657959],""PMLS:1153"":[49.01585,-123.611406]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,,Pleuronectidae,Pleuronectinae,,Lepidopsetta,Lepidopsetta bilineata,Lepidopsetta bilineata,2006-06-02T10:32:00,juv,,rock sole,,
Sarcodiotheca gaudichaudii,327099,10,PMLS,"{""PMLS:1119"":[49.01585,-123.611406],""PMLS:1558"":[49.03,-123.58667],""PMLS:1644"":[49.1287,-123.7029],""PMLS:2274"":[49.03,-123.58667],""PMLS:2365"":[49.03,-123.58667],""PMLS:3136"":[49.03,-123.58667],""PMLS:3870"":[49.01585,-123.611406],""PMLS:4191"":[49.1287,-123.7029]}",Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,,Solieriaceae,,,Sarcodiotheca,Sarcodiotheca gaudichaudii,Sarcodiotheca gaudichaudii,1972-07-20,subtidal,,,B. Patriquem,
Virgularia,195571,3,PMLS,"{""PMLS:1122"":[49.01585,-123.611406],""PMLS:4385"":[49.087832,-123.684704]}",Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subselliflorae,,,Virgulariidae,,,Virgularia,,Virgularia sp.,2006-06-02T12:12:00,,,white sea pen,,
Chaetopterus variopedatus,216631,1,PMLS,"{""PMLS:1125"":[49.01585,-123.611406]}",Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,,Chaetopteridae,,,Chaetopterus,Chaetopterus variopedatus,Chaeopterus species complex,2006-06-02T12:12:00,,,U-shaped parchment tubeworm,,
Modiolus rectus,196218,1,PMLS,"{""PMLS:1127"":[49.01585,-123.611406]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,,Mytiloidea,Mytilidae,Modiolinae,,Modiolus,Modiolus rectus,Modiolus rectus,2006-06-02T12:12:00,shells,,straight horsemussel,,
