iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Author,Common name,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Documenting
Solaster stimpsoni,208013,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,,Solaster,Solaster stimpsoni,Solaster stimpsoni,"Verrill, 1880",striped sun star,1969-02-21,Andy Lamb & Donna Gibbs,DATA,2015-05-16,Peter Luckham,observed
Crossaster papposus,192687,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,,Crossaster,Crossaster papposus,Crossaster papposus,"(Linnaeus, 1767)",rose star,1973-06-14,Philip Lambert,DATA,,,unobserved
Solaster dawsoni,117692,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,,Solaster,Solaster dawsoni,Solaster dawsoni,"Verrill, 1880",morning sun star,,,DATA,,,unobserved
Solaster endeca,371725,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,,Solaster,Solaster endeca,Solaster endeca,"(Linnaeus, 1771)",northern sun star,1999-05-05,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Apostichopus californicus,202640,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Synallactida,,,Stichopodidae,,,Apostichopus,Apostichopus californicus,Apostichopus californicus,"(Stimpson, 1857)",giant sea cucumber,1986-04-08,,DATA,2015-05-16,Peter Luckham,observed
Mesocentrotus franciscanus,992313,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,,Mesocentrotus,Mesocentrotus franciscanus,Mesocentrotus franciscanus,"(A. Agassiz, 1863)",red sea urchin,1969-02-21,Andy Lamb & Donna Gibbs,DATA,2016-02-07,Peter Luckham,observed
Strongylocentrotus droebachiensis,120070,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,Strongylocentrotus droebachiensis,Strongylocentrotus droebachiensis,"(O.F. Môller, 1776)",green sea urchin,1986-04-08,BC Hydro - submerged cable,DATA,2018-08-11,Samantha Fulgham,observed
Strongylocentrotus pallidus,129221,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,Strongylocentrotus pallidus,Strongylocentrotus pallidus,"(G.O. Sars, 1871)",white sea urchin,1986-04-08,,DATA,,,unobserved
Strongylocentrotus purpuratus,48035,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,Strongylocentrotus purpuratus,Strongylocentrotus purpuratus,"(Stimpson, 1857)",purple urchin,1986-04-08,,DATA,,,unobserved
Leptosynapta transgressor,873898,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Paractinopoda,,Apodida,,,Synaptidae,,,Leptosynapta,Leptosynapta transgressor,Leptosynapta transgressor,"Heding, 1928",subtidal burrowing sea cucumber,2013-10-20,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Balaenoptera acutorostrata,41550,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,,Balaenopteridae,,,Balaenoptera,Balaenoptera acutorostrata,Balaenoptera acutorostrata,"Lacépède, 1804",northern minke whale,2004-10-04,Amy Rowley,DATA,,,unobserved
Balaenoptera physalus,41562,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,,Balaenopteridae,,,Balaenoptera,Balaenoptera physalus,Balaenoptera physalus,"(Linnaeus, 1758)",fin whale,2007-05-17,Amy Rowley,DATA,,,unobserved
Megaptera novaeangliae,41566,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,,Balaenopteridae,,,Megaptera,Megaptera novaeangliae,Megaptera novaeangliae,"Borowski, 1781",humpback whale,2001-04-20,Amy Rowley,DATA,2017-06-06,Andrew Simon,observed
Lagenorhynchus obliquidens,41510,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,,Delphinidae,,,Lagenorhynchus,Lagenorhynchus obliquidens,Lagenorhynchus obliquidens,"(Gill, 1865)",Pacific white-sided dolphin,2002-08-15,Amy Rowley,DATA,,,unobserved
Orcinus orca,41521,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,,Delphinidae,,,Orcinus,Orcinus orca,Orcinus orca,"(Linnaeus, 1758)",orca,2001-01-14,Amy Rowley,DATA,2011-06-26,Kris Krüg,observed
Eschrichtius robustus,41478,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,,Eschrichtiidae,,,Eschrichtius,Eschrichtius robustus,Eschrichtius robustus,"Lilljeborg, 1861",grey whale,2001-04-15,Amy Rowley,DATA,,,unobserved
Phocoena phocoena,41440,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,,Phocoenidae,,,Phocoena,Phocoena phocoena,Phocoena phocoena,"(Linnaeus, 1758)",harbour porpoise,2001-12-15,Amy Rowley,DATA,2019-03-25,Karen Steve Smith,observed
Phocoenoides dalli,41446,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,,Phocoenidae,,,Phocoenoides,Phocoenoides dalli,Phocoenoides dalli,"(True, 1885)",Dall’s porpoise,2001-11-19,Amy Rowley,DATA,,,unobserved
Lontra canadensis,41777,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Lutrinae,,Lontra,Lontra canadensis,Lontra canadensis,"(Schreber, 1777)",North American river otter,2011-05-14,Kent Brothers,DATA,2006-09-04,Shera Street,observed
Neovison vison,74758,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Mustelinae,,Neovison,Neovison vison,Neovison vison,"(Schreber, 1777)",American mink,2011-05-14,Kent Brothers,DATA,2017-05-28,Ayla Malcolm,observed
Eumetopias jubatus,41755,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Otariidae,,,Eumetopias,Eumetopias jubatus,Eumetopias jubatus,"Gill, 1866",Steller sea lion,1985-12-07,Andy Lamb & Donna Gibbs,DATA,2016-12-22,Lauren Magner & Andrew Simon,observed
Zalophus californianus,41740,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Otariidae,,,Zalophus,Zalophus californianus,Zalophus californianus,"(Lesson, 1828)",California sea lion,,,DATA,2016-05-27,Chessi Miltner,observed
Phoca vitulina richardii,117766,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocidae,,,Phoca,Phoca vitulina,Phoca vitulina richardii,"Linnaeus, 1758",Pacific harbor seal,1995-02-24,Andy Lamb & Donna Gibbs,DATA,2015-02-12,Lauren Magner & Andrew Simon,observed
Panomya ampla,865774,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,Hiatelloidea,Hiatellidae,,,Panomya,Panomya ampla,Panomya ampla,"Dall, 1898",,1958-09-05,Ian McTaggart-Cowan,DATA,,,unobserved
Solen sicarius,54529,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,Solenoidea,Solenidae,,,Solen,Solen sicarius,Solen sicarius,"Gould, 1850",sickle jackknife-clam,2007-12-09,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Glycymeris septentrionalis,479438,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Arcida,,Arcoidea,Glycymerididae,,,Glycymeris,Glycymeris septentrionalis,Glycymeris septentrionalis,"(Middendorff, 1849)",western bittersweet,1958-09-05,Ian McTaggart-Cowan,DATA,,,unobserved
Ciliatocardium ciliatum,940646,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Cardioidea,Cardiidae,Clinocardiinae,,Ciliatocardium,Ciliatocardium ciliatum,Clinocardium ciliatum,"(Fabricus, 1780)",hairy cockle,2008-10-10,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Keenaea centifilosa,962184,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Cardioidea,Cardiidae,,,Keenaea,Keenaea centifilosa,Keenaea centifilosa,"(Carpenter, 1864)",,1958-09-05,Ian McTaggart-Cowan,DATA,,,unobserved
Semele rubropicta,371110,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Semelidae,,,Semele,Semele rubropicta,Semele rubropicta,"Dall, 1871",rose-painted clam,1999-05-05,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Macoma brota,504353,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Tellinidae,Macominae,,Macoma,Macoma brota,Macoma brota,"Dall, 1916",heavy macoma,,,DATA,2016-08-17,Andrew Simon,observed
Macoma calcarea,861604,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Tellinidae,Macominae,,Macoma,Macoma calcarea,Macoma calcarea,"(Gmelin, 1791)",,1961-06-22,,DATA,,,unobserved
Macoma carlottensis,957354,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Tellinidae,Macominae,,Macoma,Macoma carlottensis,Macoma carlottensis,"Dall, 1897",,1961-06-22,,DATA,,,unobserved
Macoma nasuta,117612,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Tellinidae,Macominae,,Macoma,Macoma nasuta,Macoma nasuta,"(Conrad, 1857)",bent-nose macoma,2009-11-14,Andy Lamb & Donna Gibbs,DATA,2016-08-21,Tyrel Froese,observed
Kellia suborbicularis,253475,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Galeommatida,,Galeommatoidea,Lasaeidae,,,Kellia,Kellia suborbicularis,Kellia suborbicularis,"(Montagu, 1803)",suborbicular kellyclam,2006-06-30,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Axinopsida serricata,977317,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Lucinida,,Thyasiroidea,Thyasiridae,,,Axinopsida,Axinopsida serricata,Axinopsida serricata,"(Carpenter, 1864)",,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Mya truncata,447416,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,Myoidea,Myidae,,,Mya,Mya truncata,Mya truncata,"Linnaeus, 1758",truncated softshell-clam,2013-10-20,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Zirfaea pilsbryi,117472,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,Pholadoidea,Pholadidae,Pholadinae,,Zirfaea,Zirfaea pilsbryi,Zirfaea pilsbryi,"Lowe, 1931",rough piddock,2016-07-24,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Bankia setacea,347368,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,Pholadoidea,Teredinidae,Bankiinae,,Bankia,Bankia setacea,Bankia setacea,"(Tryon,1863)",feathery shipworm,1999-10-02,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Panopea generosa,117618,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,Hiatelloidea,Hiatellidae,,,Panopea,Panopea generosa,Panopea generosa,"(Gould, 1850)",Pacific geoduck,1994-10-23,Andy Lamb & Donna Gibbs,DATA,2016-02-07,Peter Luckham,observed
Mya arenaria,81634,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,Myoidea,Myidae,,,Mya,Mya arenaria,Mya arenaria,"Linnaeus, 1758",soft-shelled clam,,,DATA,2016-08-20,Tyrel Froese,observed
Modiolus modiolus,123772,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Modiolinae,,Modiolus,Modiolus modiolus,Modiolus modiolus,"(Linnaeus, 1758)",northern horsemussel,2005-12-10,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Musculus discors,482998,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Musculinae,,Musculus,Musculus discors,Musculus discors,"(Linnaeus, 1767)",,1958-09-05,Ian McTaggart-Cowan,DATA,,,unobserved
Mytilus,62807,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Mytilinae,,Mytilus,,Mytilus spp.,,Pacific blue mussel,1968-08-02,Andy Lamb & Donna Gibbs,DATA,2015-08-05,Andrew Simon,observed
Mytilus edulis,1108240,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Mytilinae,,Mytilus,,Mytilus edulis,"Linnaeus, 1758",,1982-05-28,Philip Lambert,DATA,,,unobserved
Musculus niger,483000,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Musculinae,,Musculus,Musculus niger,Musculus niger,"(J.E. Gray, 1824)",black mussel,1958-09-05,Ian McTaggart-Cowan,DATA,,,unobserved
Nuculana leonina,957348,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,Nuculanoidea,Nuculanidae,Nuculaninae,,Nuculana,Nuculana leonina,Nuculana leonina,"(Dall, 1896)",,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Megayoldia thraciaeformis,957355,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,Nuculanoidea,Yoldiidae,,,Megayoldia,Megayoldia thraciaeformis,Megayoldia thraciaeformis,"(Storer, 1838)",,1942-06-01,Dan Quayle,DATA,,,unobserved
Yoldia aeolica,957342,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,Nuculanoidea,Yoldiidae,,,Yoldia,Yoldia aeolica,Yoldia aeolica,"Dall, 1897",,1917-06-29,,DATA,,,unobserved
Yoldia amygdalea,957338,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,Nuculanoidea,Yoldiidae,,,Yoldia,Yoldia amygdalea,Yoldia amygdalea,"Valenciennes, 1846",yoldia,1962-09-14,John Fleury,DATA,,,unobserved
Ennucula tenuis,202045,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculida,,Nuculoidea,Nuculidae,,,Ennucula,Ennucula tenuis,Ennucula tenuis,"(Montagu, 1808)",smooth nutclam,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Acila castrensis,339158,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculida,,Nuculoidea,Nuculidae,,,Acila,Acila castrensis,Acila castrensis,"(Hinds, 1843)",nutclam or nutshell,1961-05-13,Dan B. Quayle,DATA,,,unobserved
Magallana gigas,605992,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Ostreida,,Ostreoidea,Ostreidae,Crassostreinae,,Magallana,Magallana gigas,Magallana gigas,"(Thunberg, 1793)",Pacific oyster,,,DATA,2016-08-17,Andrew Simon,observed
Pododesmus macrochisma,68652,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Anomioidea,Anomiidae,,,Pododesmus,Pododesmus macrochisma,Pododesmus macrochisma,"(Deshayes, 1839)",green false-jingle,1986-04-08,,DATA,2016-04-06,Karolle Wall,observed
Chlamys hastata,180013,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Pectinoidea,Pectinidae,Pedinae,Chlamydini,Chlamys,Chlamys hastata,Chlamys hastata,"(Gould, 1850)",spiny pink scallop,1962-01-01,Dan Quayle,DATA,2013-10-13,Peter Luckham,observed
Chlamys rubida,84496,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Pectinoidea,Pectinidae,Pedinae,Chlamydini,Chlamys,Chlamys rubida,Chlamys rubida,"(Hinds, 1845)",smooth pink scallop,1961-05-13,Dan Quayle,DATA,,,unobserved
Crassadoma gigantea,54526,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Pectinoidea,Pectinidae,Pedinae,Crassadomini,Crassadoma,Crassadoma gigantea,Crassadoma gigantea,"(J.E. Gray, 1825)",giant rock scallop,1969-02-21,Andy Lamb & Donna Gibbs,DATA,2017-05-28,Karolle Wall,observed
Patinopecten caurinus,203116,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Pectinoidea,Pectinidae,Pedinae,Fortipectinini,Patinopecten,Patinopecten caurinus,Patinopecten caurinus,"(Gould, 1850)",,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Zemysina impolita,1118984,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Ungulinoidea,Ungulinidae,,,Zemysina,Zemysina impolita,Zemysina impolita,"(S. S. Berry, 1953)",rough diplodon,1958-09-05,Ian McTaggart-Cowan,DATA,,,unobserved
Clinocardium nuttallii,69925,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Cardioidea,Cardiidae,Clinocardiinae,,Clinocardium,Clinocardium nuttallii,Clinocardium nuttallii,"(Conrad, 1837)",Nuttall's cockle,1995-02-23,Andy Lamb & Donna Gibbs,DATA,2009-07-08,Shera Street,observed
Tresus capax,126927,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Mactroidea,Mactridae,Lutrariinae,,Tresus,Tresus capax,Tresus capax,"(Gould, 1850)",fat gaper,1993-05-09,Andy Lamb & Donna Gibbs,DATA,2016-02-07,Peter Luckham,observed
Tresus nuttallii,117611,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Mactroidea,Mactridae,Lutrariinae,,Tresus,Tresus nuttallii,Tresus nuttallii,"(Conrad, 1837)",Pacific gaper,1958-09-05,Ian McTaggart-Cowan,DATA,2019-05-04,Emily Adamczyk,observed
Gari californica,354323,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Psammobiidae,,,Gari,Gari californica,Gari californica,"(Conrad, 1849)",California sunsetclam,2005-12-10,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Nuttallia obscurata,430211,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Psammobiidae,,,Nuttallia,Nuttallia obscurata,Nuttallia obscurata,"(Reeve, 1857)",purple mahogany clam,,,DATA,2016-08-23,Andrew Simon,observed
Compsomyax subdiaphana,957357,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,,,Compsomyax,Compsomyax subdiaphana,Compsomyax subdiaphana,"(Carpenter, 1864)",,1961-06-22,,DATA,,,unobserved
Humilaria kennerleyi,873901,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,,,Humilaria,Humilaria kennerleyi,Humilaria kennerleyi,"(Reeve, 1863)",Kennerley's venus,1958-09-05,Ian McTaggart-Cowan,DATA,,,unobserved
Leukoma staminea,333608,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,Chioninae,,Leukoma,Leukoma staminea,Leukoma staminea,"(Conrad, 1837)",Pacific littleneck clam,2007-10-14,Andy Lamb & Donna Gibbs,DATA,2016-09-01,Andrew Simon,observed
Ruditapes philippinarum,343269,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,,,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,"(Adams & Reeve, 1850)",Japanese littleneck,,,DATA,2016-08-21,Tyrel Froese,observed
Saxidomus gigantea,130233,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,,,Saxidomus,Saxidomus gigantea,Saxidomus gigantea,"(Deshayes, 1839)",Washington butter clam,2006-06-23,Andy Lamb & Donna Gibbs,DATA,2019-01-14,'tigerente',observed
Entodesma navicula,339164,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Lyonsiidae,,,Entodesma,Entodesma navicula,Entodesma navicula,"(A. Adams & Reeve, 1850)",rock entodesma,1969-02-22,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Lyonsia bracteata,1118981,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Lyonsiidae,,,Lyonsia,Lyonsia bracteata,Lyonsia bracteata,"(Gould, 1850)",,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Mytilimeria nuttalli,873896,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Lyonsiidae,,,Mytilimeria,Mytilimeria nuttalli,Mytilimeria nuttalli,"Conrad, 1837",bladderclam,1985-07-29,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Thracia trapezoides,957343,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Thracioidea,Thraciidae,,,Thracia,Thracia trapezoides,Thracia trapezoides,"Conrad, 1849",,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Enteroctopus dofleini,48863,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,Octopodoidea,Enteroctopodidae,,,Enteroctopus,Enteroctopus dofleini,Enteroctopus dofleini,"(Wôlker, 1910)",giant pacific octopus,1993-05-09,Andy Lamb & Donna Gibbs,DATA,2015-01-01,Peter Luckham,observed
Octopus rubescens,47455,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,Octopodoidea,Octopodidae,,,Octopus,Octopus rubescens,Octopus rubescens,"Berry, 1953",Pacific red octopus,1995-02-25,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Berryteuthis magister,432390,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Oegopsida,,,Gonatidae,,,Berryteuthis,Berryteuthis magister,Berryteuthis magister,"(Berry, 1913)",schoolmaster armhook squid,1956-01-29,W. Barraclough,DATA,,,unobserved
Rossia pacifica,151358,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Sepiida,,,Sepiolidae,Rossiinae,,Rossia,Rossia pacifica,Rossia pacifica,"Berry, 1911",stubby squid,1994-02-27,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Doryteuthis opalescens,153981,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Myopsida,,,Loliginidae,,,Doryteuthis,Doryteuthis opalescens,Doryteuthis opalescens,"(Berry, 1911)",California market squid,,,DATA,2015-08-06,Chessi Miltner,observed
Phyllaplysia taylori,49864,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Aplysiida,,Aplysioidea,Aplysiidae,,,Phyllaplysia,Phyllaplysia taylori,Phyllaplysia taylori,"Dall, 1900",zebra leafslug,1985-12-07,Andy Lamb & Donna Gibbs,DATA,2015-05-21,Karolle Wall,observed
Calliostoma ligatum,129920,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,Calliostoma ligatum,Calliostoma ligatum,"(Gould, 1844)",blue topsnail,1986-04-08,,DATA,2016-02-07,Peter Luckham,observed
Ceratostoma foliatum,116687,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Ceratostoma,Ceratostoma foliatum,Ceratostoma foliatum,"(Gemlin, 1791)",leafy hornmouth,1986-04-08,,DATA,2013-10-13,Peter Luckham,observed
Nucella lamellosa,117641,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,Nucella lamellosa,Nucella lamellosa,"(Gemlin, 1791)",wrinkled dogwinkle,1961-06-22,Ian McTaggart-Cowan,DATA,2015-04-04,Andrew Simon,observed
Acteocina culcitella,49788,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Bulloidea,Tornatinidae,,,Acteocina,Acteocina culcitella,Acteocina culcitella,"(Gould, 1853)",,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Aglaja ocelligera,49842,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Philinoidea,Aglajidae,,,Aglaja,Aglaja ocelligera,Aglaja ocelligera,"(Bergh, 1893)",spotted aglaja,1996-05-29,Andy Lamb & Donna Gibbs,DATA,2016-04-08,Karolle Wall,observed
Melanochlamys diomedea,345334,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Philinoidea,Aglajidae,,,Melanochlamys,Melanochlamys diomedea,Melanochlamys diomedea,"(Bergh, 1894)",Diomedes aglajid,1994-10-23,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Tritonia tetraquetra,545545,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,,Tritonia,Tritonia tetraquetra,Tritonia tetraquetra,"(Bergh, 1894)",pink tritonia,1975-06-17,Philip Lambert,DATA,2013-10-13,Peter Luckham,observed
Cylichna attonsa,49792,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Cylichnoidea,Cylichnidae,,,Cylichna,Cylichna attonsa,Cylichna attonsa,"Carpenter, 1865",,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Gastropteron pacificum,49839,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Philinoidea,Gastropteridae,,,Gastropteron,Gastropteron pacificum,Gastropteron pacificum,"Bergh, 1893",winged sea slug,1994-02-27,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Haminoea vesicula,49812,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Haminoeoidea,Haminoeidae,,,Haminoea,Haminoea vesicula,Haminoea vesicula,"(Gould, 1855)",white bubble shell,2018-06-24,Andy Lamb & Donna Gibbs,DATA,2018-05-30,Karolle Wall,observed
Myosotella myosotis,225386,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Ellobiida,,Ellobioidea,Ellobiidae,Pythiinae,,Myosotella,Myosotella myosotis,Myosotella myosotis,"(Draparnaud, 1801)",mouse-eared snail,,,DATA,2016-09-01,Andrew Simon,observed
Puncturella cucullata,904312,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,Fissurelloidea,Fissurellidae,Zeidorinae,,Puncturella,Puncturella cucullata,Cranopsis cucullata,"(Gould, 1846)",hooded puncturella,1995-02-24,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Diodora aspera,64148,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,Fissurelloidea,Fissurellidae,Diodorinae,,Diodora,Diodora aspera,Diodora aspera,"(Rathke, 1833)",rough keyhole limpet,1969-02-21,Andy Lamb & Donna Gibbs,DATA,2019-05-04,Norah Brown,observed
