scientificName,scientificNameAuthorship,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,hybrid,variety,provincial_status,national_status,global_status,linkName,linkTaxonID,provincial_status_norm,national_status_clean,national_status_norm,national_status_check,bc_list,residencyStatus,residencyStatusCheck
Osmorhiza occidentalis,(Nutt. ex Torr.& A.Gray). Torr.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,,,S4,unknown,G4G5,Osmorhiza occidentalis,,s4,unknown,NA,FALSE,yellow,NA,NA
Ovis canadensis,"Shaw, 1804",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Antilopinae,Caprini,,,S3? (2015),unknown,G4,Ovis canadensis,,s3?,unknown,NA,FALSE,blue,NA,NA
Ozomelis trifida,(Graham) Rydb.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,,,S5 (2019),,,Ozomelis trifida,,s5,,NA,FALSE,yellow,NA,NA
Panicum capillare,L.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Panicoideae,Paniceae,,,S5 (2019),unknown,G5,Panicum capillare,,s5,unknown,NA,FALSE,yellow,NA,NA
Papaver rhoeas,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,Papavereae,,,SNA (2019),unknown,GNR,Papaver rhoeas,,sna,unknown,NA,FALSE,not-listed,NA,NA
Parmelia pseudosulcata,Gyelnik,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,S3S4 (2010),unknown,G3G5,Parmelia pseudosulcata,,s3s4,unknown,NA,FALSE,blue,NA,NA
Parnassius clodius ssp. claudianus,Stichel,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Parnassiinae,Parnassiini,,,S3S4 (2013),unknown,G5TNR,Parnassius clodius claudianus,,s3s4,unknown,NA,FALSE,blue,NA,NA
Peltigera gowardii,Lendemer & H. O'Brien,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,,,S2 (2019),Special Concern,G3G4,Peltigera gowardii,,s2,special concern,special concern,FALSE,red,NA,NA
Penstemon davidsonii var. menziesii,Greene; (Keck) Cronq.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Cheloneae,,Penstemon davidsonii menziesii,S4 (2001),unknown,G4G5T3T5,Penstemon davidsonii menziesii; Penstemon davidsonii menziesii,,s4,unknown,NA,FALSE,yellow,NA,NA
Pentaglottis sempervirens,(L.) Tausch ex L.H.Bailey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Boraginoideae,Boragineae,,,SNA (2019),unknown,GNR,Pentaglottis sempervirens,,sna,unknown,NA,FALSE,not-listed,NA,NA
Perizoma grandis,Hulst,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Melanthiini,,,S4S5 (2017),unknown,GNR,Martania grandis,,s4s5,unknown,NA,FALSE,yellow,NA,NA
Pero honestaria,Walker,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Odontoperini,,,S3S4 (2017),unknown,G5,Pero honestaria,,s3s4,unknown,NA,FALSE,blue,NA,NA
Peromyscus keeni,Rhoads,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Neotominae,Peromyscini,,,S5 (2015) ; S5 (2015),unknown,G5,Peromyscus keeni,,s5,unknown,NA,FALSE,yellow,NA,NA
Persicaria amphibia,(L.) Gray,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Persicarieae,,,S5 (2019),unknown,G5,Persicaria amphibia,,s5,unknown,NA,FALSE,yellow,NA,NA
Persicaria hydropiperoides,(Michaux) Small,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Persicarieae,,,S4S5 (2019),unknown,G5,Persicaria hydropiperoides,,s4s5,unknown,NA,FALSE,yellow,NA,NA
Petasites frigidus var. frigidus,(Greene) Cronquist,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,,,S5 (2020),unknown,G5T5,Petasites frigidus frigidus,,s5,unknown,NA,FALSE,yellow,NA,NA
Petasites frigidus var. palmatus,(L.) Fr. (Aiton) Cronquist,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,,Petasites frigidus palmatus,S5 (2000) ; S5 (2000),unknown,G5T5,Petasites frigidus palmatus,,s5,unknown,NA,FALSE,yellow,NA,NA
Petroselinum crispum,Mill.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Apieae,,,SNA (2019),unknown,GNR,Petroselinum crispum,,sna,unknown,NA,FALSE,not-listed,NA,NA
Phacelia hastata ssp. hastata,Douglas ex Lehm.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Hydrophylloideae,,,Phacelia hastata hastata,S5 (2000),,,Phacelia hastata hastata,,s5,,NA,FALSE,yellow,NA,NA
Phalaris canariensis,L.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,,,SNA (2019),unknown,GNR,Phalaris canariensis,,sna,unknown,NA,FALSE,not-listed,NA,NA
Phenacomys intermedius,Merriam,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Arvicolinae,Pliophenacomyini,,,S5,unknown,G5,Phenacomys intermedius,,s5,unknown,NA,FALSE,yellow,NA,NA
Phlox diffusa longistylis,Benth.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Polemoniaceae,,,,,S5 (2000),unknown,G5T5,Phlox diffusa longistylis,,s5,unknown,NA,FALSE,yellow,NA,NA
Phyllobius intrusus,Kono,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Phyllobiini,,,SNA (2017),unknown,GNR,Phyllobius intrusus,,sna,unknown,NA,FALSE,not-listed,NA,NA
Physa acuta,Draparnaud,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Hygrophila,,,Lymnaeoidea,Physidae,Physinae,,,,SU (2015),unknown,G5,Physella acuta,,su,unknown,NA,FALSE,undetermined,NA,NA
Physaria arctica,(Wormsk. ex Hornem.) O'Kane & Shehbaz.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Physarieae,,,S3S4 (2019),unknown,G4G5,Physaria arctica,,s3s4,unknown,NA,FALSE,blue,NA,NA
Picea engelmannii,Parry ex Engelm,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,Pinoideae,,,,S5 (2019),unknown,G5,Picea engelmannii,,s5,unknown,NA,FALSE,yellow,NA,NA
Pinus contorta var. contorta,Douglas,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,Pinoideae,,,Pinus contorta contorta,S5 (2000),unknown,G5T5,Pinus contorta contorta; Pinus contorta contorta,,s5,unknown,NA,FALSE,yellow,NA,NA
Pituophis catenifer ssp. deserticola,"(Blainville, 1835)",Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Colubrinae,,,,S3 (2018),1-T (2005),G5T5,Pituophis catenifer deserticola,,s3,1-t (2005),threatened,FALSE,blue,NA,NA
Planorbella trivolvis,Say,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Hygrophila,,,Lymnaeoidea,Planorbidae,Planorbinae,Helisomatini,,,SU (2015),unknown,G5,Planorbella trivolvis,,su,unknown,NA,FALSE,undetermined,NA,NA
Platanthera dilatata var. leucostachys,(Pursh) Lindl. ex L.C. Beck,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,Orchideae,,Platanthera dilatata leucostachys,S5 (2000) ; S5 (2000),unknown,G5T5,Platanthera dilatata leucostachys,,s5,unknown,NA,FALSE,yellow,NA,NA
Plestiodon skiltonianus,Baird & Girard,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Scincidae,Scincinae,,,,S3S4; S3S4 (2018),1-SC (2005),G5,Plestiodon skiltonianus,,s3s4,1-sc (2005),special concern,FALSE,blue,NA,NA
Poa abbreviata ssp. pattersonii,"(Vasey) Á. Löve, D. Löve & B.M. Kapoor; http://R.Br.",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,,,S3 (2019),unknown,G5T5,Poa pattersonii,,s3,unknown,NA,FALSE,blue,NA,NA
Poa compressa,L.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,,,SNA (2005) ; SNA (2005),unknown,GNR,Poa compressa,,sna,unknown,NA,FALSE,not-listed,NA,NA
Poa cusickii ssp. epilis,Vasey,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,,,S4 (2001),unknown,G5T5,Poa cusickii epilis,,s4,unknown,NA,FALSE,yellow,NA,NA
Poa interior,Rydb.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,,,S5 (2019),unknown,G5T5,Poa interior,,s5,unknown,NA,FALSE,yellow,NA,NA
Poa macrantha,Vasey,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,,,S4S4,unknown,G5,Poa macrantha,,s4s4,unknown,NA,FALSE,yellow,NA,NA
Poa palustris,L.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,,,S5 (2019),unknown,G5,Poa palustris,,s5,unknown,NA,FALSE,yellow,NA,NA
Poa secunda ssp. secunda,J. Presl,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,,,S5 (2000) ; S5 (2000),unknown,G5T5,Poa secunda secunda,,s5,unknown,NA,FALSE,yellow,NA,NA
Podarcis muralis,"(Laurenti, 1768)",Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Lacertidae,Lacertinae,,,,SNA (2018),unknown,G5,Podarcis muralis,,sna,unknown,NA,FALSE,not-listed,NA,NA
Polygonum paronychia,Cham. & Schltdl.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Polygoneae,,,S3 (2019),unknown,G5,Polygonum paronychia,,s3,unknown,NA,FALSE,blue,NA,NA
Polygonum viviparum,(l.) s.f. gray,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Persicarieae,,,S5 (2019),,,Bistorta vivipara,,s5,,NA,FALSE,yellow,NA,NA
Polyphylla decemlineata,Say,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Melolonthinae,Melolonthini,,,SNR,unknown,G5,Polyphylla decemlineata,,snr,unknown,NA,FALSE,not-listed,NA,NA
Polystichum lemmonii,Underw.,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,Dryopteridaceae,Dryopteridoideae,,,,S2? (2019),Threatened,G4,Polystichum lemmonii,,s2?,threatened,threatened,FALSE,red,NA,NA
Potentilla glaucophylla var. glaucophylla,Lehm.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,,Potentilla glaucophylla glaucophylla,S5  ; S5,unknown,G5T5,Potentilla glaucophylla glaucophylla,,s5,unknown,NA,FALSE,yellow,NA,NA
Potentilla reptans,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,,,SNA,unknown,GNR,Potentilla reptans,,sna,unknown,NA,FALSE,not-listed,NA,NA
Primula pauciflora var. macrocarpa,(Greene) A.R. Mast & Reveal,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Primuloideae,Primuleae,,Primula pauciflora macrocarpa,SU (2012),unknown,G5T4,Primula pauciflora macrocarpa,,su,unknown,NA,FALSE,undetermined,NA,NA
Primula pauciflora var. pauciflora,(Greene) A.R. Mast & Reveal,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Primuloideae,Primuleae,,Primula pauciflora pauciflora,S5 (2012),unknown,G5T5,Primula pauciflora pauciflora,,s5,unknown,NA,FALSE,yellow,NA,NA
Prunella vulgaris ssp. lanceolata,L. (W. Bartram) Hultén; L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,,,S5 (2019),unknown,G5T5,Prunella vulgaris lanceolata,,s5,unknown,NA,FALSE,yellow,NA,NA
Prunella vulgaris ssp. vulgaris,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,,,SNA (2000),unknown,G5TU,Prunella vulgaris vulgaris,,sna,unknown,NA,FALSE,not-listed,NA,NA
Prunella vulgaris vulgaris,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,,,SNA (2000),,,Prunella vulgaris vulgaris,,sna,,NA,FALSE,not-listed,NA,NA
Pseudotsuga menziesii var. menziesii,(Mirb.) Franco,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,Pinoideae,,,Pseudotsuga menziesii menziesii,S5 (2000) ; S5 (2000),unknown,G5T5,Pseudotsuga menziesii menziesii,,s5,unknown,NA,FALSE,yellow,NA,NA
Psychoglypha alascensis,Banks,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Chilostigmini,,,S4S5 (2016),unknown,G5,Psychoglypha alascensis,,s4s5,unknown,NA,FALSE,yellow,NA,NA
Pteridium aquilinum var. pubescens,"(Underw.) J.A. Thomson, Mickel & Mehlt.",Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Dennstaedtiineae,,Dennstaedtiaceae,,,,Pteridium aquilinum pubescens,S5 (2000),unknown,G5T5,Pteridium aquilinum pubescens,,s5,unknown,NA,FALSE,yellow,NA,NA
Pterostichus herculaneus,Mannerheim,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,,,S5 (2017),unknown,G5,Pterostichus herculaneus,,s5,unknown,NA,FALSE,yellow,NA,NA
Ptilostomis ocellifera,Walker,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Phryganeoidea,Phryganeidae,,,,,S4S5 (2016),unknown,G5,Ptilostomis ocellifera,,s4s5,unknown,NA,FALSE,yellow,NA,NA
Ptinus raptor,Sturm,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Ptininae,Ptinini,,,SNA (2017),unknown,GNR,Ptinus raptor,,sna,unknown,NA,FALSE,not-listed,NA,NA
Pyrola asarifolia ssp. bracteata,Michx.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,,,S4 (2014),unknown,G5T4,Pyrola asarifolia bracteata,,s4,unknown,NA,FALSE,yellow,NA,NA
Pyrola minor,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,,,S4S5 (2015),unknown,G5,Pyrola minor,,s4s5,unknown,NA,FALSE,yellow,NA,NA
Quercus garryana var. garryana,Dougl. Ex Hook.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Fagaceae,,,,Quercus garryana garryana,S5 (2019),unknown,G5T5,Quercus garryana garryana,,s5,unknown,NA,FALSE,yellow,NA,NA
Ramaria formosa,(Pers.) Quél.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,,,,,SNR,unknown,GNR,Ramaria formosa,,snr,unknown,NA,FALSE,not-listed,NA,NA
Rana luteiventris,Thompson,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,,,,S5?; S4S5 (2022),Not at Risk,G4,Rana luteiventris,,"s5?,s4s5",not at risk,NA,FALSE,yellow,NA,NA
Rana pretiosa,Baird & Girard,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,,,,S1; S1 (2022),1-E (2003),G2,Rana pretiosa,,s1,1-e (2003),endangered,FALSE,red,NA,NA
Ranunculus eschscholtzii var. eschscholtzii,Schltdl.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,,Ranunculus eschscholtzii eschscholtzii,S5 (2000),unknown,G5T5,Ranunculus eschscholtzii eschscholtzii,,s5,unknown,NA,FALSE,yellow,NA,NA
Rattus norvegicus,"Berkenhout, 1769",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Muridae,Murinae,Rattini,,,S (2020),unknown,G5,Rattus norvegicus,,NA,unknown,NA,FALSE,NA,NA,NA
Rhizocarpon riparium,R�s�nen,Fungi,Ascomycota,,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,Rhizocarpaceae,,,,,SU,unknown,G4G5,Rhizocarpon riparium,,su,unknown,NA,FALSE,undetermined,NA,NA
Rhus glabra,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Anacardiaceae,Anacardioideae,,,,S5 (2019),unknown,G5,Rhus glabra,,s5,unknown,NA,FALSE,yellow,NA,NA
Ribes divaricatum var. divaricatum,Dougl.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Grossulariaceae,,,,Ribes divaricatum divaricatum,S5 (2019),unknown,G5T5,Ribes divaricatum divaricatum,,s5,unknown,NA,FALSE,yellow,NA,NA
Ribes laxiflorum,Pursh,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Grossulariaceae,,,,,S5,unknown,G5,Ribes laxiflorum,,s5,unknown,NA,FALSE,yellow,NA,NA
Ribes sanguineum sanguineum,Pursh,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Grossulariaceae,,,,Ribes sanguineum sanguineum,S5 (2015),unknown,G5T5,Ribes sanguineum sanguineum,,s5,unknown,NA,FALSE,yellow,NA,NA
Ribes triste,Pallas,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Grossulariaceae,,,,,S5 (2019),unknown,G5,Ribes triste,,s5,unknown,NA,FALSE,yellow,NA,NA
Rorippa alpina,(S.Watson) Rydb.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Cardamineae,,,SU,unknown,G4?,Rorippa alpina,,su,unknown,NA,FALSE,undetermined,NA,NA
Rosa gymnocarpa var. gymnocarpa,Nutt.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Roseae,,Rosa gymnocarpa gymnocarpa,S5 (2019),unknown,G5T5,Rosa gymnocarpa gymnocarpa,,s5,unknown,NA,FALSE,yellow,NA,NA
Rosa nutkana ssp. nutkana,C. Presl,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,,,S5 ; S5,unknown,G5T5,Rosa nutkana nutkana,,s5,unknown,NA,FALSE,yellow,NA,NA
Rosa pisocarpa ssp. pisocarpa,A. Gray,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Roseae,,,S4S5 ; S4S5,unknown,G5TNR,Rosa pisocarpa pisocarpa,,s4s5,unknown,NA,FALSE,yellow,NA,NA
Rosa rubiginosa,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Roseae,,,SNA (2019),unknown,GNRTNR,Rosa rubiginosa,,sna,unknown,NA,FALSE,not-listed,NA,NA
Rubus idaeus ssp. strigosus,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,,,S5 (2015),unknown,G5T5,Rubus idaeus strigosus,,s5,unknown,NA,FALSE,yellow,NA,NA
Rubus idaeus strigosus,Michx.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,,,S5 (2015),,,Rubus idaeus strigosus,,s5,,NA,FALSE,yellow,NA,NA
Rubus leucodermis var. leucodermis,Douglas ex Torr. & A. Gray.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,,Rubus leucodermis leucodermis,S5 (2015),unknown,G5T5,Rubus leucodermis leucodermis,,s5,unknown,NA,FALSE,yellow,NA,NA
Russula cyanoxantha,(Schaeff.) Fr.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,SNR,unknown,GNR,Russula cyanoxantha,,snr,unknown,NA,FALSE,not-listed,NA,NA
Sagina maxima ssp. crassicaulis,A. Gray; A. Gray (S. Watson) Crow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sagineae,,,S5 (2000),unknown,G5T5,Sagina maxima crassicaulis; Sagina maxima crassicaulis,,s5,unknown,NA,FALSE,yellow,NA,NA
Salicornia depressa,Standl.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Salicornioideae,Salicornieae,,,S4 (2015) ; S4 (2015),unknown,G5,Salicornia depressa,,s4,unknown,NA,FALSE,yellow,NA,NA
Salicornia pacifica,Standl.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Salicornioideae,Salicornieae,,,S5 (2019),unknown,G5,Salicornia pacifica,,s5,unknown,NA,FALSE,yellow,NA,NA
Salix discolor,Muhl.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,,,S5 (2019),unknown,G5,Salix discolor,,s5,unknown,NA,FALSE,yellow,NA,NA
Salix lasiandra var. lasiandra,Muhl. (Benth.) A.E. Murray,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,,Salix lasiandra lasiandra,S5 (2000); S5 (2000),unknown,G5T5,Salix lasiandra lasiandra; Salix lasiandra lasiandra,,s5,unknown,NA,FALSE,yellow,NA,NA
Sambucus racemosa var. arborescens,(Torr. & A. Gray) A. Gray,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Viburnaceae,,,,Sambucus racemosa arborescens,S5 (2000),unknown,G5T5,Sambucus racemosa arborescens,,s5,unknown,NA,FALSE,yellow,NA,NA
Sanguisorba stipulata,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Agrimonieae,,,S5 (2019),unknown,G5T5,Sanguisorba stipulata,,s5,unknown,NA,FALSE,yellow,NA,NA
Sarracenia purpurea ssp. purpurea,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Sarraceniaceae,,,,,S2? (2019),unknown,G5T5,Sarracenia purpurea purpurea,,s2?,unknown,NA,FALSE,red,NA,NA
Saxifraga bronchialis ssp. austromontana,Wiegand,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Saxifrageae,,,S5 (2000) ; S5 (2000),unknown,G5T5,Saxifraga bronchialis austromontana,,s5,unknown,NA,FALSE,yellow,NA,NA
Scapanus orarius,,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,Erinaceota,,Talpidae,Scalopinae,Scalopini,,,S4?,unknown,G5,Scapanus orarius,,s4?,unknown,NA,FALSE,yellow,NA,NA
Scapanus townsendii,"Bachman, 1839",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,Erinaceota,,Talpidae,Scalopinae,Scalopini,,,S1 (2015),1-E (2005),G5,Scapanus townsendii,,s1,1-e (2005),endangered,FALSE,red,NA,NA
Schoenoplectus acutus,(Muhl. ex. Bigelow) A. Löve & D. Löve,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Schoenoplectieae,,,S5 (2019),unknown,G5,Schoenoplectus acutus,,s5,unknown,NA,FALSE,yellow,NA,NA
Schoenoplectus pungens longispicatus,(Vahl) Palla,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Schoenoplectieae,,,S5 (2019),,,Schoenoplectus pungens,,s5,,NA,FALSE,yellow,NA,NA
Scirpus cyperinus,(L.) Kunth,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Scirpeae,,,SU (2019),unknown,G5,Scirpus cyperinus,,su,unknown,NA,FALSE,undetermined,NA,NA
Sciurus niger,"Linnaeus, 1758",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Sciurinae,Sciurini,,,S (2020),Not at Risk,G5,Sciurus niger,,NA,not at risk,NA,FALSE,NA,NA,NA
Sclerophora peronella,(Ach.) Tibell,Fungi,Ascomycota,Pezizomycotina,,Lichinomycetes,,,Coniocybales,,,Coniocybaceae,,,,,S1 (2002),Data Deficient,G3G4,Sclerophora peronella,,s1,data deficient,NA,FALSE,red,NA,NA
Secale cereale,L.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Triticeae,,,SNA (2019),unknown,GNR,Secale cereale,,sna,unknown,NA,FALSE,not-listed,NA,NA
Sedum lanceolatum var. nesioticum,nesioticum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,,,S3S4 (2001),unknown,G5T4?,Sedum lanceolatum nesioticum,,s3s4,unknown,NA,FALSE,blue,NA,NA
Sedum spathulifolium,Hook.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,,,S5 (2014),unknown,G5,Sedum spathulifolium,,s5,unknown,NA,FALSE,yellow,NA,NA
