Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Sarsia,,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,Corynidae,,,,,unobserved,29-Nov-94,Dr. Anita Brinckmann-Voss,Race Rocks Inventory,,,,,,Race Rocks;arbutus; garry oak; and douglas-fir woodlands; adult,,JEL
Scaeva pyrastri,,holarctic pied hoverfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Syrphoidea,Syrphidae,Syrphinae,,,,observed,5-May-12,Elizabeth Elle,Elle Elwell B&G 12,,,,,,Albert Head DND;,,ART
Scaphinotus angusticollis,,snail-killing carabid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Carabinae,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Metchosin Boys/Girls Club;,,ART
Scaphinotus marginatus,,snail-killing carabid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Carabinae,,,,observed,9-May-16,"Copley, Claudia R.",Albert Head 16,,,,,,Camas Hill;,,ART
Schizobranchia insignis,,feather duster worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,,,,,observed,27-Apr-13,Gretchen Markle,Swanwick Beach 13,,,,,,Pearson College Seashore;,,MAR
Schizura ipomoeae,,Morning-Glory Prominent,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,,Notodontidae,,,,,observed,13-Jun-15,Libby Avis,Avis Neild 15,,,,,,"Neild Road;concrete pipe, outcrop",,ART
Schizura unicornis,,Unicorn Caterpillar Moth,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,,Notodontidae,,,,,observed,13-Jun-15,Libby Avis,Camas Hill 15,,,,,,Moralea Milne Camas Hill prop.;,,ART
Sciopithes obscurus,,,Animalia,Arthropoda,,,Insecta,,,Coleoptera,,,Curculionidae,,,,,observed,27-Apr-13,Charlene Wood,Bennett Copley 13,,,,,,Metchosin Boys/Girls Club;,,ART
Sciurus carolinensis,,Eastern Grey Squirrel,Animalia,Chordata,Vertebrata,,Mammalia,,,Rodentia,,,Sciuridae,,,,,observed,5-May-12,Jeremy Gatten,Fenneman Gatten Blinkhorn 12,,,,,,Weir's Beach to Witty's Beach;,,MAM
Scorpaenichthys marmoratus,,Cabezon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,,,unobserved,1-Oct-09,Armin Svoboda,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,FIS
Scotinotylus patellatus,,west coast corkscrew money spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Linyphiidae,,,,,observed,30-Apr-11,Robb Bennett,Bennett Copley 11,,,,,,"Camas Hill, Impala Road;",,ART
Scymnus nebulosus,,dusky ladybeetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Scymninae,,,,observed,27-Apr-13,Charlene Wood,Bennett Copley 13,,,,,,Moralea Milne Camas Hill prop.;Found by Kevin Trim,,ART
Scyra acutifrons,,sharpnose crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Pisidae,,,,,observed,9-May-16,Phil Lambert,Albert Head 16,,,,,,Albert Head DND;thin soil over rock,,ART
Sebastes caurinus,,copper rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,,,unobserved,1-Mar-10,Ryan Murphy,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,FIS
Sebastes emphaeus,,Puget Sound rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,,,unobserved,1-Aug-10,Ryan Murphy,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,FIS
Sebastes flavidus,,Yellowtail Rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,,,,,unobserved,1-Mar-10,Garry Fletcher,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,FIS
Sebastes maliger,,quillback rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,,,unobserved,1-Jan-05,Garry Fletcher,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,FIS
Sebastes melanops,,Black rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,,,,,unobserved,1-Jan-05,Garry Fletcher,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,FIS
Sebastes nigrocinctus,,Tiger Rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,,,,,unobserved,1-Jan-02,Garry Fletcher,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,FIS
Selasphorus rufus,,rufous hummingbird,Animalia,Chordata,Vertebrata,,Aves,,,Apodiformes,,,Trochilidae,,,,,observed,30-Apr-11,Ann Nightingale,Birding Team 11,,,,,,Metchosin;,,BIR
Selatosomus suckleyi,,click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Witty's Lagoon Park;,,ART
Semibalanus cariosus,,Thatched barnacle,Animalia,Arthropoda,,,Hexanauplia,,,Sessilia,,,Archaeobalanidae,,,,,observed,30-Apr-11,Melissa Frey,Frey Pearson Intertidal 11,,,,,,Pearson College Seashore;thin soil over rock,,ART
Sergiolus columbianus,,western patterened ant-mimic,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Gnaphosoidea,Gnaphosidae,,,,,observed,27-Apr-13,"R. Bennett, D. Copley",Bennett Copley 13,,,,,,Matheson Lake  ;,,ART
Sericomyia,,drone fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Syrphoidea,Syrphidae,Eristalinae,,,,observed,24-May-14,Libby Avis,Avis 14,,,,,,Camas Hill;,,ART
Serpula columbiana,,serpulid worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,Serpulinae,,,,observed,30-Apr-11,Melissa Frey,Frey Pearson Intertidal 11,,,,,,Laird's Beach and Chris Pratt's beach;,,MAR
Sertularia,,,Animalia,Cnidaria,,,Hydrozoa,,,Leptothecata,,,Sertulariidae,,,,,unobserved,29-Nov-94,Dr. Anita Brinckmann-Voss,Race Rocks Inventory,,,,,,Race Rocks;arbutus; garry oak; and douglas-fir woodlands; adult,,JEL
Sialia mexicana,,Western Bluebird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,,observed,30-Apr-11,Ann Nightingale,Birding Team 11,,,,,,Metchosin;,,BIR
Sitta canadensis,,red-breasted nuthatch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sittidae,,,,,observed,30-Apr-11,Ann Nightingale,Birding Team 11,,,,,,Metchosin;Cl Crustacea:Ord Thoracica:,,BIR
Solaster dawsoni,,Morning Sunstar,Animalia,Echinodermata,,,Asteroidea,,,Valvatida,,,Solasteridae,,,,,observed,30-May-14,Philip Lambert,Taylor Beach 14,,,,,,Beach in front of G. Fletcher's;,,ECH
Solaster endeca,,northern sun star,Animalia,Echinodermata,,,Asteroidea,,,Valvatida,,,Solasteridae,,,,,unobserved,1-Jan-09,Armin Svoboda,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,ECH
Solaster stimpsoni,,striped sun star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,Solasteridae,,,,,unobserved,1-Jan-06,Armin Svoboda,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,ECH
Sphaerophoria,,hover fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Syrphoidea,Syrphidae,Syrphinae,,,,observed,5-May-12,Elizabeth Elle,Elle Elwell B&G 12,,,,,,Metchosin;,,ART
Sphecodes,,blood bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,,,observed,5-May-12,Sherri Elwell,Antos Allen Tower Point 12,,,,,,Tower Point;,,ART
Sphyrapicus ruber,,red-breasted sapsucker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,,,observed,30-Apr-11,Ann Nightingale,Birding Team 11,,,,,,Metchosin;Cl Crustacea:Ord Thoracica:,,BIR
Spilosoma virginica,,Virginian tiger moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,,,,observed,24-May-14,Libby Avis,Avis 14,,,,,,Camas Hill;,,ART
Spinus pinus,,pine siskin,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,observed,30-Apr-11,Ann Nightingale,Birding Team 11,,,,,,Metchosin;,,BIR
Spinus tristis,,American goldfinch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,observed,30-Apr-11,Ann Nightingale,Birding Team 11,,,,,,Metchosin;,,BIR
Spirontocaris,,,Animalia,Arthropoda,,,Malacostraca,,,Decapoda,,,Thoridae,,,,,observed,5-May-12,Philip Lambert,Lambert Weir Witty 12,,,,,,Weir's Beach to Witty's Beach;,,ART
Spirorbis,,,Animalia,Annelida,,,Polychaeta,,,Sabellida,,,Serpulidae,,,,,observed,30-Apr-11,Melissa Frey,Frey Pearson Intertidal 11,,,,,,Witty's Lagoon shoreline;,,MAR
Spizella passerina,,chipping sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Emberizidae,,,,,observed,30-Apr-11,Ann Nightingale,Birding Team 11,,,,,,Metchosin;,,BIR
Squalus acanthias,,Spiny Dogfish,Animalia,Chordata,Vertebrata,,Elasmobranchii,,,Squaliformes,,,Squalidae,,,,,unobserved,15-Jul-16,Garry Fletcher,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,FIS
Stelgidopteryx serripennis,,northern rough-winged swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,,,observed,30-Apr-11,Ann Nightingale,Birding Team 11,,,,,,Metchosin;,,BIR
Stenoporpia excelsaria,,geometrid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,,,observed,13-Jun-15,Libby Avis,Boys & Girls Club 15,,,,,,School on Rocky Point Rd;,,ART
Stomotoca atra,,"hydromedusa,jellyfish",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Pandeidae,,,,,unobserved,29-Sep-11,Dr. Anita Brinckmann-Voss,Race Rocks Inventory,,,,,,Race Rocks;,,JEL
Streptopelia decaocto,,Eurasian collared dove,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,observed,5-May-12,Ann Nightingale,Birding Team 12,,,,,,Metchosin;,,BIR
Strix varia,,barred owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,,,observed,30-Apr-11,Ann Nightingale,Birding Team 11,,,,,,Metchosin;Cl Crustacea:Ord Decapoda:,,BIR
Strongylocentrotus droebachiensis,,green sea urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,,,,observed,30-Apr-11,Melissa Frey,Frey Pearson Docks 11,,,,,,Pearson College Docks;,,ECH
Strongylocentrotus franciscanus,,red sea urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,,,,unobserved,1-Feb-02,Garry Fletcher,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,ECH
Strongylocentrotus purpuratus,,,Animalia,Echinodermata,,,Echinoidea,,,Camarodonta,,,Strongylocentrotidae,,,,,observed,30-Apr-11,Philip Lambert,Lambert Race Rocks 11,,,,,,Race Rocks;,,ECH
Strymon melinus,,grey hairstreak,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,,,observed,24-May-14,Moralea Milne,Camas Hill 14,,,,,,Boys & Girls Club;,,ART
Sturnus vulgaris,,European starling,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sturnidae,,,,,observed,30-Apr-11,Ann Nightingale,Birding Team 11,,,,,,Metchosin;,,BIR
Styela clava,,Solitary ascidian,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,,,observed,30-Apr-11,Melissa Frey,Frey Pearson Docks 11,,,,,,Weir's Beach to Witty's Beach;,,MAR
Stylasterias forreri,,Fish-eating Sea star,Animalia,Echinodermata,,,Asteroidea,,,Forcipulatida,,,Asteriidae,,,,,unobserved,1-Aug-10,Garry Fletcher,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,ECH
Sylvilagus floridanus,,Eastern Cottontail,Animalia,Chordata,Vertebrata,,Mammalia,,,Lagomorpha,,,Leporidae,,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Pearson College Docks;,,MAM
Sympetrum illotum,,Cardinal Meadowhawk,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,,observed,24-May-14,Claudia Copley,Boys and Girls Club 14,,,,,,Metchosin Boys/Girls Club;,,ART
Synoicum parfustis,, peach-coloured compound tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polyclinidae,,,,,unobserved,15-Oct-10,Garry Fletcher,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,MAR
Synthliboramphus antiquus,,ancient murrelet,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Alcidae,,,,,unobserved,20-Nov-10,Garry Fletcher,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,BIR
Tachycineta bicolor,,tree swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,,,observed,13-Jun-15,Ann Nightingale,Birding Team 15,,,,,,Metchosin;,,BIR
Tachycineta thalassina,,violet-green swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,,,observed,30-Apr-11,Ann Nightingale,Birding Team 11,,,,,,Metchosin;,,BIR
Tamiasciurus hudsonicus,,American red squirrel,Animalia,Chordata,Vertebrata,,Mammalia,,,Rodentia,,,Sciuridae,Sciurinae,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Pearson College waterfront by kayak;,,MAM
Taricha granulosa,,rough-skinned newt,Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,Salamandridae,Pleurodelinae,,,,observed,30-Apr-11,Christian Englestoft,Sopuck Englestoff Matheson 11,,,,,,Camas Hill;,,HER
Tegula funebralis,,Black turban snail,Animalia,Mollusca,,,Gastropoda,,,Trochida,,,Trochidae,,,,,unobserved,27-Jul-05,Garry Fletcher,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,MOL
Telmessus cheiragonus,,helmet crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cheiragonidae,,,,,observed,30-Apr-11,Philip Lambert,Lambert Race Rocks 11,,,,,,Race Rocks;,,ART
