iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Subtaxon Author,Common name,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Documenting,Notes,Origin,Critical Notes
Desdimelita microdentata,1128632,Desdimelita microdentata,"Jarrett & Bousfield, 1996",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Hadziida,Hadzioidea,Melitidae,,,Desdimelita,microdentata,,amphipod,1976-06-20,Rita M. O'Clair,CMN,,,unobserved,,native,
Photis brevipes,295828,Photis brevipes,"Shoemaker, 1942",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Corophiida,Photoidea,Photidae,,,Photis,brevipes,,amphipod,1961-06-22,,RBCM,,,unobserved,,native,
Chromopleustes oculatus,796029,Chromopleustes oculatus,"(Holmes, 1908)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Amphilochida,Amphilochoidea,Pleustidae,Parapleustinae,,Chromopleustes,oculatus,,black-and-white sea flea,1995-02-24,Charlie Gibbs,PMLS,,,unobserved,,native,
Gnathopleustes pachychaetus,1128633,Gnathopleustes pachychaetus,"Bousfield & Hendrycks, 1995",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Amphilochida,Amphilochoidea,Pleustidae,Parapleustinae,,Gnathopleustes,pachychaetus,,amphipod,1976-06-20,Rita M. O'Clair,CMN,,,unobserved,,native,
Megalorchestia pugettensis,345335,Megalorchestia pugettensis,"(Dana, 1853)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Talitroidea,Talitridae,Talitrinae,,Megalorchestia,pugettensis,,Puget Sound beach flea,,,,2018-08-01,Andrew Simon,observed,,native,
Traskorchestia traskiana,130223,Traskorchestia traskiana,"(Stimpson, 1857)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Talitroidea,Talitridae,Talitrinae,,Traskorchestia,traskiana,,Pacific beach hopper,,,,2017-03-30,Andrew Simon,observed,,native,
Neotrypaea californiensis,56659,Neotrypaea californiensis,"(Dana, 1854)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Axiidea,,Callianassidae,,,Neotrypaea,californiensis,,bay ghost shrimp,1995-02-23,Charlie Gibbs,PMLS,2019-04-20,Natalie Kennedy,observed,,native,
Cancer productus,47826,Cancer productus,"Randall, 1840",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Cancer,productus,,red rock crab,1985-12-07,Andy Lamb,PMLS,2013-10-13,Peter Luckham,observed,,native,
Glebocarcinus oregonensis,429951,Glebocarcinus oregonensis,"(Dana, 1852)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Glebocarcinus,oregonensis,,pygmy rock crab,1986-04-08,,RBCM,2013-10-13,Peter Luckham,observed,,native,
Metacarcinus gracilis,116721,Metacarcinus gracilis,"(Dana, 1852)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Metacarcinus,gracilis,,graceful crab,1973-06-14,Philip Lambert,RBCM,2016-08-17,Andrew Simon,observed,,native,
Metacarcinus magister,63697,Metacarcinus magister,"(Dana, 1852)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Metacarcinus,magister,,dungeness crab,1996-05-29,Charlie Gibbs,PMLS,2018-05-29,Karolle Wall,observed,,native,
Telmessus cheiragonus,180391,Telmessus cheiragonus,"(Tilesius, 1815)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cheiragonoidea,Cheiragonidae,,,Telmessus,cheiragonus,,helmet crab,1996-05-29,Charlie Gibbs,PMLS,2017-05-29,Karolle Wall,observed,,native,
Crangon nigricauda,339110,Crangon nigricauda,"Stimpson, 1856",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Crangonoidea,Crangonidae,,,Crangon,nigricauda,,blacktail bay shrimp,,,,2018-05-31,Karolle Wall,observed,,,
Metacrangon munita,459610,Metacrangon munita,"(Dana, 1852)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Crangonoidea,Crangonidae,,,Metacrangon,munita,,coastal spinyhead,1928-07-18,,RBCM,,,unobserved,,native,
Chorilia longipes,459559,Chorilia longipes,"Dana, 1851",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Pisinae,,Chorilia,longipes,,longhorn decorator crab,2008-05-22,Jackson Chu,Chu (2010),2009-10-03,Jackson Chu,observed,,native,
Pugettia gracilis,130344,Pugettia gracilis,"Dana, 1851",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,Pugettia,gracilis,,graceful kelp crab,,,RBCM,2013-10-13,Peter Luckham,observed,,native,
Pugettia producta,49723,Pugettia producta,"(Randall, 1840)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,Pugettia,producta,,northern kelp crab,1969-02-22,Andy Lamb,PMLS,2016-02-07,Peter Luckham,observed,,native,
Scyra acutifrons,47712,Scyra acutifrons,"Dana, 1851",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Pisinae,,Scyra,acutifrons,,sharpnose crab,1986-04-08,,RBCM,2013-10-13,Peter Luckham,observed,,native,
Acantholithodes hispidus,450310,Acantholithodes hispidus,"(Stimpson, 1860)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Acantholithodes,hispidus,,hairy-spined crab,1994-09-10,Andy Lamb,PMLS,2007-10-23,Jackson Chu,observed,,native,
Hapalogaster mertensii,51635,Hapalogaster mertensii,"J.F. Brandt, 1850",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Hapalogaster,mertensii,,hairy crab,1969-02-22,Andy Lamb,PMLS,,,observed,,native,
Oedignathus inermis,194566,Oedignathus inermis,"(Stimpson, 1860)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Oedignathus,inermis,,granular claw crab,2008-08-29,Andy Lamb,PMLS,1978-03-19,Rick Harbo,observed,,native,
Placetron wosnessenskii,459657,Placetron wosnessenskii,"Schalfeew, 1892",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Placetron,wosnessenskii,,scaled crab,1999-07-31,Charlie Gibbs,PMLS,,,unobserved,,native,
Cryptolithodes sitchensis,47395,Cryptolithodes sitchensis,"J.F. Brandt, 1853",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Cryptolithodes,sitchensis,,umbrella crab,1999-10-02,Andy Lamb,PMLS,,,unobserved,,native,
Cryptolithodes typicus,53845,Cryptolithodes typicus,"J.F. Brandt, 1848",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Cryptolithodes,typicus,,butterfly crab,1985-07-29,Andy Lamb,PMLS,,,unobserved,,native,
Echidnocerus foraminatus,1439282,Lopholithodes foraminatus,"(Stimpson, 1859)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Echidnocerus,foraminatus,,brown box crab,2008-05-22,Jackson Chu,Chu (2010),2008-05-24,Jackson Chu,observed,,native,
Echidnocerus cibarius,1439280,Lopholithodes mandtii,"J.F. Brandt, 1848",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Echidnocerus,cibarius,,Puget Sound king crab,1994-02-27,Charlie Gibbs,PMLS,2015-01-01,Peter Luckham,observed,,native,
Phyllolithodes papillosus,424896,Phyllolithodes papillosus,"J.F. Brandt, 1848",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Phyllolithodes,papillosus,,heart crab,1969-02-21,Andy Lamb,PMLS,,,unobserved,,native,
Rhinolithodes wosnessenskii,459660,Rhinolithodes wosnessenskii,"J.F. Brandt, 1848",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Rhinolithodes,wosnessenskii,,rhinoceros crab,1994-09-10,Andy Lamb,PMLS,,,unobserved,,native,
Grimothea quadrispina,1427738,Munida quadrispina,"Benedict, 1902",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Munididae,,,Grimothea,quadrispina,,squat lobster,2008-05-21,Jackson Chu,Chu (2010),2008-05-24,Jackson Chu,observed,,native,
Hyas lyratus,459591,Hyas lyratus,"Dana, 1851",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Oregoniidae,Oregoniinae,,Hyas,lyratus,,Pacific lyre crab,1961-05-13,Dan Quayle,RBCM,,,unobserved,,native,
Oregonia gracilis,84267,Oregonia gracilis,"Dana, 1851",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Oregoniidae,Oregoniinae,,Oregonia,gracilis,,graceful decorator crab,1973-09-21,Andy Lamb,PMLS,2017-05-29,Karolle Wall,observed,,native,
Discorsopagurus schmitti,459564,Discorsopagurus schmitti,"(Stevens, 1925)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Discorsopagurus,schmitti,,tubeworm hermit,1986-09-30,,RBCM,,,unobserved,,native,
Elassochirus gilli,459568,Elassochirus gilli,"(Benedict, 1892)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Elassochirus,gilli,,orange hermit,1985-08-02,Andy Lamb,PMLS,,,unobserved,,native,
Elassochirus tenuimanus,459569,Elassochirus tenuimanus,"(Dana, 1851)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Elassochirus,tenuimanus,,widehand hermit,1993-08-16,Andy Lamb,PMLS,,,unobserved,,native,
Pagurus armatus,459543,Pagurus armatus,"(Dana, 1851)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,armatus,,blackeyed hermit,1969-02-21,Andy Lamb,PMLS,,,unobserved,,native,
Pagurus beringanus,362749,Pagurus beringanus,"(Benedict, 1892)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,beringanus,,Bering hermit,1986-04-08,,RBCM,2015-05-16,Peter Luckham,observed,,native,
Pagurus caurinus,180026,Pagurus caurinus,"Hart, 1971",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,caurinus,,Greenmark hermit,2005-12-10,Andy Lamb,PMLS,,,observed,,native,
Pagurus granosimanus,127555,Pagurus granosimanus,"(Stimpson, 1859)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,granosimanus,,grainy hermit crab,1986-09-30,,RBCM,2013-05-09,Karolle Wall,observed,,native,
Pagurus hirsutiusculus,63219,Pagurus hirsutiusculus,"(Dana, 1851)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,hirsutiusculus,,hairy hermit,2016-01-23,Andy Lamb,PMLS,2016-08-26,Lauren Magner & Andrew Simon,observed,,native,
Pagurus kennerlyi,459637,Pagurus kennerlyi,"(Stimpson, 1864)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,kennerlyi,,bluespine hermit,1999-10-02,Andy Lamb,PMLS,,,unobserved,,native,
Pagurus ochotensis,202044,Pagurus ochotensis,"Brandt, 1851",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,ochotensis,,Alaskan hermit,1985-08-02,Andy Lamb,PMLS,,,unobserved,,native,
Pagurus quaylei,366957,Pagurus quaylei,"Hart, 1971",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,quaylei,,Quayle's hermit,2008-06-21,Andy Lamb,PMLS,,,unobserved,,native,
Pagurus samuelis,49095,Pagurus samuelis,"(Stimpson, 1857)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,samuelis,,blueband hermit,2009-03-19,Andy Lamb,PMLS,,,unobserved,,native,
Pagurus stevensae,459640,Pagurus stevensae,"Hart, 1971",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,stevensae,,Stevens' hermit,2008-03-01,Andy Lamb,PMLS,,,unobserved,,native,
Pandalus borealis,437504,Pandalus borealis,"Krøyer, 1838",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Pandaloidea,Pandalidae,,,Pandalus,borealis,,northern shrimp,1956-01-29,W. Barraclough,RBCM,,,unobserved,,native,
Pandalus danae,154708,Pandalus danae,"Stimpson, 1857",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Pandaloidea,Pandalidae,,,Pandalus,danae,,coonstripe shrimp,1981-05-31,Andy Lamb,PMLS,2015-04-22,Karolle Wall,observed,,native,
Pandalus eous,459644,Pandalus eous,"Makarov, 1935",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Pandaloidea,Pandalidae,,,Pandalus,eous,,spiny pink shrimp,1995-02-23,Charlie Gibbs,PMLS,,,unobserved,,native,
Pandalus lucidirimicolus,1111164,Pandalus lucidirimicolus,"(Jensen, 1998)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Pandaloidea,Pandalidae,,,Pandalus,lucidirimicolus,,sparkling shrimp,1995-11-24,Daniel Kent,RBCM,,,unobserved,"reported as Pandalopsis lucidirimicola Jensen, 1998",native,"The genus Pandalus is adopted instead of Pandalopsis as per WoRMS Editorial Board 2021, though there is some contention regarding this matter. ""Since generic splits are rather arbitrary, I am not sure why they split off Pandalus lucidirimicolus when all the Pandalopsis fall out together in their tree"" (Gregory Jensen pers. comm. 2019)."
Pandalus platyceros,180394,Pandalus platyceros,"J.F. Brandt in von Middendorf, 1851",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Pandaloidea,Pandalidae,,,Pandalus,platyceros,,Pacific prawn,1995-02-25,Charlie Gibbs,PMLS,2008-05-24,Jackson Chu,observed,,native,
Pandalus stenolepis,459645,Pandalus stenolepis,"Rathbun, 1902",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Pandaloidea,Pandalidae,,,Pandalus,stenolepis,,rough patch shrimp,1995-02-23,Charlie Gibbs,PMLS,,,unobserved,,native,
Lophopanopeus bellus,50818,Lophopanopeus bellus,"(Stimpson, 1860)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Xanthoidea,Panopeidae,,,Lophopanopeus,bellus,,black-clawed crab,2007-10-21,Andy Lamb,PMLS,2016-04-08,Karolle Wall,observed,,native,
Fabia subquadrata,117669,Fabia subquadrata,"Dana, 1851",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Pinnotheroidea,Pinnotheridae,Pinnotherinae,,Fabia,subquadrata,,pea crab,1934-09-06,Joesphine F.L. Hart,RBCM,,,unobserved,,native,
Petrolisthes eriomerus,47803,Petrolisthes eriomerus,"Stimpson, 1871",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Porcellanidae,,,Petrolisthes,eriomerus,,flattop crab,1969-02-22,Andy Lamb,PMLS,2017-05-26,Kris Krüg,observed,,native,
Eusergestes similis,459581,Eusergestes similis,"(Hansen, 1903)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Dendrobranchiata,,Sergestoidea,Sergestidae,,,Eusergestes,similis,,Pacific sergestid,1965-01-29,W. Barraclough,RBCM,,,unobserved,,native,"Accessioned in the RBCM collections as Sergestes similis, an unaccepted synonym (WoRMS Editorial Board 2021)."
Eualus butleri,459508,Eualus butleri,"Jensen, 2004",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Eualus,butleri,,sponge eualid,2016-01-23,Andy Lamb,PMLS,,,unobserved,,native,
Heptacarpus brevirostris,63679,Heptacarpus brevirostris,"(Dana, 1852)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Heptacarpus,brevirostris,,stout coastal shrimp,1976-06-20,Rita M. O'Clair,CMN,2017-05-26,Karolle Wall,observed,,native,
Heptacarpus kincaidi,459524,Heptacarpus kincaidi,"(Rathbun, 1902)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Heptacarpus,kincaidi,,Kincaid's shrimp,1996-09-28,Charlie Gibbs,PMLS,,,unobserved,,native,
Heptacarpus stylus,458674,Heptacarpus stylus,"(Stimpson, 1864)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Heptacarpus,stylus,,stiletto shrimp,2006-03-05,Andy Lamb,PMLS,,,unobserved,,native,
Heptacarpus sitchensis,67627,Heptacarpus sitchensis,"(J.F. Brandt in von Middendorf, 1851)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Heptacarpus,sitchensis,,red-banded transparent shrimp,,,,2017-05-26,Karolle Wall,observed,,native,
Heptacarpus tridens,459522,Heptacarpus tridens,"(Rathbun, 1902)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Heptacarpus,tridens,,threespine shrimp,1999-10-02,Andy Lamb,PMLS,,,unobserved,,native,
Lebbeus eludus,459480,Lebbeus eludus,"Jensen, 2006",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Lebbeus,eludus,,elusive lebbeid,2009-05-30,Andy Lamb,PMLS,,,unobserved,,native,
Lebbeus grandimanus,459598,Lebbeus grandimanus,"(Bražnikov, 1907)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Lebbeus,grandimanus,,candy stripe shrimp,1996-09-28,Charlie Gibbs,PMLS,,,unobserved,,native,
Lebbeus mundus,459601,Lebbeus mundus,"Jensen, 2006",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Lebbeus,mundus,,cleaner lebbeid,2008-02-16,Andy Lamb,PMLS,,,unobserved,,native,
Spirontocaris prionota,424249,Spirontocaris prionota,"(Stimpson, 1864)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Spirontocaris,prionota,,deep blade shrimp,1986-09-30,,RBCM,,,unobserved,,native,
Hemigrapsus nudus,48342,Hemigrapsus nudus,"(Dana, 1851)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Grapsoidea,Varunidae,Varuninae,,Hemigrapsus,nudus,,purple shore crab,1948-06-05,,RBCM,2011-08-10,Nancy Woodham,observed,,native,
Hemigrapsus oregonensis,69170,Hemigrapsus oregonensis,"(Dana, 1851)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Grapsoidea,Varunidae,Varuninae,,Hemigrapsus,oregonensis,,yellow shore crab,,,,2015-08-28,Andrew Simon,observed,,native,
Euphausia,195136,Euphausia spp.,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Euphausiacea,,,,Euphausiidae,,,Euphausia,,,krill,1973-09-21,Andy Lamb,PMLS,,,unobserved,,,"At least two species are present in the region. Their small sizes, rapid swimming behavior, and minor anatomical differences make field identifications impossible."
Bopyroides hippolytes,873867,Bopyroides hippolytes,"(Kröyer, 1838)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Cymothoida,Epicaridea,Bopyroidea,Bopyridae,Bopyrinae,,Bopyroides,hippolytes,,shrimp parasitic isopod,2010-07-17,Andy Lamb,PMLS,,,unobserved,,native,
Pentidotea resecata,141842,Pentidotea resecata,"(Stimpson, 1857)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Valvifera,,,Idoteidae,,,Pentidotea,resecata,,eelgrass isopod,,,,2016-05-08,Karolle Wall,observed,,native,
Pentidotea wosnesenskii,126295,Pentidotea wosnesenskii,"(Brandt, 1851)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Valvifera,,,Idoteidae,,,Pentidotea,wosnesenskii,,rockweed isopod,1960-12-22,Donald E. McAllister & M.O Yesaki,CMN,2017-04-08,Tyrel Froese,observed,,native,
