Taxon,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Author,Common Name,Origin,Status,Reporting Status,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,First observed,iNaturalist Link,iNaturalist taxon name,iNaturalist taxon ID,iNaturalist Photo,Notes
Grimmia ovalis,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,(Hedw.) Lindb.,flat-rock grimmia,native,S4? (2015),reported,2016-04-10,Terry McIntosh,St. John Point Conservation Report,,,,Grimmia ovalis,163397,,
Grimmia pulvinata,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,(Hedw.) Sm.,grey-cushioned grimmia,native,S4S5 (2015),confirmed,1969-07-11,Wilfred B. Schofield,UBC,B113717,,https://www.inaturalist.org/observations/20068243,Grimmia pulvinata,56117,https://static.inaturalist.org/photos/30987700/medium.jpeg?1549240891,
Grimmia trichophylla,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Grimmia,Grev.,hair-pointed grimmia,native,S4S5 (2015),confirmed,1969-08-21,C.C. Chuang,UBC,B208336,,https://www.inaturalist.org/observations/13336537,Grimmia trichophylla,163406,https://static.inaturalist.org/photos/19536330/medium.jpeg?1528728915,
Niphotrichum elongatum,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Niphotrichum,(Ehrh. ex Frisvoll) Bednarek-Ochyra & Ochyra,long fringe-moss,native,S4S5,confirmed,1962-06-04,Wilfred B. Schofield,UBC,B2156,,https://www.inaturalist.org/observations/20872832,Niphotrichum elongatum,123441,https://static.inaturalist.org/photos/32204746/medium.jpeg?1551511612,
Racomitrium heterostichum,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Racomitrium,,Yellow-green Rock Moss,,,new 2019,,,,,,https://www.inaturalist.org/observations/20068245,Racomitrium heterostichum,167683,https://static.inaturalist.org/photos/30987760/medium.jpeg?1549240977,
Racomitrium lanuginosum,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Racomitrium,(Hedw.) Brid.,woolly fringe-moss,native,S3S5 (2015),reported,2016-04-10,Terry McIntosh,St. John Point Conservation Report,,,,Racomitrium lanuginosum,167684,,
Schistidium maritimum,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,Schistidium,(Turner ex Robt. Scott) Bruch & Schimp,seaside Grimmia,native,S4S5 (2015),reported,2016-04-09,Terry McIntosh,UBC,B239041,,,Schistidium maritimum,168578,,
Ptychomitrium gardneri,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Ptychomitriaceae,,,Ptychomitrium,Lesq.,Gardner’s ptychomitrium moss,native,S3S4 (2015),reported,1962-06-04,Wilfred B. Schofield,UBC,B149843,,,Ptychomitrium gardneri,167566,,
Calliergonella cuspidata,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Amblystegiaceae,,,Calliergonella,(Hedw.) Loeske,pointed spear-moss,native,S4S5 (2015),confirmed,1962-06-04,Wilfred B. Schofield,UBC,B208892,,https://www.inaturalist.org/observations/19981458,Calliergonella cuspidata,159669,https://static.inaturalist.org/photos/30836361/medium.jpeg?1548904563,
Brachythecium albicans,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Brachythecium,(Hedw.) Schimp.,whitish feather-moss,native,S4S5 (2015),reported,2016-04-10,Terry McIntosh,St. John Point Conservation Report,,,,Brachythecium albicans,123771,,
Brachythecium frigidum,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Brachythecium,(C. Muell.) Besch.,frigid feather-moss,native,S5? (2015),confirmed,2016-04-09,Terry McIntosh,UBC,B238996,,https://www.inaturalist.org/observations/20023015,Brachythecium frigidum,123270,https://static.inaturalist.org/photos/30906785/medium.jpeg?1549076374,
Brachythecium velutinum,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Brachythecium,(Hedw.) Schimp.,velvet feather-moss,native,S4S5 (2011),reported,1969-08-21,Wilfred B. Schofield,UBC,B76355,,,Brachythecium velutinum,154134,,
Eurhynchium praelongum,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Eurhynchium,(Hedw.) Schimp.,slender-beaked moss,native,S5,confirmed,2016-04-10,Terry McIntosh,UBC,B239048,,https://www.inaturalist.org/observations/19857220,Eurhynchium praelongum,782852,https://static.inaturalist.org/photos/30615065/medium.jpeg?1548392669,reported as Kindbergia praelonga
Homalothecium aeneum,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,(Mitt.) E. Lawton,golden curl-moss,native,unlisted,reported,2016-04-09,Terry McIntosh,UBC,B239039,,,Homalothecium aeneum,163824,,
Homalothecium arenarium,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,(Lesq.) E. Lawton,sandwort homalothecium,native,S3S4 ,confirmed,2016-04-10,Terry McIntosh,UBC,B239014,,https://www.inaturalist.org/observations/24711300,Homalothecium arenarium,163825,https://static.inaturalist.org/photos/38212245/medium.jpeg?1557198007,
Homalothecium aureum,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,(Spruce) H. Rob.,golden curl-moss,native,S4? (2015),reported,1969-08-21,C.C. Chuang,UBC,B208326,,,Homalothecium aureum,451921,,"reported as Homalothecium pinnatifidum; H. aureum var. pinnatifidum is considered synonymous, acc. Tropicos; however, the Bryophyte Flora of North America treats H. pinnatifidum as synonymous with H. aureum"
Homalothecium fulgescens,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,(Mitt. ex Müll. Hal.) A. Jaeger,yellow curl-moss,native,S4S5,confirmed,1969-08-21,C.C. Chuang,UBC,B208316,,https://www.inaturalist.org/observations/20023021,Homalothecium fulgescens,123819,https://static.inaturalist.org/photos/30907082/medium.jpeg?1549077007,
Homalothecium nuttallii,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Homalothecium,(Wilson) A. Jaeger,Nuttall’s homalothecium,native,S4S5,reported,2016-04-10,Terry McIntosh,St. John Point Conservation Report,,,,Homalothecium nuttallii,67892,,
Isothecium cristatum,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Isothecium,(Hampe) H. Rob.,isothecium moss,native,S4,confirmed,1969-08-21,C.C. Chuang,UBC,B208342,,https://www.inaturalist.org/observations/22070922,Isothecium cristatum,68058,https://static.inaturalist.org/photos/34178858/medium.jpeg?1554525972,
Isothecium stoloniferum,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Isothecium,Brid.,cat's tail moss,native,S4S5,confirmed,1969-08-21,C.C. Chuang,UBC,B208319,,https://www.inaturalist.org/observations/24706336,Isothecium stoloniferum,67903,https://static.inaturalist.org/photos/38205338/medium.jpeg?1557193078,
Kindbergia oregana,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Kindbergia,(Sull.) Ochyra,Oregon beaked moss,native,S5,confirmed,1969-08-21,C.C. Chuang,UBC,B208317,,https://www.inaturalist.org/observations/19857229,Kindbergia oregana,120909,https://static.inaturalist.org/photos/30615119/medium.jpeg?1548392791,
Pseudoscleropodium purum,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Entodontaceae,,,Pseudoscleropodium,(Hedw.) M. Fleisch.,neat feather-moss,exotic,unlisted,new 2019,,,,,,https://www.inaturalist.org/observations/19981459,Pseudoscleropodium purum,123645,https://static.inaturalist.org/photos/30836368/medium.jpeg?1548904568,
Scleropodium cespitans,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Scleropodium,L.F. Koch,tufted feather-moss,native,S4S5 (2015),confirmed,2016-04-10,Terry McIntosh,St. John Point Conservation Report,,,https://www.inaturalist.org/observations/22070934,Scleropodium cespitans,67909,https://static.inaturalist.org/photos/34179280/medium.jpeg?1554526734,
Scleropodium obtusifolium,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Scleropodium,(Mitt.) Kindb.,blunt-leaved scleropodium,native,S4S5 (2015),reported,2016-04-09,Terry McIntosh,UBC,B238988,,,Scleropodium obtusifolium,123794,,
Scleropodium touretii,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,Scleropodium,(Brid.) L.F. Koch,glasswort feather-moss,native,S4? (2015),confirmed,1969-08-21,C.C. Chuang,UBC,B208310,,https://www.inaturalist.org/observations/24706319,Scleropodium touretii,67907,https://static.inaturalist.org/photos/38205227/medium.jpeg?1557193000,
Hylocomium splendens,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Hylocomium,(Hedw.) Schimp.,glittering wood-moss,native,S5,confirmed,2016-04-09,Terry McIntosh,UBC,B238979,,https://www.inaturalist.org/observations/7536467,Hylocomium splendens,122555,https://static.inaturalist.org/photos/9831203/medium.jpeg?1503013662,
Pleurozium schreberi,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Pleurozium,(Willd. ex Brid.) Mitt.,red-stemmed feather moss,native,S5 (2015),confirmed,2016-04-09,Terry McIntosh,UBC,B238991,,https://www.inaturalist.org/observations/20960472,Pleurozium schreberi,130677,https://static.inaturalist.org/photos/32360999/medium.jpeg?1551752591,
Rhytidiadelphus loreus,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Rhytidiadelphus,(Hedw.) Warnst.,lanky moss,native,S5,confirmed,2016-04-09,Terry McIntosh,UBC,B238997,,https://www.inaturalist.org/observations/20794386,Rhytidiadelphus loreus,124422,https://static.inaturalist.org/photos/32070372/medium.jpeg?1551233041,
Rhytidiadelphus squarrosus,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Rhytidiadelphus,(Hedw.) Warnst.,square gooseneck moss,native,S5 (2015),reported,2016-04-09,Terry McIntosh,UBC,B238999,,,Rhytidiadelphus squarrosus,123754,,
Rhytidiadelphus triquetrus,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Rhytidiadelphus,(Hedw.) Warnst.,stairstep moss,native,S5,confirmed,2016-04-10,Terry McIntosh,UBC,B239040,,https://www.inaturalist.org/observations/19857228,Rhytidiadelphus triquetrus,123923,https://static.inaturalist.org/photos/30615115/medium.jpeg?1548392771,
Buckiella undulata,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,,Buckiella,(Hedw.) Ireland,waved silk-moss,native,S4 (2015)  ,confirmed,2016-04-09,Terry McIntosh,UBC,B238975,,https://www.inaturalist.org/observations/20794374,Buckiella undulata,123497,https://static.inaturalist.org/photos/32070230/medium.jpeg?1551232896,
Hypnum circinale,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,,Hypnum,Hook.,coiled-leaf claw-moss,native,S5,confirmed,1962-06-04,Wilfred B. Schofield,UBC,B181256,,https://www.inaturalist.org/observations/13336523,Hypnum circinale,125464,https://static.inaturalist.org/photos/19534955/medium.jpeg?1528727147,
Hypnum cupressiforme,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,,Hypnum,Hedw.,cypess-leaved plaitmoss,native,S4S5 (2011),new 2019,,,,,,https://www.inaturalist.org/observations/19726537,Hypnum cupressiforme,163992,https://static.inaturalist.org/photos/30392643/medium.jpeg?1547887687,
Hypnum dieckii,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,,Hypnum,Ren. & Card.,Dieck's hypnum moss,native,S4S5 (2015),reported,1970-08-29,Wilfred B. Schofield,UBC,B111546,,,Hypnum dieckii,163994,,
Hypnum subimponens,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,,Hypnum,Lesq.,curly claw-moss,native,S4S5 (2015),confirmed,1969-08-21,C.C. Chuang,UBC,B208315,,https://www.inaturalist.org/observations/20794382,Hypnum subimponens,130684,https://static.inaturalist.org/photos/32070298/medium.jpeg?1551232961,
Pseudotaxiphyllum elegans,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Plagiotheciaceae,,,Pseudotaxiphyllum,(Brid.) Z. Iwats.,elegant silk moss,native,S4S5 (2015),confirmed,2016-04-10,Terry McIntosh,St. John Point Conservation Report,,,https://www.inaturalist.org/observations/13336528,Pseudotaxiphyllum elegans,67917,https://static.inaturalist.org/photos/19535526/medium.jpeg?1528727953,
Plagiothecium laetum,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Plagiotheciaceae,,,Plagiothecium,Schimp.,bright silk-moss,native,S4S5 (2015),new 2019,2019-05-05,Steve Joya & Olivia Lee,Bioblitz 2019,,,,Plagiothecium laetum,123563,,
Heterocladium macounii,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Thuidiaceae,,,Heterocladium,Best,Macoun's bileaf moss,native,S4S5 (2011),confirmed,1970-08-29,Wilfred B. Schofield,UBC,B64030,,https://www.inaturalist.org/observations/25649048,Heterocladium macounii,163713,https://static.inaturalist.org/photos/39751058/medium.jpeg?1558657984,
Claopodium bolanderi,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Thuidiaceae,,,Claopodium,Best,Bolander’s claopodium moss,native,S4S5 (2015),confirmed,2016-04-09,Terry McIntosh,UBC,B238957,,https://www.inaturalist.org/observations/19857215,Claopodium bolanderi,160663,https://static.inaturalist.org/photos/30615003/medium.jpeg?1548392520,
Claopodium crispifolium,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Thuidiaceae,,,Claopodium,(Hook.) Renauld & Cardot,rough moss,native,S4S5 (2015),confirmed,2016-04-10,Terry McIntosh,St. John Point Conservation Report,,,https://www.inaturalist.org/observations/20023022,Claopodium crispifolium,128661,https://static.inaturalist.org/photos/30907100/medium.jpeg?1549077067,
Claopodium whippleanum,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Thuidiaceae,,,Claopodium,(Sull.) Renauld & Cardot,Whipple's claopodium moss,native,S3S4 (2015),confirmed,2016-04-09,Terry McIntosh,UBC,B238984,,https://www.inaturalist.org/observations/24706288,Claopodium whippleanum,67868,https://static.inaturalist.org/photos/38204955/medium.jpeg?1557192788,
Hedwigia stellata,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Hedwigiaceae,,,Hedwigia,Hedenäs,starry hoar-moss,native,S3S4 (2015),confirmed,1969-08-21,C.C. Chuang,UBC,B208334,,https://www.inaturalist.org/observations/13336538,Hedwigia stellata,163552,https://static.inaturalist.org/photos/19536388/medium.jpeg?1528728974,
Pseudobraunia californica,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Hedwigiaceae,,,Pseudobraunia,(Lesq.) Broth.,California pseudobraunia moss,native,S3S4 (2015),confirmed,1969-08-21,C.C. Chuang,UBC,B208338,,https://www.inaturalist.org/observations/25247936,Pseudobraunia californica,156472,https://static.inaturalist.org/photos/39085338/medium.jpeg?1558061854,
Antitrichia californica,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Leucodontaceae,,,Antitrichia,Sull.,California antitrichia moss,native,S4 (2015),confirmed,1969-08-21,C.C. Chuang,UBC,B208324,,https://www.inaturalist.org/observations/21474053,Antitrichia californica,67846,https://static.inaturalist.org/photos/33227610/medium.jpeg?1553228506,
Antitrichia curtipendula,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Leucodontaceae,,,Antitrichia,(Timm ex Hedw.) Brid.,pendulous wing-moss,native,S5 (2015),confirmed,2016-04-09,Terry McIntosh,UBC,B238960,,https://www.inaturalist.org/observations/9343459,Antitrichia curtipendula,126107,https://static.inaturalist.org/photos/12678079/medium.jpeg?1514891910,
Dendroalsia abietina,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Leucodontaceae,,,Dendroalsia,(Hook.) E. Britton,plume moss,native,S3S4 (2015),reported,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,Dendroalsia abietina,55340,,
Nogopterium gracile,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Leucodontaceae,,,Nogopterium,(Hedw.) Crosby & W.R. Buck,bird's-foot wing-moss,native,S2 (2015),confirmed,1969-08-21,A.J. Sharp,UBC,B150937,,https://www.inaturalist.org/observations/24711289,Nogopterium gracile,518546,https://static.inaturalist.org/photos/38212031/original.jpeg?1557197840,relatively common; probably should be downlisted
Metaneckera menziesii,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Neckeraceae,,,Metaneckera,(Drumm.) Steere,Menzies’ metaneckera,native,S4S5 (2015),reported,1969-08-21,C.C. Chuang,UBC,B208321,,,Metaneckera menziesii,69909,,
Neckera douglasii,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Neckeraceae,,,Neckera,Hook.,Douglas’ neckera moss,native,S4S5 (2011),reported,1969-08-21,C.C. Chuang,UBC,B208322,,,Neckera douglasii,69912,,
Porotrichum bigelovii,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Neckeraceae,,,Porotrichum,(Sull.) Kindb.,Bigelow’s porotrichum moss,native,S4S5 (2015),confirmed,1969-08-21,C.C. Chuang,UBC,B208311,,https://www.inaturalist.org/observations/25648306,Porotrichum bigelovii,67841,https://static.inaturalist.org/photos/39749799/medium.jpeg?1558657181,
Amphidium californicum,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Amphidium,(Hampe ex Müll. Hal.) Broth.,California yoke moss,native,S4 (2015),reported,1962-06-04,Wilfred B. Schofield,UBC,B45017,,,Amphidium californicum,158304,,
Orthotrichum consimile,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Orthotrichum,Mitt.,bristle-moss,native,S4S5 (2015),confirmed,1969-08-21,C.C. Chuang,UBC,B208333,,https://www.inaturalist.org/observations/19857230,Orthotrichum consimile,165946,https://static.inaturalist.org/photos/30615123/medium.jpeg?1548392799,
Orthotrichum lyellii,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Orthotrichum,Hook. & Taylor,Lyell's bristle-moss,native,S4S5 (2015),confirmed,1969-08-21,C.C. Chuang,UBC,B208323,,https://www.inaturalist.org/observations/13336541,Orthotrichum lyellii,67951,https://static.inaturalist.org/photos/19536613/medium.jpeg?1528729220,
Orthotrichum pulchellum,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Orthotrichum,Brunt.,beautiful bristle-moss,native,S3S4 (2015),new 2019,,,,,,https://www.inaturalist.org/observations/19726533,Orthotrichum pulchellum,165965,https://static.inaturalist.org/photos/30392585/original.jpeg?1547887301,
Orthotrichum rupestre,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Orthotrichum,Schleich ex Schwägr.,rock bristle-moss,native ,S4 (2015),confirmed,1962-06-04,Wilfred B. Schofield,UBC,B145265,,https://www.inaturalist.org/observations/13336546,Orthotrichum rupestre,165970,https://static.inaturalist.org/photos/19536882/medium.jpeg?1528729541,
Orthotrichum speciosum,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Orthotrichum,Nees in J. W. Sturm,showy bristle-moss,native ,S4S5 (2015),reported,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,Orthotrichum speciosum,165973,,
Ulota phyllantha,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Ulota,Brid.,frizzled pincushion,native,S4S5 (2015),confirmed,1962-06-04,Wilfred B. Schofield,UBC,B134326,,https://www.inaturalist.org/observations/13336534,Ulota phyllantha,170066,https://static.inaturalist.org/photos/19536074/medium.jpeg?1528728703,
Zygodon viridissimus,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Zygodon,(Dicks.) Brid.,green yoke-moss,native,S4? (2015),confirmed,2016-04-10,Terry McIntosh,St. John Point Conservation Report,,,https://www.inaturalist.org/observations/13336521,Zygodon viridissimus,170457,https://static.inaturalist.org/photos/19534789/medium.jpeg?1528726918,
Atrichum selwynii,Plantae,Bryophyta,,,Bryopsida,,,Polytrichales,,,Polytrichaceae,,,Atrichum,Austin,crane's-bill moss,native,S5? (2015)  ,reported,1969-08-21,C.C. Chuang,UBC,B208332,,,Atrichum selwynii,55331,,
Atrichum undulatum,Plantae,Bryophyta,,,Bryopsida,,,Polytrichales,,,Polytrichaceae,,,Atrichum,(Hedw.) P. Beauv.,common smooth cap,native,S5 (2015),confirmed,2016-04-10,Terry McIntosh,St. John Point Conservation Report,,,https://www.inaturalist.org/observations/21618298,Atrichum undulatum,124155,https://static.inaturalist.org/photos/33467225/medium.jpeg?1553566422,
Polytrichum commune,Plantae,Bryophyta,,,Bryopsida,,,Polytrichales,,,Polytrichaceae,,,Polytrichum,Hedw.,common haircap moss,native,S5 (2015),confirmed,2016-04-09,Terry McIntosh,Edith Point Ecological Baseline Report,,,https://www.inaturalist.org/observations/24711219,Polytrichum commune,68293,https://static.inaturalist.org/photos/38210619/medium.jpeg?1557196910,
Polytrichum juniperinum,Plantae,Bryophyta,,,Bryopsida,,,Polytrichales,,,Polytrichaceae,,,Polytrichum,Hedw.,juniper haircap moss,native,S5 (2015),reported,1962-06-04,Wilfred B. Schofield,UBC,B107335,,,Polytrichum juniperinum,68286,,
Polytrichum piliferum,Plantae,Bryophyta,,,Bryopsida,,,Polytrichales,,,Polytrichaceae,,,Polytrichum,Hedw.,bristly haircap moss,native,S5 (2015),confirmed,1969-08-21,C.C. Chuang,UBC,B208329,,https://www.inaturalist.org/observations/22070929,Polytrichum piliferum,67905,https://static.inaturalist.org/photos/34179040/medium.jpeg?1554526366,
Crumia latifolia,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Crumia,(Kindb.) Schof.,wideleaf crumia moss,native,S3 (2015),reported,5/29/1914,John Macoun,UBC,B81387,,,Crumia latifolia,161177,,Village Bay
Didymodon vinealis,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Didymodon,(Brid.) R.H. Zander,soft-tufted beard-moss,native,S5 (2015),reported,1914-06-03,John Macoun,UBC,B77347,,,Didymodon vinealis,161892,,reported as Barbula cylindrica
Gymnostomum aeruginosum,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Gymnostomum,Sm.,verdigris tufa-moss,native,S4S5 (2011),reported,1962-06-04,Wilfred B. Schofield,UBC,B82965,,,Gymnostomum aeruginosum,163467,,
Syntrichia princeps,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Syntrichia,(De Not.) Mitt.,brown screw-moss,native,S4S5 (2015),confirmed,1962-06-04,Wilfred B. Schofield,UBC,B169690,,https://www.inaturalist.org/observations/19836680,Syntrichia princeps,67915,https://static.inaturalist.org/photos/30580665/medium.jpeg?1548306114,
Syntrichia ruralis,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Syntrichia,(Hedw.) F. Weber & D. Mohr,star moss,native,S5 (2015),reported,1969-08-12,A.J. Sharp,UBC,B170165,,,Syntrichia ruralis,244075,,
Timmiella crassinervis,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Timmiella,(Hampe) L.F. Koch,timmiella moss,native,S3S4 (2015),confirmed,1962-06-04,Wilfred B. Schofield,UBC,B178528,,https://www.inaturalist.org/observations/21652936,Timmiella crassinervis,169775,https://static.inaturalist.org/photos/33522488/medium.jpeg?1553652595,
Tortula bolanderi,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Tortula,(Lesq. & James) M. A. Howe,screw-moss,native,S2 (2015),reported,6/4/1962,Wilfred B. Schofield,UBC,B150408,,,Tortula bolanderi,169810,,Bennett Bay
Tortula muralis,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Tortula,Hedw.,wall screw-moss,native,S4? (2015),confirmed,1969-07-11,Wilfred B. Schofield,UBC,B151653,,https://www.inaturalist.org/observations/22740065,Tortula muralis,123498,https://static.inaturalist.org/photos/35237927/medium.jpeg?1555727268,
Trichostomum tenuirostre,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Trichostomum,(Hook. & Taylor) Lindb.,narrow-fruited crisp-moss,native,S4S5 (2011),reported,2016-04-09,Terry McIntosh,UBC,B238977,,,Trichostomum tenuirostre,274953,,
Weissia controversa,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Weissia,Hedw.,green-tufted stubble-moss,native,S4 (2015),reported,1962-06-04,Wilfred B. Schofield,UBC,B171226,,,Weissia controversa,170306,,
Blindia acuta,Plantae,Bryophyta,,,Bryopsida,,,Seligerales,,,Seligeriaceae,,,Blindia,(Hedw.) Bruch & Schimp.,sharp-leaved blindia,native,S5 (2015),reported,1962-06-04,Wilfred B. Schofield,UBC,B44570,,,Blindia acuta,156309,,
Leptobryum pyriforme,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,Leptobryum,(Hedw.) Wilson,golden thread-moss,native,S4S5 (2015),reported,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,Leptobryum pyriforme,164536,,
Timmia austriaca,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Timmiaceae,,,Timmia,Hedw.,sheathed timmia,native,S5 (2015),reported,2016-04-09,Terry McIntosh,UBC,B238964,,,Timmia austriaca,123702,,
Prasiola meridionalis,Plantae,Chlorophyta,,,Trebouxiophyceae,,,Prasiolales,,,Prasiolaceae,,,Prasiola,Setchell & N.L. Gardner,green alga,unlisted,unlisted,reported,1/17/1999,Andy Lamb,PMLS,,,,Prasiola meridionalis,429864,,
Bryopsis sp.,Plantae,Chlorophyta,,,Ulvophyceae,,,Bryopsidales,,,Bryopsidaceae,,,Bryopsis,,sea fern,,,reported,1/13/1996,Andy Lamb,PMLS,,,,Bryopsis,63632,,
Codium fragile,Plantae,Chlorophyta,,,Ulvophyceae,,,Bryopsidales,,,Codiaceae,,,Codium,Hariot,green sea fingers,unlisted,unlisted,reported,1914,anonymous,UBC,A61239,,,Codium fragile,67555,,
Codium setchellii,Plantae,Chlorophyta,,,Ulvophyceae,,,Bryopsidales,,,Codiaceae,,,Codium,,spongy cushion,,,reported,8/23/1997,Charlie Gibbs,PMLS,,,,Codium setchellii,117776,,
Cladophora sp.,Plantae,Chlorophyta,,,Ulvophyceae,,,Cladophorales,,,Cladophoraceae,,,Cladophora,,sea moss,,,reported,3/7/1999,Donna Gibbs,PMLS,,,,Cladophora,53707,,
Urospora penicilliformis,Plantae,Chlorophyta,,,Ulvophyceae,,,Codiolales,,,Acrosiphoniaceae,,,Urospora,,green hair,,,reported,1/16/1999,Charlie Gibbs,PMLS,,,,Urospora penicilliformis,339001,,
Acrosiphonia arcta,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulotrichales,,,Ulotrichaceae,,,Acrosiphonia,,,,,new 2019,,,,,,https://www.inaturalist.org/observations/24526865,Acrosiphonia arcta,464879,https://static.inaturalist.org/photos/37925371/medium.jpeg?1556994125,
