Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID
Hesperis matronalis ,L.,dame’s rocket,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,reported,unobserved,1979-06-04,Harvey Janszen,RBCM,V097992,,,,,,47697
Lepidium densiflorum var. macrocarpum,Schrad. ,prairie pepper-grass,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S5 (2015),reported,unobserved,1996-05-22,"Jenifer Penny, Charlotte Norris & Harvey Janszen",RBCM,V186359,,,,,,
Lepidium sativum,L.,garden cress,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,reported,unobserved,2016-11-02,MICS,St. John Point Conservation Report,,,,,,,
Lepidium sp.,,peppergrasses,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,,confirmed,observed,,,,,5/21/2019,Bob Kennedy,https://www.inaturalist.org/observations/25810563,https://static.inaturalist.org/photos/40010556/medium.jpg?1558881693,,47203
Lepidium virginicum ssp. menziesii,(DC.) Thell.,tall pepperwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S5 (2015),reported,unobserved,1980-05-10,Harvey Janszen,RBCM,V107375,,,,,,79971
Nasturtium officinale,R. Br.,watercress,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,reported,unobserved,1980-05-23,Harvey Janszen,RBCM,V107355,,,,,,78174
Neslia paniculata,(L.) Desv.,ball mustard,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,reported,unobserved,1982-07-16,Harvey Janszen,RBCM,V120301,,,,,,
Raphanus sativus,L.,wild radish,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,reported,unobserved,1980-08-11,Harvey Janszen,RBCM,V107740,,,,,,55410
Sisymbrium altissimum ,L.,tall tumblemustard,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,56996
Sisymbrium officinale,(L.) Scop.,hedge mustard,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,reported,unobserved,1975-05-29,Harvey Janszen,RBCM,V083235,,,,,,53266
Teesdalia nudicaulis,,Shepherd's Cress,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,,new 2019,observed,,,,,3/1/2019,Andrew Simon,https://www.inaturalist.org/observations/20872835,https://static.inaturalist.org/photos/32204832/medium.jpeg?1551511893,,79325
Thlaspi arvense ,L.,field pennycress,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,79358
Thysanocarpus curvipes,Hook.,sand fringepod,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S3 (2015); N3 Vulnerable in Canada S3 (Blue-listed),reported,unobserved,4/11/1998,Frank Lomer,UBC,V233787,,,,,"above Navy Channel: 48.85, -123.283333333333 ",58088
Turritis glabra ,L.,tower mustard,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S5,reported,unobserved,1912-07-11,John Macoun,RBCM,V002065,,,,,,79460
Amaranthus blitoides,S. Watson,Mediterranean amaranth,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Amaranthoideae,exotic,unlisted,reported,unobserved,1926-07-29,Foulkes,RBCM,V008336,,,,,"annot. Q.C.: ""The names A. biltoides, A. graecizans, and A.albus have been used rather imprecisely in BC.",
Amaranthus powellii,S. Watson,green amaranth,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Amaranthoideae,exotic,unlisted,reported,unobserved,1979-07-07,Harvey Janszen,RBCM,V098576,,,,,,75398
Amaranthus retroflexus,L.,rough pigweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Amaranthoideae,exotic,unlisted,reported,unobserved,1980-07-29,Harvey Janszen,RBCM,V118332,,,,,,58776
Atriplex patula,L.,common orache,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Chenopodioideae,exotic,unlisted,new 2019,observed,,,,,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25473404,https://static.inaturalist.org/photos/39455621/medium.jpeg?1558393800,,60175
Atriplex subspicata,(Nutt.) Rydb.,saline saltbrush,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Chenopodioideae,native,S4S5 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,159087
Chenopodium album,L.,lamb's quarters,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Chenopodioideae,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,58127
Salicornia virginica,Forssk.,American glasswort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Chenopodioideae,native,S5 (2000),reported,unobserved,7/23/1987,Gerald B. Straley,UBC,V193168,,,,,,
Sarcocornia perennis,Standl.,American glasswort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Chenopodioideae,native,S5,reported,unobserved,6/3/1915,John Davidson,UBC,V44094,7/13/2019,Andrew Simon,https://www.inaturalist.org/observations/28768406,https://static.inaturalist.org/photos/44866507/medium.jpeg?1563065836,Salicornia ambigua reported,78931
Opuntia fragilis,(Nutt.) Haw.,brittle prickly-pear,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Cactaceae,Opuntioideae,native,S4S5 (2015),reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,62474
Arenaria serpyllifolia,L.,thyme-leaved sandwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,reported,unobserved,1980-07-29,Harvey Janszen,RBCM,V107407,,,,,,75553
Cerastium arvense,L.,field chickweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,*listed subtaxa in BC,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,5/5/2019,Andrew Simon,https://www.inaturalist.org/observations/24706201,https://static.inaturalist.org/photos/38204157/medium.jpeg?1557192157,,50851
Cerastium fontanum,Baumg.,common chickweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,53307
Cerastium fontanum ssp. vulgare,Baumg.,common chickweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,reported,unobserved,8/25/1957,T.R. Ashlee,UBC,V765892,,,,,,
Cerastium glomeratum,Thuill.,sticky mouse-ear chickweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,4/28/2019,Andrew Simon,https://www.inaturalist.org/observations/24711262,https://static.inaturalist.org/photos/38211604/medium.jpeg?1557197572,,52973
Cerastium tomentosum,L.,snow-in-summer,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,reported,unobserved,1975-05-28,Harvey Janszen,RBCM,V083203,,,,,,
Dianthus armeria,L.,Deptford pink,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,reported,unobserved,1980-07-29,Harvey Janszen,RBCM,V107735,,,,,,64541
Moehringia macrophylla,(Hook.) Fenzl,big-leaved sandwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,native,S4,reported,unobserved,1895-04-25,Albert J. Hill,UBC,V7616,,,,,,61884
Sagina apetala,Ard.,common pearlwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,reported,unobserved,2016-04-09,MICS,Edith Point Ecological Baseline Report,,,,,,,56998
Sagina decumbens ssp. occidentalis,(S. Watson) G.E. Crow,western pearlwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,native,S4,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,57000
Sagina maxima,A. Gray,coastal pearlwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,native,S5 (2000),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,78922
Sagina maxima ssp. crassicaulis,A. Gray ,coastal pearlwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,native,S5 (2000),reported,unobserved,1914-05-30,John Macoun,RBCM,V001678B,,,,,,
Sagina procumbens,L.,bird’s-eye pearlwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,reported,unobserved,8/29/1957,T.R. Ashlee,UBC,V765888,,,,,,55667
Silene alba,(Mill.) E.H.L. Krause,white cockle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,128683
Silene antirrhina,L.,sleepy catchfly,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,native,S5 (2015),confirmed,observed,1914-05-28,John Macoun,RBCM,V001698,5/5/2019,Andrew Simon,https://www.inaturalist.org/observations/24706237,https://static.inaturalist.org/photos/38204608/medium.jpeg?1557192503,,58780
Silene coronaria,(Desr.) Clairv. ex Rchb.,rose campion,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,6/11/2018,pblaeser,https://www.inaturalist.org/observations/13351280,https://static.inaturalist.org/photos/19568565/medium.jpeg?1528763527,,485191
Silene gallica,L.,small-flowered catchfly,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,confirmed,observed,6/27/1977,Vernon C. Brink,UBC,V166659,5/21/2019,Bob Kennedy,https://www.inaturalist.org/observations/25810578,https://static.inaturalist.org/photos/40010705/medium.jpg?1558881762,,
Silene latifolia,Poir.,white cockle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,confirmed,observed,1914-05-20,John Macoun,RBCM,V001734,5/22/2019,Andrew Simon,https://www.inaturalist.org/observations/25645841,https://static.inaturalist.org/photos/39745208/medium.jpeg?1558654072,,
Spergula arvensis ,L.,corn spurry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,reported,unobserved,1958-06,T.R. Ashlee,UBC,V83030,,,,,,57005
Spergularia canadensis var. occidentalis,(Pers.) G. Don,Canada sandspurry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,native,S5 (2000),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,81378
Spergularia macrotheca,(Hornem. ex Cham. & Schltdl.) Heynh.,sticky sandspurry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,native,S3S4 (2006),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,61472
Spergularia rubra,(L.) J. Presl. & C. Presl.,red sandspurry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,confirmed,observed,1914-06-01,John Macoun,RBCM,V001686,5/17/2019,Bob Kennedy,https://www.inaturalist.org/observations/25626021,https://static.inaturalist.org/photos/39707666/medium.jpg?1558629184,,55730
Stellaria borealis ssp. sitchana,(Steud.) Piper & Beattie,Sitka starwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,native,S5 (2000),reported,unobserved,1980-05-25,Harvey Janszen,RBCM,V107489,,,,,,60996
Stellaria calycantha,(Ledeb.) Bong.,northern starwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,native,S4S5 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,
Stellaria crispa,Cham. & Schltdl.,crisp starwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,native,S5,reported,unobserved,1975-05-28,Harvey Janszen,RBCM,V083199,,,,,,79201
Stellaria media,(L.) Vill.,common chickweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,4/17/2019,Andrew Simon,https://www.inaturalist.org/observations/22685434,https://static.inaturalist.org/photos/35150597/medium.jpeg?1555635711,,53298
Stellaria nitens,Nutt.,shining starwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,native,S4S5 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,57007
Calandrinia menziesii,(Hook.) Torr. & A. Gray,redmaids,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,native,S3S4 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,400267
Claytonia exigua,Torr. & A. Gray,serpentine springbeauty,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,native,S3S4 (2001),new 2019,observed,,,,,4/5/2019,Andrew Simon,https://www.inaturalist.org/observations/22070933,https://static.inaturalist.org/photos/34179261/medium.jpeg?1554526693,,57233
Claytonia perfoliata,Donn ex Willd.,miner’s lettuce,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,native,S4 (2001),confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,4/17/2019,Andrew Simon,https://www.inaturalist.org/observations/22685443,https://static.inaturalist.org/photos/35150646/medium.jpeg?1555635771,,52994
Claytonia rubra,(Howell) Tidestr.,redstem springbeaty,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,native,S4 (2001),new 2019,observed,,,,,4/28/2019,Andrew Simon,https://www.inaturalist.org/observations/24711157,https://static.inaturalist.org/photos/38209007/medium.jpeg?1557195925,,79752
Claytonia rubra ssp. depressa,(A. Gray) J.M. Mill & K.L. Chambers,redstem springbeaty,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,native,S3S4 (2005),reported,unobserved,2016-11-02,MICS,St. John Point Conservation Report,,,,,,,64184
Claytonia sibirica,L.,Siberian miner's lettuce,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,5/18/2019,Don Enright,https://www.inaturalist.org/observations/25321133,https://static.inaturalist.org/photos/39205185/medium.jpg?1558194822,,55767
Montia fontana,L.,blinks,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,native,S4? (2015),reported,unobserved,2016-04-09,MICS,Edith Point Ecological Baseline Report,,,,,,,58990
Montia linearis,(Douglas ex Hook.) Greene,narrow-leaved montia,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,native,S5? (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,78122
Montia parvifolia var. parvifolia,(Moc. ex DC.) Greene,small-leaved blinks,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,native,S4,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,4/19/2019,Andrew Simon,https://www.inaturalist.org/observations/22740099,https://static.inaturalist.org/photos/35239650/medium.jpeg?1555728694,,78123
Armeria maritima,(Mill.) Willd.,sea thrift,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Plumbaginaceae,,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,60476
Fallopia convolvulus,(L.) Á. Löve,black bindweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,77129
Fallopia japonica,(Houtt.) Ronse Decr.,Japanese knotweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,77130
Fallopia sachalinensis,Ronse Decr.,giant knotweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,exotic,unlisted,reported,unobserved,1914-05-27,John Macoun,RBCM,V001477,,,,,,
Persicaria amphibia,L. (Gray),water knotweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,native,S5 (2015),confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,5/31/2019,Andrew Simon,https://www.inaturalist.org/observations/26153563,https://static.inaturalist.org/photos/40579744/medium.jpeg?1559353757,,78450
Persicaria lapathifolia,(L.) Delarbre,willow weed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,native,S5 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,
Persicaria maculosa,Mitt.,lady’s thumb,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,7/9/2019,Andrew Simon,https://www.inaturalist.org/observations/28523932,https://static.inaturalist.org/photos/44469372/medium.jpeg?1562710445,,56166
Polygonum arenastrum,Jord. ex Boreau,oval-leaved knotweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,exotic,unlisted,reported,unobserved,1980-07-26,Harvey Janszen,RBCM,V107426,,,,,,
Polygonum aviculare ,L.,common knotweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,5/17/2019,Andrew Simon,https://www.inaturalist.org/observations/25648274,https://static.inaturalist.org/photos/39747344/medium.jpeg?1558655521,,78678
Polygonum spergulariiforme,Meisn. ex Small,spurry knotweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,native,S5,reported,unobserved,1894-11,Albert J. Hill,UBC,V35472,,,,,,238107
Rumex acetosella,L.,sheep sorrel,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,exotic,unlisted,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,3/1/2019,Andrew Simon,https://www.inaturalist.org/observations/20872834,https://static.inaturalist.org/photos/32204813/medium.jpeg?1551511844,,53195
Rumex conglomeratus,Murray,clustered dock,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25473393,https://static.inaturalist.org/photos/39454886/medium.jpeg?1558393389,,57215
Rumex crispus,L.,curly dock,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,5/22/2019,Andrew Simon,https://www.inaturalist.org/observations/25645852,https://static.inaturalist.org/photos/39745727/medium.jpeg?1558654411,,53197
Rumex obtusifolius,L.,bitter dock,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,native,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25454703,https://static.inaturalist.org/photos/39422568/medium.jpeg?1558373139,,63371
Rumex occidentalis,S. Watson,western dock,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,native,S4S5 (2015),new 2019,observed,,,,,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25454795,https://static.inaturalist.org/photos/39425782/medium.jpeg?1558375028,,61086
Rumex pulcher,L.,fiddle dock,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,
Rumex salicifolius,Weinm.,willow dock,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,native,unlisted,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,7/27/2019,kdawg,https://www.inaturalist.org/observations/29658711,https://static.inaturalist.org/photos/46296249/medium.jpg?1564257400,,60233
Paxistima myrsinites,(Pursh) Raf.,Oregon boxwood,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Celastrales,,,Celastraceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25473390,https://static.inaturalist.org/photos/39454830/medium.jpeg?1558393352,,63893
Cornus nuttallii,Audubon ex Torr. & A. Gray,Pacific dogwood,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Cornales,,,Cornaceae,,native,S5 (2015),reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,76447
Cornus sericea,Michx.,western dogwood,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Cornales,,,Cornaceae,,native,S5 (2015),confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,5/5/2019,Lori Weidenhammer,https://www.inaturalist.org/observations/24692807,https://static.inaturalist.org/photos/38184479/medium.jpeg?1557179187,Cornus stolonifera reported,53366
Philadelphus lewisii,Pursh,mock orange,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Cornales,,,Hydrangeaceae,,native,S5 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,62223
Sambucus racemosa var. arborescens,L.,red elderberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Adoxaceae,,native,S5,confirmed,observed,1980-05-05,Harvey Janszen,RBCM,V107376,4/19/2019,Andrew Simon,https://www.inaturalist.org/observations/22740073,https://static.inaturalist.org/photos/35238878/medium.jpeg?1555727979,,57824
Knautia arvensis,(L.) Coult.,field scabious,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,
Linnaea borealis,L.,twinflower,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Linnaeoideae,native,S5,reported,unobserved,6/21/1974,Gerda Krause,UBC,V1578826,,,,,,77780
Lonicera ciliosa,DC.,orange honeysuckle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Caprifolioideae,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,3/20/2019,Andrew Simon,https://www.inaturalist.org/observations/21442986,https://static.inaturalist.org/photos/33175750/medium.jpeg?1553143002,,77832
Lonicera hispidula,Douglas ex Torr. & A. Gray,pink honeysuckle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Caprifolioideae,native,S5,confirmed,observed,7/23/1987,Gerald B. Straley,UBC,V193167,6/11/2018,pblaeser,https://www.inaturalist.org/observations/13350631,https://static.inaturalist.org/photos/19567404/medium.jpeg?1528762334,,53416
