Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,First Observed,Observer,iNaturalist Link,iNaturalist photo,Notes,ID
Lobaria pulmonaria,(L.) Hoffm.,lungwort,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,native,S5 (2010) ,confirmed,observed,1974-06-18,Willa J. Noble,UBC,L14404,4/5/2019,Andrew Simon,https://www.inaturalist.org/observations/22070914,https://static.inaturalist.org/photos/34178767/medium.jpeg?1554525773,,48711
Lobaria scrobiculata,(Scop.) DC.,textured lung,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,native,S4 (2010),confirmed,observed,1980-07-16,R. Rosentreter,UBC,L43124,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25244532,https://static.inaturalist.org/photos/39079829/medium.jpeg?1558056675,,117850
Sticta fuliginosa,(Dicks.) Ach.,peppered moon lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,native,S4 (2010),confirmed,observed,1974-06-18,Willa J. Noble,UBC,L14406,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336574,https://static.inaturalist.org/photos/19538621/medium.jpeg?1528731384,,117889
Sticta limbata,(Sm.) Ach.,powdered moon lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,native,S3S4 (2010),confirmed,observed,1974-06-18,Willa J. Noble,UBC,L14405,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336600,https://static.inaturalist.org/photos/19539000/medium.jpeg?1528731939,,117888
Leptochidium albociliatum,(Desmaz.) Choisy.,whiskered codger,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Massalongiaceae,,native,S3S4 (2010),reported,unobserved,1974-06-02,Willa J. Noble,UBC,L38271,,,,,,223432
Massalongia carnosa,(Dicks.) Körb.,rockmoss rosette,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Massalongiaceae,,native,S4 (2010),confirmed,observed,2009-01-01,Curtis R. Bjork,Mayne Flora List,,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336576,https://static.inaturalist.org/photos/19538785/medium.jpeg?1528731599,,224470
Nephroma laevigatum,Ach.,mustard paw,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Nephromataceae,,native,S3S4 (2010),confirmed,observed,1914-05-21,John Macoun,UBC,L5487,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/9286383,https://static.inaturalist.org/photos/12587343/medium.jpeg?1514493438,,117847
Nephroma resupinatum,(L.) Ach.,pimpled paw,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Nephromataceae,,native,S4 (2018),reported,unobserved,1975-06-18,Willa J. Noble,UBC,L10925,,,,,,203975
Fuscopannaria maritima,P.M. Jørg.,seaside shingle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Pannariaceae,,native,S4 (2010),confirmed,observed,1914-06-01,John Macoun,UBC,L6203,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336597,https://static.inaturalist.org/photos/19538915/medium.jpeg?1528731798,,220262
Fuscopannaria pacifica grp.,P.M. Jørg.,silver-rimmed crackers,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Pannariaceae,,native,S4 (2018),reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,
Protopannaria pezizoides,(Weber) P.M.Jørg. & S.Ekman,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Pannariaceae,,,,reported,unobserved,1962-06-04,Wilfred B. Schofield,UBC,L29325,,,,,,
Peltigera britannica,(Gyeln.) Holt-Hartw. & Tønsberg,flaky freckle pelt ,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,native,S5 (2018),confirmed,observed,1980-07-16,Teuvo Ahti,UBC,L36161,2/26/2019,Andrew Simon,https://www.inaturalist.org/observations/20794385,https://static.inaturalist.org/photos/32070333/medium.jpeg?1551232993,,119677
Peltigera collina,(Ach.) Schrad.,tree pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,native,S4S5 (2010) ,confirmed,observed,1974-06-21,Willa J. Noble,UBC,L1292,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336580,https://static.inaturalist.org/photos/19538847/medium.jpeg?1528731701,,194736
Peltigera hymenina,(Ach.) Delise.,nebulous pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,native,S3S4 (2018),new 2019,observed,,,,,4/28/2019,Andrew Simon,https://www.inaturalist.org/observations/24711209,https://static.inaturalist.org/photos/38210233/medium.jpeg?1557196676,,69730
Peltigera leucophlebia,(Nyl.) Gyeln.,ruffled freckled pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,native,S5 (2018),reported,unobserved,1962-06-04,Wilfred B. Schofield,UBC,L6276,,,,,,119676
Peltigera membranacea,(Ach.) Nyl.,membranous pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,native,S5 (2018),reported,unobserved,1974-06-02,Willa J. Noble,UBC,L38225,,,,,,117858
Peltigera neopolydactyla,(Gyeln.) Gyeln.,undulating pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,native,S4S5 (2010) ,confirmed,observed,2009-01-01,Curtis R. Bjork,Mayne Flora List,,2/26/2019,Andrew Simon,https://www.inaturalist.org/observations/20794379,https://static.inaturalist.org/photos/32070261/medium.jpeg?1551232921,,147374
Peltigera pacifica,Vitik.,fringed pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,native,S3S4 (2010) ,new 2019,observed,,,,,4/19/2019,Andrew Simon,https://www.inaturalist.org/observations/22740095,https://static.inaturalist.org/photos/35239594/medium.jpeg?1555728632,,227392
Peltigera praetextata,(Flörke ex Sommerf.) Zopf,born-again pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,native,S5 (2018),reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,
Peltigera venosa,(L.) Hoffm.,fan pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,native,S5 (2018),reported,unobserved,1914-05-27,John Macoun,UBC,L6834,,,,,,194812
Polychidium muscicola,(Sw.) Gray,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Placynthiaceae,,native,S5 (2018),reported,unobserved,1974-06-19,Willa J. Noble,UBC,L14410,,,,,,
Aspicilia caesiocinera grp.,(Nyl. ex Malbr.) Arnold,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Megasporaceae,,native,unlisted,reported,unobserved,2017-06-19,Andrew Simon,Lichens of St. John Point Preliminary List,,,,,,,
Aspicilia contorta,(Hoffm.) Körb.,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Megasporaceae,,native,unlisted,reported,unobserved,1974-06-19,Willa J. Noble,UBC,L1661,,,,,,
Aspicilia leprosescens,(Sandst.) Hav.,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Megasporaceae,,native,unlisted,reported,unobserved,1974-06-21,Willa J. Noble,UBC,L20743,,,,,,
Aspicilia sp.,,sunken disk lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Megasporaceae,,,,new 2017,observed,,,,,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336518,https://static.inaturalist.org/photos/19534419/medium.jpeg?1528726413,,175944
Ochrolechia juvenalis,Brodo,saucer lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Ochrolechiaceae,,native,unlisted,reported,unobserved,1980-07-16,R. Rosentreter,UBC,L49345,,,,,,
Ochrolechia laevigata,(Räsänen) Verseghy ex Kukwa,smooth saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Ochrolechiaceae,,native,unlisted,confirmed,observed,1980-07-16,Teuvo Ahti,UBC,L37514,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25454722,https://static.inaturalist.org/photos/39423471/medium.jpeg?1558373636,,179755
Ochrolechia oregonensis,H.Magn.,double-rimmed saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Ochrolechiaceae,,native,unlisted,confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,L5546,5/5/2019,James Holkko,https://www.inaturalist.org/observations/26064196,https://static.inaturalist.org/photos/40438363/medium.jpg?1559232400,,124442
Ochrolechia subpallescens,Verseghy.,saucer lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Ochrolechiaceae,,native,unlisted,confirmed,observed,2017-06-19,Andrew Simon,Lichens of St. John Point Preliminary List,,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336535,https://static.inaturalist.org/photos/19536292/medium.jpeg?1528728876,,117862
Ochrolechia subthallina,?,saucer lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Ochrolechiaceae,,native,unlisted,reported,unobserved,2017-06-19,Andrew Simon,Lichens of St. John Point Preliminary List,,,,,,inquire with Curtis re: the taxonomic status of this lichen; I can't find any info on it,
Ochrolechia upsaliensis,(L.) A.Massal.,tundra saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Ochrolechiaceae,,native,unlisted,reported,unobserved,1974-06-18,Willa J. Noble,UBC,L14403,,,,,,226129
Lepra amara,(Ach.) Nyl.,bitter wart lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Pertusariaceae,,native,unlisted,confirmed,observed,1974-06-02,Willa J. Noble,UBC,L38257,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25473401,https://static.inaturalist.org/photos/39455164/medium.jpeg?1558393563,,532878
Pertusaria cf borealis,Erichsen.,wart lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Pertusariaceae,,native,unlisted,new 2019,unobserved,2019-05-05,Juliet Pendray & James Holkko,Bioblitz 2019,,,,,,,
Pertusaria cf lactea,(L.) Arnold,creamy wart lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Pertusariaceae,,native,unlisted,reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,
Pertusaria leioplaca,DC.,wart lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Pertusariaceae,,native,unlisted,reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,
Pertusaria subambigens,Dibben,frosted wart lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Pertusariales,,,Pertusariaceae,,native,unlisted,confirmed,observed,1974-06-18,Willa J. Noble,UBC,L14972,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336524,https://static.inaturalist.org/photos/19534991/medium.jpeg?1528727201,,117882
Rhizocarpon bolanderi,(Tuck.) Herre,map lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,Rhizocarpaceae,,native,unlisted,reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,229939
Rhizocarpon obscuratum,(Ach.) A.Massal.,dusky map lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,Rhizocarpaceae,,native,unlisted,reported,unobserved,1974-06-18,Willa J. Noble,UBC,L12476,,,,,,229966
Rhizocarpon viridiatrum,(Wulfen) Körb.,map lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,Rhizocarpaceae,,native,unlisted,reported,unobserved,1974-06-18,Willa J. Noble,UBC,L12474,,,,,,
Buellia griseovirens,(Turner & Borrer ex Sm.) Almb.,button lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Caliciaceae,,native,unlisted,reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,
Buellia muriformis,A. Nordin & Tønsberg,button lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Caliciaceae,,native,unlisted,confirmed,observed,2017-06-19,Andrew Simon,Lichens of St. John Point Preliminary List,,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336533,https://static.inaturalist.org/photos/19535928/medium.jpeg?1528728512,,215555
Calicium abietinum,Pers.,stubble lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Caliciaceae,,native,unlisted,reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,
Calicium viride,Pers.,green stubble lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Caliciaceae,,native,unlisted,reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,207863
Diplotomma penichra,(Tuck.) Szat.,button lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Caliciaceae,,native,unlisted,reported,unobserved,1914-05-30,John Macoun,UBC,L615,,,,,,218550
Thelomma mammosum,(Hepp) A.Massal.,rock nipple lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Caliciaceae,,native,unlisted,confirmed,observed,1974-06-17,Willa J. Noble,UBC,L12470,5/17/2019,Andrew Simon,https://www.inaturalist.org/observations/25648273,https://static.inaturalist.org/photos/39747418/medium.jpeg?1558655563,,146938
Blastenia ferruginea,(Huds.) Th. Fr.,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,unlisted,reported,unobserved,1974-06-21,W.J. Noble,UBC,L14422,,,,,,462481
Caloplaca bolacina,(Tuck.) Herre,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,unlisted,reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,
Caloplaca chrysodeta,(Vain.) Dombr.,mustard firedot,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,unlisted,confirmed,observed,2009-01-01,Curtis R. Bjork,Mayne Flora List,,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336568,https://static.inaturalist.org/photos/19536896/medium.jpeg?1528729560,,215798
Caloplaca flavogranulosa,Arup,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,unlisted,reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,
Caloplaca holocarpa,(Hoffm.),firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,unlisted,reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,
Caloplaca litoricola,Brodo,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,unlisted,reported,unobserved,1974-06-19,Willa J. Noble,UBC,L20738,,,,,,
Caloplaca microthallina,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,,,confirmed,observed,2017-06-19,Andrew Simon,Lichens of St. John Point Preliminary List,,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336569,https://static.inaturalist.org/photos/19538104/medium.jpeg?1528730770,,208434
Caloplaca olivacea ined.,,olive firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,unlisted,reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,
Caloplaca rosei,Hasse,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,unlisted,confirmed,observed,2017-06-19,Andrew Simon,Lichens of St. John Point Preliminary List,,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/9286380,https://static.inaturalist.org/photos/12587305/medium.jpeg?1514493339,,463838
Caloplaca verruculifera,(Vain.) Zahlbr.,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,unlisted,confirmed,observed,1974-06-21,Willa J. Noble,UBC,L20742,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/9286375,https://static.inaturalist.org/photos/12587225/medium.jpeg?1514493135,,208484
Gyalolechia cf xanthostigmoidea,"(Räs.) Søchting, Frödén & Arup.",firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,unlisted,new 2019,unobserved,2019-05-05,Juliet Pendray & James Holkko,Bioblitz 2019,,,,,,,463077
Polycauliona bolacina,"(Tuck.) Arup, Frödén & Søchting",waxy firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,unlisted,new 2019,observed,,,,,2/1/2019,Andrew Simon,https://www.inaturalist.org/observations/20023017,https://static.inaturalist.org/photos/30906853/medium.jpeg?1549076498,,463823
Polycauliona luteominia var. luteominia,"(Tuck.) Arup, Frödén & Søchting",red firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,unlisted,reported,unobserved,1974-06-17,Willa J. Noble,UBC,L36508,,,,,,463832
Xanthomendoza hasseana,"(Räsänen) Søchting, Kärnefelt & S.Y. Kondr.",radiant sunburst,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,S4 (2010),confirmed,observed,2009-01-01,Curtis R. Bjork,Mayne Flora List,,3/26/2019,Andrew Simon,https://www.inaturalist.org/observations/21652918,https://static.inaturalist.org/photos/33522205/medium.jpeg?1553652288,,174751
Xanthomendoza oregana,"(Gyeln.) Søchting, Kärnefelt & S.Y. Kondr.",Oregon sunburst,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,S4S5 (2018),confirmed,observed,2017-06-19,Andrew Simon,Lichens of St. John Point Preliminary List,,2/1/2019,Andrew Simon,https://www.inaturalist.org/observations/20023018,https://static.inaturalist.org/photos/30906871/medium.jpeg?1549076529,,338616
Xanthoria candelaria,(L.) Th. Fr.,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,,,reported,unobserved,1974-06-02,Willa J. Noble,UBC,L38256,,,,,,
Xanthoria kaernefeltii,S.Y. Kondr.,pin-cushion sunburst lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,S5 (2010),reported,unobserved,1974-06-02,Willa J. Noble,UBC,L38222,,,,,"Noble reports Xanthoria polycarpa, a taxon misapplied in BC acc. C. Björk",54749
Xanthoria parietina,(L.) Th. Fr.,maritime sunburst,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,exotic,unlisted,reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,55576
Xanthoria sp. nov.,,undescribed sunburst lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,,native,unlisted,confirmed,observed,2009-01-01,Curtis R. Bjork,Mayne Flora List,,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/9286376,https://static.inaturalist.org/photos/12587236/medium.jpeg?1514493164,,54757
Umbilicaria phaea,Tuck.,emery rocktripe,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Umbilicariales,,,Umbilicariaceae,,native,S4 (2010),reported,unobserved,1974-06-19,Willa J. Noble,UBC,L20420,,,,,,125055
Neodasyscypha cerina,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,Leotiomycetidae,,Helotiales,,,Lachnaceae,,,,new 2019,observed,,,,,2/1/2019,Andrew Simon,https://www.inaturalist.org/observations/20023009,https://static.inaturalist.org/photos/30906675/medium.jpeg?1549076082,,353212
Coccomyces dentatus,(J.C. Schmidt & Kunze) Sacc.,Oregon grape leaf fungus,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,Leotiomycetidae,,Rhytismatales,,,Rhytismataceae,,native,unlisted,new 2019,observed,,,,,3/19/2019,Andrew Simon,https://www.inaturalist.org/observations/21409494,https://static.inaturalist.org/photos/33121292/medium.jpeg?1553051717,,464803
Thermutis velutina,(Ach.) Flot.,impossible rockvelvet,Fungi,Ascomycota,Pezizomycotina,,Lichinomycetes,,,Lichinales,,,Lichinaceae,,native,SU (2010),reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,
Helvella compressa ,(Snyder) N.S. Weber,compressed elfin saddle,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Helvellaceae,,native,unlisted,new 2019,observed,,,,,5/6/2019,Andrew Simon,https://www.inaturalist.org/observations/24873159,https://static.inaturalist.org/photos/38473274/medium.jpeg?1557464059,,117997
Morchella sp.,,white morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,Pezizomycetidae,,Pezizales,,,Morchellaceae,,,,new 2019,observed,,,,,5/4/2019,Divya Bhalaik,https://www.inaturalist.org/observations/24556466,https://static.inaturalist.org/photos/37971859/medium.jpeg?1557017791,,462132
Agaricus sp.,,field and button mushrooms,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,,,new 2019,observed,,,,,6/3/2019,Don Enright,https://www.inaturalist.org/observations/26323295,https://static.inaturalist.org/photos/40867278/medium.jpg?1559569479,,49548
Crucibulum laeve,(Huds.) Kambly,white-egg bird’s nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,new 2019,observed,,,,,1/21/2019,Andrew Simon,https://www.inaturalist.org/observations/19793317,https://static.inaturalist.org/photos/30505873/medium.jpeg?1548126088,,120030
Nidula niveotomentosa,,bird’s nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,new 2019,observed,,,,,1/17/2019,Andrew Simon,https://www.inaturalist.org/observations/19703780,https://static.inaturalist.org/photos/30352906/medium.jpeg?1547775462,,118138
Amanita pantherina,(DC.) Krombh.,panthercap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,native,unlisted,new 2019,observed,,,,,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25490218,https://static.inaturalist.org/photos/39488880/medium.jpeg?1558420851,,48418
Nolanea holoconiota,Largent & Thiers.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,native,unlisted,new 2019,unobserved,2019-05-05,Juliet Pendray & James Holkko,Bioblitz 2019,,,,,,,
Laccaria sp.,,laccarias,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hydnangiaceae,,,,new 2018,observed,,,,,12/30/2018,flyonthewall,https://www.inaturalist.org/observations/19328975,https://static.inaturalist.org/photos/29719191/medium.jpg?1546242374,,54895
Lichenomphalia umbellifera,"(L.) Redhead, Lutzoni, Moncalvo & Vilgalys",heath navel,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,,native,unlisted,confirmed,observed,2009-01-01,Curtis R. Bjork,Mayne Flora List,,5/9/2018,Roger Steeb,https://www.inaturalist.org/observations/12607606,https://static.inaturalist.org/photos/18228859/medium.jpg?1526748032,,118245
Crepidotus mollis,(Schaeff.) Staude,jelly crepidotus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,,native,unlisted,new 2016,observed,,,,,11/11/2016,zola,http://inaturalist.ca/observations/4576853,https://static.inaturalist.org/photos/5526755/medium.jpg?1479237121,,118283
Mycena sp.,,Bonnets,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,,new 2019,observed,,,,,1/23/2019,Andrew Simon,https://www.inaturalist.org/observations/19836676,https://static.inaturalist.org/photos/30580650/medium.jpeg?1548306050,,55922
Hypholoma capnoides,,smoky-gilled hypholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,,native,unlisted,new 2017,observed,,,,,11/18/2017,dreweser,https://www.inaturalist.org/observations/8852928,https://static.inaturalist.org/photos/11971135/medium.jpg?1511368126,,64071
Stropharia ambigua,(Peck) Zeller,questionable stropharia,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,,native,unlisted,new 2019,observed,,,,,5/5/2019,Tom Ediger,https://www.inaturalist.org/observations/24617115,https://static.inaturalist.org/photos/38062869/medium.jpg?1557088273,,53284
