iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,area,HJ_comment,FPNW_note,critical_comments,reviewed,id
Luzula parviflora,77897,Luzula parviflora,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Luzula,parviflora,ogi,Mayne Prelim Catalogue of VI and QCI location? Galiano location?,,,,COMP-OuterGulf:490
Luzula subsessilis,77901,Luzula subsessilis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Luzula,subsessilis,ogi,"Bluffs Park, Galiano AS 2016, Sutil Mt HJ 1979, Saturna HJ 1973 Gowland Point, S Pender B.A. Bennet 1992. AS Mayne 2019.",,,,COMP-OuterGulf:491
Silene coronaria,485191,Lychnis coronaria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,coronaria,ogi,"Roadsides and waste ground, spreading agressivly into native bluff grasslands. All islands.",,,AS,COMP-OuterGulf:492
Lycopodium clavatum,77914,Lycopodium clavatum,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,,Lycopodiaceae,Lycopodioideae,,Lycopodium,clavatum,ogi,"Open, mossy areas in mature upland forest. Saturna, South Pender, Galiano.",,,AS,COMP-OuterGulf:493
Lycopus americanus,60206,Lycopus americanus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,americanus,ogi,"HJ edge of fen, Saturna 1998, Galiano location?",,,AS,COMP-OuterGulf:494
Lycopus uniflorus,77915,Lycopus uniflorus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,uniflorus,ogi,"Marshes and fens, all islands.",,,AS,COMP-OuterGulf:495
Lysichiton americanus,48537,Lysichiton americanus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Araceae,Orontioideae,,Lysichiton,americanus,ogi,"Fens, wet spots, drainage channels. Common Galiano and North Pender. Absent S Pender, Mayne and Saturna.",,,AS,COMP-OuterGulf:496
Lysimachia arvensis,791928,Lysimachia arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,arvensis,ogi,"Disturbed ground, often where water pools, all islands.",,,AS,COMP-OuterGulf:497
Lysimachia europaea,716947,Lysimachia europaea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,europaea,ogi,"HJ Cranberry Swamp, Saturna 1975, Sphagnum Bog, Galiano 1975.",,,AS,COMP-OuterGulf:498
Lysimachia latifolia,496537,Lysimachia latifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,latifolia,ogi,"Shady, open upland forest, all islands.",,,AS,COMP-OuterGulf:499
Lysimachia maritima,204175,Lysimachia maritima,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,maritima,ogi,"HJ Whalers Bay, Galiano mud flats 1979.",,,AS,COMP-OuterGulf:500
Lysimachia minima,204353,Lysimachia minima,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,minima,ogi,"HJ vernal pools Mayne, Saturna 1984. Macoun Mayne 1914. FL Valdes Island 2008. AS Galiano 2020.",,,AS,COMP-OuterGulf:501
Lysimachia thyrsiflora,77917,Lysimachia thyrsiflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,thyrsiflora,ogi,"TRA Roe Lake NP, HJ Greenburn Lake, S Pender 1975. HJ Sphagnum bog Galiano 1981.",,,AS,COMP-OuterGulf:502
Madia exigua,56971,Madia exigua,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Madia,exigua,ogi,"Roadsides, grassy ridges, all islands.",,,AS,COMP-OuterGulf:503
Madia glomerata,77923,Madia glomerata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Madia,glomerata,ogi,"Roadsides, dry open places, all islands.",,,,COMP-OuterGulf:504
Madia gracilis,53135,Madia gracilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Madia,gracilis,ogi,"Grassy bluffs and ledges, all islands.",,,AS,COMP-OuterGulf:505
Madia sativa,53143,Madia sativa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Madia,sativa,ogi,"Roadsides, all islands.",,,AS,COMP-OuterGulf:506
Maianthemum dilatatum,63939,Maianthemum dilatatum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,dilatatum,ogi,"Moist to dry open forest Mayne, Galiano and North Pender. Rare on Saturna and South Pender.",,,AS,COMP-OuterGulf:507
Maianthemum racemosum amplexicaule,53012,Maianthemum racemosum ssp. amplexicaule,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,racemosum,ogi,"HJ Creek draining into Georgeson Bay, Galiano 1980. L Baile Mt Elizabeth Park, N Pender 2020.",,,AS,COMP-OuterGulf:508
Maianthemum stellatum,53268,Maianthemum stellatum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,stellatum,ogi,"Mayne. Marshy ground with aspen, Edith Point",,,AS,COMP-OuterGulf:509
Malus fusca,77948,Malus fusca,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Malus,fusca,ogi,"Moist woods, banks, and margins of lakes, all islands. Forming an unusual swamp community with Populus tremuloides in the wet interior of Cabbage Island.",,,AS,COMP-OuterGulf:510
Malus domestica,469472,Malus pumila,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Malus,domestica,ogi,"Occasional seedling roadside and farm fields, Saturna, Galiano.",,,,COMP-OuterGulf:511
Malva moschata,55977,Malva moschata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Malvaceae,Malvoideae,Malveae,Malva,moschata,ogi,"Waste ground, roadsides, all islands.",,,,COMP-OuterGulf:512
Malva neglecta,77952,Malva neglecta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Malvaceae,Malvoideae,Malveae,Malva,neglecta,ogi,"Waste places, farm yards, Saturna, Mayne, Galiano",,,,COMP-OuterGulf:513
Malva sylvestris,56162,Malva sylvestris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Malvaceae,Malvoideae,Malveae,Malva,sylvestris,ogi,"Farm fields, vineyard fields, Saturna.",,,,COMP-OuterGulf:514
Marah oregana,77960,Marah oreganus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cucurbitales,,,,Cucurbitaceae,,Sicyoeae,Marah,oregana,ogi,"TRA S Pender, HJ site relocated 1996 - owners report plant disappeared. HJ&JP shoreline below Jan Kirkby home N Pender 1996.",,,,COMP-OuterGulf:515
Marrubium vulgare,54605,Marrubium vulgare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Marrubieae,Marrubium,vulgare,ogi,"Waste ground, occasionaly open, grassy bluffs, Saturna, Mayne, N Pender.",,,,COMP-OuterGulf:516
Matricaria discoidea,52992,Matricaria discoidea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Matricaria,discoidea,ogi,"Roadsides, disturbed ground, all islands.",,,,COMP-OuterGulf:517
Meconella oregana,77970,Meconella oregana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Papaveroideae,,Meconella,oregana,ogi,"Open, grassy bluffs and ridges, HJ Saturna 1974, 1987. HJ Galiano. Batten Mt Sutil 2014.",,,,COMP-OuterGulf:518
Medicago arabica,61012,Medicago arabica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Medicago,arabica,ogi,HJ Roadside Saturna,,,,COMP-OuterGulf:519
Medicago lupulina,57056,Medicago lupulina,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Medicago,lupulina,ogi,"Lawns, waste ground, all islands.",,,,COMP-OuterGulf:520
Medicago sativa,1093263,Medicago sativa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Medicago,sativa,ogi,"Farm fields, pasture. All islands.",,,,COMP-OuterGulf:521
Melica harfordii,77983,Melica harfordii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Meliceae,Melica,harfordii,ogi,"Dry Fir-Arbutus forest Mayne, Saturna Galiano. Not found on Penders in dedicated search.",,,,COMP-OuterGulf:522
Melica smithii,143698,Melica smithii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Meliceae,Melica,smithii,ogi,Galiano Bodega ridge. Not relocated 2019. Crins above Montague Harbour 1986.,,,,COMP-OuterGulf:523
Melica subulata,77986,Melica subulata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Meliceae,Melica,subulata,ogi,"Shady to open coniferous forest, trails; All islands",,,,COMP-OuterGulf:524
Melilotus albus,58907,Melilotus albus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Melilotus,albus,ogi,"Roadsides, beaches, all islands.",,,,COMP-OuterGulf:525
Melilotus officinalis,57066,Melilotus officinalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Melilotus,officinalis,ogi,"Roadsides, waste ground, Saturna, Galiano, N Pender.",,,,COMP-OuterGulf:526
Melissa officinalis,59901,Melissa officinalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Melissa,officinalis,ogi,"Roadsides and waste places, all inlands.",,,,COMP-OuterGulf:527
Mentha canadensis,77991,Mentha canadensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,canadensis,ogi,"Wet ground, fens and lake edges, all islands.",,,,COMP-OuterGulf:528
Mentha pulegium,57116,Mentha pulegium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,pulegium,ogi,AS Mayne 2019.,,,,COMP-OuterGulf:529
Mentha × rotundifolia,181920,Mentha rotundifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,,ogi,"Small colonies appearing to slowly spread Mayne, Galiano, N Pender.",,,,COMP-OuterGulf:530
Mentha spicata,62652,Mentha spicata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,spicata,ogi,"Occasionaly naturalizing, low, wet places; all islands.",,,,COMP-OuterGulf:531
Menyanthes trifoliata,78016,Menyanthes trifoliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Menyanthaceae,,,Menyanthes,trifoliata,ogi,"Huggins Devina Drive, Galiano 2016. AS same 2020.",,,,COMP-OuterGulf:532
Micranthes integrifolia,78027,Micranthes integrifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Micrantheae,Micranthes,integrifolia,ogi,"Grassy bluffs with seepage, all islands.",,,,COMP-OuterGulf:533
Micranthes rufidula,357949,Micranthes rufidula,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Micrantheae,Micranthes,rufidula,ogi,"Mossy rock outcrops with seepage; Saturna, Galiano",,,,COMP-OuterGulf:534
Microsteris gracilis,61210,Microsteris gracilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Microsteris,gracilis,ogi,"Open bluffs, grassy roadsides, dirt roads, Saturna, Mayne, Galiano.",,,,COMP-OuterGulf:535
Moehringia macrophylla,61884,Moehringia macrophylla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Alsinoideae,Arenarieae,Moehringia,macrophylla,ogi,"Shaded to open woods and rocky slopes, all islands.",,,,COMP-OuterGulf:536
Moenchia erecta,78088,Moenchia erecta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Alsinoideae,Alsineae,Moenchia,erecta,ogi,"AS Lions Field, Galiano (iNaturalist obs.)",,,,COMP-OuterGulf:537
Monotropa hypopitys,59986,Monotropa hypopitys,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,ogi,"HJ Coll 2038 Jul/81 for Galiano at V is Hemitomes congestum. Saturna collection deep, north sloping fir forest on Mt W. Pyke confirmed Gary Wallace.",,,,COMP-OuterGulf:538
Monotropa uniflora,49477,Monotropa uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,ogi,"Open Fir forest, all islands.",,,,COMP-OuterGulf:539
Montia dichotoma,78119,Montia dichotoma,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Montia,dichotoma,ogi,"Open, grassy slopes, mossy rock seeps on shorelines. Brown Ridge and East Point, Saturna. Bellhouse Park, Galiano.",,,AS,COMP-OuterGulf:540
Montia fontana,58990,Montia fontana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Montia,fontana,ogi,"Moist meadows, seeps, vernal pools, margins of pond. All islands",,,AS,COMP-OuterGulf:541
Montia howellii,78121,Montia howellii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Montia,howellii,ogi,"Trails, lake shorelines, mossy rock outcrops; all islands. Mossy rock shore on Dusenberg Park, Gabriola has mix of M. howellii, M. fontana, Limnanthes macounii and Myosurus minimus.",,,AS,COMP-OuterGulf:542
Montia linearis,78122,Montia linearis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Montia,linearis,ogi,"Grassy bluffs, mossy seeps. Seen occasionally ion wet plowed ground. All islands.",,,AS,COMP-OuterGulf:543
Montia parvifolia,78123,Montia parvifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Montia,parvifolia,ogi,"Stream banks and shady seeps on rocky outcrops, isolated mossy boulders. All islands.","recorded by HJ: Montia parvifolia var. flagellaris, syn. M.parvifolia in FPNW2",,AS,COMP-OuterGulf:544
Muscari armeniacum,57847,Muscari armeniacum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Scilloideae,,Muscari,armeniacum,ogi,Magner Galiano 2015. habitat?,,,,COMP-OuterGulf:545
Mycelis muralis,48543,Mycelis muralis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Mycelis,muralis,ogi,"Open, mesic forest, all islands.",,,AS,COMP-OuterGulf:546
Myosotis arvensis,51726,Myosotis arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,arvensis,ogi,"Macoun Mayne 1914, roadsides and waste areas, Mayne, Galiano, N Pender.",,,AS,COMP-OuterGulf:547
Myosotis discolor,70265,Myosotis discolor,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,discolor,ogi,"Grassy bluffs, rocky meadows and disturbed open places, all islands.",,,AS,COMP-OuterGulf:548
Myosotis laxa,78150,Myosotis laxa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,laxa,ogi,"Moist soils, fen edges and shallow water, all islands.",,,AS,COMP-OuterGulf:549
Myosotis stricta,127196,Myosotis micrantha,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,stricta,ogi,"A&OC Tumbo Island 1976, FL Oaks Bluff, N Pender 2006.",,,,COMP-OuterGulf:550
Myosotis scorpioides,49130,Myosotis scorpioides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,scorpioides,ogi,"HJ wet farm fields, Galiano 1975",,,AS,COMP-OuterGulf:551
Myosotis sylvatica,55826,Myosotis sylvatica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,sylvatica,ogi,AW collection Georgeson Bay Road not found at V. re-identified?,,,,COMP-OuterGulf:552
Myosurus minimus,58306,Myosurus minimus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Myosurus,minimus,ogi,"Winter Cove Park, Georga Strait shoreline, East Point, Tumbo Saturna, HJ. FL Montague park picnic area, Galiano 2014. JP Drummond Bay, S Pender.FL Prevost Island 2004.",,,,COMP-OuterGulf:553
Myriophyllum spicatum,78157,Myriophyllum spicatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Haloragaceae,,,Myriophyllum,spicatum,ogi,"Ponds and lakes, Saturna, Galiano, Mayne, N Pender, Prevost.",,,,COMP-OuterGulf:554
Myriophyllum verticillatum,78158,Myriophyllum verticillatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Haloragaceae,,,Myriophyllum,verticillatum,ogi,HLR Galiano sphagnum bog.,,,,COMP-OuterGulf:555
Zostera japonica,79558,Nanozostera japonica,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Zosteraceae,,,Zostera,japonica,ogi,"Phillimore Point, Morning Beach, Galiano.",,,,COMP-OuterGulf:556
Narcissus pseudonarcissus,55848,Narcissus pseudonarcissus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Amaryllidaceae,Amaryllidoideae,Narcisseae,Narcissus,pseudonarcissus,ogi,Persisting from cultivation,,,,COMP-OuterGulf:557
Nasturtium microphyllum,204362,Nasturtium microphyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Cardamineae,Nasturtium,microphyllum,ogi,"HJ Montague Harbour, Galiano 1979.",,,,COMP-OuterGulf:558
Nasturtium officinale,78174,Nasturtium officinale,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Cardamineae,Nasturtium,officinale,ogi,"Ditches and ponds, all islands.",,,,COMP-OuterGulf:559
Navarretia squarrosa,53157,Navarretia squarrosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Navarretia,squarrosa,ogi,"Open ground, fields, and roadsides, all islands.",,,,COMP-OuterGulf:560
Nemophila parviflora parviflora,58921,Nemophila parviflora var. parviflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Hydrophylloideae,,Nemophila,parviflora,ogi,"Moist open forest and edges, all islands.",,,AS,COMP-OuterGulf:561
Nemophila pedunculata,55461,Nemophila pedunculata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Hydrophylloideae,,Nemophila,pedunculata,ogi,"Grassy ridges and bluffs, Saturna, Galiano",,,AS,COMP-OuterGulf:562
Neottia banksiana,131227,Neottia banksiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Neottieae,Neottia,banksiana,ogi,HJ Saturna 1998 mossy floored 130 year old second growth forest.,,,,COMP-OuterGulf:563
Neottia cordata,204364,Neottia cordata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Neottieae,Neottia,cordata,ogi,"Very common under dense Salal in second growth forests, all islands.",,,,COMP-OuterGulf:564
Neslia paniculata,129855,Neslia paniculata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Camelineae,Neslia,paniculata,ogi,"Gardens, waste ground Saturna, Mayne.",,,,COMP-OuterGulf:565
Nuphar polysepala,78234,Nuphar polysepala,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,,Nymphaeaceae,,,Nuphar,polysepala,ogi,Ponds and shallow lakes; all islands.,,,,COMP-OuterGulf:566
Nuttallanthus texanus,78235,Nuttallanthus texanus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Antirrhineae,Nuttallanthus,texanus,ogi,"Grassy bluffs and ledges; HJ Mt Heck, Mayne 1980, Mt Norman, S Pender 1981, Oaks Bluff, N Pender 1981, Bodega Hill, Galiano 1982. Observed several times Saturna but looks like I failed to get a collection to V.",,,,COMP-OuterGulf:567
Nymphaea odorata,51119,Nymphaea odorata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,,Nymphaeaceae,,,Nymphaea,odorata,ogi,HJ lakes in Whalers Bay-Bellhouse Bay fault. No collection.,,,,COMP-OuterGulf:568
Oemleria cerasiformis,53419,Oemleria cerasiformis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Exochordeae,Oemleria,cerasiformis,ogi,"Open woods, roadsides Saturna, Galiano; rare on Outer Gulf Islands",,,,COMP-OuterGulf:569
Oenanthe sarmentosa,60127,Oenanthe sarmentosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Apioideae,Oenantheae,Oenanthe,sarmentosa,ogi,"Pools and streams in shady woods, lake edges and ditches, all islands.",,,,COMP-OuterGulf:570
Oenothera biennis,62207,Oenothera biennis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Oenothera,biennis,ogi,"Saturna roadside ditches Lyall Harbour. Not persisting. AS Cable Bay Farm, Galiano 2018.",,,,COMP-OuterGulf:571
Ophioglossum pusillum,59889,Ophioglossum pusillum,Plantae,Tracheophyta,,,Polypodiopsida,Ophioglossidae,,Ophioglossales,,,,Ophioglossaceae,Ophioglossoideae,,Ophioglossum,pusillum,ogi,Two locations Saturna at edge of Carex obnupta fens.,,,,COMP-OuterGulf:572
Opuntia fragilis,62474,Opuntia fragilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Cactaceae,Opuntioideae,Opuntieae,Opuntia,fragilis,ogi,"Grassy bluffs and ledges, rocky islets; all islands.",,,,COMP-OuterGulf:573
