Date,LatitudeDD,LongitudeDD,Taxon,Common Name,GroupSize,Confidence
2008-10-30,49.0168,-123.5839167,Phocoena phocoena,harbour porpoise,2,probable
2008-12-19,48.8905,-123.4928,Phocoena phocoena,harbour porpoise,-,certain
2009-01-17,48.93576667,-123.5131667,Phocoena phocoena,harbour porpoise,1,certain
2009-02-12,48.87016667,-123.3063167,Phocoena phocoena,harbour porpoise,2,certain
2009-02-12,48.8621,-123.33735,Phocoena phocoena,harbour porpoise,3,probable
2009-03-11,48.97378333,-123.59355,Phocoena phocoena,harbour porpoise,1,
2009-04-11,48.98378333,-123.5887333,Phocoena phocoena,harbour porpoise,1,
2009-05-15,48.92098333,-123.45705,Phocoena phocoena,harbour porpoise,1,probable
2009-06-11,48.92783333,-123.5483333,Phocoena phocoena,harbour porpoise,3,
2009-06-11,48.91466667,-123.4746667,Phocoena phocoena,harbour porpoise,1,certain
2009-09-09,48.87826667,-123.30505,Phocoena phocoena,harbour porpoise,3,certain
2009-10-17,49.0131,-123.588,Phocoena phocoena,harbour porpoise,1,certain
2009-10-19,48.9508,-123.3777,Phocoena phocoena,harbour porpoise,NA,certain
2009-10-19,48.9486,-123.3738,Phocoena phocoena,harbour porpoise,NA,certain
2009-11-14,48.92033333,-123.4885,Phocoena phocoena,harbour porpoise,2,certain
2009-12-14,48.92233333,-123.5395,Phocoena phocoena,harbour porpoise,2,certain
2010-05-07,48.89016667,-123.2981667,Phocoena phocoena,harbour porpoise,4,certain
2010-07-14,48.90413333,-123.4886333,Phocoena phocoena,harbour porpoise,1,certain
2010-09-21,48.89616667,-123.4381667,Phocoena phocoena,harbour porpoise,2,certain
2011-08-19,48.92998333,-123.5173667,Phocoena phocoena,harbour porpoise,1,possible
2011-08-20,48.94833333,-123.5316667,Phocoena phocoena,harbour porpoise,1,certain
2011-08-27,48.99526667,-123.5497667,Phocoena phocoena,harbour porpoise,1,certain
2011-08-27,48.88213333,-123.2940167,Phocoena phocoena,harbour porpoise,1,certain
2012-08-13,48.86758333,-123.3073833,Phocoena phocoena,harbour porpoise,2,certain
2012-08-18,48.84741667,-123.3711,Phocoena phocoena,harbour porpoise,2,certain
2012-08-19,48.90166667,-123.4875,Phocoena phocoena,harbour porpoise,2,certain
2012-09-23,48.91166667,-123.4535,Phocoena phocoena,harbour porpoise,2,certain
2012-09-23,48.91166667,-123.4535,Phocoena phocoena,harbour porpoise,2,certain
2014-05-28,48.8693,-123.4360667,Phocoena phocoena,harbour porpoise,3,probable
2014-09-21,48.85083333,-123.3705,Phocoena phocoena,harbour porpoise,2,certain
2014-09-21,48.90766667,-123.3062,Phocoena phocoena,harbour porpoise,4,certain
2015-06-14,48.94783333,-123.5866667,Phocoena phocoena,harbour porpoise,2,certain
2015-08-26,48.87958333,-123.3062667,Phocoena phocoena,harbour porpoise,2,certain
2016-04-20,48.86833333,-123.41755,Phocoena phocoena,harbour porpoise,3,certain
2016-09-25,48.85166667,-123.362,Phocoena phocoena,harbour porpoise,3,certain
2016-11-22,48.86058333,-123.3451833,Phocoena phocoena,harbour porpoise,6,certain
2017-05-22,48.95153333,-123.5923,Phocoena phocoena,harbour porpoise,2,certain
2017-05-22,48.9398,-123.5731,Phocoena phocoena,harbour porpoise,1,probable
2017-06-19,48.98671667,-123.61175,Phocoena phocoena,harbour porpoise,2,certain
2017-08-20,48.90438333,-123.3192667,Phocoena phocoena,harbour porpoise,1,certain
2017-08-22,48.8535,-123.3053,Phocoena phocoena,harbour porpoise,1,certain
2017-09-21,48.9315,-123.5555,Phocoena phocoena,harbour porpoise,1,certain
2017-09-23,48.87633333,-123.3083833,Phocoena phocoena,harbour porpoise,6,certain
2017-10-27,48.9021,-123.5068,Phocoena phocoena,harbour porpoise,1,certain
2017-10-27,48.9515,-123.593,Phocoena phocoena,harbour porpoise,3,certain
2018-08-21,48.9208,-123.5355,Phocoena phocoena,harbour porpoise,6,certain
2018-08-26,48.91666667,-123.5,Phocoena phocoena,harbour porpoise,2,certain
2018-09-17,48.9301,-123.5494,Phocoena phocoena,harbour porpoise,1,certain
2019-07-15,48.9009,-123.288,Phocoena phocoena,harbour porpoise,3,certain
2019-09-13,48.8776,-123.2919,Phocoena phocoena,harbour porpoise,-,certain
2019-10-27,48.8597,-123.3243,Phocoena phocoena,harbour porpoise,-,certain
2001-11-19,48.8599,-123.3466,Phocoenoides dalli,dall's porpoise,5,certain
2004-06-20,48.882,-123.2899,Phocoenoides dalli,dall's porpoise,-,certain
2004-08-04,48.96768333,-123.4206667,Phocoenoides dalli,dall's porpoise,20,certain
2004-10-12,48.86996667,-123.30225,Phocoenoides dalli,dall's porpoise,5,certain
2005-07-17,48.9003,-123.2998,Phocoenoides dalli,dall's porpoise,1,certain
2007-02-16,48.9186,-123.3013,Phocoenoides dalli,dall's porpoise,1,probable
2008-03-12,48.89403333,-123.4438333,Phocoenoides dalli,dall's porpoise,3,certain
2008-05-14,49.02801667,-123.5531833,Phocoenoides dalli,dall's porpoise,27,certain
2008-05-14,48.99333333,-123.605,Phocoenoides dalli,dall's porpoise,NA,probable
2008-05-19,48.94652557,-123.3456345,Phocoenoides dalli,dall's porpoise,4,certain
2008-05-19,48.91220856,-123.3101273,Phocoenoides dalli,dall's porpoise,3,certain
2008-05-19,48.95970154,-123.363327,Phocoenoides dalli,dall's porpoise,8,certain
2009-01-19,48.9745,-123.6013,Phocoenoides dalli,dall's porpoise,-,probable
2010-04-18,48.87736667,-123.3012833,Phocoenoides dalli,dall's porpoise,5,certain
2015-03-30,48.85481667,-123.3179833,Phocoenoides dalli,dall's porpoise,1,probable
2017-06-13,48.949,-123.5926,Phocoenoides dalli,dall's porpoise,2,certain
