Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID,Critical Notes
Melosira nummuloides,C. Agardh.,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Meloseirales,,,Melosiraceae,,unlisted,unlisted,new 2016,observed,,,,,,2011-01-15,Mark Weber,https://www.inaturalist.org/observations/4873142,https://static.inaturalist.org/photos/5922470/medium.jpg?1483178927,,,
Melosira sp.,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Meloseirales,,,Melosiraceae,,unlisted,unlisted,new 2016,observed,,,,,,2012-07-13,Mark Weber,https://www.inaturalist.org/observations/4873148,https://static.inaturalist.org/photos/5922473/medium.jpg?1483179225,,,
Stephanopyxis turris,(Greville) Ralfs,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Meloseirales,,,Stephanopyxidaceae,,unlisted,unlisted,new 2016,observed,,,,,,2005-07-14,Mark Weber,https://www.inaturalist.org/observations/4848947,https://static.inaturalist.org/photos/5889205/medium.jpg?1482818345,,,
Diploneis sp.,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Naviculales,,,Diploneidaceae,,unlisted,unlisted,new 2017,observed,,,,,,2006-01-21,Mark Weber,https://www.inaturalist.org/observations/5197592,https://static.inaturalist.org/photos/6413953/medium.jpg?1488272819,,,
Membraneis challengeri,(Grunow) Paddock,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Naviculales,,,Naviculaceae,,unlisted,unlisted,new 2016,observed,,,,,,2008-11-09,Mark Weber,http://www.inaturalist.org/observations/4856528,https://static.inaturalist.org/photos/5896105/large.jpg?1482906251,,,
Meuniera membranacea,(Cleve) P.C. Silva,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Naviculales,,,Naviculaceae,,unlisted,unlisted,new 2016,observed,,,,,,2008-07-17,Mark Weber,http://www.inaturalist.org/observations/4874591,https://static.inaturalist.org/photos/5924652/large.jpg?1483217531,,,
Navicula membranacea,Cleve,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Naviculales,,,Naviculaceae,,unlisted,unlisted,new 2017,observed,,,,,,2008-07-17,Mark Weber,https://www.inaturalist.org/observations/4874591,https://static.inaturalist.org/photos/5924652/medium.jpg?1483217531,,,
Navicula vanhoeffeni,Gran,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Naviculales,,,Naviculaceae,,unlisted,unlisted,new 2017,observed,,,,,,2008-07-23,Mark Weber,https://www.inaturalist.org/observations/4874617,https://static.inaturalist.org/photos/5924688/medium.jpg?1483217981,,,
Tropidoneis antarctica,(Grunow) Cleve,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Naviculales,,,Naviculaceae,,unlisted,unlisted,new 2017,observed,,,,,,2008-11-09,Mark Weber,https://www.inaturalist.org/observations/4856528,https://static.inaturalist.org/photos/5896105/medium.jpg?1482906251,,,
Ephemera sp.,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Naviculales,,,Plagiotropidaceae,,unlisted,unlisted,new 2016,observed,,,,,,2008-07-19,Mark Weber,https://www.inaturalist.org/observations/4856515,https://static.inaturalist.org/photos/5896077/medium.jpg?1482905576,,,
Manguinea rigida,(M. Peragallo) Paddock,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Naviculales,,,Plagiotropidaceae,,unlisted,unlisted,new 2016,observed,,,,,,2008-07-23,Mark Weber,https://www.inaturalist.org/observations/4856525,https://static.inaturalist.org/photos/5896098/medium.jpg?1482906015,,,
Pleurosigma normanii,Ralfs,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Naviculales,,,Pleurosigmataceae,,unlisted,unlisted,new 2016,observed,,,,,,2007-07-13,Mark Weber,https://www.inaturalist.org/observations/4873106,https://static.inaturalist.org/photos/5922406/medium.jpg?1483176603,,,
Pleurosigma sp.,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Naviculales,,,Pleurosigmataceae,,unlisted,unlisted,new 2016,observed,,,,,,2006-01-18,Mark Weber,https://www.inaturalist.org/observations/4873102,https://static.inaturalist.org/photos/5922400/medium.jpg?1483176460,,,
Paralia sulcata,(Ehrenberg) Cleve,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Paraliales,,,Paraliaceae,,unlisted,unlisted,new 2017,observed,,,,,,2006-01-15,Mark Weber,https://www.inaturalist.org/observations/4873115,https://static.inaturalist.org/photos/5922428/medium.jpg?1483177319,,,
Delphineis sp.,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Fragilariophycidae,,Rhaponeidales,,,Rhaphoneidaceae,,unlisted,unlisted,new 2017,observed,,,,,,2005-07-19,Mark Weber,https://www.inaturalist.org/observations/5197578,https://static.inaturalist.org/photos/6413919/medium.jpg?1488271956,,,
Rhaphoneis amphiceros,(Ehrenberg) Ehrenberg,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Fragilariophycidae,,Rhaponeidales,,,Rhaphoneidaceae,,unlisted,unlisted,new 2016,observed,,,,,,2006-01-18,Mark Weber,https://www.inaturalist.org/observations/4873068,https://static.inaturalist.org/photos/5922302/medium.jpg?1483173980,,,
Guinardia delicatula,(Cleve) Hasle,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Rhizosoleniales,,,Rhizosoleniaceae,,unlisted,unlisted,new 2016,observed,,,,,,2006-07-21,Mark Weber,https://www.inaturalist.org/observations/4873172,https://static.inaturalist.org/photos/5922491/medium.jpg?1483180535,,,
Guinardia striata,(Stolterfoth) Hasle,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Rhizosoleniales,,,Rhizosoleniaceae,,unlisted,unlisted,new 2016,observed,,,,,,2007-01-23,Mark Weber,https://www.inaturalist.org/observations/4873173,https://static.inaturalist.org/photos/5922492/medium.jpg?1483180653,,,
Neocalyptrella robusta,(G. Norman ex Ralfs) Hernández-Becerril & Meave del Castillo,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Rhizosoleniales,,,Rhizosoleniaceae,,unlisted,unlisted,new 2016,observed,,,,,,2010-12-26,Mark Weber,https://www.inaturalist.org/observations/4873124,https://static.inaturalist.org/photos/5922438/medium.jpg?1483178071,,,
Rhizosolenia pungens,A. Cleve-Euler,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Rhizosoleniales,,,Rhizosoleniaceae,,unlisted,unlisted,new 2016,observed,,,,,,2009-08-12,Mark Weber,https://www.inaturalist.org/observations/4873038,https://static.inaturalist.org/photos/5922237/medium.jpg?1483172929,,,
Striatella unipunctata,(Lyngbye) C. Agardh,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Fragilariophycidae,,Striatellales,,,Striatellaceae,,unlisted,unlisted,new 2016,observed,,,,,,2006-11-26,Mark Weber,https://www.inaturalist.org/observations/4856581,https://static.inaturalist.org/photos/5896230/medium.jpg?1482910420,,,
Campylodiscus sp.,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Surirellales,,,Surirellaceae,,unlisted,unlisted,new 2016,observed,,,,,,2008-11-27,Mark Weber,https://www.inaturalist.org/observations/4873156,https://static.inaturalist.org/photos/5922487/medium.jpg?1483180075,,,
Amphora coffeaeformis,(C. Agardh) Kützing,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Thalassiophysales,,,Catenulaceae,,unlisted,unlisted,new 2016,observed,,,,,,2005-07-19,Mark Weber,https://www.inaturalist.org/observations/4874695,https://static.inaturalist.org/photos/5924816/medium.jpg?1483219794,,,
Amphora sp.,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Thalassiophysales,,,Catenulaceae,,unlisted,unlisted,new 2016,observed,,,,,,2006-07-21,Mark Weber,https://www.inaturalist.org/observations/4874677,https://static.inaturalist.org/photos/5924802/medium.jpg?1483219707,,,
Detonula pumila,(Castracane) Gran,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Thalassiosirales,,,Skeletonemaceae,,unlisted,unlisted,new 2017,observed,,,,,,2005-07-14,Mark Weber,https://www.inaturalist.org/observations/5197581,https://static.inaturalist.org/photos/6413924/medium.jpg?1488272047,,,
Skeletonema japonicum,Zingone & Sarno,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Thalassiosirales,,,Skeletonemataceae,,unlisted,unlisted,new 2016,observed,,,,,,2006-01-21,Mark Weber,https://www.inaturalist.org/observations/4856614,https://static.inaturalist.org/photos/5896283/medium.jpg?1482911329,,,
Planktoniella sol,(G.C. Wallich) Schütt,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Thalassiosirales,,,Thalassiosiraceae,,unlisted,unlisted,new 2016,observed,,,,,,2006-07-21,Mark Weber,https://www.inaturalist.org/observations/4873113,https://static.inaturalist.org/photos/5922423/medium.jpg?1483176960,,,
Thalassiosira anguste-lineata,(A.Schmidt) G.Fryxell & Hasle,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Thalassiosirales,,,Thalassiosiraceae,,unlisted,unlisted,new 2017,observed,,,,,,2010-08-19,Mark Weber,https://www.inaturalist.org/observations/9291115,https://static.inaturalist.org/photos/12595279/medium.jpeg?1514520895,,,
Thalassiosira rotula,Meunier,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Thalassiosirales,,,Thalassiosiraceae,,unlisted,unlisted,new 2016,observed,,,,,,2012-07-30,Mark Weber,https://www.inaturalist.org/observations/4849091,https://static.inaturalist.org/photos/5889405/medium.jpg?1482820241,,,
Minidiscus sp.,,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Thalassiosirales,,,Thallassiosiraceae,,unlisted,unlisted,new 2016,observed,,,,,,2005-07-24,Mark Weber,https://www.inaturalist.org/observations/4873137,https://static.inaturalist.org/photos/5922461/medium.jpg?1483178525,,,
Odontella longicruris,(Greville) M.A. Hoban,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Triceratiales,,,Triceratiaceae,,unlisted,unlisted,new 2016,observed,,,,,,2008-11-09,Mark Weber,https://www.inaturalist.org/observations/4873117,https://static.inaturalist.org/photos/5922430/medium.jpg?1483177546,,,
Triceratium favus,Ehrenberg,diatom,Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Triceratiales,,,Triceratiaceae,,unlisted,unlisted,new 2016,observed,,,,,,2005-01-24,Mark Weber,https://www.inaturalist.org/observations/4848981,https://static.inaturalist.org/photos/5889200/medium.jpg?1482818302,,,
Desmarestia aculeata,(Linnaeus) J.V.Lamouroux,wiry acid weed,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Desmarestiales,,,Desmarestiaceae,,unlisted,unlisted,reported,unobserved,2008-02-16,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area."
Desmarestia herbacea,(Turner) J.V.Lamouroux,,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Desmarestiales,,,Desmarestiaceae,,unlisted,unlisted,new 2009,observed,,,,,,2009-07-08,Shera Street,http://www.inaturalist.org/observations/2635150,https://static.inaturalist.org/photos/2954196/medium.JPG?1454295785,,,"redundant, or can this be identified? (AS); Added ID to iNaturalist record - D. herbacea (KH)"
Desmarestia ligulata,(Stackhouse) J.V. Lamouroux,broad acid weed,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Desmarestiales,,,Desmarestiaceae,,unlisted,unlisted,reported,unobserved,1994-09-10,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area."
Desmarestia viridis,(O.F. Müller) J.V. Lamouroux,stringy acid weed,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Desmarestiales,,,Desmarestiaceae,,unlisted,unlisted,confirmed,observed,1999-05-05,Andy Lamb & Donna Gibbs,Ocean Wise,,,2017-04-08,Tyrel Froese,https://www.inaturalist.org/observations/5620551,https://static.inaturalist.org/photos/6948629/medium.jpeg?1491711609,,,no change (KH). Confirmed iNaturalist record.
Dictyota binghamiae,J.Agardh,mermaid's gloves,Chromista,Ochrophyta,,,Phaeophyceae,Dictyotophycidae,,Dictyotales,,,Dictyotaceae,,unlisted,unlisted,reported,unobserved,1999-05-04,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area."
Hincksia sp.,,brown tuft,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,Acinetosporaceae,,unlisted,unlisted,reported,unobserved,2006-06-30,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area."
Analipus japonicus,(Harvey) M.J.Wynne,bottlebrush seaweed,Chromista,Ochrophyta,,,Phaeophyceae,,,Ectocarpales,,,Chordariaceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25860485,https://static.inaturalist.org/photos/40102418/medium.jpg?1558934804,,,
Leathesia marina,(Lyngbye) Decaisne,sea cauliflower,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,Chordariaceae,,unlisted,unlisted,new 2015,observed,,,,,,2015-08-28,Lauren Magner,http://www.inaturalist.org/observations/3636580,https://static.inaturalist.org/photos/4203862/medium.JPG?1467876398,,,"No update, iNaturalist record used for species confirmation"
Melanosiphon intestinalis,(De A.Saunders) M.J.Wynne,,Chromista,Ochrophyta,,,Phaeophyceae,,,Ectocarpales,,,Chordariaceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25859913,https://static.inaturalist.org/photos/40101671/medium.jpg?1558933924,,,
Ectocarpus sp.,,brown tuft,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,Ectocarpaceae,,unlisted,unlisted,reported,unobserved,2006-06-30,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area. There are at least four species known from the area based on the taxonomic keys."
Pilayella sp.,,brown tuft,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,Pilayellaceae,,unlisted,unlisted,reported,unobserved,2006-06-30,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"No UBC accession or iNat record to check, but species distribution includes Galiano"
Stephanocystis geminata,"(C.Agardh) Draisma, Ballesteros, F.Rousseau & T.Thibaut",northern bladder chain,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,Cystoseiraceae,,unlisted,unlisted,reported,unobserved,2006-09-28,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,reported as Cystoseira geminata,,"no change (KH). Cannot compare to collection or photo, it is NOT commonly found in the area, but is in the local taxonomic keys."
Fucus distichus,L.,rockweed,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,Fucaceae,,unlisted,unlisted,confirmed,observed,1994-09-10,Andy Lamb & Donna Gibbs,Ocean Wise,,,2015-08-05,Andrew Simon,http://www.inaturalist.org/observations/2599385,https://static.inaturalist.org/photos/2902303/large.JPG?1453227444,syn. Fucus distichus ssp. evanescens,,no change (KH). Confirmed iNaturalist record.
Sargassum muticum,(Yendo) Fensholt,wireweed,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,Sargassaceae,,unlisted,unlisted,confirmed,observed,1977-11-27,Michael W. Hawkes,UBC,A57506,,2015-08-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3735153,https://static.inaturalist.org/photos/4340537/medium.jpeg?1469332865,,,"No update, iNaturalist record used for species confirmation"
Agarum clathratum,Dumortier,sea colander kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Agaraceae,,unlisted,unlisted,reported,unobserved,2016-01-23,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"no change (KH) has been recorded from the area as A. cribrosum, species distribution includes Galiano"
Neoagarum fimbriatum,(Harvey) H.Kawai & T.Hanyuda,fringed sea colander kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Agaraceae,,unlisted,unlisted,confirmed,observed,1994-10-07,Andy Lamb & Donna Gibbs,Ocean Wise,,,2019-05-05,Bridgette Clarkston,https://www.inaturalist.org/observations/25927070,https://static.inaturalist.org/photos/40213333/medium.jpeg?1559018278,,,"No UBC accession or iNat record to check, but species distribution includes Salish Sea so is plausible; authority added"
Alaria marginata,Postels & Ruprecht,winged kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Alariaceae,,unlisted,unlisted,confirmed,observed,1996-09-28,Andy Lamb & Donna Gibbs,Ocean Wise,,,2016-08-17,Andrew Simon,http://www.inaturalist.org/observations/3910118,https://static.inaturalist.org/photos/4596886/medium.jpeg?1471496362,,,"no change (KH), common and has been recorded from the area."
Pleurophycus gardneri,Setchell & Saunders ex Tilden,broad-rib kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Alariaceae,,unlisted,unlisted,reported,unobserved,2006-09-29,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added"
Pterygophora californica,Ruprecht,old growth kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Alariaceae,,unlisted,unlisted,reported,unobserved,1994-02-26,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added"
Nereocystis luetkeana,(K.Mertens) Postels & Ruprecht,bull kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Arthrothamnaceae,,unlisted,unlisted,confirmed,observed,1985-07-29,Andy Lamb & Donna Gibbs,Ocean Wise,,,2015-08-28,Lauren Magner,http://www.inaturalist.org/observations/3735010,https://static.inaturalist.org/photos/4340319/medium.jpeg?1469331884,,,"Family updated, iNaturalist record used for species confirmation"
Saccharina latissima,"(L.) C.E. Lane, C. Mayes, Druehl & G.W. Saunders",sugar wrack kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Arthrothamnaceae,,unlisted,unlisted,confirmed,observed,1986-05-25,O. Kaddatz,UBC,A80341,,2016-07-11,Adam Huggins,http://www.inaturalist.org/observations/3684442,https://static.inaturalist.org/photos/4272136/medium.?1468629141,,,"family update, iNat used for species confirmation"
Costaria costata,(C. Agardh) De A. Saunders,seersucker kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Laminariaceae,,unlisted,unlisted,confirmed,observed,1993-05-09,Andy Lamb & Donna Gibbs,Ocean Wise,,,2017-04-08,Tyrel Froese,https://www.inaturalist.org/observations/5620533,https://static.inaturalist.org/photos/6948558/medium.jpeg?1491711296,,,no change (KH). Confirmed iNaturalist record.
Cymathaere triplicata,(Postels & Ruprecht) J.Agardh,three-ribbed kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Laminariaceae,,unlisted,unlisted,reported,unobserved,2008-08-29,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area."
Laminaria setchellii,P.C.Silva,split kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Laminariaceae,,unlisted,unlisted,reported,unobserved,2008-04-27,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"No UBC accession or iNat record to check, but species distribution includes Galiano; authority added"
Lessoniopsis littoralis,(Farlow & Setchell ex Tilden) Reinke,strap kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Lessoniaceae,,unlisted,unlisted,reported,unobserved,1996-02-24,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"No UBC accession or iNat record to check, but species distribution includes San Juan Islands so is plausible; authority added"
Colpomenia peregrina,Sauvageau,round brown bag,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Scytosiphonales,,,Scytosiphonaceae,,unlisted,unlisted,reported,unobserved,2006-09-28,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,occurs in the area and there are records from the Salish Sea
Petalonia fascia,(O.F.Müller) Kuntze,,Chromista,Ochrophyta,,,Phaeophyceae,,,Scytosiphonales,,,Scytosiphonaceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-05,Bridgette Clarkston,https://www.inaturalist.org/observations/25861435,https://static.inaturalist.org/photos/40104292/medium.jpeg?1558937057,,,
Scytosiphon lomentaria,(Lyngbye) Link,beanweed,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Scytosiphonales,,,Scytosiphonaceae,,unlisted,unlisted,new 2017,observed,,,,,,2017-04-08,Tyrel Froese,https://www.inaturalist.org/observations/5620546,https://static.inaturalist.org/photos/6948615/medium.jpeg?1491711514,,"No update, iNaturalist record used for species confirmation; authority updated",
Scytosiphon sp.,,,Chromista,Ochrophyta,,,Phaeophyceae,,,Scytosiphonales,,,Scytosiphonaceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25859550,https://static.inaturalist.org/photos/40100971/medium.jpg?1558933206,,Redundant alongside S. lomentaria ? (AS),
Pileolaria sp.,,dwarf calcareous worm,Fungi,Basidiomycota,,,Urediniomycetes,,,Uredinales,,,Pileolariaceae,,unlisted,unlisted,reported,unobserved,1994-10-23,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,
Codium fragile,Hariot,sea staghorn,Plantae,Chlorophyta,,,Bryopsidophyceae,,,Bryopsidales,,,Codiaceae,,unlisted,unlisted,reported,unobserved,1977-11-27,Michael W. Hawkes,UBC,A57498,,,,,,,67555,"no change (KH), common and has been recorded from the area."
Prasiola meridionalis,Setchell & N.L. Gardner,short sea lettuce,Plantae,Chlorophyta,,,Trebouxiophyceae,,,Prasiolales,,,Prasiolaceae,,unlisted,unlisted,reported,unobserved,1981-11-15,D. Garbary,UBC,A64665,,,,,,,429864,"No update, no UBC accession photo to check"
Prasiola sp.,,green alga,Plantae,Chlorophyta,,,Trebouxiophyceae,,,Prasiolales,,,Prasiolaceae,,unlisted,unlisted,confirmed,observed,1981-11-15,D. Garbary,UBC,A64646,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25860479,https://static.inaturalist.org/photos/40102371/medium.jpg?1558934765,reported as Prasiola furfuracea (Mertens ex Hornemann) Trevisan,,"Taxon ID corrected (P. furfuracea not reported in B.C.), no UBC accession photo or iNat record to check"
Rosenvingiella polyrhiza,(Rosenvinge) P.C. Silva,green alga,Plantae,Chlorophyta,,,Trebouxiophyceae,,,Prasiolales,,,Prasiolaceae,,unlisted,unlisted,reported,unobserved,1981-11-15,D. Garbary,UBC,A64664,,,,,,,,"No update, No UBC accession photo or iNat record to check, but species distribution includes Salish Sea; authority added"
Codium setchellii,N.L.Gardner,spongy cushion,Plantae,Chlorophyta,,,Ulvophyceae,,,Bryopsidales,,,Codiaceae,,unlisted,unlisted,reported,unobserved,1994-10-22,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"no change (KH), common and has been recorded from the area."
Cladophora columbiana,Collins,green pin-cushion alga,Plantae,Chlorophyta,,,Ulvophyceae,,,Cladophorales,,,Cladophoraceae,,unlisted,unlisted,new 2016,observed,,,,,,2016-09-01,Andrew Simon,http://www.inaturalist.org/observations/4017201,https://static.inaturalist.org/photos/4745545/medium.jpg?1472822649,,"no change (KH). Hard to discern for certainty without a microscopic image, but it is most likely this species.",
Cladophora sp.,,sea moss,Plantae,Chlorophyta,,,Ulvophyceae,,,Cladophorales,,,Cladophoraceae,,unlisted,unlisted,reported,unobserved,2013-05-17,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,There are one to two additional species that could occur in our area. Would need DNA sequence to verify.
Monostroma grevillei,(Thuret) Wittrock,,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulotrichales,,,Monostromataceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25859558,https://static.inaturalist.org/photos/40101013/medium.jpg?1558933241,,,
Acrosiphonia coalita,"(Ruprecht) Scagel, Garbary, Golden & M.W.Hawkes",green rope,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulotrichales,,,Ulotrichaceae,,unlisted,unlisted,confirmed,observed,2009-06-12,Andy Lamb & Donna Gibbs,Ocean Wise,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25859551,https://static.inaturalist.org/photos/40100979/medium.jpg?1558933212,,,"no change (KH), common and has been recorded from the area."
Blidingia minima var. vexata,(Setchell & N.L.Gardner) J.N.Norris,tiny-tube sea lettuce,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Ulvaceae,,unlisted,unlisted,reported,unobserved,2007-12-15,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"This would be very difficult to identify. Without microscopic images, a voucher or DNA sequence this record is not verifiable. It is recorded from this area however. If there was collection information it may help"
Ulva fenestrata,Postels & Ruprecht,sea lettuce,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Ulvaceae,,unlisted,unlisted,confirmed,observed,1977-11-27,Michael W. Hawkes,UBC,A57503,,2015-08-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3735172,https://static.inaturalist.org/photos/4340559/medium.jpeg?1469333148,reported as Ulva lactuca L.,,"No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea"
Ulva intestinalis,L.,gutweed,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Ulvaceae,,unlisted,unlisted,confirmed,observed,1996-09-29,Andy Lamb & Donna Gibbs,Ocean Wise,,,2016-06-05,Andrew Simon,http://www.inaturalist.org/observations/3404281,https://static.inaturalist.org/photos/3939959/medium.JPG?1465335453,,,"No update, iNaturalist record used for species confirmation"
Pyropia nereocystis,(C.L.Anderson) S.C.Lindstrom,red laver,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,unlisted,unlisted,reported,unobserved,1986-02-09,M.W. Hawkes,UBC,A57505,,,,,,reported as Porphyra nereocystis,,"name updated, UBC accession has no photo to check, but species distribution includes Galiano; authority updated"
Pyropia perforata,(J.Agardh) S.C.Lindstrom,,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25859054,https://static.inaturalist.org/photos/40100129/medium.jpg?1558932468,,,
