Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Super-class,Class,Sub-class,Super-order,Order,Sub-order,Superfamily,Family,Subfamily,Origin,Status,Reporting,Documented,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,Catalogue Number,First Documented,Documenter,iNaturalist Link,iNaturalist photo,Notes,ID,Stats Code,
Perizoma curvilinea,Hulst,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Native,S4S5 (2017),new 2019,documented,,,,,2019-04-03,benkeen,https://www.inaturalist.org/observations/21974313,https://static.inaturalist.org/photos/34058527/medium.jpg?1554354937,,358468,,
Perizoma grandis,Hulst,grand rivulet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Native,S4S5 (2017) ,new 2019,documented,,,,,2019-07-03,benkeen,https://www.inaturalist.org/observations/28162139,https://static.inaturalist.org/photos/43882507/medium.jpeg?1562225353,,227480,,
Pero honestaria,Walker,honest Pero moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S3S4 (2017),new 2018,documented,,,,,2018-05-12,thuja,https://www.inaturalist.org/observations/12407899,https://static.inaturalist.org/photos/17886680/medium.jpeg?1526192625,,208110,,
Pero mizon,Rindge,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S4S5 (2017),reported,undocumented,1932-08-15,unrecorded online,RBCM,ENT991-084240,,,,,historical record West Vancouver,127419,,
Pero morrisonaria,Edwards,Morrison's Pero moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S4S5 (2017) ,confirmed,documented,1935-06-25,unrecorded online,RBCM,ENT991-128257,2019-05-24,benkeen,https://www.inaturalist.org/observations/25713247,https://static.inaturalist.org/photos/39857297/medium.jpeg?1558755304,,227514,,
Philaenus spumarius,L.,meadow spittlebug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cercopoidea,Aphrophoridae,Aphrophorinae,,not in CDC records,new 2018,documented,,,,,2018-06-07,fmgee,https://www.inaturalist.org/observations/13457030,https://static.inaturalist.org/photos/19753965/medium.jpeg?1529088668,,56189,,
Philanthus gibbosus,(Fabricius),none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,,Crabronidae,Philanthinae,,not in CDC records,reported,undocumented,2015-06-26,SEM Team,UBC,SEM-UBC HYM-8725,,,,,,133268,,
Philedia punctomacularia,Hulst,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S3S5 (2017),new 2019,documented,,,,,2019-09-12,benkeen,https://www.inaturalist.org/observations/32588905,https://static.inaturalist.org/photos/51127598/medium.jpeg?1568301866,,452668,,
Phlaeopterus houkae,Hatch,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Unknown,SU (2017)  ,reported,undocumented,1955-08-08,R. Stace-Smith,UBC,SEM-UBC COL-27284,,,,,,458374,,
Phlaeopterus occidentalis,Csy,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,,genus is in CDC records,reported,undocumented,1953-08-25,G.J. Spencer,UBC,SEM-UBC COL-29144,,,,,iNaturalist 458370-Phlaeopterus genus,0,,
Phlaeopterus stacesmithi,Hatch,hairy spider weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Unknown,SU (2017) ,reported,undocumented,1955-08-08,R. Stace-Smith,UBC,SEM-UBC COL-27288,,,,,,458380,,
Phlogophora periculosa,Guenée,brown angle shades,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Native,S4S5 (2017) ,new 2019,documented,,,,,2019-08-11,benkeen,https://www.inaturalist.org/observations/30661864,https://static.inaturalist.org/photos/47914709/medium.jpeg?1565577546,,124183,,
Phobus brucei,Hulst,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Native,SNR (2017),reported,undocumented,1927-08-04,unrecorded online,RBCM,ENT991-143602,,,,,West Vancouver,477452,,
Phycitini,,a tribe of moths,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,,n/a,new 2019,documented,,,,,2019-07-30,benkeen,https://www.inaturalist.org/observations/29873285,https://static.inaturalist.org/photos/46645467/medium.jpeg?1564517129,,122926,,
Phyllobius intrusus,Kono,arborvitae weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Exotic,SNA (2017) ,new 2019,documented,,,,,2019-05-29,elsemikkelsen,https://www.inaturalist.org/observations/32729246,https://static.inaturalist.org/photos/51345561/medium.jpg?1568495691,,128554,,
Phyllodesma americana,Harris,American lappet moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Native,S4S5 (2017),new 2018,documented,,,,,2018-05-13,thuja,https://www.inaturalist.org/observations/12455680,https://static.inaturalist.org/photos/17969330/medium.jpeg?1526321778,,201281,,
Phyllophaga sp.,Harris,May beetles,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Melolonthinae,,genus is in CDC records,new 2019,documented,,,,,2019-07-31,benkeen,https://www.inaturalist.org/observations/29964792,https://static.inaturalist.org/photos/46794455/medium.jpeg?1564641669,,84629,,
Phytomyza ilicis,Curtis,holly lLeafminer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,not in CDC records,new 2019,documented,,,,,2019-12-25,benkeen,https://www.inaturalist.org/observations/36946273,https://static.inaturalist.org/photos/58486695/medium.jpeg?1577305233,,69629,,
Pidonia quadrata,Hopping,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,Native,S4S5 (2017),new 2018,documented,,,,,2018-07-01,gwenlh,https://www.inaturalist.org/observations/13992416,https://static.inaturalist.org/photos/20693558/medium.jpg?1530565944,,455450,,
Pidonia scripta,LeConte,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,Native,S4S5 (2017) ,confirmed,documented,1977-06-16,G.G.E. Scudder,UBC,SEM-UBC COL-05611,2018-06-07,fmgee,https://www.inaturalist.org/observations/13457021,https://static.inaturalist.org/photos/19753901/medium.jpeg?1529088552,,318491,,
Pieris rapae,L.,cabbage white,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,Exotic,SNA (2013),confirmed,documented,1976-09-24,unrecorded online,RBCM,ENT989-006153,2017-07-22,gwenlh,https://www.inaturalist.org/observations/9650007,https://static.inaturalist.org/photos/13181874/medium.jpeg?1517187417,historical record Squamish,55626,,
Plagodis phlogosaria,Guenée,straight-lined Plagodis moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S4S5 (2017) ,new 2019,documented,,,,,2019-07-28,benkeen,https://www.inaturalist.org/observations/29742858,https://static.inaturalist.org/photos/46434282/medium.jpeg?1564351433,,205241,,
Plagodis pulveraria,L.,barred umber,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S4S5 (2017) ,confirmed,documented,1937-06-14,not online,RBCM,ENT991-084219,2019-05-29,benkeen,https://www.inaturalist.org/observations/25998352,https://static.inaturalist.org/photos/40331901/medium.jpeg?1559139635,RBCM record Anagoga occiduaria; West Vancouver. Updated to P. pulveraria occiduaria,228262,,
Planolinoides pectoralis,(LeConte),none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Aphodiinae,Native,SNR  ,recorded,undocumented,1959-05-08,G.J. Spencer,UBC,SEM-UBC COL-27529,,,,,,457326,,
Plateumaris sp.,Thomson,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Donaciinae,,genus is in CDC records,new 2019,documented,,,,,2019-06-01,benkeen,https://www.inaturalist.org/observations/26217244,https://static.inaturalist.org/photos/40690593/medium.jpeg?1559435481,,212095,,
Plathemis lydia,Drury,common whitetail,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,Native,S4 (2015),new 2016,documented,,,,,2016-05-21,hillanddale,https://www.inaturalist.org/observations/8566341,https://static.inaturalist.org/photos/11447493/medium.jpeg?1509061576,,84549,,
Platycerus oregonensis,Westwood,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,,Native,S3S5 (2017),recorded,undocumented,1984-05-27,B. Harrison,UBC,SEM-UBC COL-31518,,,,,,244813,,
Platycheirus hyperboreus,(Staeger),none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,,,Syrphidae,Syrphinae,,not in CDC records,recorded,undocumented,1963-07-30,G.G.E. Scudder,UBC,SEM-UBC SYR-4776,,,,,iNaturalist 121357-Platycheirus genus,0,,
Platycheirus sp.,Le Peletier & Serville,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,,genus not in CDC records,new 2019,documented,,,,,2019-05-29,elsemikkelsen,https://www.inaturalist.org/observations/32729251,https://static.inaturalist.org/photos/51347495/medium.jpg?1568496791,,121357,,
Platyptilia carduidactylus,Riley,artichoke plume moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pterophoroidea,Pterophoridae,Pterophorinae,Native,SNR (2017),new 2019,documented,,,,,2019-07-05,benkeen,https://www.inaturalist.org/observations/28256685,https://static.inaturalist.org/photos/44035513/medium.jpeg?1562365378,,319034,,
Platyptilia pallidactyla,Hawarth,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pterophoroidea,Pterophoridae,Pterophorinae,,genus is in CDC records,recorded,undocumented,1935-06-21,unrecorded online,RBCM,ENT991-144187,,,,,historical record West Vancouver,228348,,
Plectrura spinicauda,Motschulsky,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lamiinae,Native,S5 (2017),new 2019,documented,,,,,2019-03-29,benkeen,https://www.inaturalist.org/observations/21768240,https://static.inaturalist.org/photos/33716048/medium.jpg?1553925155,,363755,,
Plemyria georgii,Hulst,George's carpet moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Native,S4S5 (2017),new 2017,documented,,,,,2017-09-23,elsemikkelsen,https://www.inaturalist.org/observations/9186845,https://static.inaturalist.org/photos/12439720/medium.jpg?1513583139,,228372,,
Pleroneura californica,(Ashmead),none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Xyeloidea,Xyelidae,,,not in CDC records,recorded,undocumented,0000-00-00,M.C. Andrews,UBC,SEM-UBC HYM-5612,,,,,iNaturalist 498409-Pleroneura genus,0,,
Plusiina,,a subtribe of moths,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,,n/a,new 2019,documented,,,,,2019-09-06,benkeen,https://www.inaturalist.org/observations/32255376,https://static.inaturalist.org/photos/50574944/medium.jpeg?1567836056,,124044,,
Plusiini,,a tribe of moths,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,,n/a,new 2019,documented,,,,,2019-08-19,benkeen,https://www.inaturalist.org/observations/31123122,https://static.inaturalist.org/photos/48680125/medium.jpeg?1566229599,,62792,,
Polistes aurifer,Saussure,golden paper wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,Native,S4 (2017),new 2017,documented,,,,,2017-09-28,gwenlh,https://www.inaturalist.org/observations/8160793,https://static.inaturalist.org/photos/10805634/medium.jpg?1506640677,,153887,,
Polistes dominula,Christ,European paper wasp,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,Exotic,SNA (2017) ,new 2014,documented,,,,,2014-08-11,hillanddale,https://www.inaturalist.org/observations/9605459,https://static.inaturalist.org/photos/13104856/medium.png?1516838504,,84640,,
Pollenia angustigena,Wainwright,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Polleniidae,,,not in CDC records,recorded,undocumented,1935-04-14,unrecorded online,RBCM,ENT991-020722,,,,,historical record Bowen Island,701293,,
Pollenia rudis,(Fabricius),none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,,Oestroidea,Calliphoridae,,,not in CDC records,recorded,undocumented,1961-04-19,G.J. Spencer,UBC,SEM-UBC CAL-1381,,,,,,337416,,
Pollenia vagabunda,(Meigen),none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,,Oestroidea,Calliphoridae,,,not in CDC records,recorded,undocumented,1961-04-13,J. Scudder,UBC,SEM-UBC CAL-1527,,,,,,448298,,
Polygonia oreas,W.H. Edwards,oreas comma,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Native,S5 (2013) ,recorded,undocumented,1932-04-24,unrecorded online,RBCM,ENT991-093669,,,,,historical record West Vancouver,117764,,
Polygonia gracilis,"Grote & Robinson,",hoary comma,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Native,S5 (2013),confirmed,documented,1935-07-09,unrecorded online,RBCM,ENT991-093606,2019-05-10,judithofsquamish,https://www.inaturalist.org/observations/24934467,https://static.inaturalist.org/photos/38573899/medium.jpeg?1557586148,historical record P. gracilis zephyrus no longer considered separate ssp.  West Vancouver,50391,,
Polygonia satyrus,W.H. Edwards,satyr comma,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Native,S5 (2013) ,recorded,undocumented,1935-10-07,unrecorded online,RBCM,ENT991-093481,,,,,historical record West Vancouver,56644,,
Pontania proxima,Lepeletier,willow bean gall sawfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Nematinae,,not in CDC records,new 2019,documented,,,,,2019-06-28,judithofsquamish,https://www.inaturalist.org/observations/28345174,https://static.inaturalist.org/photos/44179968/medium.jpeg?1562476469,,336021,,
Pristiphora geniculata,Hartig,mountain ash sawfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Nematinae,,not in CDC records,new 2017,documented,, ,,,2017-06-27,gwenlh,https://www.inaturalist.org/observations/6828794,https://static.inaturalist.org/photos/8694086/medium.jpg?1498608760,,228729,,
Pristoceuthophilus celatus,"Scudder, S.H",none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Rhaphidophoroidea,Rhaphidophoridae,Ceuthophilinae,Native,S3S4 (2012),new 2014,documented,,,,,2014-07-26,elsemikkelsen,https://www.inaturalist.org/observations/9231434,https://static.inaturalist.org/photos/12493740/medium.jpg?1513931034,,228730,,
Probole amicaria,Herrich-Schäffer,friendly probole moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S4S5 (2017),confirmed,documented,1937-06-28,unrecorded online,RBCM,ENT991-084221,2019-07-10,benkeen,https://www.inaturalist.org/observations/28553267,https://static.inaturalist.org/photos/44518703/medium.jpeg?1562766405,historical record West Vancouver,502385,,
Proserpinus flavofasciata,Walker,yellow-banded day sphinx,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Macroglossinae,Native,SNR,confirmed,documented,1935-05-20,unrecorded online,RBCM,ENT991-083003,2018-07-01,hillanddale,https://www.inaturalist.org/observations/13958435,https://static.inaturalist.org/photos/20633588/medium.jpeg?1530480250,historical record West Vancouver,228810,,
Protitame subalbaria,Packard,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S4S5 (2017),new 2019,documented,,,,,2019-06-27,benkeen,https://www.inaturalist.org/observations/27791859,https://static.inaturalist.org/photos/43279099/medium.jpeg?1561689807,,202578,,
Protoboarmia porcelaria,Guenée,porcelain gray,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Native,S4S5 (2017),new 2019,documented,,,,,2019-07-21,benkeen,https://www.inaturalist.org/observations/29229182,https://static.inaturalist.org/photos/45608437/medium.jpeg?1563699938,,143867,,
Protodeltote albidula,Gueuée,pale glyph,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Eustrotiinae,Native,S4S5 (2017) ,new 2019,documented,,,,,2019-06-29,benkeen,https://www.inaturalist.org/observations/27856605,https://static.inaturalist.org/photos/43385865/medium.jpeg?1561795732,,228854,,
Pseudanostirus hoppingi,(Van Dyke),none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,,Unknown,SU (2017),recorded,undocumented,1955-08-10,R. Stace-Smith,UBC,SEM-UBC COL-30242,,,,,,456419,,
Pseudomasaris marginalis,Cresson,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Masarinae,Native,S3 (2017),recorded,undocumented,1986-08-03,R.J. Cannings,UBC,SEM-UBC HYM-4741,,,,,,888707,,
Pseudothyatira cymatophoroides,Guenée,tufted thyatirine moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Drepanoidea,Drepanidae,Thyatirinae,Native,S4S5 (2017),new 2019,documented,,,,,2019-07-17,benkeen,https://www.inaturalist.org/observations/29000859,https://static.inaturalist.org/photos/45239384/medium.jpeg?1563377793,,204699,,
Psychoglypha adamantina,Nimmo,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,,,Limnephilidae,,,genus is in CDC records,recorded,undocumented,1983-01-02,S.G. Cannings,UBC,SEM-UBC TRI-1701,,,,,iNaturalist 211865-Psychoglypha genus,0,,
Psychoglypha alascensis,Banks,a sp. of caddisfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,,Native,S4S5 (2016),new 2019,documented,,,,,2019-10-16,benkeen,https://www.inaturalist.org/observations/34487129,https://static.inaturalist.org/photos/54284722/medium.jpeg?1571295008,,229272,,
Psychoglypha sp.,Ross,a genus of northern caddisflies,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,,,genus is in CDC records,new 2019,documented,,,,,2019-10-16,benkeen,https://www.inaturalist.org/observations/34487129,https://static.inaturalist.org/photos/54284722/medium.jpeg?1571295008,,211865,,
Psyllobora vigintimaculata,Say,twenty-spotted lady beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Native,S5 (2017) ,confirmed,documented,1970-07-18,G.G.E. Scudder,UBC,SEM-UBC COL-14006,2015-09-03,elsemikkelsen,https://www.inaturalist.org/observations/9505552,https://static.inaturalist.org/photos/12953360/medium.jpg?1516169205,,118967,,
Pteronarcys princeps,Banks,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Plecoptera,,,Pteronarcyidae,,Native,S4S5 (2017),recorded,undocumented,1999-05-23,J. Heron,UBC,SEM-UBC PLE-0367,,,,,,59974,,
Pterostichus algidus,LeConte,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Carabidae,Pterostichinae,Native,S3S5 (2017),new 2018,documented,,,,,2018-11-11,benkeen,https://www.inaturalist.org/observations/18337545,https://static.inaturalist.org/photos/28022406/medium.jpg?1541973646,,229317,,
Pterostichus herculaneus,Mannerheim,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Carabidae,Pterostichinae,Native,S5 (2017)  ,new 2019,documented,,,,,2019-04-13,benkeen,https://www.inaturalist.org/observations/22436175,https://static.inaturalist.org/photos/34750697/medium.jpg?1555194774,,229343,,
Pterostichus lama,Ménétriés,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Carabidae,Pterostichinae,Native,S3S5 (2017),new 2019,documented,,,,,2019-05-28,elsemikkelsen,https://www.inaturalist.org/observations/34048600,https://static.inaturalist.org/photos/53536274/medium.jpg?1570499632,,124154,,
Pterostichus melanarius,Illiger,rain-beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Carabidae,Pterostichinae,Exotic,SNA (2017) ,new 2019,documented,,,,,2019-06-29,benkeen,https://www.inaturalist.org/observations/27903429,https://static.inaturalist.org/photos/43460720/medium.jpeg?1561856243,,131931,,
Pterourus ,Scopoli,subgenus tiger swallowtails and allies,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,not in CDC records,new 2019,documented,,,,,2019-05-26,ejpendray,https://www.inaturalist.org/observations/25951225,https://static.inaturalist.org/photos/40251829/medium.jpg?1559065146,,545186,,
Ptilostomis sp.,Kolenati,a genus of giant casemakers,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Phryganeoidea,Phryganeidae,,,genus is in CDC records,new 2019,documented,,,,,2019-05-05,benkeen,https://www.inaturalist.org/observations/24648920,https://static.inaturalist.org/photos/38114806/medium.jpg?1557117277,,211828,,
Punicealis hamata,(Mannerheim),none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Lycidae,,Native,S4S5 (2017),recorded,undocumented,1970-05-15,J. Moldowan,UBC,SEM-UBC COL-31056,,,,,,456884,,
Pyla fusca,Hawarth,speckled black pyla moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Native,SNR (2017),recorded,undocumented,1934-08-12,unrecorded online,RBCM,ENT991-143635,,,,,historical record West Vancouver,229513,,
Pyralis farinalis,L.,meal moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Pyralinae,Native,SNA (2017),confirmed,documented,1937-07-02,unrecorded online,RBCM,ENT991-143546,2019-07-11,benkeen,https://www.inaturalist.org/observations/28601649,https://static.inaturalist.org/photos/44597489/medium.jpeg?1562830510,historical record West Vancouver,199870,,
Pyrobombus sp.,Dalla Torre,a subgenus of bumblebees,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,genus is in CDC records,new 2016,documented,,,,,2016-09-03,sea2skynaturebc,https://www.inaturalist.org/observations/8944773,https://static.inaturalist.org/photos/12052447/medium.jpeg?1511730395,,538900,,
Pyrgus ruralis,Boisduval,two-banded checker skipper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,Native,S5 (2013),reported,undocumented,1935-05-14,unrecorded online,RBCM,ENT991-081304,,,,,historical record West Vancouver,83543,,
Pyrrharctia isabella,J.E. Smith,Isabella tiger moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,Native,SNR,confirmed,documented,1935-06-24,unrecorded online,RBCM,ENT991-124046,2017-10-15,sea2skynaturebc,https://www.inaturalist.org/observations/8416105,https://static.inaturalist.org/photos/11203062/medium.jpg?1508094689,historical record West Vancouver,59675,,
Pyrrhia exprimens,Walker,purple-lined sallow,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Heliothinae,Native,S4S5 (2017),new 2019,documented,,,,,2019-07-04,benkeen,https://www.inaturalist.org/observations/28162512,https://static.inaturalist.org/photos/43883303/medium.jpeg?1562226749,,142246,,
Quedius transparens,Motschulsky,none,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Unknown,SU (2017) ,reported,undocumented,1981-08-01,R.J. Cannings,UBC,SEM-UBC COL-27333,,,,,,458480,,
