Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name,Observation Taxon Name
Turritis glabra,L.,,tower mustard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,Turritideae,Turritis,glabra,,,,native,S5 (2015),,reported,unobserved,1974-05-22,John Pinder-Moss,UBC,UBC: V156931,,,,,UBC:  1 mile S of Deeks Cr. Overlooking #99,79460,,accepted,79460,Turritis glabra,Turritis glabra,
Limnanthes douglasii,R. Br.,,Douglas' meadowfoam,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Limnanthaceae,,,Limnanthes,douglasii,,,,,not in CDC records,,new 2021,observed,,,,,,2021-05-18,rileyparsons,https://www.inaturalist.org/observations/79717184,iNat: needs i.d.,51336,,accepted,51336,Limnanthes douglasii,Limnanthes douglasii,Limnanthes douglasii
Tropaeolum majus,L.,,nasturtium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Tropaeolaceae,,,Tropaeolum,majus,,,,,not in CDC records,,new 2020,observed,,,,,,2020-11-16,benkeen,https://www.inaturalist.org/observations/65037331,,54329,,accepted,54329,Tropaeolum majus,Tropaeolum majus,Tropaeolum majus
Amaranthus retroflexus,L.,,redroot pigweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Amaranthoideae,,Amaranthus,hybridus,,,,native,S5 (2015),,new 2020,observed,,,,,,2020-09-13,benkeen,https://www.inaturalist.org/observations/59548033,,58776,,accepted,58776,Amaranthus retroflexus,Amaranthus retroflexus,Amaranthus retroflexus
Atriplex patula,L.,,common orache,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex,patula,,,,exotic,SNA (2001),,confirmed,observed,2015-06-26,B. Johnson,,,,2015-09-28,judithofsquamish,https://www.inaturalist.org/observations/10484143,,60175,,accepted,60175,Atriplex patula,Atriplex patula,Atriplex patula
Salicornia depressa,Standl.,,Virginia glasswort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Salicornioideae,Salicornieae,Salicornia,depressa,,,,native,S4 (2015),,reported,unobserved,1933-07-30,H.B. Brown,UBC,UBC: V41601,,,,,UBC:  Caulfield Burrard,78930,,accepted,78930,Salicornia depressa,Salicornia depressa,
Salicornia virginica,(Standley) A.J. Scott,,American glasswort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Salicornioideae,Salicornieae,Salicornia,depressa,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,78931,,unaccepted,78930,Salicornia depressa,Salicornia pacifica,
Atocion armeria,(L.) Raf.,,sweet william catchfly,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Atocion,armeria,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-07-12,benkeen,https://www.inaturalist.org/observations/52887199,,204246,,accepted,204246,Atocion armeria,Atocion armeria,Atocion armeria
Cerastium arvense ssp. strictum,L.,,field chickweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Cerastium,arvense,,strictum,,native,S5 (2015),,confirmed,observed,1914-04-26,W. Taylor,UBC,UBC: V7701,,2019-05-04,benkeen,https://www.inaturalist.org/observations/24533595,,50847,,accepted,50847,Cerastium arvense strictum,Cerastium arvense strictum,Cerastium arvense
Cerastium fontanum,Baumg.,,common mouse-ear chickweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Cerastium,fontanum,,,,exotic,SNA (2000),,confirmed,observed,1913-05-26,R. Mathews,UBC,UBC: V43642,,2019-05-27,judithofsquamish,https://www.inaturalist.org/observations/25923125,,53307,,accepted,53307,Cerastium fontanum,Cerastium fontanum,Cerastium fontanum
Cerastium glomeratum,Thuill.,,sticky mouse-ear chickweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Cerastium,glomeratum,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-04-30,benkeen,https://www.inaturalist.org/observations/44439580,,52973,,accepted,52973,Cerastium glomeratum,Cerastium glomeratum,Cerastium glomeratum
Cerastium nutans,Raf.,,common chickweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Cerastium,nutans,,,,native,S4 (2015),,reported,unobserved,1967-06-04,P. Warrington,LEA,,,,,,,1818436,,accepted,53308,Cerastium nutans,error,
Cerastium tomentosum,L.,,snow-in-summer,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Cerastium,tomentosum,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-05-26,sidalcea,https://www.inaturalist.org/observations/80417404,,160347,,accepted,160347,Cerastium tomentosum,Cerastium tomentosum,Cerastium tomentosum
Cherleria biflora,(L.) A. J. Moore & Dillenb.,,mountain sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sclerantheae,Cherleria,biflora,,,,native,S5 (2015),,reported,unobserved,1967-08-21,V. Bednar,UBC,UBC: V158270,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,836811,,accepted,836811,Cherleria biflora,Cherleria biflora,
Cherleria obtusiloba,(Rydb.) A. J. Moore & Dillenb.,,alpine sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sclerantheae,Cherleria,obtusiloba,,,,native,S5? (2015),,reported,unobserved,1912-08-00,F. Perry,UBC,UBC: V7623,,,,,UBC:  Garibaldi high ridges,836821,,accepted,836821,Cherleria obtusiloba,Cherleria obtusiloba,
Dianthus barbatus,L.,,sweet-william,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Caryophylleae,Dianthus,barbatus,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-06-25,atahiliani,https://www.inaturalist.org/observations/50907356,,60015,,accepted,60015,Dianthus barbatus,Dianthus barbatus,Dianthus barbatus
Honckenya peploides ssp. major,(L.) Ehrh. (Hook.) Hultén,,sea sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sclerantheae,Honckenya,peploides,,major,,native,S5 (2019),,new 2017,observed,,,,,,2017-06-11,eelgrass13,http://inaturalist.ca/observations/6595672,,129446,,accepted,129448,Honckenya peploides major,Honckenya peploides,Honckenya peploides
Minuartia biflora,(L. Schinz & Thellung,,mountain sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sclerantheae,Cherleria,biflora,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,0,,unaccepted,836811,Cherleria biflora,,
Minuartia rubella,Wahl.,,boreal sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sagineae,Sabulina,rubella,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,0,,unaccepted,836893,Sabulina rubella,,
Minuartia tenella,(nutt.) mattf.,,slender sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sagineae,Sabulina,macra,,,,native,S5,,reported,unobserved,,,,,,,,,,0,,unaccepted,836878,Sabulina macra,,
Moehringia macrophylla,(Hook.) Fenzl,,big-leaved sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Arenarieae,Moehringia,macrophylla,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,61884,,accepted,61884,Moehringia macrophylla,Moehringia macrophylla,
Sabulina macra,(A. Nelson & J.F. Macbr.) Dillenb. & Kadereit,,California sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sagineae,Sabulina,macra,,,,native,S5 (2000),,confirmed,observed,1993-05-24,Terry Taylor,RBCM,V182022,,2015-06-06,steveansell,https://www.inaturalist.org/observations/66764557,RBCM:  Bowen Island; Herbarium record Minuartia tenella (J. Gay) Mattf.,836878,,accepted,836878,Sabulina macra,Sabulina macra,Sabulina macra
Sabulina rubella,(Wahlenb.) Dillenb. & Kadereit,,reddish sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sagineae,Sabulina,rubella,,,,native,S5 (2015),,reported,unobserved,1951-08-22,W. Cottle,UBC,UBC: V27283,,,,,UBC:  Garibaldi PP Polemonium Ridge,836893,,accepted,836893,Sabulina rubella,Sabulina rubella,
Sagina maxima ssp. crassicaulis,A. Gray (S. Watson) Crow,,thick-stemmed pearlwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sagineae,Sagina,maxima,,crassicaulis,,native,S5 (2000),,new 2018,observed,,,,,,2018-07-14,judithofsquamish,https://www.inaturalist.org/observations/14418686,iNat: needs i.d.,80178,,accepted,80178,Sagina maxima crassicaulis,Sagina maxima crassicaulis,Sagina maxima crassicaulis
Sagina procumbens,L.,,procumbent pearlwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sagineae,Sagina,procumbens,,,,exotic,SNA (2015),,confirmed,observed,1944-08-05,Vernon C. Brink,UBC,UBC: V120920,,2018-07-14,judithofsquamish,https://www.inaturalist.org/observations/14418686,,55667,,accepted,55667,Sagina procumbens,Sagina procumbens,Sagina maxima crassicaulis
Sagina saginoides,(L.) H. Karsten,,alpine pearlwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sagineae,Sagina,saginoides,,,,native,S5 (2015),,reported,unobserved,1967-08-16,V. Bednar,UBC,UBC: V158297,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,78923,,accepted,78923,Sagina saginoides,Sagina saginoides,
Saponaria officinalis,L.,,common soapwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Caryophylleae,Saponaria,officinalis,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-10-03,benkeen,https://www.inaturalist.org/observations/61634368,,56154,,accepted,56154,Saponaria officinalis,Saponaria officinalis,Saponaria officinalis
Silene × hampeana,Meusel & K. Werner,,hybrid campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,,Silene × hampeana,,,exotic,not in CDC records,,new 2021,observed,,,,,,2021-08-22,roslynmohr,https://www.inaturalist.org/observations/92182880,,171119,,accepted,171119,Silene × hampeana,Silene × hampeana,Silene × hampeana
Silene acaulis,(L.) Jacq.,,moss campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,acaulis,,,,native,S5 (2015),,reported,unobserved,1966-00-00,B. Fraser,UBC,UBC: V158302,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,68886,,accepted,68886,Silene acaulis,Silene acaulis,
Silene coronaria,(L.) Desr.,,rose campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,coronaria,,,,exotic,SNA (2001),,new 2019,observed,,,,,,2019-06-29,benkeen,https://www.inaturalist.org/observations/27890016,,485191,,accepted,485191,Silene coronaria,Silene coronaria,Silene coronaria
Silene dioica,(L.) Clairv.,,red campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,dioica,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-12-01,benkeen,https://www.inaturalist.org/observations/18764745,,55759,,accepted,55759,Silene dioica,Silene dioica,Silene dioica
Silene latifolia,Poir.,,white campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,latifolia,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-05-30,roslynmohr,https://www.inaturalist.org/observations/80950295,,79109,,accepted,79109,Silene latifolia,Silene latifolia,Silene latifolia
Silene menziesii,Hook.,,Menzies' catchfly,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,menziesii,,,,native,S5 (2019),,reported,unobserved,1928-06-03,,RBCM,V038481,,,,,RBCM:  West Vancouver,79111,,accepted,79111,Silene menziesii,Silene menziesii,
Silene parryi,(S. Watson) C.L. Hitchc. & Maguire,,Parry's campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,parryi,,,,native,S5 (2000),,reported,unobserved,1965-08-18,B. Fraser,UBC,UBC: V158303,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,143681,,accepted,143681,Silene parryi,Silene parryi,
Silene vulgaris,(Moench) Garcke,,bladder campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,vulgaris,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-06-07,roslynmohr,https://www.inaturalist.org/observations/82199156,,55721,,accepted,55721,Silene vulgaris,Silene vulgaris,Silene vulgaris
Spergula arvensis,L.,,corn spurrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergula,arvensis,,,,exotic,SNA (2019),,reported,unobserved,1974-06-18,,RBCM,V082552,,,,,,57005,,accepted,57005,Spergula arvensis,Spergula arvensis,
Spergularia canadensis var. occidentalis,(Pers.) G. Don,,Canada sandspurry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,canadensis,,,occidentalis,native,S5 (2019),,confirmed,observed,1914-07,James A. Wattie,UBC,UBC: V190187,,2015-06-06,judithofsquamish,http://www.inaturalist.org/observations/4500471,,81378,,accepted,81378,Spergularia canadensis occidentalis,Spergularia canadensis occidentalis,error
Spergularia macrotheca,(Hornem.) Heynh.,,sticky sand-spurrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,macrotheca,,,,native,S4 (2019),,reported,unobserved,,,,,,,,,,61472,,accepted,61472,Spergularia macrotheca,Spergularia macrotheca,
Spergularia marina,J. & K. Presl,,salt marsh sand-spurry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,marina,,,,exotic,SNA (2019),,reported,unobserved,1940-09-05,,RBCM,V013435,,,,,RBCM:  West Vancouver; original record S. salina,79169,,accepted,79169,Spergularia marina,Spergularia marina,
Spergularia rubra,(L.) J. Presl & K. Presl,,red sand spurrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,rubra,,,,exotic,SNA (2001),,confirmed,observed,1974-06-18,,RBCM,V082551,,2016-06-27,judithofsquamish,http://www.inaturalist.org/observations/4503353,,55730,,accepted,55730,Spergularia rubra,Spergularia rubra,Spergularia rubra
Stellaria borealis ssp. borealis,Bigelow,,boreal starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,borealis,,borealis,,native,S5 (2000),,reported,unobserved,1965-07-06,B. Fraser,UBC,UBC: V158305,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,238712,,accepted,238712,Stellaria borealis borealis,Stellaria borealis borealis,
Stellaria calycantha,(Ledeb.) Bong.,,northern starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,calycantha,,,,native,S4S5 (2015),,reported,unobserved,1965-07-26,B. Fraser,UBC,UBC: V158264,,,,,UBC:  Garibaldi PP Sphinx Gl foreland,79200,,accepted,79200,Stellaria calycantha,Stellaria calycantha,
Stellaria crassifolia,Ehrh.,,fleshy stitchwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,crassifolia,,,,native,S4S5 (2015),,reported,unobserved,1951-08-31,W. Cottle,UBC,UBC: V27286,,,,,UBC:  Garibaldi PP Garibaldi Lake,169334,,accepted,169334,Stellaria crassifolia,Stellaria crassifolia,
Stellaria crispa,Cham. & Schltdl.,,crisp starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,crispa,,,,native,S5 (2015),,confirmed,observed,1974-06-11,Charles E. Beil,UBC,UBC: V176106,,2021-07-06,elsemikkelsen,https://www.inaturalist.org/observations/88623912,UBC:  Bowen Island Plot 10,79201,,accepted,79201,Stellaria crispa,Stellaria crispa,Stellaria crispa
Stellaria graminea,L.,,lesser stitchwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,graminea,,,,exotic,SNA (2019),,new 2016,observed,,,,,,2016-05-21,judithofsquamish,http://www.inaturalist.org/observations/4503706,iNat: needs i.d.,61948,,accepted,61948,Stellaria graminea,Stellaria graminea,error
Stellaria humifusa,Rottb.,,creeping sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,humifusa,,,,native,S4 (2015),,new 2015,observed,,,,,,2015-05-30,judithofsquamish,https://www.inaturalist.org/observations/4503653,,169339,,accepted,169339,Stellaria humifusa,Stellaria humifusa,Stellaria humifusa
Stellaria longipes ssp. longipes,Goldie,,longstalk starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,longipes,,longipes,,native,S5 (2000),,reported,unobserved,1927-08-00,F. Perry,UBC,UBC: V8133,,,,,UBC:  Garibaldi PP Black Tusk,80222,,accepted,80222,Stellaria longipes longipes,Stellaria longipes longipes,
Stellaria media,(L.) Vill.,,common chickweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,media,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-05-06,judithofsquamish,https://www.inaturalist.org/observations/12223056,,53298,,accepted,1087592,Stellaria media,Stellaria media,Stellaria media
Drosera anglica,Huds.,,great sundew,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Droseraceae,,,Drosera,anglica,,,,native,S5,,reported,unobserved,,,,,,,,,,-52655,,accepted,52655,Drosera anglica,,
Drosera rotundifolia,L.,,round-leaved sundew,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Droseraceae,,,Drosera,rotundifolia,,,,native,S5 (2015),,new 2008,observed,,,,,,2008-07-15,hillanddale,https://www.inaturalist.org/observations/9551299,,52658,,accepted,52658,Drosera rotundifolia,Drosera rotundifolia,Drosera rotundifolia
Claytonia exigua ssp. exigua,T. & G.,,serpentine springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,exigua,,exigua,,native,S4 (2020),,reported,unobserved,,,,,,,,,,57234,,accepted,57234,Claytonia exigua exigua,Claytonia exigua exigua,
Claytonia exigua ssp. glauca,(T.& G.) J.M.Miller & K. Chambers.,,serpentine springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,exigua,,glauca,,native,S4 (2020),,reported,unobserved,,,,,,,,,,57229,,accepted,57229,Claytonia exigua glauca,Claytonia exigua glauca,
Claytonia lanceolata,Pursh,,western springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,lanceolata,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,62584,,accepted,62584,Claytonia lanceolata,Claytonia lanceolata,
Claytonia parviflora,douglas ex hook.,,streambank springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,parviflora,,,,native,S5,,reported,unobserved,,,,,,,,,,58294,,accepted,58294,Claytonia parviflora,Claytonia parviflora,
Claytonia parviflora var. parviflora,douglas ex hook.,,little-flower springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,parviflora,,,parviflora,native,S4 (2019),,reported,unobserved,,,,,,,,,,58296,,accepted,58296,Claytonia parviflora parviflora,Claytonia parviflora parviflora,
Claytonia perfoliata ssp. intermontana,(Donn ex Willdenow) John M. Miller & K. L. Chambers,,intermountain miner’s-lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,perfoliata,,intermontana,,native,S2S3 (2018),,reported,unobserved,,,,,,,,,,53001,,accepted,53001,Claytonia perfoliata intermontana,Claytonia perfoliata intermontana,
Claytonia rubra,(Howell) Tidest.,,redstem springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,rubra,,,,native,S5 (2020),,new 2021,observed,,,,,,2021-04-04,taylor_justason,https://www.inaturalist.org/observations/73034042,,64184,,accepted,64184,Claytonia rubra,Claytonia rubra,Claytonia rubra
Claytonia sibirica,L.,,candy flower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,sibirica,,,,native,S5 (2015),,new 2015,observed,,,,,,2015-04-04,judithofsquamish,http://www.inaturalist.org/observations/4372696,,55767,,accepted,55767,Claytonia sibirica,Claytonia sibirica,Claytonia sibirica
Claytonia washingtoniana,(Suksd.) Suksd.,,Washington springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,washingtoniana,,,,native,S2 (2017),,reported,unobserved,1948-05-11,C.B.W. Rogers,UBC,UBC: V52109,,,,,UBC:  West Vancouver Copper Cove,76392,,accepted,76392,Claytonia washingtoniana,Claytonia washingtoniana,
Montia diffusa,(Nutt.) Greene,,branching montia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,diffusa,,,,,SU (2019),,reported,unobserved,,,,,,,,,,78120,,accepted,78120,Montia diffusa,Montia diffusa,
Montia fontana,L.,,blinks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,fontana,,,,native,S4? (2015),,reported,unobserved,1916-04-29,John Davidson,UBC,UBC: V45786,,,,,UBC:  Caulfield,58990,,accepted,58990,Montia fontana,Montia fontana,
