Taxon,Author,Common Name,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,Catalogue Number,iNaturalist Link,ID,iNaturalist photo,Notes
Boreonectes griseostriatus,(DeGeer),none,,not in CDC records,reported,1955-08-08,R. Stace-Smith,UBC,,,SEM-UBC COL-32731,,456162,,
Boreus californicus,Packard,none,,not in CDC records,reported,1964-02-23,P.R. Grant,UBC,,,SEM-UBC MEC-0071,,196696,,
Boreus elegans,Carpenter,none,,not in CDC records,reported,1986-12-24,S.G. Cannings,UBC,,,SEM-UBC MEC-0050,,450463,,
Brachypalpus alopex,(Osten Sacken),none,,not in CDC records,reported,1989-04-08,S.G. Cannings,UBC,,,SEM-UBC SYR-0010,,871285,,
Bruchidius villosus,Fabricius,broom seed beetle,,genus is in CDC records,new 2018,,,,2018-06-07,fmgee,,https://www.inaturalist.org/observations/13457027,386880,https://static.inaturalist.org/photos/19753951/medium.jpeg?1529088640,
Buenoa confusa,Truxal,none,,not in CDC records,reported,1961-08-25,G.G.E. Scudder,UBC,,,SEM-UBC NOT-0128,,871285,,
Buprestis aurulenta,Linnaeus,golden buprestid beetle,Native,S5 (2017,confirmed,1961-07-16,G.J. Spencer,UBC,2016-07-25,fmgee,SEM-UBC COL-26544,http://inaturalist.ca/observations/3744644,215596,https://static.inaturalist.org/photos/4354995/medium.jpeg?1469470773,
Caenurgina erechtea,Cramer,forage looper moth,Native,S5 (2017) ,new 2019,,,,2019-07-06,benkeen,,https://www.inaturalist.org/observations/28317868,126640,https://static.inaturalist.org/photos/44132391/medium.jpeg?1562445692,
Callibaetis ferrugineus hageni,Walsh,none,Native,S4S5 (2016) at sp. level,new 2018,,,,2018-08-28,judithofsquamish,,https://www.inaturalist.org/observations/16512993,234684,https://static.inaturalist.org/photos/24854884/medium.jpeg?1536899741,
Callicorixa vulnerata,(Uhler),none,,not in CDC records,reported,2005-06-16,R.D. Kenner & J. Swann,UBC,,,SEM-UBC COR-1064,,498430,,
Calligrapha californica,Linell,none,Unknown,SU (2017) ,new 2018,,,,2018-08-21,judithofsquamish,,https://www.inaturalist.org/observations/15823641,215738,https://static.inaturalist.org/photos/23654396/medium.jpeg?1535057558,
Calliphora sp.,Robineau-Desvoidy,the type genus of blow flies,,genus not in CDC records,new 2019,,,,2019-05-04,benkeen,,https://www.inaturalist.org/observations/24548357,70152,https://static.inaturalist.org/photos/37958418/medium.jpg?1557010656,
Calliphora vomitoria,(Linneaus),blue bottle fly,,not in CDC records,reported,1953-08-11,W.R.M. Mason,UBC,,,SEM-UBC CAL-0452,,70151,,species name still valid (I.T.I.S.)
Callizzia amorata,Packard,gray scoopwing,Native,S4S5 (2017) ,confirmed,1936-07-09,unrecorded online,RBCM,2019-06-03,benkeen,ENT991-129192,https://www.inaturalist.org/observations/26372563,174566,https://static.inaturalist.org/photos/40947501/medium.jpeg?1559626640,historical record West Vancouver
Callophrys augustinus iroides,Scudder,western brown elfin,Native,S5 (2013) ,confirmed,1935-05-14,unrecorded online,RBCM,2015-05-01,elsemikkelsen,ENT991-120337,https://www.inaturalist.org/observations/19533548,234694,https://static.inaturalist.org/photos/30062406/medium.jpg?1547050648,historical record West Vancouver
Callophrys eryphon,Boisduval,western pine elfin,Native,S5 (2013),reported,1936-05-06,unrecorded online,RBCM,,,ENT991-141259,,81967,,historical record West Vancouver
Callophrys gryneus,Scudder,juniper hairstreak,Native,S4 (2013),new 2019,,,,2019-05-04,judithofsquamish,,https://www.inaturalist.org/observations/24611625,84239,https://static.inaturalist.org/photos/38055426/medium.jpeg?1557084297,
Camnula pellucida,Scudder,clear-winged grasshopper,Native,S5 (2012),new 2019,,,,2019-08-17,benkeen,,https://www.inaturalist.org/observations/31006966,155274,https://static.inaturalist.org/photos/48483274/medium.jpeg?1566068968,
Campaea perlata,Guenée,pale beauty,Native,S4S5 (2017),new 2013,,,,2013-08-16,elsemikkelsen,,https://www.inaturalist.org/observations/9176926,81681,https://static.inaturalist.org/photos/12417330/medium.jpg?1513495988,
Camponotus modoc,Wheeler,western carpenter ant,Native,S5 (2016),new 2015,,,,2015-05-23,judithofsquamish,,https://www.inaturalist.org/observations/6016167,68954,https://static.inaturalist.org/photos/7527455/medium.jpeg?1493511919,
Capnia excavata,Claassen,saddleback snowfly,Native,S4S5 (2017),reported,1982-05-15,S.G. Cannings,UBC,,,SEM-UBC PLE-0097,,216031,,
Capnia gracilaria,Claassen,slender snowfly,Native,S4S5 (2017) ,reported,1981-06-13,S.G. Cannings,UBC,,,SEM-UBC PLE-0107,,216035,,
Capnia melia,Frison,none,Native,S4S5 (2017),reported,1982-03-13,S.G. Cannings,UBC,,,SEM-UBC PLE-0140,,216044,,
Capnia nana,Claassen,none,Native,S4S5 (2017) ,reported,1980-04-04,R.J. Cannings,UBC,,,SEM-UBC PLE-0185,,216046,,
Carabus nemoralis,O.F.Muller,bronze ground beetle,Native,SNA (2017),new 2018,,,,2018-05-19,gwenlh,,https://www.inaturalist.org/observations/12642466,56552,https://static.inaturalist.org/photos/18288925/medium.jpg?1526832296,
Caradrina montana,Bremer,civil rustic moth,Native,S4S5 (2017) ,new 2019,,,,2019-08-28,benkeen,,https://www.inaturalist.org/observations/31712638,216095,https://static.inaturalist.org/photos/49662525/medium.jpeg?1567056266,
Caradrina morpheus,Hufnagel,mottled rustic,Exotic,SNA (2017),new 2019,,,,2019-06-27,benkeen,,https://www.inaturalist.org/observations/27791785,216096,https://static.inaturalist.org/photos/43279037/medium.jpeg?1561689738,
Carcina quercana,Fabricius,oak lantern,Exotic,SNA (2017) ,new 2019,,,,2019-07-06,benkeen,,https://www.inaturalist.org/observations/28347763,205221,https://static.inaturalist.org/photos/44184689/medium.jpeg?1562482106,
Caripeta aequaliaria,Grote,western conifer looper,Native,S4S5 (2017),new 2019,,,,2019-05-26,benkeen,,https://www.inaturalist.org/observations/25828244,216122,https://static.inaturalist.org/photos/40045998/medium.jpeg?1558900867,
Caripeta divisata,Walker,gray spruce looper moth,Native,S4S5 (2017),new 2014,,,,2014-07-25,elsemikkelsen,,https://www.inaturalist.org/observations/9179243,205213,https://static.inaturalist.org/photos/12421317/medium.png?1513530897,
Catallagia charlottensis,(B.),a flea species,,not in CDC records,reported,1951-08-02,W. Cottle,UBC,,,SEM-UBC SIP-0144,,0,,no examples of family in iNaturalist.  Is the family now Hystrichopsyllidae?
Catoptria oregonica,Grote,none,Native,SNR (2017),confirmed,1934-08-12,unrecorded online,RBCM,2014-07-27,elsemikkelsen,ENT991-143478,https://www.inaturalist.org/observations/9214878,367217,https://static.inaturalist.org/photos/12464866/medium.jpg?1513744485,historical record West Vancouver
Catoptrichus frankenhaeuseri,Mannerheim,none,Native,S4S5 (2017)  ,new 2019,,,,2019-12-08,benkeen,,https://www.inaturalist.org/observations/36489260,456785,https://static.inaturalist.org/photos/57686408/medium.jpeg?1575861861,
Celastrina echo,Tutt.,echo azure,Native,S5 (2013),new 2015,,,,2015-05-01,elsemikkelsen,,https://www.inaturalist.org/observations/19615758,52484,https://static.inaturalist.org/photos/30201411/medium.jpg?1547395382,
Celastrina ladon,Cramer,spring azure,,genus is in CDC records,reported,1969-05-31,unrecorded online,RBCM,,,ENT991-141620,,58556,,historical record Bowen Island
Ceranemota fasciata,Barnes & McDunnough,none,Native,S4S5 (2017) ,new 2019,,,,2019-10-01,benkeen,,https://www.inaturalist.org/observations/33699175,453215,https://static.inaturalist.org/photos/52955689/medium.jpeg?1569938040,
Cerastis enigmatica,Lafontaine & Crabo,none,Native,S3S5 (2017) ,new 2019,,,,2019-04-02,benkeen,,https://www.inaturalist.org/observations/21937574,348691,https://static.inaturalist.org/photos/33997209/medium.jpg?1554268527,
Ceratocombus vagans,McAtee & Malloch,none,,not in CDC records,reported,2014-08-26,Weirauch & Leon,UBC,,,SEM-UBC HET-6273,,484773,,
Ceratodalia gueneata,Packard,Gueneata's carpet moth,Native,S4S5 (2017) ,new 2014,,,,2014-07-24,elsemikkelsen,,https://www.inaturalist.org/observations/9179285,216476,https://static.inaturalist.org/photos/12421368/medium.png?1513531111,
Cercyonis pegala,Fabricius,common wood-nymph,Native,S5 (2013),reported,1933-07-30,unrecorded online,RBCM,,,ENT991-142454,,58606,,historical record Bowen Island
Chaoborus crystallinus,Lichtenstein,none,,not in CDC records,new 2019,,,,2019-06-01,benkeen,,https://www.inaturalist.org/observations/26202804,129896,https://static.inaturalist.org/photos/40665886/medium.jpeg?1559421359,
Chauliodinae,,fishflies,,n/a,new 2019,,,,2019-07-28,benkeen,,https://www.inaturalist.org/observations/29742708,83350,https://static.inaturalist.org/photos/46434045/medium.jpeg?1564351318,
Chionea alexandriana,Garrett,snow flies,,not in CDC records,reported,1981-04-05,S.G. Cannings,UBC,,,SEM-UBC TIP-0021,,871975,,
Chlorochroa sp.,Stal,a genus of shield bugs,,genus not in CDC records,new 2019,,,,2019-05-26,citizen1,,https://www.inaturalist.org/observations/26100298,84094,https://static.inaturalist.org/photos/40498745/medium.jpg?1559279471,
Chlorosea banksaria,Sperry,Bank's emerald moth,Native,S3S5 (2017),new 2014,,,,2014-06-28,elsemikkelsen,,https://www.inaturalist.org/observations/9179297,362596,https://static.inaturalist.org/photos/12421400/medium.png?1513531264,
Choristoneura rosaceana,Harris,oblique-banded leafroller moth,Native,SNR (2017) ,new 2017,,,,2017-07-06,elsemikkelsen,,https://www.inaturalist.org/observations/7454845,143728,https://static.inaturalist.org/photos/9696596/medium.jpg?1502501493,
Chrysolina sp.,Linnaeus,none,,genus is in CDC records,new 2019,,,,2019-05-11,birdspaz,,https://www.inaturalist.org/observations/25100189,61902,https://static.inaturalist.org/photos/38847631/medium.jpg?1557820005,
Chrysopa sp.,Leach in Brewster,a genus of green lacewings,,genus is in CDC records,new 2019,,,,2019-09-06,benkeen,,https://www.inaturalist.org/observations/32255388,52426,https://static.inaturalist.org/photos/50574965/medium.jpeg?1567836106,
Chrysoperla carnea-group,(Stephens),none,,genus is in CDC records,reported,1977-06-17,G.G.E. Scudder,UBC,,,SEM-UBC NEU-0397,,858297,,historical record Chrysoperla carnea 311581
Chrysoperla sp. ,Steinmann,genus of common green lacewings,,genus is in CDC records,new 2018,,,,2018-05-13,gwenlh,,https://www.inaturalist.org/observations/12485163,59441,https://static.inaturalist.org/photos/18019291/medium.jpg?1526403358,
Chrysops sp.,Meigen,a genus of deer flies,,genus is in CDC records,new 2019,,,,2019-06-01,benkeen,,https://www.inaturalist.org/observations/26203541,49703,https://static.inaturalist.org/photos/40667053/medium.jpeg?1559422073,
Cicindela depressula depressula,Casey,dispirited tiger beetle,Native,SNR ,reported,1924-12-15,not online,UBC,,,SEM-UBC COL-14476,,49703,,
Cisseps fulvicollis,Hübner,yellow-collared scape moth,Native,SNR,confirmed,1928-07-01,unrecorded online,RBCM,2019-07-24,benkeen,ENT991-124716,https://www.inaturalist.org/observations/29496366,119789,https://static.inaturalist.org/photos/46038152/medium.jpeg?1564036452,historical record Bowen Island
Cladara limitaria,Walker,mottled gray carpet,Native,S4S5 (2017),new 2019,,,,2019-04-06,benkeen,,https://www.inaturalist.org/observations/22072328,217054,https://static.inaturalist.org/photos/34183114/medium.jpg?1554535507,
Clemensia umbrata,Packard,none,,genus is in CDC records,new 2019,,,,2019-06-28,benkeen,,https://www.inaturalist.org/observations/27849951,789688,https://static.inaturalist.org/photos/43374458/medium.jpeg?1561778362,
Clistoronia magnifica,Banks,none,Native,S4S5 (2016),new 2019,,,,2019-04-26,benkeen,,https://www.inaturalist.org/observations/23314490,217206,https://static.inaturalist.org/photos/36124051/medium.jpg?1556343199,
Coccinella californica,Mannerheim,California lady beetle,Native,S4S5 (2017),new 2018,,,,2018-05-12,judithofsquamish,,https://www.inaturalist.org/observations/12505628,128712,https://static.inaturalist.org/photos/18053424/medium.jpeg?1526442745,
Coccinella septempunctata,Linnaeus,seven-spotted lady beetle,,not in CDC records,new 2018,,,,2018-08-08,tullyh,,https://www.inaturalist.org/observations/16814448,51702,https://static.inaturalist.org/photos/25387718/medium.jpg?1537661908,
Coenosiinae,,a subfamily of true flies,,n/a,new 2019,,,,2019-05-28,elsemikkelsen,,https://www.inaturalist.org/observations/34048601,497206,https://static.inaturalist.org/photos/53538266/medium.jpg?1570501356,
Conocephalus fasciatus,De Geer,slender meadow katydid,Native,S5 (2012) ,new 2019,,,,2019-07-16,benkeen,,https://www.inaturalist.org/observations/28978802,129261,https://static.inaturalist.org/photos/45202052/medium.png?1563331360,
Cordulegaster dorsalis,Hagen,none,Native,S4 (2015),reported,1999-05-23,K. Needham,UBC,,,SEM-UBC ODO-8126,,62762,,
Cordulia shurtleffi,Scudder,American emerald,Native,S5 (2015),reported,1996-07-07,unrecorded online,RBCM,,,ENT001-003451,,98430,,historical record Bowen Island Crippen Regional Park; E side Killarney Lake. 
Coryphista meadii,Hulst,barberry geometer moth,Native,S4S5 (2017),new 2014,,,,2014-07-27,elsemikkelsen,,https://www.inaturalist.org/observations/9179310,143201,https://static.inaturalist.org/photos/12421425/medium.png?1513531406,
Cosmia praeacuta,J. B. Smith,none,Native,S4S5 (2017),new 2019,,,,2019-07-13,benkeen,,https://www.inaturalist.org/observations/28781559,217639,https://static.inaturalist.org/photos/44889407/medium.jpeg?1563087802,
Cosmopepla lintneriana,Kirkaldy,twice-stabbed stink bug,,not in CDC records,new 2019,,,,2019-07-11,benkeen,,https://www.inaturalist.org/observations/28651590,82832,https://static.inaturalist.org/photos/44678147/medium.jpeg?1562897749,
Costaconvexa centrostrigaria,Wollaston,bent-line carpet moth,Native,S2S4 (2017),new 2019,,,,2019-06-29,benkeen,,https://www.inaturalist.org/observations/27856573,143005,https://static.inaturalist.org/photos/43385817/medium.jpeg?1561795647,
Crambini,,a subfamily of Crambid snout moths,,n/a,new 2019,,,,2019-07-11,benkeen,,https://www.inaturalist.org/observations/28651526,122946,https://static.inaturalist.org/photos/44678052/medium.jpeg?1562897660,
Crambus pascuella,Linnaeus,inlaid grass-veneer,Native,SNR (2017),new 2019,,,,2019-07-01,judithofsquamish,,https://www.inaturalist.org/observations/28261832,333907,https://static.inaturalist.org/photos/44043540/medium.jpeg?1562370941,
Crambus praefectellus,Zincken ,common grass-veneer,Native,SNR (2017) ,new 2019,,,,2019-09-03,benkeen,,https://www.inaturalist.org/observations/32054536,143000,https://static.inaturalist.org/photos/50236327/medium.jpeg?1567524257,
Crossocerus annulipes,(Lepeletier & Brullé),none,,not in CDC records,reported,1964-08-02,G.J. Spencer,UBC,,,SEM-UBC HYM-7025,,774790,, 
Ctenolepisma longicaudata,Escherich,long-tailed silverfish,,not in CDC records,new 2019,,,,2019-10-19,benkeen,,https://www.inaturalist.org/observations/34596772,183202,https://static.inaturalist.org/photos/54463873/medium.jpeg?1571511701,
Cucujus clavipes,Fabricius,red flat bark beetle,Native,S4S5 (2017),new 2019,,,,2019-06-02,judithofsquamish,,https://www.inaturalist.org/observations/26383750,122215,https://static.inaturalist.org/photos/40966244/medium.jpeg?1559656702,
Culicinae,,Culicine Mosquitoes,,n/a,new 2019,,,,2019-05-26,citizen1,,https://www.inaturalist.org/observations/26129752,357355,https://static.inaturalist.org/photos/40543772/medium.jpg?1559327594,
Cycloneda polita,Casey,western spotless lady beetle,Native,S5 (2017) ,confirmed,1965-05-24,G.J. Spencer,UBC,2019-05-04,benkeen,SEM-UBC COL-11918,https://www.inaturalist.org/observations/24548306,55492,https://static.inaturalist.org/photos/37958349/medium.jpg?1557010623,
Cyclophora pendulinaria,Guenée,sweetfern geometer moth,Native,S4S5 (2017),new 2014,,,,2014-07-13,elsemikkelsen,,https://www.inaturalist.org/observations/9179322,217970,https://static.inaturalist.org/photos/12421453/medium.png?1513531514,
Cynomya cadaverina,Robineau-Desvoidy,none,,not in CDC records,confirmed,1935-10-05,G.H. Larnder,UBC,2019-10-14,benkeen,SEM-UBC CAL-0704,https://www.inaturalist.org/observations/34378422,324335,https://static.inaturalist.org/photos/54097604/medium.jpeg?1571086084,
Cyphostethus tristriatus,(Fabricius),juniper shieldbug,,not in CDC records,reported,2017-03-31,C.G. Ratzlaff,UBC,,,SEM-UBC HET-6544,,318506,,
Cyrtopogon dasylloides ,Williston,robber fly sp.,Native,S4 (2019),reported,1953-08-12,unrecorded online,RBCM,,,ENT991-085740,,0,,historical record Squamish. Species is recognized by I.T.I.S. 
Cyrtopogon dubius,Williston,Cascades forest robber,Native,S3 (2019),reported,1983-08-27,unrecorded online,RBCM,,,ENT991-086044,,,,historical record Garibaldi PP
Dargida procinctus,Grote,girdler moth,Native,S4S5 (2017),new 2019,,,,2019-09-15,benkeen,,https://www.inaturalist.org/observations/32818124,218140,https://static.inaturalist.org/photos/51501235/medium.jpeg?1568613756,
Desmia funeralis,Hübner,grape leaffolder,Native,SNR (2017),reported,1935-07-21,unrecorded online,RBCM,,,ENT991-143747,,118788,,original record D. maculalis; West Vancouver
Despaxia angusta,(Banks),Autumn needlefly,Native,S4S5 (2017) ,reported,1981-12-19,S.G. Cannings,UBC,,,SEM-UBC PLE-0802,,218286,,
Dichelotarsus danielsi,(Fender),none,,genus is in CDC records,reported,1955-08-10,R. Stace-Smith,UBC,,,SEM-UBC COL-25389,,0,,species not in iNaturalist despite having many spp of this genus
Dichelotarsus puberulus,LeConte,none,,genus but not species is in CDC records,new 2019,,,,2019-04-19,judithofsquamish,,https://www.inaturalist.org/observations/22737165,455321,https://static.inaturalist.org/photos/35236345/medium.jpeg?1555725902,
Dichelotarsus sp.,Motschulsky,none,,genus is in CDC records,new 2019,,,,2019-05-27,benkeen,,https://www.inaturalist.org/observations/25929002,244381,https://static.inaturalist.org/photos/40217624/medium.jpeg?1559023998,included in case it helps this get to species level
