iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Author,Common name,Origin,Status,Reporting,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Catalogue Number,sinceTimestamp,sinceRecordedBy,sinceCollection,Documenting,iNaturalist Observation Link,Notes
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Lightf.) Corda,blunt frostwort,native,S4 (2015),reported,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,M. Howe,none,native,S4 (2015) ,reported,2001-05-22,W. B. Schofield,UBC  ,,UBC 1320173,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Nees) Nees,great mountain flapwort,native,S3S4,reported,,,,,,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Dicks.) S. Gray ,bent scissor-leaved liverwort,native,S4S5 (2015) ,reported,2009-05-11,W. R. Buck ,NY,,NY   731536 ,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Hook.) Spruce,lax notchwort,native,S3S4 (2015),reported,1981-08-05,W. B. Schofield,UBC  ,,UBC 1454463 ,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Decandolle) Steph.,Jameson's liverwort,native,S5? (2015),reported,2001-05-22,W. B. Schofield,UBC  ,,UBC 1459328 ,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Dum.,dark-green flapwort,native,S3 (2015)  ,reported,1980-08-12,Joop van Velzen,UBC  ,,UBC 1423173 ,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Nees,none,native,S1 (2015),reported,1980-08-19,Joop van Velzen,UBC  ,,UBC 1423983 ,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Stephani ,cordate flapwort,native,SNR see 'notes',reported,2001-10-07,W. B. Schofield,UBC  ,,UBC 1317607,,,iNat,undocumented,iNaturalist Link,historical record Jungermannia eucordifolia Schljakov 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Nees,egg flapwort,native,S4 (2015) see 'notes' ,reported,1981-08-05,W. B. Schofield,UBC  ,,UBC 1319440,,,iNat,undocumented,iNaturalist Link,historical record Solenostoma obovatum (Nees) Mass.
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,With.,dwarf flapwort,native,S3S4 ,reported,1980-08-13,Joop van Velzen,UBC  ,,UBC 1437038 ,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Gott. Ex Underw.,none,native,S4 (2015) see 'notes' ,reported,2001-05-22,W. B. Schofield,UBC  ,,UBC 1320202,,,iNat,undocumented,iNaturalist Link,historical record:  Solenostoma rubrum (Gott. ex Underw.) Schust.
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(L.) Dum.,creeping fingerwort,SNR,no status,confirmed,2001-05-22,W. B. Schofield,UBC  ,,UBC 1320239 ,2021-06-05,cgbc,iNat,documented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(L..) Dumort.,bifid crestwort,native,S3S4 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Nees,lesser crestwort, ,SNR,reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Dumort.) Dumort.,none, ,SNR,new 2019,,,,,,2019-08-25,ldietzchiasson,iNat,documented,iNaturalist Link,may be Lophozia obtusifolium 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(H.Buch) E.W. Jones,forest notchwort,native,S2S3,reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Schiffner,pointed frostwort,native,S2S3 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Lindenb.) Schiffn. ,none,,genus is in CDC records,reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,, (Dum.) Grolle,snow rustwort,native,S3S4 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link,historical record Gymnomitrion brevissimum 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Limpr.) Bernet,none,native,S3S4 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link,historical record Gymnomitrion commutatum entered as iNaturalist taxonomy
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Ångstr.) Schiffn.,none,native,S3 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Ehrhart) Dumortier,notched rustwort, ,SNR,new 2020,,,,,,2020-06-30,judithofsquamish,iNat,documented,iNaturalist Link,iNat: needs i.d.
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Lindb.) Dumort.,none,native,S4 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Limpr.) Bernet,none,native,S1 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Gray,none,,SNR,new 2020,,,,,,2020-04-10,judithofsquamish,iNat,documented,iNaturalist Link,iNat: needs i.d.
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Limpr.) Lindb.,book flapwort,native,S3 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Hook.) Gray.,compressed flapwort,native,S3 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Denot.) Lindb.,earth-cup flapwort,native,S3 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Lindb.,two-lobed flapwort,,SNR,reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Steph.,none,native,S3S4 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Gray.,ladder flapwort,native,S4,reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(F.Weber & D.Mohr) Loeske,floerke's pawwort,native,S4 (2015),confirmed,1980-05-22,Joop van Velzen ,UBC  ,,UBC 1346283 ,2021-08-27,cgbc,iNat,documented,iNaturalist Link,historical record Barbilophozia floerkei  
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Lindb.) S.W. Arnell,obtuse notchwort,native,S3S4 (2015,reported,,,,,,,,iNat,undocumented,iNaturalist Link,historical record Lophozia obtusa 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(L.) Dum.,greater featherwort,native,SNR,reported,1993-10-24,W. B. Schofield,UBC  ,,UBC 1346179,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Torrey Ex Nees) Lindenb.,lesser featherwort,native,SNR,confirmed,2005-04-20,W. B. Schofield,UBC  ,,UBC 1310849 .,2019-03-16,benkeen,iNat,documented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Hatt.,none,native,SNR,reported,1984-06-23,M. R. Schofield,UBC  ,,UBC 1416207.,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Aust.) Underw.,pacific fuzzwort,native,S5? (2015) ,reported,2001-05-22,W. B. Schofield,UBC  ,,UBC 1320195 ,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(L.) Nees,northern naughehyde liverwort,native,SNR,reported,1986-11-08,W. B. Schofield,UBC  ,,UBC 1312805 ,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(G. Web.) Hampe,tree fringewort,native,SNR,reported,1967-11-04,W. B. Schofield,UBC  ,,UBC 1412913 ,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,K. Müll.,american earwort,native,SNR,confirmed,2005-04-20,W. B. Schofield,UBC  ,,UBC 1310855 ,2017-02-21,elsemikkelsen,iNat,documented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Aust.,none,native,S5 (2015) ,confirmed,2005-04-20,W. B. Schofield,UBC  ,,UBC 1310856 ,2014-04-28,judithofsquamish,iNat,documented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Amak & Hatt. ,none,native,S2 (2015)  ,reported,1998-06-19,W. B. Schofield,UBC  ,,UBC 1339039 , , ,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,N.,none,native,S1 (2015) ,reported,1976-10-17,J. D. Godfrey ,UBC  ,,UBC 1454817 ,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(K. Müll.) K. Müll.,floppy earwort,native,S3S4 (2015),reported,1980-08-13,Joop van Velzen,UBC  ,,UBC 1423172 ,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(H. Arnell & Buch) Macv.,norwegian earwort,native,S2S3 (2015) ,reported,1980-09-03,Joop van Velzen,UBC  ,,UBC 168524,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Nees.) Dum.,northern earwort,native,S4 (2015),reported,1980-08-19,Joop van Velzen,UBC  ,,UBC 1423975 .,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Sw. Ex Lindenb.) Dum.,marsh earwort,native,S4S5 (2015) ,reported,2001-05-22,W. B. Schofield,UBC  ,,UBC 1320171 ,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Schrad.) Dum.,shady earwort,native,S4 (2015),reported,1998-06-19,W. B. Schofield,UBC  ,,UBC 1339027 ,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(L.) Dumort.,water earwort,native,SNR,confirmed,1980-08-19,Joop van Velzen,UBC  ,,s.n.,2019-06-23,rambryum,iNat,documented,iNaturalist Link,iNat: needs i.d.
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Schrad.) Konstant.,jagged notchwort,native,S4 (2021)OR SNR (two varieties),new 2019,,,,,,8/24/2019,lenachiasson,iNat,documented,iNaturalist Link,iNat: needs i.d.
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Huebener) Konstant. & Vilnet,kunze's pawwort,native,"S5 (2015) see ""notes""",reported,,,,,,,,iNat,undocumented,iNaturalist Link,historical record Barbilophozia kunzeana 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Stotler and Crandall-Stotler,four-fingered pawwort,native,S3S4 (2015),reported ,,,,,,,,iNat,undocumented,iNaturalist Link,historical record Barbilophozia quadriloba 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,J.D. Godfrey,schofield's liverwort,native,"S3S4 (2015), see notes ",reported,1998-06-19,W. B. Schofield,UBC  ,,s.n.,,,iNat,undocumented,iNaturalist Link,historical record Cephalozia monticola
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Nees) Schljakov,none,native,S1 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Nees) Mass.,none,native,S4 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Gott. ex Underw.) Schust.,none,native,S4,reported,,,,,,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Stephani) Urmi.,none,native,S3 (2015)   ,confirmed,1987-04-16,W. B. Schofield,UBC,,s.n.,2020-06-29,rambryum ,iNat,documented,iNaturalist Link,UBC: on granitic rock
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Huds.) Buch,large notchwort,native,S5 (2015),reported,1976-09-23,W. B. Schofield,UBC  ,,s.n.,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(L.) Dum.,greasewort,native,S5 (2015),reported,1980-08-13,Joop van Velzen ,UBC  ,,UBC 1437042 .,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,L.,common kettlewort,native,"not in CDC records, see 'notes'",reported,1980-10-04,W. B. Schofield ,UBC  ,,UBC 1390390 ,,,iNat,undocumented,iNaturalist Link,"is in E-Flora, Consortium of NA Bryophyte Herbaria, I.T.I.S., iNaturalist"
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Lindb.,rock veilwort,native,S4,confirmed,,,,,,2019-12-24,benkeen,iNat,documented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Lindb.) Lindb.,bog germanderwort,native,SNR,reported,2001-05-22,W. B. Schofield,UBC  ,,UBC 1320237 ,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(L.) Gray,comb liverwort,native,SNR,confirmed,1980-05-22,Joop van Velzen,UBC  ,,UBC 1459416 ,2017-02-21,elsemikkelsen,iNat,documented,iNaturalist Link,iNat: needs i.d.
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Dicks.) Nebel & D.Quandt,none,,genus is in CDC records,reported,,,,,,,,iNat,undocumented,iNaturalist Link,historical record Pellia endiviifolia
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Gottsche) Limpr.,ring pellia,native,SNR,confirmed,1981-06-25,W. B. Schofield,UBC  ,,UBC 1456655 ,2019-06-23,rambryum,iNat,documented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Hub.) Moore,cliff scalewort,native,S5? (2015),reported,1993-10-24,W. B. Schofield,UBC  ,,UBC 1346177 ,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Lehm. & Lindenb.) Pfeiff.,tree ruffle liverwort,native,S5 (2015) ,confirmed,2009-05-11,W. R. Buck ,UBC  ,,UBC 731538 ,2016-11-11,judithofsquamish,iNat,documented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Steph. ,none,native,S4 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,,a genus of liverwort,,,new 2019,,,,,,6/23/2019,rambryum,iNat,documented,iNaturalist Link,iNat: needs i.d.
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Gott. ,none,native,S4 (2015) ,reported,1994-09-11,W. B. Schofield,UBC  ,,UBC 1346340 ,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(L.) Dum.,flat-leaved scalewort,native,SNR,confirmed,2005-04-20,W. B. Schofield,UBC  ,,UBC 1310850 ,2018-11-06,judithofsquamish,iNat,documented,iNaturalist Link,"however, iNat. Record not yet research grade"
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,Steph.,none,native,S3S4 (2015) ,reported,1986-08-31,W. B. Schofield,UBC  ,,UBC 1369200 ,,,iNat,undocumented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(L.) Lindb.,great scented liverwort,native,SNR (2013) ,confirmed,1980-08-19,Joop van Velzen ,UBC  ,,UBC 1423972 ,2017-02-21,elsemikkelsen,iNat,documented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,"Szweyk., Buczkowska & Odrzykoski",snakewort,native,S4 (2014) ,new 2017,,,,,,2017-02-21,elsemikkelsen,iNat,documented,iNaturalist Link,
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(F. Weber) Underw.,thin starwort,native,S4 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,(Nees) Burgeff.,none,native,S3 (2015),reported,,,,,,,,iNat,undocumented,iNaturalist Link, 
Taxonus,203998,Taxon,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,,Tenthredinoidea,Tenthredinidae,Allantinae,Allantini,Taxonus,,L.,common liverwort,native,S5 (2015),new 2019,,,,,,2019-08-24,ldietzchiasson,iNat,documented,iNaturalist Link,
