Taxon,Author of Species,Author of       Subspecies or Variety,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status (B.C.),reporting,Documented,Last Collected/ Reported,Collector/Source,Collection Accession #/List,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Fissidens bryoides ,Hedw.,,lesser pocket-moss,Plantae,Bryophyta,,,Bryopsida,,,Fissidentales,,,Fissidentaceae,,native,"not in CDC records, see 'notes'",reported,undocumented,1951-04-04,V. J. Krajina ,UBC s.n.,,,,,"on NatureServe, accepted by I.T.I.S & FNA map shows it in BC",124421,
Fontinalis antipyretica ,Hedw.,,willow moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Fissidentaceae,,native,S4S5 (2015),reported,undocumented,1993-09-30,Terry Taylor,UBC s.n.,,,,,,123790,
Funaria hygrometrica ,Hedw.,,bonfire moss,Plantae,Bryophyta,,,Bryopsida,,,Funariales,,,Funariaceae,,native,S4S5 (2015) ,reported,undocumented,2005-04-20,W. B. Schofield,UBC s.n.,,,,,,120000,
Grimmia sp.,Hedw.,,none,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,n/a,new 2107,documented,,,,2017-09-26,judithofsquamish,https://www.inaturalist.org/observations/8198259,https://static.inaturalist.org/photos/10859218/medium.jpeg?1506829864,,56120,
Grimmia caespiticia,"(Bridel) Juratzka, Laubm. -Fl. Oesterr.-Ung. ",,none,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,native,S2S3 (2015) see 'notes',reported,undocumented,1982-07-22,J. Spence ,UBC s.n.,,,,,herbarium record Grimmia holzingeri Card. & Ther. which is accepted by NatureServe.  However iNaturalist & CDC default to Grimmia caespiticia (Brid) Jur. ,446732,
Grimmia leibergii ,Paris,,none,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,native,S2S3 (2015),reported,undocumented,1980-04-16,Joop van Velzen,UBC s.n.,,,,,,163390,
Grimmia torquata ,Hornsch. in Grev.,,twisted grimmia ,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,native,S4S5 (2011) ,reported,undocumented,1989-11-05,Terry Taylor,UBC s.n.,,,,, ,163405,
Grimmia trichophylla ,Grev.,,hair-pointed grimmia,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,native,S4S5 (2015) ,reported,undocumented,1986-03-09,Terry Taylor,UBC s.n.,,,,,,163406,
Hedwigia ciliata,(Hedw.) P. Beauv.,,Hedwig's fringeleaf moss,Plantae,Bryophyta,,,Bryopsida,,,Hedwigiales,,,Hedwigiaceae,,native,S4S5 (2015) ,reported,undocumented,1995-04-07,Paul Nagy,UBC s.n.,,,,,,163550,
Herzogiella seligeri ,(Brid.) Iwats.,,Silesian feather-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,native,S3S4 (2015),reported,undocumented,1982-09-02,W. B. Schofield,UBC s.n.,,,,,,163696,
Heterocladium macounii ,Best,,none,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Thuidiaceae,,native,S4S5 (2011) ,reported,undocumented,2006-02-18,W. B. Schofield,UBC s.n.,,,,,,163713,
Heterocladium procurrens , (Mitt.) Jaeg.,,none,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Thuidiaceae,,native,S4S5 (2011),reported,undocumented,2001-05-22,W. B. Schofield,UBC s.n.,,,,,,163714,
Homalia trichomanoides ,(Hedw.) Schimp.,,lime homalia moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Neckeraceae,,native,S4 (2015) ,reported,undocumented,1963-05-23,W. B. Schofield,UBC s.n.,,,,,,163821,
Homalothecium fulgescens,(Mitt. ex C. Müll.) Lawt.,,yellow curl-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,native,S4S5 (2011) ,confirmed,documented,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2017-02-21,elsemikkelsen,https://www.inaturalist.org/observations/9211255,https://static.inaturalist.org/photos/12458799/medium.jpg?1513710056,,123819,
Homalothecium-megaptilum,(Sull.) Schof.,,trachybryum moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,native,S4? (2015),reported,undocumented,1984-04-08,Terry Taylor,UBC s.n.,,,,,Herbarium record Trachybryum megaptilum,236885,
Homalothecium pinnatifidum ,(Sull. & Lesq.) Lawton,,none,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,native,S4? (2015),reported,undocumented,1981-04-25,Terry Taylor,UBC s.n.,,,,,,163826,
Hookeria acutifolia ,Hook. & Grev.,,sharpleaf hookeria moss,Plantae,Bryophyta,,,Bryopsida,,,Hookeriales,,,Hookeriaceae,,native,S4 (2015) ,reported,undocumented,1984-04-20,Paul Nagy,UBC s.n.,,,,,,163830,
Hookeria lucens,(Hedw.) Sm.,,shining hookeria,Plantae,Bryophyta,,,Bryopsida,,,Hookeriales,,,Hookeriaceae,,native,S5? (2015) ,confirmed,documented,2005-04-20,W. B. Schofield,UBC s.n.,2017-02-21,elsemikkelsen,https://www.inaturalist.org/observations/9211746,https://static.inaturalist.org/photos/12459679/medium.jpg?1513714592,,123710,
Hygrohypnum bestii ,(Ren. & Bryhn) Broth.,,none,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Amblystegiaceae,,native,S4 (2015) ,reported,undocumented,1995-09-24,W. B. Schofield,UBC s.n.,,,,,,163886,
Hygrohypnum ochraceum ,(Turn. ex Wils.) Loeske,,claw brook-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Amblystegiaceae,,native,S4S5 (2015) ,reported,undocumented,2001-10-07,W. B. Schofield,NY: 00899315,,,,,,163896,
Hylocomium splendens,(Hedw.) Schimp.,,stairstep moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,native,S5 (2015),confirmed,documented,2009-05-11,W. R. Buck,NY: 01105216,2016-10-18,judithofsquamish,http://inaturalist.ca/observations/4386167,https://static.inaturalist.org/photos/5263289/medium.jpg?1476817596,,122555,
Hypnum circinale,Hook.,,coiled-leaf claw-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,native,S5 (2015) ,confirmed,documented,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2018-09-24,keeganjd,https://www.inaturalist.org/observations/16895414,https://static.inaturalist.org/photos/25524498/medium.jpeg?1537857637,,125464,
Hypnum cupressiforme ,Hedw.,,cypress-leaved plait-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,native,see 'notes',reported,undocumented,1981-04-25,Terry Taylor,UBC s.n.,,,,,one of the 2 BC varieties is 'listed',241115,
Hypnum dieckii ,Renauld & Cardot,,none,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,native,S4S5 (2015),reported,undocumented,2001-05-22,W. B. Schofield,UBC s.n.,,,,,,163994,
Hypnum subimponens,Lesq.,,curly claw-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,native,S4S5 (2015),confirmed,documented,2005-04-20,W. B. Schofield,UBC s.n.,2017-05-05,chlorophilia,https://www.inaturalist.org/observations/6113057,https://static.inaturalist.org/photos/7648049/medium.jpeg?1494087165,,130684,
Isothecium cristatum ,(Hampe) Robins.,,none,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,native,S4? (2011),reported,undocumented,2009-05-11,W. R. Buck,NY: 01105204,,,,,,68058,
Isothecium myosuroides,Brid.,,mouse-tail moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,native,S4S5 (2015,confirmed,documented,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2010-06-27,judithofsquamish,https://www.inaturalist.org/observations/8462011,https://static.inaturalist.org/photos/11279638/medium.jpeg?1508385459,aka I. stoloniferum,125809,
Kiaeria blytii,"(Bruch & Schimper) Brotherus, Laubm.",,none,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,native,S4S5 (2011) ,reported,undocumented,1995-09-24,W. B. Schofield,UBC s.n.,,,,,FNA shows it in BC,164347,
Kiaeria falcata ,(Hedw.) I. Hag.,,sickle-leaved fork-moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,native,S4 (2015),reported,undocumented,1995-09-24,W. B. Schofield,UBC s.n.,,,,,FNA shows it in BC,164348,
Kiaeria starkei,(Weber & D. Mohr) I. Hag.,,Starke's fork-moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,native,S4S5 (2011)  ,reported,undocumented,1982-07-22,J. Spence,UBC s.n.,,,,,FNA shows it in BC,164350,
Kindbergia oregana ,(Sull.) Ochyra,,Oregon beaked moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,native,S5 (2015),confirmed,documented,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2017-02-21,elsemikkelsen,https://www.inaturalist.org/observations/9211960,https://static.inaturalist.org/photos/12460057/medium.jpg?1513716114,aka Eurhynchium oreganum ,120909,
Leptodictyum riparium ,(Hedw.) Warnst.,,streamside leptodictyum moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Amblystegiaceae,,native,S4 (2015) ,reported,undocumented,1970-00-17,W. B. Schofield,UBC s.n.,,,,,,164546,
Leucolepis acanthoneura,(Schwagrichen) Lindberg,,Menzies' tree moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,native,S5? (2015) ,confirmed,documented,2005-04-20,W. B. Schofield,UBC s.n.,2017-05-05,chlorophilia,https://www.inaturalist.org/observations/6113069,https://static.inaturalist.org/photos/7649706/medium.jpeg?1494092241, ,120870,
Metaneckera menziesii,(Hook. in Drumm.) Steere,,Menzies' neckera,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Neckeraceae,,native,S4S5 (2015) ,confirmed,documented,2005-04-20,W. B. Schofield,UBC s.n.,2017-05-05,chlorophilia,https://www.inaturalist.org/observations/6113048,https://static.inaturalist.org/photos/7647908/medium.jpeg?1494086699,,69909,
Mnium spinulosum,Bruch & Schimp. in B.S.G.,,red-mouthed leafy moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,native,S5 (2015),reported,undocumented,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),,,,,,124391,
Neckera douglasii,Hook.,,Douglas' neckera,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Neckeraceae,,native,S4S5 (2011)  ,confirmed,documented,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2018-10-01,judithofsquamish,https://www.inaturalist.org/observations/17733160,https://static.inaturalist.org/photos/27041256/medium.jpeg?1540177669,,69912,
Oligotrichum aligerum ,Mitt,,none,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,Polytrichaceae,,native,S4S5 (2015) ,reported,undocumented,2001-05-22,W. B. Schofield,UBC s.n.,,,,,,165831,
Oligotrichum parallelum ,(Mitt.) Kindb.,,none,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,Polytrichaceae,,native,S4S5 (2015),reported,undocumented,1995-09-24,W. B. Schofield,UBC s.n.,,,,,,165834,
Orthotrichum consimile ,Mitt.,,none,Plantae,Bryophyta,,,Bryopsida,,,Orthotricales,,,Orthotricaceae,,native,S4S5 (2015) ,reported,undocumented,1980-04-16,W. B. Schofield & T. T. Mcintosh,UBC s.n.,,,,,,165946,
Orthotrichum lyellii,Hook. & Tayl.,,Lyell's bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotricales,,,Orthotricaceae,,native,S4S5 (2015),reported,undocumented,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),,,,,,67951,
Orthotrichum pulchellum,Brunt.,,elegant bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotricales,,,Orthotricaceae,,native,S3S4 (2015) ,reported,undocumented,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),,,,,,165965,
Orthotrichum rupestre,Schleich. ex Schwaegr.,,rock bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotricales,,,Orthotricaceae,,native,S4 (2015) ,reported,undocumented,1981-06-09,Terry Taylor,UBC s.n.,,,,,,165970,
Orthotrichum speciosum,Nees in Sturm,,showy bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotricales,,,Orthotriaceae,,native,S4S5 (2015) ,reported,undocumented,2009-05-11,W. R. Buck,NY: 01105224,,,,,,165973,
Paraleucobryum enerve ,(Thed. in Hartm.) Loeske,,Paraleucobryum moss,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,native,S4S5 (2011),reported,undocumented,1962-11-11,W. B. Schofield,UBC s.n.,,,,,,166121,
Philonotis capillaris ,Lindb.,,none,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bartramiaceae,,native,S4 (2015),reported,undocumented,1979-06-03,Terry Taylor,UBC s.n.,,,,,,123642,
Philonotis fontana,(Hedw.) Brid.,,fountain apple-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bartramiaceae,,native,S5 (2015),confirmed,documented,2001-05-22,W. B. Schofield,UBC s.n.,2014-07-26,judithofsquamish,https://www.inaturalist.org/observations/8898447,https://static.inaturalist.org/photos/11973943/medium.jpeg?1511379420,,133809,
Plagiomnium cuspidatum,(Hedw.) T. Kop.,,woodsy thyme-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,native,S3S4 (2015) ,reported,undocumented,1970-00-17,W. B. Schofield,UBC s.n.,,,,,,141535,
Plagiomnium insigne,(Mitt.) T. Kop.,,badge moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,native,S4S5 (2015) ,confirmed,documented,1980-04-16,"W. B. Schofield & T. T. Mcintosh, J. P. van Velzen",UBC s.n.,2017-05-05,chlorophilia,https://www.inaturalist.org/observations/6113068,https://static.inaturalist.org/photos/7649696/medium.jpeg?1494092224,,122705,
Plagiomnium venustum ,(Mitt.) T. Kop.,,none,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,native,S4S5 (2015),reported,undocumented,2005-04-20,W. B. Schofield,UBC s.n.,,,,,,126179,
Plagiothecium cavifolium,(Brid.) Iwats.,,round silk-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Plagiotheciaceae,,native,S4S5 (2015),reported,undocumented,2006-01-28,W. Schofield,UBC s.n.,,,,,,166992,
Plagiothecium denticulatum ,(Hedw.) Schimp. in B.S.G,,toothed plagiothecium moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Plagiotheciaceae,,native,S4S5 (2015,reported,undocumented,2009-05-11,W. R. Buck,NY: 01105218,,,,,,166993,
Plagiothecium laetum ,Schimp. in B.S.G,,bright silk-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Plagiotheciaceae,,native,S4S5 (2015) ,reported,undocumented,2003-06-19,W. B. Schofield,UBC s.n.,,,,,,123563,
Plagiothecium piliferum ,(Sw. ex Hartm.) Schimp. in B.S.G.,,hair silk-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Plagiotheciaceae,,native,S4S5 (2015) ,reported,undocumented,2009-05-11,W. R. Buck,NY: 01105228,,,,,,123563,
Platydictya jungermannioides ,(Brid.) Crum,,Jungermann's platydictya moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,native,S4S5 (2015) ,reported,undocumented,1980-08-19,Joop van Velzen,UBC s.n.,,,,,not in iNaturalist,167038,
Pleurozium schreberi,(Brid.) Mitt.,,red-stemmed feather moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,native,S5 (2015)  ,confirmed,documented,2009-05-11,W. R. Buck,NY: 01105201,2018-12-22,benkeen,https://www.inaturalist.org/observations/19157376,https://static.inaturalist.org/photos/29415918/medium.jpg?1545508913,,130677,
Pogonatum contortum,(Brid.) Lesq.,,contorted pogonatum moss,Plantae,Bryophyta,,,Bryopsida,,,Polytrichales,,,Polytrichaceae,,native,S4S5 (2015),confirmed,documented,2001-05-22,W. B. Schofield,UBC s.n.,2017-02-21,elsemikkelsen,https://www.inaturalist.org/observations/9211853,https://static.inaturalist.org/photos/12459909/medium.jpg?1513715295,,127042,
Pogonatum urnigerum ,(Hedw.) P. Beauv.,,urn hair moss,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,Polytrichaceae,,native,S4S5 (2015) ,reported,undocumented,1980-06-02,Joop van Velzen,UBC s.n.,,,,,,167121,
Pohlia andalusica ,(Hedw.) Lindb,,none,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,native,S2 (2015),reported,undocumented,1962-08-15,A. C. Archer,UBC s.n.,,,,,,167122,
Pohlia annotina ,(Hedw.) Lindb.,,pale-fruited thread-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,native,S4 (2015),reported,undocumented,1974-08-06,W. B. Schofield,UBC s.n.,,,,,,167124,
Pohlia camptotrachela ,Broth.,,none,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,native,S3S4 (2015),reported,undocumented,1995-09-24,W. B. Schofield,UBC s.n.,,,,,,167130,
Pohlia cruda ,(Hedw.) Lindb.,,opal nodding moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,native,S4S5 (2015)  ,reported,undocumented,2001-05-22,W. B. Schofield,UBC s.n.,,,,,,167133,
Pohlia filum ,(Schimp.) Mårt.,,none,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,native,S4 (2015),reported,undocumented,1962-08-15,A. C. Archer,UBC s.n.,,,,,,167138,
Pohlia longibracteata ,Brotherus in Röll,,none,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,native,S3S4 (2015),reported,undocumented,1980-07-13,R. Rosentreter,"SRP: 46790, SRP-B-0000415",,,,,,167140,
Pohlia ludwigii ,(Spreng. ex Schwaegr.) Broth. ?,,Ludwig's thread-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,native,S4 (2015),reported,undocumented,1995-09-24,W. B. Schofield,UBC s.n.,,,,,,167142,
Pohlia nutans ,(Hedw.) Lindb.,,nodding thread-moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,native,S5 (2015),reported,undocumented,2001-05-22,W. B. Schofield,UBC s.n.,,,,,,154170,
Pohlia proligera ,(Kindb. ex Breidl.) Lindb. ex Arnell,,none,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,native,S4 (2015),reported,undocumented,1981-02-10,Terry Taylor,UBC s.n.,,,,,,167145,
Pohlia wahlenbergii,(Web. & Mohr) Andrews, ,Wahlenberg's nodding moss,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,native,S4S5 (2015),reported,undocumented,2001-10-07,W. B. Schofield,NY: 00900798,,,,,,167151,
Polytrichastrum alpinum ,(Hedw.) G.L. Sm.,,alpine haircap moss,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,Polytrichaceae,,native,S4S5 (2015),reported,undocumented,2009-05-11,W. R. Buck,NY: 01105220,,,,,,167286,
Polytrichastrum formosum ,(Hedw.) G.L. Sm.,,bank haircap moss,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,Polytrichaceae,,native,S4S5 (2015),reported,undocumented,1969-02-22,W. B. Schofield,UBC s.n.,,,,,"not in CDC records, maybe in progress as is on E-Flora.",281948,
Polytrichastrum sexangulare ,Brid.,,northern haircap moss,Plantae,Bryophyta,,,Polytrichopsida,,,Poltrichales,,,Polytrichaceae,,native,see 'notes',reported,undocumented,1980-08-19,Joop van Velzen,UBC s.n.,,,,,1 of 2 varieties is red listed,68294,
Polytrichum commune,Hedw.,,common haircap moss,Plantae,Bryophyta,,,Bryopsida,,,Polytrichales,,,Polytrichaceae,,native,S5 (2015) ,confirmed,documented,1982-07-22,J. Spence ,UBC s.n.,2018-08-18,citizen1,https://www.inaturalist.org/observations/15736895,https://static.inaturalist.org/photos/23498194/medium.jpg?1534803092,,68293,
Polytrichum juniperinum,Hedw.,,juniper polytrichum moss,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,Polytrichaceae,,native,S5 (2015)  ,confirmed,documented,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2015-03-28,judithofsquamish,https://www.inaturalist.org/observations/9139409,https://static.inaturalist.org/photos/12354066/medium.jpeg?1513123892,,68286,
Polytrichum piliferum,Hedw.,,bristly haircap moss,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,Polytrichaceae,,native,S5 (2015),confirmed,documented,2001-05-22,W. B. Schofield,UBC s.n.,2012-04-05,judithofsquamish,https://www.inaturalist.org/observations/9139626,https://static.inaturalist.org/photos/12354518/medium.jpeg?1513125187,,67905,
Porotrichum bigelovii,(Sull.) Kindb.,,Bigelow's porotrichum moss,Plantae,Bryophyta,,,Bryopsida,,,Leucodonatales,,,Neckeraceae,,native,S4S5 (2015),reported,undocumented,1980-05-13,Joop van Velzen,UBC s.n.,,,,,,67841,
Pseudobraunia californica ,(Lesq.) Broth,,none,Plantae,Bryophyta,,,Bryopsida,,,Hedwigiales,,,Hedwigiacee,,native,S3S4 (2015) ,reported,undocumented,2003-06-19,W. B. Schofield,UBC s.n.,,,,,,156472,
Pseudoleskea baileyi ,Best & Grout in Grout,,Pseudoleskea baileyi ,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Leskeaceae,,native,S5 (2015) ,reported,undocumented,2001-05-22,W. B. Schofield,UBC s.n.,,,,,,167495,
Pseudoleskea incurvata ,(Hedw.) Loeske,,Pseudoleskea incurvata ,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Leskeaceae,,native,S4 (2015),reported,undocumented,1980-08-18,Joop van Velzen ,UBC s.n.,,,,,,167496,
Pseudoleskea radicosa ,Macoun & Kindb.,,dense-rooted Leske's moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Leskeaceae,,native,S4S5 (2015),reported,undocumented,1980-08-19,Joop van Velzen ,UBC s.n.,,,,,,167499,
Pseudoleskea stenophylla ,Ren. & Card. in Röll,,narrow-leaved Leskea moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Leskeaceae,,native,S4 (2015) ,reported,undocumented,1999-03-26,W. B. Schofield,UBC s.n.,,,,,,167501,
Pseudotaxiphyllum elegans,(Brid.) Iwats.,,elegant silk-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Plagiotheciaceae,,native,S4S5 (2015),confirmed,documented,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2017-02-21,elsemikkelsen,https://www.inaturalist.org/observations/9211793,https://static.inaturalist.org/photos/12459743/medium.jpg?1513714839,,67917,
Pterigynandrum filiforme ,Hedw.,,capillary wing-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Pterigynandraceae,,native,S4S5 (2015),reported,undocumented,2001-05-22,W. B. Schofield,UBC s.n.,,,,,,167538,
Racomitrium aciculare ,(Hedw.) Brid.,,yellow fringe-moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,native,S4S5 (2015),reported,undocumented,1980-06-05,Joop van Velzen,UBC s.n.,,,,,,129655,
Racomitrium affine ,(Schleich. ex Web. & Mohr) Lindb.,,yellow-green rock moss variety,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,native,S2S3 (2015),reported,undocumented,1980-06-05,Joop van Velzen,UBC s.n.,,,,,historical record Racomitrium heterostichum affine ,167675,
Racomitrium aquaticum,Bednarek-Ochyra,,narrow-leaved fringe-moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,native,S3S4 (Apr 2015),reported,undocumented,2001-10-07,W. B. Schofield,UBC s.n.,,,,,aka Racomitrium ryszardii ,167676,
Racomitrium brevipes ,Kindb. in Mac.,,none,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,native,S3S4 (2015) ,reported,undocumented,1980-08-19,Joop van Velzen,UBC s.n.,,,,,,167677,
Racomitrium canescens,(Hedw.) Brid.,,silver moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,native,S5 (2015),confirmed,documented,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2018-09-28,judithofsquamish,https://www.inaturalist.org/observations/17051271,https://static.inaturalist.org/photos/25799336/medium.jpeg?1538275992,herbarium record R. canescens var. epilosum ,167679,
Racomitrium elongatum ,Ehrh. ex Frisv.,,long fringe-moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,native,S4S5 (2015),reported,undocumented,1976-09-23,W. B. Schofield,UBC s.n.,,,,,see also Niphotrichum elongatum (Frisv.) Bednarek-Ochyra & Ochyra,167681,
Racomitrium ericoides ,(Brid.) Brid. ,,dense rock moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,native,S4S5 (2015),reported,undocumented,1982-07-22,J. Spence,UBC s.n.,,,,,,167682,
Racomitrium fasciculare,(Hedw.) Brid.,,clustered rock moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,native,S4S5 (2015),reported,undocumented,2001-05-22,W. B. Schofield,UBC s.n.,,,,,"herbarium record Codriophorus fascicularis (Hedwig) Bednarek-Ochyra & Ochyra


",119159,
Racomitrium heterostichum,(Hedw.) Brid.,,yellow-green rock moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,native,S4S5 (2015),reported,undocumented,1981-08-10,Terry Taylor,UBC s.n.,,,,,aka Bucklandiella heterosticha ,167683,
Racomitrium lanuginosum ,(Hedw.) Brid.,,woolly fringe-moss,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,native,S4S5 (2015) ,reported,undocumented,1980-05-13,Joop van Velzen ,UBC s.n.,,,,,,167684,
Racomitrium occidentale ,(Ren. & Card.) Ren. & Card. ,,yellow-green rock moss variety,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,native,S4S5 (2015),reported,undocumented,1984-06-23,M. R. Schofield,UBC s.n.,,,,,see also R. heterostichum & Bucklandiella heterosticha ,167690,
