iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported
Erythronium oregonum,59520,Erythronium oregonum,9,"{""iNat:22529222"":[48.586466,-123.138729],""iNat:41801926"":[48.586228,-123.139167],""iNat:42356084"":[48.586157,-123.138413],""iNat:42626015"":[48.5864,-123.138375],""iNat:42998547"":[48.586283,-123.138353],""iNat:43082874"":[48.586342,-123.139258],""iNat:75363189"":[48.586317,-123.13834],""iNat:110238966"":[48.583796,-123.13865],""iNat:111557200"":[48.585979,-123.140045]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Erythronium,oregonum,Ryhien D Fielder,iNat,,,iNat:22529222,2019-04-15T21:38:55.000Z,,iNat,,,iNat:111557200,2022-04-15T19:34:11.000Z
Primula hendersonii,487175,Primula hendersonii,6,"{""iNat:22679566"":[48.584472,-123.138283],""iNat:42356045"":[48.58033,-123.137361],""iNat:42625973"":[48.584663,-123.13855],""iNat:109337196"":[48.582772,-123.141061],""iNat:110319625"":[48.582163,-123.140974],""iNat:110495205"":[48.575377,-123.132871]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Primuloideae,Primuleae,Primula,hendersonii,Avid Amateur,iNat,,,iNat:22679566,2019-04-17T17:28:12.000Z,Kendra Dedinsky,iNat,,,iNat:110319625,2022-04-03T19:03:36.000Z
Pseudotsuga menziesii,48256,Pseudotsuga menziesii,6,"{""iNat:26766320"":[48.585325,-123.148419],""iNat:48366874"":[48.58417,-123.139722],""iNat:66495305"":[48.584614,-123.14375],""iNat:106769346"":[48.591189,-123.15109],""iNat:126992563"":[48.584872,-123.139801],""iNat:131543131"":[48.585218,-123.149056]}",Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Pseudotsuga,menziesii,Brett,iNat,,,iNat:26766320,2019-06-10T20:02:30.000Z,,iNat,,,iNat:131543131,2022-08-19T21:02:48.000Z
Turdus migratorius,12727,Turdus migratorius,4,"{""iNat:26783275"":[48.585844,-123.149131],""iNat:27305860"":[48.586737,-123.150084],""iNat:49547252"":[48.58855,-123.150885],""iNat:106804877"":[48.592056,-123.145244]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Turdidae,,,Turdus,migratorius,Alex Tey,iNat,,,iNat:49547252,2015-04-06T19:18:00.000Z,Cricket Raspet,iNat,,,iNat:106804877,2022-02-14T23:31:50.000Z
Junco hyemalis,10094,Junco hyemalis,3,"{""iNat:26783276"":[48.585006,-123.148831],""iNat:49061778"":[48.586422,-123.148144],""iNat:90955983"":[48.586599,-123.144429]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Junco,hyemalis,Brett,iNat,,,iNat:26783276,2019-06-11T01:51:00.000Z,Emily Troyer,iNat,,,iNat:90955983,2021-08-12T17:46:00.000Z
Troglodytes aedon,7562,Troglodytes aedon,2,"{""iNat:26783277"":[48.58476,-123.14826],""iNat:77459783"":[48.581065,-123.142039]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Troglodytidae,,,Troglodytes,aedon,Brett,iNat,,,iNat:26783277,2019-06-11T01:51:00.000Z,Jack Riley,iNat,,,iNat:77459783,2021-05-01T16:43:49.000Z
Zonotrichia leucophrys,9176,Zonotrichia leucophrys,3,"{""iNat:26783280"":[48.584015,-123.148415],""iNat:34266208"":[48.585923,-123.149808],""iNat:77459720"":[48.581815,-123.142016]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Zonotrichia,leucophrys,Brett,iNat,,,iNat:26783280,2019-06-11T01:51:00.000Z,Jack Riley,iNat,,,iNat:77459720,2021-05-01T16:37:47.000Z
Rubus laciniatus,78891,Rubus laciniatus,7,"{""iNat:27229592"":[48.587866,-123.148938],""iNat:53734067"":[48.586392,-123.148097],""iNat:90955982"":[48.58644,-123.143528],""iNat:106767988"":[48.58781,-123.148204],""iNat:125376163"":[48.586437,-123.147453],""iNat:131543162"":[48.586235,-123.148062],""iNat:149378236"":[48.586359,-123.147204]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,,Brett,iNat,,,iNat:27229592,2019-06-18T20:08:45.000Z,arial,iNat,,,iNat:149378236,2023-02-21T18:15:34.000Z
Holodiscus discolor,53414,Holodiscus discolor,4,"{""iNat:27230788"":[48.584781,-123.149359],""iNat:48369478"":[48.58484,-123.139649],""iNat:98627110"":[48.586187,-123.139703],""iNat:131543123"":[48.585168,-123.148979]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Spiraeeae,Holodiscus,discolor,Brett,iNat,,,iNat:27230788,2019-06-18T20:32:48.000Z,,iNat,,,iNat:131543123,2022-08-19T20:23:53.000Z
Anisocarpus madioides,53137,Anisocarpus madioides,3,"{""iNat:27231306"":[48.585912,-123.148202],""iNat:48848205"":[48.584947,-123.149328],""iNat:51964629"":[48.588678,-123.147456]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Anisocarpus,madioides,Brett,iNat,,,iNat:27231306,2019-06-18T20:39:24.000Z,Eliza,iNat,,,iNat:51964629,2020-07-04T22:39:17.000Z
Spinus tristis,145310,Spinus tristis,2,"{""iNat:27305856"":[48.586672,-123.148299],""iNat:27305857"":[48.586627,-123.148401]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Spinus,tristis,Brett,iNat,,,iNat:27305856,2019-06-17T21:00:00.000Z,Brett,iNat,,,iNat:27305856,2019-06-17T21:00:00.000Z
Spizella passerina,9135,Spizella passerina,2,"{""iNat:27305861"":[48.586705,-123.14883],""iNat:77459654"":[48.582872,-123.138973]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Spizella,passerina,Brett,iNat,,,iNat:27305861,2019-06-17T21:00:00.000Z,Jack Riley,iNat,,,iNat:77459654,2021-05-01T16:00:33.000Z
Daphne laureola,127391,Daphne laureola,1,"{""iNat:27911461"":[48.580011,-123.138484]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Thymelaeaceae,,,Daphne,laureola,Rati Gelashvili,iNat,,,iNat:27911461,2019-06-27T19:48:24.000Z,Rati Gelashvili,iNat,,,iNat:27911461,2019-06-27T19:48:24.000Z
Fomitopsis mounceae,877361,Fomitopsis mounceae,2,"{""iNat:27997214"":[48.586328,-123.146164],""iNat:102898007"":[48.587403,-123.142028]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Fomitopsidaceae,,,Fomitopsis,pinicola,Kyle Blankenbeckler,iNat,,,iNat:27997214,2019-06-30T17:41:41.000Z,Jupiter Nielsen,iNat,,,iNat:102898007,2021-12-10T14:17:40.000Z
Thryomanes bewickii,7576,Thryomanes bewickii,1,"{""iNat:28474379"":[48.589577,-123.149475]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Troglodytidae,,,Thryomanes,bewickii,Brett,iNat,,,iNat:28474379,2019-07-08T21:00:00.000Z,Brett,iNat,,,iNat:28474379,2019-07-08T21:00:00.000Z
Vanessa cardui,48548,Vanessa cardui,1,"{""iNat:29125126"":[48.585737,-123.150047]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,cardui,,iNat,,,iNat:29125126,2019-07-19T18:10:52.000Z,,iNat,,,iNat:29125126,2019-07-19T18:10:52.000Z
Laphria fernaldi,325780,Laphria fernaldi,1,"{""iNat:29883485"":[48.589506,-123.151039]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,Asiloidea,Asilidae,Laphriinae,Laphriini,Laphria,fernaldi,,iNat,,,iNat:29883485,2019-07-25T23:05:21.000Z,,iNat,,,iNat:29883485,2019-07-25T23:05:21.000Z
Pandion haliaetus,116999,Pandion haliaetus,4,"{""iNat:29888429"":[48.588001,-123.147854],""iNat:34217398"":[48.586507,-123.150857],""iNat:134692537"":[48.588832,-123.148504],""iNat:134692542"":[48.586206,-123.147395]}",Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,,Pandionidae,,,Pandion,haliaetus,Brett,iNat,,,iNat:29888429,2019-07-29T22:00:00.000Z,Ross Millikan,iNat,,,iNat:134692542,2022-09-11T21:56:00.000Z
Prunus avium,61964,Prunus avium,2,"{""iNat:31144313"":[48.58615,-123.145906],""iNat:84612193"":[48.580758,-123.138564]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,avium,Brett,iNat,,,iNat:31144313,2019-08-19T22:25:49.000Z,Peter Zika,iNat,,,iNat:84612193,2021-06-17T17:48:00.000Z
Neriene litigiosa,209814,Neriene litigiosa,1,"{""iNat:31144455"":[48.586589,-123.146572]}",Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Araneoidea,Linyphiidae,Linyphiinae,,Neriene,litigiosa,Brett,iNat,,,iNat:31144455,2019-08-19T22:29:42.000Z,Brett,iNat,,,iNat:31144455,2019-08-19T22:29:42.000Z
Dryobates pubescens,792988,Dryobates pubescens,1,"{""iNat:31244834"":[48.587959,-123.149882]}",Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,,,Dryobates,pubescens,Brett,iNat,,,iNat:31244834,2019-08-20T17:51:00.000Z,Brett,iNat,,,iNat:31244834,2019-08-20T17:51:00.000Z
Trifolium depauperatum,58164,Trifolium depauperatum,1,"{""iNat:41801874"":[48.583347,-123.138144]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,depauperatum,,iNat,,,iNat:41801874,2020-04-10T00:06:44.000Z,,iNat,,,iNat:41801874,2020-04-10T00:06:44.000Z
Lupinus bicolor,50614,Lupinus bicolor,2,"{""iNat:41801903"":[48.583217,-123.138572],""iNat:43396273"":[48.580848,-123.136849]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Lupinus,bicolor,,iNat,,,iNat:41801903,2020-04-10T00:03:04.000Z,Sierra,iNat,,,iNat:43396273,2020-04-25T17:50:56.000Z
Heuchera micrantha,51274,Heuchera micrantha,1,"{""iNat:41802132"":[48.583905,-123.142031]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Heuchereae,Heuchera,micrantha,,iNat,,,iNat:41802132,2020-04-09T23:43:43.000Z,,iNat,,,iNat:41802132,2020-04-09T23:43:43.000Z
Camassia leichtlinii,62218,Camassia leichtlinii,3,"{""iNat:42356026"":[48.581643,-123.141653],""iNat:44372274"":[48.581905,-123.14225],""iNat:44442431"":[48.581813,-123.1417]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,,iNat,,,iNat:42356026,2020-04-16T23:20:48.000Z,,iNat,,,iNat:44442431,2020-04-30T01:58:59.000Z
Castilleja attenuata,49341,Castilleja attenuata,2,"{""iNat:42812756"":[48.583313,-123.138711],""iNat:116654394"":[48.583378,-123.138664]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Pedicularideae,Castilleja,attenuata,,iNat,,,iNat:42812756,2020-04-22T01:10:31.000Z,,iNat,,,iNat:116654394,2022-05-12T01:38:10.000Z
Camassia quamash,62220,Camassia quamash,1,"{""iNat:42812947"":[48.584417,-123.141425]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,quamash,,iNat,,,iNat:42812947,2020-04-22T00:47:55.000Z,,iNat,,,iNat:42812947,2020-04-22T00:47:55.000Z
Teesdalia nudicaulis,79325,Teesdalia nudicaulis,2,"{""iNat:43396349"":[48.586578,-123.143695],""iNat:109336946"":[48.583317,-123.138717]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Iberideae,Teesdalia,nudicaulis,Sierra,iNat,,,iNat:43396349,2020-04-25T17:36:53.000Z,Eden Light,iNat,,,iNat:109336946,2022-03-23T22:08:58.000Z
Lithophragma parviflorum,77791,Lithophragma parviflorum,2,"{""iNat:43396512"":[48.584901,-123.136971],""iNat:110708499"":[48.583503,-123.137459]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Heuchereae,Lithophragma,parviflorum,Sierra,iNat,,,iNat:43396512,2020-04-25T18:19:44.000Z,Doug McCutchen,iNat,,,iNat:110708499,2022-04-07T23:58:23.000Z
Ranunculus uncinatus,63898,Ranunculus uncinatus,1,"{""iNat:43400247"":[48.584906,-123.138517]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,uncinatus,Sierra,iNat,,,iNat:43400247,2020-04-25T18:31:08.000Z,Sierra,iNat,,,iNat:43400247,2020-04-25T18:31:08.000Z
Pentagramma triangularis,52676,Pentagramma triangularis,2,"{""iNat:44339110"":[48.58338,-123.13748],""iNat:67603520"":[48.581855,-123.136733]}",Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Cheilanthoideae,,Pentagramma,triangularis,,iNat,,,iNat:44339110,2020-04-30T01:34:01.000Z,Jupiter Nielsen,iNat,,,iNat:67603520,2020-11-21T13:44:18.000Z
Vicia sativa,53324,Vicia sativa,2,"{""iNat:44372172"":[48.581287,-123.136742],""iNat:115724664"":[48.587275,-123.149494]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Vicia,sativa,,iNat,,,iNat:44372172,2020-04-30T01:40:32.000Z,naturallyken,iNat,,,iNat:115724664,2022-05-03T03:09:05.000Z
Leptosiphon bicolor,64245,Leptosiphon bicolor,2,"{""iNat:45562551"":[48.584763,-123.139497],""iNat:49251191"":[48.5829,-123.141286]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Leptosiphon,bicolor,,iNat,,,iNat:45562551,2020-05-10T20:24:11.000Z,Eliza,iNat,,,iNat:49251191,2020-06-10T20:53:48.000Z
Platycotis vittata,48679,Platycotis vittata,1,"{""iNat:46658379"":[48.596092,-123.144464]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cicadomorpha,Membracoidea,Membracidae,Membracinae,Hoplophorionini,Platycotis,vittata,Hannah Toutonghi,iNat,,,iNat:46658379,2018-05-25T02:14:29.000Z,Hannah Toutonghi,iNat,,,iNat:46658379,2018-05-25T02:14:29.000Z
Sedum spathulifolium,58886,Sedum spathulifolium,5,"{""iNat:48368990"":[48.584667,-123.139749],""iNat:48491140"":[48.584944,-123.149711],""iNat:48848324"":[48.585747,-123.148872],""iNat:67651919"":[48.586533,-123.138719],""iNat:84612197"":[48.578006,-123.13385]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,spathulifolium,Eliza,iNat,,,iNat:48491140,2020-03-04T17:05:36.000Z,Peter Zika,iNat,,,iNat:84612197,2021-06-17T18:45:00.000Z
Thuja plicata,48252,Thuja plicata,4,"{""iNat:48373210"":[48.586846,-123.132792],""iNat:53174268"":[48.586812,-123.150332],""iNat:85533300"":[48.575778,-123.1333],""iNat:106770577"":[48.592395,-123.147589]}",Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Thuja,plicata,Sarah Teman,iNat,,,iNat:48373210,2020-06-03T20:35:43.000Z,Cricket Raspet,iNat,,,iNat:106770577,2022-02-15T00:06:50.000Z
Geum macrophyllum,77266,Geum macrophyllum,2,"{""iNat:48847755"":[48.586371,-123.148119],""iNat:49068566"":[48.589825,-123.149603]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Colurieae,Geum,macrophyllum,Eliza,iNat,,,iNat:48847755,2020-06-07T22:18:55.000Z,Eliza,iNat,,,iNat:49068566,2020-06-08T20:47:45.000Z
Lapsana communis,55981,Lapsana communis,1,"{""iNat:48853172"":[48.586381,-123.148017]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Lapsana,communis,Eliza,iNat,,,iNat:48853172,2020-06-07T21:54:14.000Z,Eliza,iNat,,,iNat:48853172,2020-06-07T21:54:14.000Z
Clinopodium douglasii,53203,Clinopodium douglasii,2,"{""iNat:48965963"":[48.593546,-123.156327],""iNat:53734433"":[48.584833,-123.149589]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Clinopodium,douglasii,Eliza,iNat,,,iNat:48965963,2020-06-08T21:33:45.000Z,Eliza,iNat,,,iNat:53734433,2020-07-19T01:47:31.000Z
Plantago maritima,68543,Plantago maritima,2,"{""iNat:48969347"":[48.587576,-123.155506],""iNat:119306131"":[48.593362,-123.155175]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Plantagineae,Plantago,maritima,Eliza,iNat,,,iNat:48969347,2020-06-08T22:29:08.000Z,Jupiter Nielsen,iNat,,,iNat:119306131,2022-05-29T17:39:48.000Z
Galium aparine,1403902,Galium aparine,2,"{""iNat:48970313"":[48.586305,-123.149098],""iNat:81957163"":[48.586395,-123.147933]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,Eliza,iNat,,,iNat:48970313,2020-06-08T23:00:49.000Z,,iNat,,,iNat:81957163,2021-06-06T23:37:24.000Z
Hieracium albiflorum,63937,Hieracium albiflorum,1,"{""iNat:48970366"":[48.584534,-123.14909]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Hieracium,albiflorum,Eliza,iNat,,,iNat:48970366,2020-06-08T23:44:44.000Z,Eliza,iNat,,,iNat:48970366,2020-06-08T23:44:44.000Z
Trifolium dubium,53313,Trifolium dubium,1,"{""iNat:48970378"":[48.585116,-123.149254]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,dubium,Eliza,iNat,,,iNat:48970378,2020-06-08T23:48:13.000Z,Eliza,iNat,,,iNat:48970378,2020-06-08T23:48:13.000Z
Ilex aquifolium,53856,Ilex aquifolium,4,"{""iNat:49082668"":[48.589119,-123.1487],""iNat:97267536"":[48.588128,-123.155358],""iNat:106768682"":[48.588669,-123.148709],""iNat:147157555"":[48.591749,-123.151175]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Aquifoliales,,,,Aquifoliaceae,,,Ilex,aquifolium,Eliza,iNat,,,iNat:49082668,2020-06-08T20:41:46.000Z,,iNat,,,iNat:147157555,2023-01-23T00:48:45.000Z
Allium acuminatum,59782,Allium acuminatum,2,"{""iNat:49301646"":[48.584412,-123.139672],""iNat:120264422"":[48.582671,-123.137331]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Amaryllidaceae,Allioideae,Allieae,Allium,acuminatum,,iNat,,,iNat:49301646,2020-06-11T02:10:49.000Z,,iNat,,,iNat:120264422,2022-06-04T21:25:15.000Z
Leiothlypis celata,979757,Leiothlypis celata,1,"{""iNat:49547253"":[48.587445,-123.15155]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Leiothlypis,celata,Alex Tey,iNat,,,iNat:49547253,2015-04-06T19:19:00.000Z,Alex Tey,iNat,,,iNat:49547253,2015-04-06T19:19:00.000Z
Setophaga coronata auduboni,126562,Setophaga coronata auduboni,1,"{""iNat:49547255"":[48.587193,-123.151234]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Setophaga,coronata,Alex Tey,iNat,,,iNat:49547255,2015-04-06T19:22:00.000Z,Alex Tey,iNat,,,iNat:49547255,2015-04-06T19:22:00.000Z
Shepherdia canadensis,79072,Shepherdia canadensis,6,"{""iNat:49885061"":[48.587697,-123.15475],""iNat:49886634"":[48.587516,-123.154177],""iNat:87327824"":[48.595195,-123.145958],""iNat:95878277"":[48.589463,-123.15616],""iNat:115996627"":[48.592438,-123.152961],""iNat:125058555"":[48.587638,-123.155364]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Elaeagnaceae,,,Shepherdia,canadensis,Eliza,iNat,,,iNat:49885061,2020-06-16T21:45:49.000Z,,iNat,,,iNat:125058555,2022-06-28T19:28:37.000Z
Monotropa uniflora,49477,Monotropa uniflora,11,"{""iNat:51959634"":[48.589328,-123.146839],""iNat:51962551"":[48.589106,-123.146817],""iNat:52056974"":[48.589106,-123.146817],""iNat:52713717"":[48.585245,-123.143845],""iNat:53170358"":[48.586674,-123.141527],""iNat:67431309"":[48.591592,-123.150153],""iNat:85560410"":[48.585388,-123.143953],""iNat:86668391"":[48.57759,-123.133793],""iNat:87068916"":[48.575525,-123.133556],""iNat:87198640"":[48.58587,-123.144849],""iNat:87239014"":[48.577481,-123.133928]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,Jupiter Nielsen,iNat,,,iNat:67431309,2020-07-02T23:13:43.000Z,,iNat,,,iNat:87198640,2021-07-15T22:11:15.000Z
Panaeolus foenisecii,902551,Panaeolus foenisecii,1,"{""iNat:51962733"":[48.587086,-123.148547]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Galeropsidaceae,,,Panaeolus,foenisecii,Eliza,iNat,,,iNat:51962733,2020-07-04T22:14:25.000Z,Eliza,iNat,,,iNat:51962733,2020-07-04T22:14:25.000Z
Pseudotsuga menziesii menziesii,63910,Pseudotsuga menziesii menziesii,2,"{""iNat:51964011"":[48.588347,-123.148164],""iNat:84651197"":[48.593581,-123.156175]}",Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Pseudotsuga,menziesii,Jeff Walker,iNat,,,iNat:84651197,2016-01-30T21:09:00.000Z,Eliza,iNat,,,iNat:51964011,2020-07-04T22:41:08.000Z
Silene coronaria,485191,Silene coronaria,1,"{""iNat:52072343"":[48.585812,-123.15004]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,coronaria,,iNat,,,iNat:52072343,2020-07-05T21:14:48.000Z,,iNat,,,iNat:52072343,2020-07-05T21:14:48.000Z
Platanthera transversa,355392,Platanthera transversa,1,"{""iNat:53014376"":[48.581633,-123.136872]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,transversa,,iNat,,,iNat:53014376,2020-07-14T02:22:18.000Z,,iNat,,,iNat:53014376,2020-07-14T02:22:18.000Z
Medicago lupulina,57056,Medicago lupulina,1,"{""iNat:53734087"":[48.58635,-123.148106]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Medicago,lupulina,Eliza,iNat,,,iNat:53734087,2020-07-19T01:05:55.000Z,Eliza,iNat,,,iNat:53734087,2020-07-19T01:05:55.000Z
Cytisus scoparius,48538,Cytisus scoparius,1,"{""iNat:53893536"":[48.595352,-123.14464]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Cytisus,scoparius,Joseph DeVito,iNat,,,iNat:53893536,2020-07-21T23:00:12.000Z,Joseph DeVito,iNat,,,iNat:53893536,2020-07-21T23:00:12.000Z
Achillea millefolium,1105043,Achillea millefolium,1,"{""iNat:53893642"":[48.595499,-123.14491]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Achillea,millefolium,Joseph DeVito,iNat,,,iNat:53893642,2020-07-21T23:01:40.000Z,Joseph DeVito,iNat,,,iNat:53893642,2020-07-21T23:01:40.000Z
Jaumea carnosa,60969,Jaumea carnosa,1,"{""iNat:53997756"":[48.595383,-123.1454]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Tageteae,Jaumea,carnosa,Joseph DeVito,iNat,,,iNat:53997756,2020-07-22T22:22:46.000Z,Joseph DeVito,iNat,,,iNat:53997756,2020-07-22T22:22:46.000Z
Cichorium intybus,52913,Cichorium intybus,3,"{""iNat:55442199"":[48.571808,-123.135962],""iNat:87327748"":[48.572075,-123.136039],""iNat:127534339"":[48.58316,-123.138972]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Cichorium,intybus,Matt Axling,iNat,,,iNat:55442199,2020-08-04T23:51:06.000Z,Cedar Creek Farm,iNat,,,iNat:127534339,2022-07-23T17:13:47.000Z
Elgaria coerulea,32064,Elgaria coerulea,1,"{""iNat:55559485"":[48.586752,-123.15074]}",Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,,Anguidae,Gerrhonotinae,,Elgaria,coerulea,"Jill DeVito, PhD",iNat,,,iNat:55559485,2020-08-05T21:39:00.000Z,"Jill DeVito, PhD",iNat,,,iNat:55559485,2020-08-05T21:39:00.000Z
Hylocomiadelphus triquetrus,1138381,Hylocomiadelphus triquetrus,2,"{""iNat:59006206"":[48.592577,-123.153291],""iNat:106777649"":[48.589255,-123.148811]}",Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomiadelphus,triquetrus,,iNat,,,iNat:59006206,2020-09-08T21:27:28.000Z,Cricket Raspet,iNat,,,iNat:106777649,2022-02-14T23:39:08.000Z
Ardea herodias,4956,Ardea herodias,1,"{""iNat:60047339"":[48.586752,-123.15074]}",Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,,Ardeidae,Ardeinae,,Ardea,herodias,Sandy Horne,iNat,,,iNat:60047339,2018-07-02T20:53:00.000Z,Sandy Horne,iNat,,,iNat:60047339,2018-07-02T20:53:00.000Z
Equisetum hyemale affine,53910,Equisetum hyemale affine,2,"{""iNat:61695086"":[48.586752,-123.15074],""iNat:143825814"":[48.590275,-123.149995]}",Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,,Equisetaceae,,,Equisetum,hyemale,,iNat,,,iNat:61695086,2020-10-02T22:58:00.000Z,Jacob Rosales,iNat,,,iNat:143825814,2022-12-05T22:34:24.000Z
