iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,commonName,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Institution Code,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Institution Code,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported,foodValue,medicinalValue,spiritualValue,materialValue,tradeValue,indicatorValue,hulquminumName,hulquminumAuthority,audioLink,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,iNaturalistTaxonImage,wikipediaSummary
Pisaster ochraceus,49699,Pisaster ochraceus,0,accepted,purple star or ochre star,,57,"{""PMLS:33"":[48.939813,-123.501514],""PMLS:2710"":[48.94167,-123.51333],""PMLS:3062"":[48.94167,-123.51333],""PMLS:15390"":[48.939813,-123.501514],""PMLS:16263"":[48.938826,-123.501192],""PMLS:16434"":[48.938826,-123.501192],""PMLS:17224"":[48.938826,-123.501192],""iNat:3369533"":[48.940049,-123.501196],""iNat:6309348"":[48.941318,-123.505082],""iNat:7647291"":[48.940508,-123.501151],""iNat:7674354"":[48.941262,-123.504715],""iNat:12970639"":[48.940819,-123.503295],""iNat:14775044"":[48.941123,-123.504136],""iNat:14775045"":[48.940906,-123.503288],""iNat:15702527"":[48.941237,-123.504291],""iNat:15702538"":[48.941172,-123.503545],""iNat:15702546"":[48.941018,-123.503394],""iNat:15726101"":[48.940653,-123.502224],""iNat:24588676"":[48.939533,-123.501725],""iNat:25859725"":[48.940278,-123.500556],""iNat:45326864"":[48.93977,-123.500968],""iNat:68195079"":[48.939469,-123.501653],""iNat:69181292"":[48.939222,-123.501847],""iNat:82796380"":[48.93945,-123.501428],""iNat:84766649"":[48.941479,-123.50108],""iNat:100015491"":[48.940772,-123.505704],""iNat:103178037"":[48.941082,-123.502597],""iNat:107422974"":[48.939281,-123.501726],""iNat:107457332"":[48.939372,-123.503078],""iNat:107676153"":[48.93881,-123.500753],""iNat:124069842"":[48.939701,-123.501656],""iNat:124069845"":[48.939701,-123.501656],""iNat:129150955"":[48.939909,-123.505711],""iNat:2886581"":[48.93981,-123.501928],""iNat:148359648"":[48.940087,-123.501228],""iNat:151961922"":[48.940002,-123.501251],""iNat:162532367"":[48.94014,-123.501077],""iNat:163885204"":[48.939624,-123.501494],""iNat:164069769"":[48.942853,-123.510537],""iNat:164071591"":[48.94295,-123.508298],""iNat:164076547"":[48.943031,-123.50811],""iNat:164092794"":[48.942915,-123.510523],""iNat:164115334"":[48.942914,-123.51065],""iNat:164115415"":[48.94293,-123.510639],""iNat:164152134"":[48.943178,-123.510213],""iNat:164153306"":[48.942825,-123.510298],""iNat:164153709"":[48.943253,-123.509094],""iNat:164357053"":[48.942937,-123.508055],""iNat:164357345"":[48.942938,-123.508087],""iNat:164357612"":[48.943,-123.508],""iNat:164667189"":[48.939688,-123.50135],""iNat:177091457"":[48.939302,-123.503372],""iNat:188839900"":[48.939663,-123.501488],""iNat:188840634"":[48.939595,-123.50145],""iNat:188840662"":[48.939633,-123.501512],""iNat:207636484"":[48.9396,-123.501543],""Hunterston:534"":[48.942866,-123.509651]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Pisaster,ochraceus,Andy Lamb,dataPaper,,,,PMLS:33,1969-02-21T10:00:00.000Z,Anna,iNat,,,,iNat:207636484,2024-04-15T22:32:08.000Z,,,,,,,,,,accepted,49699,Pisaster ochraceus,https://static.inaturalist.org/photos/78877096/medium.jpeg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Pisaster ochraceus</b></i>, generally known as the <b>purple sea star</b>, <b>ochre sea star</b>, or <b>ochre starfish</b>, is a common seastar found among the waters of the Pacific Ocean. Identified as a keystone species, <i>P. ochraceus</i> is considered an important indicator for the health of the intertidal zone.
</p>


"
Pisaster brevispinus,49539,Pisaster brevispinus,0,accepted,giant pink star,,26,"{""PMLS:34"":[48.939813,-123.501514],""PMLS:2709"":[48.94167,-123.51333],""PMLS:3063"":[48.94167,-123.51333],""PMLS:15391"":[48.939813,-123.501514],""PMLS:16264"":[48.938826,-123.501192],""PMLS:16435"":[48.938826,-123.501192],""PMLS:17225"":[48.938826,-123.501192],""PMLS:18482"":[48.938826,-123.501192],""PMLS:18517"":[48.939813,-123.501514],""iNat:4052572"":[48.94108,-123.501348],""iNat:7647280"":[48.940113,-123.500722],""iNat:12744163"":[48.94118,-123.504279],""iNat:15726106"":[48.94116,-123.50386],""iNat:24797936"":[48.939591,-123.504847],""iNat:30009624"":[48.938922,-123.502289],""iNat:68181371"":[48.939363,-123.501475],""iNat:69181307"":[48.939222,-123.501847],""iNat:97172667"":[48.940799,-123.503227],""iNat:97205559"":[48.940799,-123.503227],""iNat:124076142"":[48.939464,-123.503756],""iNat:129151005"":[48.939909,-123.505711],""iNat:136884708"":[48.939272,-123.501422],""iNat:164589496"":[48.939464,-123.503756],""iNat:164589527"":[48.939464,-123.503756],""iNat:177091481"":[48.941082,-123.503131],""Hunterston:533"":[48.942866,-123.509651]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Pisaster,brevispinus,Andy Lamb,dataPaper,,,,PMLS:34,1969-02-21T10:00:00.000Z,Andrew Simon,iNat,,,,iNat:177091481,2023-08-06T22:20:00.000Z,,,,,,,,,,accepted,49539,Pisaster brevispinus,https://static.inaturalist.org/photos/244778806/medium.jpeg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Pisaster brevispinus</b></i>, commonly called the <b>pink sea star</b>, <b>giant pink sea star</b>, or <b>short-spined sea star</b>, is a species of sea star in the northeast Pacific Ocean.  It was first described to science by William Stimson in 1857.  The type specimen was collected on a sandy bottom, 10 fathoms (18&#160;m) deep, near the mouth of San Francisco Bay.
</p>


"
Evasterias troschelii,84265,Evasterias troschelii,0,accepted,mottled star,,31,"{""PMLS:35"":[48.939813,-123.501514],""PMLS:2707"":[48.94167,-123.51333],""PMLS:3064"":[48.94167,-123.51333],""PMLS:15392"":[48.939813,-123.501514],""PMLS:16265"":[48.938826,-123.501192],""PMLS:16436"":[48.938826,-123.501192],""PMLS:17226"":[48.938826,-123.501192],""PMLS:18518"":[48.939813,-123.501514],""iNat:6298907"":[48.940751,-123.50306],""iNat:7701388"":[48.941086,-123.503861],""iNat:13029349"":[48.940582,-123.501356],""iNat:15726102"":[48.940999,-123.503964],""iNat:15726105"":[48.941318,-123.503883],""iNat:24792561"":[48.939591,-123.504847],""iNat:30009635"":[48.938922,-123.502289],""iNat:45326870"":[48.93977,-123.500968],""iNat:45326875"":[48.94028,-123.502513],""iNat:68195086"":[48.939469,-123.501653],""iNat:97172663"":[48.940799,-123.503227],""iNat:107457324"":[48.939372,-123.503078],""iNat:129151003"":[48.939909,-123.505711],""iNat:129151039"":[48.939909,-123.505711],""iNat:132679207"":[48.944141,-123.500971],""iNat:160836591"":[48.941763,-123.503687],""iNat:163921924"":[48.939755,-123.501267],""iNat:164138807"":[48.942919,-123.510635],""iNat:164139393"":[48.942868,-123.510625],""iNat:164152135"":[48.943325,-123.50968],""iNat:164153304"":[48.942818,-123.51027],""iNat:166656774"":[48.939875,-123.505421],""iNat:188840581"":[48.939297,-123.50125]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Evasterias,troschelii,Andy Lamb,dataPaper,,,,PMLS:35,1969-02-21T10:00:00.000Z,Carly Dietrich,iNat,,,,iNat:188840581,2023-09-10T02:43:53.000Z,,,,,,,,,,accepted,84265,Evasterias troschelii,https://inaturalist-open-data.s3.amazonaws.com/photos/131966574/medium.jpeg,"<i><b>Evasterias troschelii</b></i> is a species of starfish in the family Asteriidae. Its common names include the <b>mottled star</b>, <b>false ochre sea star</b> and <b>Troschel's true star</b>. It is found in Kamchatka and the north western coast of North America."
Orthasterias koehleri,47669,Orthasterias koehleri,0,accepted,rainbow star,,8,"{""PMLS:36"":[48.939813,-123.501514],""PMLS:2708"":[48.94167,-123.51333],""PMLS:3065"":[48.94167,-123.51333],""PMLS:15393"":[48.939813,-123.501514],""PMLS:16266"":[48.938826,-123.501192],""PMLS:16437"":[48.938826,-123.501192],""iNat:2976217"":[48.940301,-123.502344],""iNat:3706322"":[48.939859,-123.5047]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Orthasterias,koehleri,Andy Lamb,dataPaper,,,,PMLS:36,1969-02-21T10:00:00.000Z,Andy Lamb,dataPaper,,,,PMLS:16437,2013-10-23T11:25:00.000Z,,,,,,,,,,accepted,47669,Orthasterias koehleri,https://inaturalist-open-data.s3.amazonaws.com/photos/4711/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Orthasterias</b></i> is a genus of sea stars in the family Asteriidae. <i><b>Orthasterias koehleri</b></i>, the <b>rainbow star</b> or <b>red-banded sea star</b>, is the only species in the genus. It is found in the North Pacific Ocean.
</p>


"
Dermasterias imbricata,63382,Dermasterias imbricata,0,accepted,leather star,,23,"{""PMLS:37"":[48.939813,-123.501514],""PMLS:2706"":[48.94167,-123.51333],""PMLS:3066"":[48.94167,-123.51333],""PMLS:15394"":[48.939813,-123.501514],""PMLS:16267"":[48.938826,-123.501192],""PMLS:16438"":[48.938826,-123.501192],""PMLS:17227"":[48.938826,-123.501192],""PMLS:18483"":[48.938826,-123.501192],""PMLS:18519"":[48.939813,-123.501514],""iNat:2975990"":[48.94034,-123.502421],""iNat:7673053"":[48.940009,-123.50241],""iNat:10686862"":[48.939262,-123.501423],""iNat:24798607"":[48.939591,-123.504847],""iNat:30009601"":[48.938922,-123.502289],""iNat:45326872"":[48.94028,-123.502513],""iNat:68195077"":[48.939469,-123.501653],""iNat:68195092"":[48.939469,-123.501653],""iNat:69181308"":[48.939222,-123.501847],""iNat:129151037"":[48.939909,-123.505711],""iNat:151956216"":[48.941986,-123.503578],""iNat:151956547"":[48.939758,-123.501274],""iNat:177091433"":[48.939372,-123.502911],""Hunterston:499"":[48.942866,-123.509651]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Asteropseidae,,,Dermasterias,imbricata,Andy Lamb,dataPaper,,,,PMLS:37,1969-02-21T10:00:00.000Z,Andrew Simon,iNat,,,,iNat:177091433,2023-08-06T21:47:00.000Z,,,,,,,,,,accepted,63382,Dermasterias imbricata,https://inaturalist-open-data.s3.amazonaws.com/photos/4008104/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p>The <b>leather star</b> (<i>Dermasterias imbricata</i>) is a sea star in the family Asteropseidae found at depths to 100&#160;m (328&#160;ft) off the western seaboard of North America. It was first described to science by Adolph Eduard Grube in 1857.
</p>


"
Henricia aspera aspera,1265168,Henricia aspera aspera,0,,ridged blood star,,2,"{""PMLS:38"":[48.939813,-123.501514],""PMLS:3068"":[48.94167,-123.51333]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,,Echinasteridae,,,Henricia,aspera,Andy Lamb,dataPaper,,,,PMLS:38,1969-02-21T10:00:00.000Z,Andy Lamb,dataPaper,,,,PMLS:3068,1999-10-02T13:32:00.000Z,,,,,,,,,,accepted,1265168,Henricia aspera aspera,,
Pycnopodia helianthoides,47673,Pycnopodia helianthoides,0,accepted,sunflower star,,14,"{""PMLS:39"":[48.939813,-123.501514],""PMLS:2711"":[48.94167,-123.51333],""PMLS:3070"":[48.94167,-123.51333],""PMLS:15398"":[48.939813,-123.501514],""PMLS:16270"":[48.938826,-123.501192],""PMLS:16440"":[48.938826,-123.501192],""PMLS:17229"":[48.938826,-123.501192],""PMLS:18520"":[48.939813,-123.501514],""iNat:2976203"":[48.940318,-123.502353],""iNat:7659540"":[48.941114,-123.50334],""iNat:12684294"":[48.941246,-123.504621],""iNat:12970756"":[48.940212,-123.501387],""iNat:14437140"":[48.941312,-123.505423],""iNat:15702550"":[48.941272,-123.504596]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,Pycnopodiinae,,Pycnopodia,helianthoides,Andy Lamb,dataPaper,,,,PMLS:39,1969-02-21T10:00:00.000Z,Stefania Gorgopa,dataPaper,,,,PMLS:18520,2019-05-04T12:30:00.000Z,,,,,,,,,,accepted,47673,Pycnopodia helianthoides,https://inaturalist-open-data.s3.amazonaws.com/photos/216623825/medium.jpeg,"<p class=""mw-empty-elt"">

</p>

<p><i><b>Pycnopodia helianthoides</b></i>, commonly known as the <b>sunflower sea star</b>, is a large sea star found in the northeastern Pacific Ocean. The only species of its genus, it is among the largest sea stars in the world, with a maximum arm span of 1&#160;m (3.3&#160;ft). Adult sunflower sea stars usually have 16 to 24&#160;limbs. They vary in color. A carnivorous animal, Sunflower sea stars eat many different kinds of dead</p>..."
Crossaster papposus,192687,Crossaster papposus,0,accepted,rose star,,2,"{""PMLS:40"":[48.939813,-123.501514],""PMLS:15399"":[48.939813,-123.501514]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Crossaster,papposus,Andy Lamb,dataPaper,,,,PMLS:40,1969-02-21T10:00:00.000Z,Andy Lamb,dataPaper,,,,PMLS:15399,2012-08-27T11:12:00.000Z,,,,,,,,,,accepted,192687,Crossaster papposus,https://inaturalist-open-data.s3.amazonaws.com/photos/2240095/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p>The <b>common sunstar</b> (<i><b>Crossaster papposus</b></i>) is a species of sea star (aka starfish) belonging to the family Solasteridae. It is found in the northern parts of both the Atlantic and the Pacific Oceans.
</p>


"
Solaster dawsoni,117692,Solaster dawsoni,0,accepted,morning sun star,,5,"{""PMLS:41"":[48.939813,-123.501514],""PMLS:3071"":[48.94167,-123.51333],""PMLS:15400"":[48.939813,-123.501514],""PMLS:16271"":[48.938826,-123.501192],""PMLS:16441"":[48.938826,-123.501192]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Solaster,dawsoni,Andy Lamb,dataPaper,,,,PMLS:41,1969-02-21T10:00:00.000Z,Andy Lamb,dataPaper,,,,PMLS:16441,2013-10-23T11:25:00.000Z,,,,,,,,,,accepted,117692,Solaster dawsoni,https://inaturalist-open-data.s3.amazonaws.com/photos/242549233/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Solaster dawsoni</b></i>, the <b>morning sun star</b>, is a species of starfish in the family Solasteridae. It is found on either side of the northern Pacific Ocean. It has two subspecies:
</p>
<ul><li><i>Solaster dawsoni arcticus</i> Verrill, 1914</li>
<li><i>Solaster dawsoni dawsoni</i> Verrill, 1880</li></ul>


"
Solaster stimpsoni,208013,Solaster stimpsoni,0,accepted,striped sun star,,5,"{""PMLS:42"":[48.939813,-123.501514],""PMLS:3072"":[48.94167,-123.51333],""PMLS:15401"":[48.939813,-123.501514],""PMLS:16272"":[48.938826,-123.501192],""PMLS:16442"":[48.938826,-123.501192]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Solaster,stimpsoni,Andy Lamb,dataPaper,,,,PMLS:42,1969-02-21T10:00:00.000Z,Andy Lamb,dataPaper,,,,PMLS:16442,2013-10-23T11:25:00.000Z,,,,,,,,,,accepted,208013,Solaster stimpsoni,https://inaturalist-open-data.s3.amazonaws.com/photos/347488072/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Solaster stimpsoni</b></i>, common names <b>Stimpson's sun star</b>, <b>sun star</b>, <b>orange sun star</b>, <b>striped sunstar</b>, and <b>sun sea star</b>, is a species of starfish in the family Solasteridae.
</p><p>It was first described by Addison Emery Verrill in 1880.
</p>


"
Mesocentrotus franciscanus,992313,Mesocentrotus franciscanus,0,accepted,red sea urchin,,17,"{""PMLS:43"":[48.939813,-123.501514],""PMLS:2713"":[48.94167,-123.51333],""PMLS:3076"":[48.94167,-123.51333],""PMLS:15404"":[48.939813,-123.501514],""PMLS:16274"":[48.938826,-123.501192],""PMLS:16443"":[48.938826,-123.501192],""PMLS:17230"":[48.938826,-123.501192],""PMLS:18484"":[48.938826,-123.501192],""PMLS:18521"":[48.939813,-123.501514],""iNat:2975842"":[48.940374,-123.502396],""iNat:2975853"":[48.940363,-123.502396],""iNat:2975872"":[48.940341,-123.502353],""iNat:2975984"":[48.940313,-123.502336],""iNat:24792555"":[48.939591,-123.504847],""iNat:124076119"":[48.939464,-123.503756],""iNat:129150992"":[48.939909,-123.505711],""iNat:177091452"":[48.939302,-123.503372]}",Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,,Camarodonta,,Echinidea,Odontophora,Strongylocentrotidae,,,Mesocentrotus,franciscanus,Andy Lamb,dataPaper,,,,PMLS:43,1969-02-21T10:00:00.000Z,Andrew Simon,iNat,,,,iNat:177091452,2023-08-06T22:00:00.000Z,1,1,1,1,0,0,xihwu,"(Thom, 2011)",,accepted,992313,Mesocentrotus franciscanus,https://inaturalist-open-data.s3.amazonaws.com/photos/173143196/medium.jpeg,"<p class=""mw-empty-elt"">
</p>

<p>The <b>red sea urchin</b> (<i><b>Mesocentrotus franciscanus</b></i>) is a sea urchin found in the northeastern Pacific Ocean from Alaska to Baja California. It lives in shallow waters from the low-tide line to greater than 280&#160;m (920&#160;ft) deep, and is typically found on rocky shores sheltered from extreme wave action in areas where kelp is available.
</p>


"
Strongylocentrotus droebachiensis,120070,Strongylocentrotus droebachiensis,0,accepted,green sea urchin,,6,"{""PMLS:44"":[48.939813,-123.501514],""PMLS:2712"":[48.94167,-123.51333],""iNat:107685900"":[48.940148,-123.501193],""iNat:124076131"":[48.939464,-123.503756],""iNat:164181904"":[48.9401,-123.501228],""iNat:164274544"":[48.940053,-123.501137]}",Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,,Camarodonta,,Echinidea,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,droebachiensis,Andy Lamb,dataPaper,,,,PMLS:44,1969-02-21T10:00:00.000Z,Alyana Lalani,iNat,,,,iNat:164181904,2023-05-28T04:04:30.000Z,1,1,1,1,1,1,skw'itth'i',"(Thom, 2011)",,accepted,120070,Strongylocentrotus droebachiensis,https://static.inaturalist.org/photos/88054286/medium.jpeg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Strongylocentrotus droebachiensis</b></i> is commonly known as the <b>green sea urchin</b> because of its characteristic green color, not to be confused with <i>Psammechinus miliaris</i> as it is also commonly called the green sea urchin. It is commonly found in northern waters all around the world including both the Pacific and Atlantic Oceans to a northerly latitude of 81 degrees and as far south as Maine</p>..."
Apostichopus californicus,202640,Apostichopus californicus,0,accepted,giant sea cucumber,,17,"{""PMLS:45"":[48.939813,-123.501514],""PMLS:2714"":[48.94167,-123.51333],""PMLS:3077"":[48.94167,-123.51333],""PMLS:15405"":[48.939813,-123.501514],""PMLS:16444"":[48.938826,-123.501192],""PMLS:17231"":[48.938826,-123.501192],""PMLS:18485"":[48.938826,-123.501192],""PMLS:18522"":[48.939813,-123.501514],""iNat:3705817"":[48.940116,-123.501713],""iNat:7660496"":[48.939825,-123.504717],""iNat:7674343"":[48.940321,-123.502459],""iNat:7674352"":[48.941366,-123.50527],""iNat:24798608"":[48.939591,-123.504847],""iNat:97178767"":[48.940799,-123.503227],""iNat:124076124"":[48.939464,-123.503756],""iNat:129151036"":[48.939909,-123.505711],""iNat:142341577"":[48.940141,-123.501129]}",Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Synallactida,,,,Stichopodidae,,,Apostichopus,californicus,Andy Lamb,dataPaper,,,,PMLS:45,1969-02-21T10:00:00.000Z,,dataPaper,,,,iNat:142341577,2022-11-19T04:11:21.000Z,1,1,1,1,1,0,thikwt,"(Thom, 2011)",audio/thikwt_Levi_Wilson_&_Emily_Menzies_Galiano_Island_2022-02-20.mp3,accepted,202640,Apostichopus californicus,https://inaturalist-open-data.s3.amazonaws.com/photos/69280081/medium.jpg,...
Cucumaria miniata,117695,Cucumaria miniata,0,accepted,red sea cucumber,,26,"{""PMLS:46"":[48.939813,-123.501514],""PMLS:3078"":[48.94167,-123.51333],""PMLS:15406"":[48.939813,-123.501514],""PMLS:16445"":[48.938826,-123.501192],""PMLS:17232"":[48.938826,-123.501192],""PMLS:18486"":[48.938826,-123.501192],""PMLS:18523"":[48.939813,-123.501514],""iNat:3705818"":[48.94154,-123.505769],""iNat:7647271"":[48.940508,-123.501924],""iNat:7660658"":[48.940029,-123.501752],""iNat:12684291"":[48.941102,-123.503312],""iNat:24792366"":[48.939591,-123.504847],""iNat:107193908"":[48.944006,-123.517091],""iNat:107422971"":[48.939281,-123.501726],""iNat:107678289"":[48.939176,-123.501332],""iNat:107685812"":[48.940183,-123.500967],""iNat:129150987"":[48.939909,-123.505711],""iNat:129151023"":[48.939909,-123.505711],""iNat:151258125"":[48.939453,-123.502937],""iNat:151956720"":[48.942139,-123.503792],""iNat:164179852"":[48.943048,-123.507922],""iNat:164181529"":[48.940114,-123.501187],""iNat:164274610"":[48.94018,-123.500983],""iNat:164283039"":[48.943012,-123.507545],""iNat:207636539"":[48.9396,-123.501543],""Hunterston:498"":[48.942866,-123.509651]}",Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Cucumariidae,,,Cucumaria,miniata,Andy Lamb,dataPaper,,,,PMLS:46,1969-02-21T10:00:00.000Z,Anna,iNat,,,,iNat:207636539,2024-04-15T22:32:25.000Z,,,,,,,,,,accepted,117695,Cucumaria miniata,https://static.inaturalist.org/photos/88878668/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Cucumaria miniata</b></i> is a species of sea cucumber. It is commonly known as the <b>orange sea cucumber</b> or <b>red sea cucumber</b> due to its striking color.  This northeast Pacific species is often found wedged in between rocks or crevices at the coast or on docks and can generally be identified by its orange bushy tentacles protruding above the substrate.
</p>


"
Corella willmeriana,447661,Corella willmeriana,0,accepted,transparent tunicate,,5,"{""PMLS:47"":[48.939813,-123.501514],""PMLS:2716"":[48.94167,-123.51333],""PMLS:3081"":[48.94167,-123.51333],""PMLS:15409"":[48.939813,-123.501514],""PMLS:16447"":[48.938826,-123.501192]}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Corellidae,,,Corella,willmeriana,Andy Lamb,dataPaper,,,,PMLS:47,1969-02-21T10:00:00.000Z,Andy Lamb,dataPaper,,,,PMLS:16447,2013-10-23T11:25:00.000Z,,,,,,,,,,accepted,447661,Corella willmeriana,https://inaturalist-open-data.s3.amazonaws.com/photos/34561220/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Corella willmeriana</b></i> is a solitary tunicate in the family Corellidae. It is native to the eastern Pacific Ocean where it lives on the seabed at depths down to about 75&#160;m (250&#160;ft) between Alaska and California.
</p>


"
Ascidia paratropa,415129,Ascidia paratropa,0,accepted,glassy tunicate,,1,"{""PMLS:48"":[48.939813,-123.501514]}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Ascidiidae,,,Ascidia,paratropa,Andy Lamb,dataPaper,,,,PMLS:48,1969-02-21T10:00:00.000Z,Andy Lamb,dataPaper,,,,PMLS:48,1969-02-21T10:00:00.000Z,,,,,,,,,,accepted,415129,Ascidia paratropa,https://inaturalist-open-data.s3.amazonaws.com/photos/11250463/medium.jpg,
