iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Catalogue Number,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Catalogue Number,Last Date Reported,Food Value,Medicinal Value,Spiritual Value,Material Value,Trade Value,Indicator Value,Hulquminum Name,Hulquminum Authority
Mesocentrotus franciscanus,992313,Mesocentrotus franciscanus,14,"{""PMLS:43"":[48.939813,-123.501514],""PMLS:2713"":[48.94167,-123.51333],""PMLS:3076"":[48.94167,-123.51333],""PMLS:15404"":[48.939813,-123.501514],""PMLS:16274"":[48.938826,-123.501192],""PMLS:16443"":[48.938826,-123.501192],""PMLS:17230"":[48.938826,-123.501192],""PMLS:18484"":[48.938826,-123.501192],""PMLS:18521"":[48.939813,-123.501514],""iNat:2975842"":[48.940374,-123.502396],""iNat:2975853"":[48.940363,-123.502396],""iNat:2975872"":[48.940341,-123.502353],""iNat:2975984"":[48.940313,-123.502336],""iNat:24792555"":[48.939591,-123.504847]}",Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Echinidea,Odontophora,Strongylocentrotidae,,,Mesocentrotus,Mesocentrotus franciscanus,Andy Lamb,dataPaper,,,1969-02-21T10:00:00.000Z,,dataPaper,,,2019-05-04T20:51:00.000Z,1,1,1,1,0,0,xihwu,"(Thom, 2011)"
Strongylocentrotus droebachiensis,120070,Strongylocentrotus droebachiensis,2,"{""PMLS:44"":[48.939813,-123.501514],""PMLS:2712"":[48.94167,-123.51333]}",Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Echinidea,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,Strongylocentrotus droebachiensis,Andy Lamb,dataPaper,,,1969-02-21T10:00:00.000Z,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,1,1,1,1,1,1,skw'itth'i',"(Thom, 2011)"
Apostichopus californicus,202640,Apostichopus californicus,14,"{""PMLS:45"":[48.939813,-123.501514],""PMLS:2714"":[48.94167,-123.51333],""PMLS:3077"":[48.94167,-123.51333],""PMLS:15405"":[48.939813,-123.501514],""PMLS:16444"":[48.938826,-123.501192],""PMLS:17231"":[48.938826,-123.501192],""PMLS:18485"":[48.938826,-123.501192],""PMLS:18522"":[48.939813,-123.501514],""iNat:3705817"":[48.940116,-123.501713],""iNat:7660496"":[48.939825,-123.504717],""iNat:7674343"":[48.940321,-123.502459],""iNat:7674352"":[48.941366,-123.50527],""iNat:24798608"":[48.939591,-123.504847],""iNat:97178767"":[48.940799,-123.503227]}",Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Synallactida,,,,Stichopodidae,,,Apostichopus,Apostichopus californicus,Andy Lamb,dataPaper,,,1969-02-21T10:00:00.000Z,,dataPaper,,,2019-05-04T20:59:00.000Z,1,1,1,1,1,0,thikwt,"(Thom, 2011)"
Cucumaria miniata,117695,Cucumaria miniata,15,"{""PMLS:46"":[48.939813,-123.501514],""PMLS:3078"":[48.94167,-123.51333],""PMLS:15406"":[48.939813,-123.501514],""PMLS:16445"":[48.938826,-123.501192],""PMLS:17232"":[48.938826,-123.501192],""PMLS:18486"":[48.938826,-123.501192],""PMLS:18523"":[48.939813,-123.501514],""iNat:3705818"":[48.94154,-123.505769],""iNat:7647271"":[48.940508,-123.501924],""iNat:7660658"":[48.940029,-123.501752],""iNat:12684291"":[48.941102,-123.503312],""iNat:24792366"":[48.939591,-123.504847],""iNat:107193908"":[48.944006,-123.517091],""iNat:107422971"":[48.939281,-123.501726],""Hunterston:121"":[48.943,-123.5]}",Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Cucumariidae,,,Cucumaria,Cucumaria miniata,Andy Lamb,dataPaper,,,1969-02-21T10:00:00.000Z,Andrew Simon,iNat,,,2022-02-24T23:47:00.000Z,,,,,,,,
Corella willmeriana,447661,Corella willmeriana,5,"{""PMLS:47"":[48.939813,-123.501514],""PMLS:2716"":[48.94167,-123.51333],""PMLS:3081"":[48.94167,-123.51333],""PMLS:15409"":[48.939813,-123.501514],""PMLS:16447"":[48.938826,-123.501192]}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Corellidae,,,Corella,Corella willmeriana,Andy Lamb,dataPaper,,,1969-02-21T10:00:00.000Z,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,,,,,,,,
Ascidia paratropa,415129,Ascidia paratropa,1,"{""PMLS:48"":[48.939813,-123.501514]}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Ascidiidae,,,Ascidia,Ascidia paratropa,Andy Lamb,dataPaper,,,1969-02-21T10:00:00.000Z,Andy Lamb,dataPaper,,,1969-02-21T10:00:00.000Z,,,,,,,,
Cnemidocarpa finmarkiensis,47807,Cnemidocarpa finmarkiensis,13,"{""PMLS:49"":[48.939813,-123.501514],""PMLS:2717"":[48.94167,-123.51333],""PMLS:3082"":[48.94167,-123.51333],""PMLS:15410"":[48.939813,-123.501514],""PMLS:16276"":[48.938826,-123.501192],""PMLS:16448"":[48.938826,-123.501192],""PMLS:17238"":[48.938826,-123.501192],""PMLS:18524"":[48.939813,-123.501514],""iNat:2976148"":[48.940318,-123.502361],""iNat:4015210"":[48.940857,-123.501944],""iNat:7659298"":[48.939836,-123.504683],""iNat:68198309"":[48.939416,-123.501429],""iNat:107422992"":[48.939281,-123.501726]}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Styelidae,,,Cnemidocarpa,Cnemidocarpa finmarkiensis,Andy Lamb,dataPaper,,,1969-02-21T10:00:00.000Z,Andrew Simon,iNat,,,2022-02-25T00:09:00.000Z,,,,,,,,
Rhinogobiops nicholsii,132521,Rhinogobiops nicholsii,19,"{""PMLS:50"":[48.939813,-123.501514],""PMLS:2725"":[48.94167,-123.51333],""PMLS:3087"":[48.94167,-123.51333],""PMLS:15420"":[48.939813,-123.501514],""PMLS:16278"":[48.938826,-123.501192],""PMLS:16455"":[48.938826,-123.501192],""PMLS:17240"":[48.938826,-123.501192],""PMLS:18487"":[48.938826,-123.501192],""PMLS:18526"":[48.939813,-123.501514],""iNat:2908930"":[48.940877,-123.502329],""iNat:2976016"":[48.94029,-123.502387],""iNat:2976323"":[48.94034,-123.502455],""iNat:2976382"":[48.940273,-123.502387],""iNat:7674360"":[48.941026,-123.506025],""iNat:24792363"":[48.939591,-123.504847],""iNat:24798600"":[48.939591,-123.504847],""iNat:30009592"":[48.938922,-123.502289],""iNat:68182342"":[48.938904,-123.501412],""iNat:107422977"":[48.939281,-123.501726]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gobiiformes,,,,Gobiidae,Gobiinae,,Rhinogobiops,Rhinogobiops nicholsii,Andy Lamb,dataPaper,,,1969-02-21T10:00:00.000Z,Andrew Simon,iNat,,,2022-02-24T23:53:00.000Z,,,,,,,,
Sebastes caurinus,68597,Sebastes caurinus,10,"{""PMLS:51"":[48.939813,-123.501514],""PMLS:2731"":[48.94167,-123.51333],""PMLS:3091"":[48.94167,-123.51333],""PMLS:15427"":[48.939813,-123.501514],""PMLS:16283"":[48.938826,-123.501192],""PMLS:16460"":[48.938826,-123.501192],""PMLS:17243"":[48.938826,-123.501192],""PMLS:18529"":[48.939813,-123.501514],""iNat:3707593"":[48.939853,-123.5047],""iNat:24792028"":[48.939591,-123.504847]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,,Sebastidae,Sebastinae,,Sebastes,Sebastes caurinus,Andy Lamb,dataPaper,,,1969-02-21T10:00:00.000Z,,dataPaper,,,2019-05-04T20:45:00.000Z,,,,,,,,
Hexagrammos decagrammus,68596,Hexagrammos decagrammus,11,"{""PMLS:52"":[48.939813,-123.501514],""PMLS:2733"":[48.94167,-123.51333],""PMLS:3094"":[48.94167,-123.51333],""PMLS:15430"":[48.939813,-123.501514],""PMLS:16285"":[48.938826,-123.501192],""PMLS:16463"":[48.938826,-123.501192],""PMLS:17244"":[48.938826,-123.501192],""PMLS:18494"":[48.938826,-123.501192],""PMLS:18532"":[48.939813,-123.501514],""iNat:6967042"":[48.939819,-123.504709],""iNat:13895716"":[48.940554,-123.502638]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Hexagrammidae,Hexagramminae,,Hexagrammos,Hexagrammos decagrammus,Andy Lamb,dataPaper,,,1969-02-21T10:00:00.000Z,Stefania Gorgopa,dataPaper,,,2019-05-04T12:30:00.000Z,1,1,1,1,1,0,tth'umuqwa',"(Thom, 2011)"
Ophiodon elongatus,52539,Ophiodon elongatus,6,"{""PMLS:53"":[48.939813,-123.501514],""PMLS:2735"":[48.94167,-123.51333],""PMLS:3095"":[48.94167,-123.51333],""PMLS:16287"":[48.938826,-123.501192],""PMLS:16464"":[48.938826,-123.501192],""iNat:2976120"":[48.940273,-123.502344]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Hexagrammidae,Ophiodontinae,,Ophiodon,Ophiodon elongatus,Andy Lamb,dataPaper,,,1969-02-21T10:00:00.000Z,Andy Lamb,dataPaper,,,2013-10-23T11:25:00.000Z,1,1,1,0,1,1,xuy'xuy'tl,"(Thom, 2011)"
Artedius harringtoni,117528,Artedius harringtoni,8,"{""PMLS:54"":[48.939813,-123.501514],""PMLS:2737"":[48.94167,-123.51333],""PMLS:3097"":[48.94167,-123.51333],""PMLS:15432"":[48.939813,-123.501514],""PMLS:16288"":[48.938826,-123.501192],""PMLS:16466"":[48.938826,-123.501192],""PMLS:18496"":[48.938826,-123.501192],""iNat:30009638"":[48.938922,-123.502289]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Cottidae,,,Artedius,Artedius harringtoni,Andy Lamb,dataPaper,,,1969-02-21T10:00:00.000Z,Galiano observer,dataPaper,,,2019-05-04T20:08:00.000Z,,,,,,,,
Jordania zonope,222465,Jordania zonope,13,"{""PMLS:55"":[48.939813,-123.501514],""PMLS:2738"":[48.94167,-123.51333],""PMLS:3098"":[48.94167,-123.51333],""PMLS:15433"":[48.939813,-123.501514],""PMLS:16289"":[48.938826,-123.501192],""PMLS:16467"":[48.938826,-123.501192],""PMLS:17245"":[48.938826,-123.501192],""PMLS:18497"":[48.938826,-123.501192],""PMLS:18533"":[48.939813,-123.501514],""iNat:2976049"":[48.940323,-123.502404],""iNat:2976356"":[48.940324,-123.502336],""iNat:2976649"":[48.94034,-123.502404],""iNat:68182057"":[48.938846,-123.501047]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Cottidae,,,Jordania,Jordania zonope,Andy Lamb,dataPaper,,,1969-02-21T10:00:00.000Z,Dave Zeuss Cochrane,dataPaper,,,2021-01-16T17:57:00.000Z,,,,,,,,
Clathria pennata,63672,Clathria (Microciona) pennata,6,"{""PMLS:2661"":[48.94167,-123.51333],""PMLS:3006"":[48.94167,-123.51333],""PMLS:15344"":[48.939813,-123.501514],""PMLS:16217"":[48.938826,-123.501192],""PMLS:16387"":[48.938826,-123.501192],""PMLS:17183"":[48.938826,-123.501192]}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Microcionidae,Microcioninae,,Clathria,Clathria pennata,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,,,,,,,,
Abietinaria,55322,Abietinaria spp.,2,"{""PMLS:2662"":[48.94167,-123.51333],""PMLS:3013"":[48.94167,-123.51333]}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Andy Lamb,dataPaper,,,1999-10-02T13:32:00.000Z,,,,,,,,
Aequorea,191502,Aequorea spp.,3,"{""PMLS:2663"":[48.94167,-123.51333],""PMLS:3017"":[48.94167,-123.51333],""PMLS:18507"":[48.939813,-123.501514]}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Aequoreidae,,,Aequorea,,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Stefania Gorgopa,dataPaper,,,2019-05-04T12:30:00.000Z,,,,,,,,
Aurelia labiata,130235,Aurelia labiata,9,"{""PMLS:2664"":[48.94167,-123.51333],""PMLS:3016"":[48.94167,-123.51333],""PMLS:16227"":[48.938826,-123.501192],""PMLS:16397"":[48.938826,-123.501192],""iNat:3706338"":[48.939853,-123.504726],""iNat:7647283"":[48.940226,-123.50098],""iNat:69181290"":[48.939222,-123.501847],""iNat:103178057"":[48.941082,-123.502597],""Hunterston:41"":[48.943,-123.5]}",Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,Semaeostomeae,,,,Ulmaridae,Aureliinae,,Aurelia,Aurelia labiata,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Andrew Simon,iNat,,,2021-12-17T00:06:00.000Z,,,,,,,,
Pachycerianthus fimbriatus,47702,Pachycerianthus fimbriatus,11,"{""PMLS:2666"":[48.94167,-123.51333],""PMLS:3009"":[48.94167,-123.51333],""PMLS:15349"":[48.939813,-123.501514],""PMLS:16221"":[48.938826,-123.501192],""PMLS:16391"":[48.938826,-123.501192],""PMLS:17185"":[48.938826,-123.501192],""PMLS:18472"":[48.938826,-123.501192],""iNat:4052594"":[48.940713,-123.501348],""iNat:15702549"":[48.941272,-123.502772],""iNat:24792367"":[48.939591,-123.504847],""iNat:107422998"":[48.939281,-123.501726]}",Animalia,Cnidaria,,,Anthozoa,Ceriantharia,,Spirularia,,,,Cerianthidae,,,Pachycerianthus,Pachycerianthus fimbriatus,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Andrew Simon,iNat,,,2022-02-25T00:13:00.000Z,,,,,,,,
Anthopleura artemisia,51658,Anthopleura artemisia,7,"{""PMLS:2668"":[48.94167,-123.51333],""iNat:2976378"":[48.940368,-123.502388],""iNat:2976540"":[48.940301,-123.502361],""iNat:7648113"":[48.941156,-123.502825],""iNat:15702551"":[48.940863,-123.503652],""iNat:68195081"":[48.939469,-123.501653],""iNat:103178038"":[48.941082,-123.502597]}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Anthopleura,Anthopleura artemisia,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Andrew Simon,iNat,,,2021-12-16T23:52:00.000Z,,,,,,,,
Urticina clandestina,898651,Urticina clandestina,12,"{""PMLS:2669"":[48.94167,-123.51333],""PMLS:3008"":[48.94167,-123.51333],""PMLS:15348"":[48.939813,-123.501514],""PMLS:16220"":[48.938826,-123.501192],""PMLS:16390"":[48.938826,-123.501192],""iNat:2976318"":[48.940279,-123.502318],""iNat:2976389"":[48.940194,-123.502386],""iNat:7647277"":[48.940508,-123.501237],""iNat:12970638"":[48.940408,-123.502932],""iNat:68181740"":[48.938964,-123.50128],""iNat:69181289"":[48.939222,-123.501847],""iNat:107422991"":[48.939281,-123.501726]}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Urticina,Urticina clandestina,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Andrew Simon,iNat,,,2022-02-25T00:08:00.000Z,,,,,,,,
Metridium farcimen,51812,Metridium farcimen,11,"{""PMLS:2671"":[48.94167,-123.51333],""PMLS:3007"":[48.94167,-123.51333],""PMLS:15347"":[48.939813,-123.501514],""PMLS:16218"":[48.938826,-123.501192],""PMLS:16388"":[48.938826,-123.501192],""PMLS:17184"":[48.938826,-123.501192],""iNat:45326878"":[48.940861,-123.503282],""iNat:45326899"":[48.940538,-123.500914],""iNat:69181282"":[48.939222,-123.501847],""iNat:103178041"":[48.940763,-123.503086],""iNat:103178045"":[48.940763,-123.503086]}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Metridioidea,Metridiidae,,,Metridium,Metridium farcimen,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Andrew Simon,iNat,,,2021-12-16T23:59:00.000Z,,,,,,,,
Thelepus,117588,Thelepus spp.,1,"{""PMLS:2673"":[48.94167,-123.51333]}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebellomorpha,,,Terebellidae,Thelepodinae,,Thelepus,,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,,,,,,,,
Pileolaria,533325,Pileolaria spp.,1,"{""PMLS:2675"":[48.94167,-123.51333]}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,Spirorbinae,Pileolariini,Pileolaria,,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,,,,,,,,
Tonicella insignis,498132,Tonicella insignis,6,"{""PMLS:2676"":[48.94167,-123.51333],""PMLS:3028"":[48.94167,-123.51333],""PMLS:15362"":[48.939813,-123.501514],""PMLS:16235"":[48.938826,-123.501192],""PMLS:16407"":[48.938826,-123.501192],""PMLS:17197"":[48.938826,-123.501192]}",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,Tonicella insignis,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,,,,,,,,
Tonicella lineata,47425,Tonicella lineata,10,"{""PMLS:2677"":[48.94167,-123.51333],""PMLS:3027"":[48.94167,-123.51333],""PMLS:15361"":[48.939813,-123.501514],""PMLS:16234"":[48.938826,-123.501192],""PMLS:16406"":[48.938826,-123.501192],""PMLS:18511"":[48.939813,-123.501514],""iNat:7673052"":[48.939858,-123.504769],""iNat:7673054"":[48.939525,-123.503922],""iNat:13029357"":[48.940411,-123.502185],""iNat:15702530"":[48.940958,-123.503009]}",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,Tonicella lineata,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Stefania Gorgopa,dataPaper,,,2019-05-04T12:30:00.000Z,,,,,,,,
Mopalia,47630,Mopalia sp.,1,"{""PMLS:2678"":[48.94167,-123.51333]}",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,,,,,,,,
Cryptochiton stelleri,49053,Cryptochiton stelleri,2,"{""PMLS:2679"":[48.94167,-123.51333],""PMLS:3031"":[48.94167,-123.51333]}",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Cryptoplacoidea,Acanthochitonidae,Cryptochitoninae,,Cryptochiton,Cryptochiton stelleri,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Andy Lamb,dataPaper,,,1999-10-02T13:32:00.000Z,1,1,1,0,1,0,ukws',"(Thom, 2011)"
Euspira pallida,873876,Euspira pallida,1,"{""PMLS:2680"":[48.94167,-123.51333]}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Naticoidea,Naticidae,Polinicinae,,Euspira,Euspira pallida,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,,,,,,,,
Ceratostoma foliatum,116687,Ceratostoma foliatum,15,"{""PMLS:2681"":[48.94167,-123.51333],""PMLS:3037"":[48.94167,-123.51333],""PMLS:15372"":[48.939813,-123.501514],""PMLS:16247"":[48.938826,-123.501192],""PMLS:16414"":[48.938826,-123.501192],""PMLS:17207"":[48.938826,-123.501192],""PMLS:18477"":[48.938826,-123.501192],""iNat:2976124"":[48.940323,-123.502413],""iNat:2976638"":[48.940335,-123.502404],""iNat:24792557"":[48.939591,-123.504847],""iNat:30009615"":[48.938922,-123.502289],""iNat:68195089"":[48.939469,-123.501653],""iNat:68195095"":[48.939469,-123.501653],""iNat:69181301"":[48.939222,-123.501847],""iNat:69181303"":[48.939222,-123.501847]}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Ceratostoma,Ceratostoma foliatum,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Andrew Simon,dataPaper,,,2021-02-06T23:33:00.000Z,,,,,,,,
Cadlina luteomarginata,50146,Cadlina luteomarginata complex,7,"{""PMLS:2682"":[48.94167,-123.51333],""PMLS:3041"":[48.94167,-123.51333],""PMLS:15376"":[48.939813,-123.501514],""PMLS:16249"":[48.938826,-123.501192],""PMLS:16417"":[48.938826,-123.501192],""PMLS:18232"":[48.938826,-123.501192],""iNat:2976038"":[48.94029,-123.502429]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Cadlina,Cadlina luteomarginata,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Karin Fletcher,dataPaper,,,2018-06-24T11:00:00.000Z,,,,,,,,
Diaulula odonoghuei,508237,Diaulula odonoghuei,6,"{""PMLS:2683"":[48.94167,-123.51333],""PMLS:3040"":[48.94167,-123.51333],""PMLS:16416"":[48.938826,-123.501192],""PMLS:17211"":[48.938826,-123.501192],""iNat:3705619"":[48.940271,-123.501928],""iNat:107457338"":[48.939372,-123.503078]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Discodorididae,,,Diaulula,Diaulula odonoghuei,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Andrew Simon,iNat,,,2022-02-26T00:28:00.000Z,,,,,,,,
Dendronotus rufus,50393,Dendronotus rufus,3,"{""PMLS:2685"":[48.94167,-123.51333],""iNat:3705777"":[48.940373,-123.501735],""iNat:97178764"":[48.940799,-123.503227]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dendronotidae,,,Dendronotus,Dendronotus rufus,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Karolle Wall,dataPaper,,,2011-10-07T21:13:00.000Z,,,,,,,,
Armina californica,47499,Armina californica,6,"{""PMLS:2686"":[48.94167,-123.51333],""PMLS:3044"":[48.94167,-123.51333],""PMLS:16254"":[48.938826,-123.501192],""PMLS:16421"":[48.938826,-123.501192],""PMLS:17214"":[48.938826,-123.501192],""iNat:2975918"":[48.940374,-123.502405]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Arminoidea,Arminidae,,,Armina,Armina californica,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,,,,,,,,
Coryphella verrucosa,633193,Coryphella verrucosa,3,"{""PMLS:2687"":[48.94167,-123.51333],""iNat:31489537"":[48.940799,-123.503227],""iNat:97205563"":[48.940799,-123.503227]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,,,Coryphella,Coryphella verrucosa,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Karolle Wall,iNat,,,2009-07-23T20:55:00.000Z,,,,,,,,
Pododesmus macrochisma,68652,Pododesmus macrochisma,13,"{""PMLS:2689"":[48.94167,-123.51333],""PMLS:3034"":[48.94167,-123.51333],""PMLS:15366"":[48.939813,-123.501514],""PMLS:16240"":[48.938826,-123.501192],""PMLS:16410"":[48.938826,-123.501192],""PMLS:17201"":[48.938826,-123.501192],""iNat:4052032"":[48.940112,-123.501366],""iNat:15726100"":[48.940969,-123.503799],""iNat:69181284"":[48.939222,-123.501847],""iNat:69181291"":[48.939222,-123.501847],""iNat:69181298"":[48.939222,-123.501847],""iNat:69181299"":[48.939222,-123.501847],""Hunterston:353"":[48.943,-123.5]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Anomioidea,Anomiidae,,,Pododesmus,Pododesmus macrochisma,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Andrew Simon,dataPaper,,,2021-02-06T23:52:00.000Z,,,,,,,,
Tresus capax,126927,Tresus capax,1,"{""PMLS:2690"":[48.94167,-123.51333]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Mactroidea,Mactridae,Lutrariinae,,Tresus,Tresus capax,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,,,,,,,,
Enteroctopus dofleini,48863,Enteroctopus dofleini,2,"{""PMLS:2691"":[48.94167,-123.51333],""PMLS:3046"":[48.94167,-123.51333]}",Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,,Octopodoidea,Enteroctopodidae,,,Enteroctopus,Enteroctopus dofleini,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Andy Lamb,dataPaper,,,1999-10-02T13:32:00.000Z,,,,,,,,
Balanus glandula,81610,Balanus glandula / Balanus crenatus,7,"{""PMLS:2692"":[48.94167,-123.51333],""PMLS:3060"":[48.94167,-123.51333],""PMLS:15388"":[48.939813,-123.501514],""PMLS:16261"":[48.938826,-123.501192],""PMLS:16432"":[48.938826,-123.501192],""PMLS:17222"":[48.938826,-123.501192],""Hunterston:42"":[48.943,-123.5]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,,Balanoidea,Balanidae,,,Balanus,Balanus glandula,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Andy Lamb,dataPaper,,,2016-03-05T09:42:00.000Z,,,,,,,,
Chromopleustes oculatus,796029,Chromopleustes oculatus,1,"{""PMLS:2694"":[48.94167,-123.51333]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Amphilochida,Amphilochoidea,Pleustidae,Parapleustinae,,Chromopleustes,Chromopleustes oculatus,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,,,,,,,,
Pandalus danae,154708,Pandalus danae,7,"{""PMLS:2695"":[48.94167,-123.51333],""PMLS:15379"":[48.939813,-123.501514],""PMLS:16256"":[48.938826,-123.501192],""PMLS:16423"":[48.938826,-123.501192],""iNat:3706255"":[48.939819,-123.5047],""iNat:7647284"":[48.940508,-123.501838],""iNat:14437887"":[48.941515,-123.504499]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Pandaloidea,Pandalidae,,,Pandalus,Pandalus danae,Charlie Gibbs,dataPaper,,,1996-09-29T13:37:00.000Z,Karolle Wall,dataPaper,,,2018-07-13T20:09:00.000Z,,,,,,,,
