Scientific,Date,Zone,Latitude,Longitude,Source
Pteridium aquilinum,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Rana aurora,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Rubus discolor,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Rubus lacinuatus,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Rumex sp.,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Sambucus racemosa,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Sanicula crassicaulis,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Polychaeta,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Stachys sp.,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Symphoricarpus albus,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Thuja plicata,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Tipulida,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Vaccinium parvifolium,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Vrilleta decorata,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Ypsolopha subsylvella,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Holodiscus discolor,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Rubus spectabilis,2010-05-22,11,48.943,-123.51,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Polychaeta,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Amphipod (order),2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Anthopleura elegantissima,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Apodichthys flavidus,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Aurelia labiata,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Balanus glandula,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Caloplaca,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Cancer magister,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Cancer productus,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Cepphus columba,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Chondracanthus exasperatus,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Citharichthys stigmaeus,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Clinocardium nuttalli,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Corvus caurinus,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Crangon sp.,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Cucomaria miniata,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Dermasterias imbricata,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Diodora aspera,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Enophrys bison,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Fucus distichus,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Hemigrapsus nudus,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Heptacarpus sp.,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Larus glaucescens,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Leathesia difformis,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Littorina scutulata,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Lophodytes cuculatus,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Lottia digitalis,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Lottia pelta,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Macoma nasuta,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Mastocarpus,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Mazzaella splendens,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Metridium senile,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Mitrocoma cellularia,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Mopalia muscosa,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Mustela vison,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Mytilus complex,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Neomolgus littoralis,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Nereocystis luetkeana,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Nucella ostrina,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Nucella sp.,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Nutallia obscurata,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Oligocottus maculosus,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Oregonia gracilis,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Pagurus sp.,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Pelvetiopsis limitata,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Phalacrocorax auritus,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Phoca vitulina,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Pisaster brevispinus,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Pisaster ochraceous,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Pleurobrachia bachei,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Pododesmus macrochisma,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Polinices lewisii,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Protothaca staminea,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Pugettia producta,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Sargassum muticum,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Saxidomus gigantea,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Semibalanus cariosus,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Serpula columbiana,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Tectura persona,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Telmessus cheiragonus,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Tresus nuttallii,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Ulva intestinalis,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Ulva spp,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Urticina crassicornis,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Urticina piscivora,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Venerupis philippinarum,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Verucarria sp.,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Xanthoria candelaria,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Zostera japonica,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
Zostera marina,2010-05-22,12,48.943,-123.5,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz
