iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Date observed,Description,Place name,Common name,Recorded by,Event Remarks,coordinateUncertaintyInMeters,Individual count,Depth,gbifOccurrenceID,Catalog Number,Confidence,Sex,Field number,Coordinates Corrected,Coordinates Corrected Note,STATE,CLASS,SUB_CLASS,COMMENT,COMMUNITY,COMM_HULQ,LABEL,LABEL_HULQ,LABEL_LAB,clazz,LEGEND_LAB
Tiarella trifoliata,51643,Tiarella trifoliata,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Heuchereae,Tiarella,trifoliata,iNat:15412695,48.948659,-123.502787,2018-05-13T15:45:00-07:00,,,,Andrew Simon,,122,,,,,,,,,,Natural,RI,ff,trees dying from raised water table,Freshwater,,Riparian,,,Riparian,Riparian
Claytonia sibirica,55767,Claytonia sibirica,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,sibirica,iNat:15412696,48.948659,-123.502787,2018-05-13T15:49:00-07:00,,,,Andrew Simon,,122,,,,,,,,,,Natural,RI,ff,trees dying from raised water table,Freshwater,,Riparian,,,Riparian,Riparian
Lophocampa argentata,84792,Lophocampa argentata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Lophocampa,argentata,iNat:15412699,48.948659,-123.502787,2018-05-13T16:16:00-07:00,,,,Andrew Simon,,122,,,,,,,,,,Natural,RI,ff,trees dying from raised water table,Freshwater,,Riparian,,,Riparian,Riparian
Cornus sericea,53387,Cornus sericea,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,,Cornaceae,,,Cornus,sericea,iNat:15412701,48.948659,-123.502787,2018-05-13T16:46:00-07:00,,,,Andrew Simon,,122,,,,,,,,,,Natural,RI,ff,trees dying from raised water table,Freshwater,,Riparian,,,Riparian,Riparian
Pseudacris regilla,24259,Pseudacris regilla,,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,,Hylidae,Acridinae,,Pseudacris,regilla,iNat:15412703,48.948659,-123.502787,2018-05-13T11:11:00-07:00,,,,Andrew Simon,,122,,,,,,,,,,Natural,RI,ff,trees dying from raised water table,Freshwater,,Riparian,,,Riparian,Riparian
Tolype dayi,453510,Tolype dayi,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Lasiocampoidea,Lasiocampidae,Poecilocampinae,,Tolype,dayi,iNat:15604515,48.948081,-123.50217,2018-08-17T12:10:00-07:00,,,,Andrew Simon,,30,,,,,,,,,,Natural,LC,la,"very shallow water, rooted and floating veg abunda",Freshwater,,Laughlin Lake,,,Laughlin Lake,Laughlin Lake
Monadenia fidelis,62803,Monadenia fidelis,,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Helicoidei,Helicoidea,Xanthonychidae,Monadeniinae,,Monadenia,fidelis,iNat:15604516,48.948081,-123.50217,2018-08-17T12:10:00-07:00,,,,Andrew Simon,,30,,,,,,,,,,Natural,LC,la,"very shallow water, rooted and floating veg abunda",Freshwater,,Laughlin Lake,,,Laughlin Lake,Laughlin Lake
Claytonia sibirica,55767,Claytonia sibirica,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,sibirica,iNat:15604517,48.948081,-123.50217,2018-08-17T12:12:00-07:00,,,,Andrew Simon,,30,,,,,,,,,,Natural,LC,la,"very shallow water, rooted and floating veg abunda",Freshwater,,Laughlin Lake,,,Laughlin Lake,Laughlin Lake
Ochlodes sylvanoides,59194,Ochlodes sylvanoides,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Hesperiidae,Hesperiinae,Hesperiini,Ochlodes,sylvanoides,iNat:15604518,48.948461,-123.502358,2018-08-17T12:41:00-07:00,,,,Andrew Simon,,37,,,,,,,,,,Natural,RI,ff,trees dying from raised water table,Freshwater,,Riparian,,,Riparian,Riparian
Campaea perlata,81681,Campaea perlata,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Ennominae,Campaeini,Campaea,perlata,iNat:15604520,48.948461,-123.502358,2018-08-17T13:57:00-07:00,,,,Andrew Simon,,37,,,,,,,,,,Natural,RI,ff,trees dying from raised water table,Freshwater,,Riparian,,,Riparian,Riparian
Lapsana communis,55981,Lapsana communis,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Lapsana,communis,iNat:15604521,48.948461,-123.502358,2018-08-17T12:45:00-07:00,,,,Andrew Simon,,37,,,,,,,,,,Natural,RI,ff,trees dying from raised water table,Freshwater,,Riparian,,,Riparian,Riparian
Trifolium hybridum,61824,Trifolium hybridum,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,hybridum,iNat:15604523,48.94001,-123.49178,2018-08-17T14:30:00-07:00,,,,Andrew Simon,,15,,,,,,,,,,,,,,Anthropogenic,,Agricultural,,,Agricultural,Agricultural
Salix hookeriana,78941,Salix hookeriana,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Salicaceae,,,Salix,hookeriana,iNat:15814447,48.946161,-123.510076,2018-08-22T14:47:00-07:00,,,,Andrew Simon,,31,,,,,,,,,,,,,,Anthropogenic,,Porlier Pass Drive,,,Road,Road
Castilleja hispida,128204,Castilleja hispida,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Pedicularideae,Castilleja,hispida,iNat:16307014,48.939836,-123.504104,2018-05-11T16:12:00-07:00,,,,Andrew Simon,,93,,,,,,,,,,Natural,WD,mx,,Woodlands and rock outcrops,,Woodland,,,Woodland,Woodland
Castilleja hispida,128204,Castilleja hispida,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Pedicularideae,Castilleja,hispida,iNat:16307015,48.939836,-123.504104,2018-05-11T16:31:00-07:00,,,,Andrew Simon,,93,,,,,,,,,,Natural,WD,mx,,Woodlands and rock outcrops,,Woodland,,,Woodland,Woodland
Vicia sativa,53324,Vicia sativa,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Vicia,sativa,iNat:16307016,48.939836,-123.504104,2018-05-11T16:34:00-07:00,,,,Andrew Simon,,93,,,,,,,,,,Natural,WD,mx,,Woodlands and rock outcrops,,Woodland,,,Woodland,Woodland
Erynnis propertius,59187,Erynnis propertius,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Hesperiidae,Pyrginae,Erynnini,Erynnis,propertius,iNat:16307019,48.939836,-123.504104,2018-05-11T17:06:00-07:00,,,,Andrew Simon,,93,,,,,,,,,,Natural,WD,mx,,Woodlands and rock outcrops,,Woodland,,,Woodland,Woodland
Centaurea cyanus,933404,Centaurea cyanus,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Centaurea,cyanus,iNat:16307020,48.939836,-123.504104,2018-05-11T17:07:00-07:00,,,,Andrew Simon,,93,,,,,,,,,,Natural,WD,mx,,Woodlands and rock outcrops,,Woodland,,,Woodland,Woodland
Cerastium arvense,50851,Cerastium arvense,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Cerastium,arvense,iNat:16307021,48.939836,-123.504104,2018-05-11T17:32:00-07:00,,,,Andrew Simon,,93,,,,,,,,,,Natural,WD,mx,,Woodlands and rock outcrops,,Woodland,,,Woodland,Woodland
Sorbus aucuparia,56063,Sorbus aucuparia,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Sorbus,aucuparia,iNat:16307022,48.940428,-123.503385,2018-05-11T17:36:00-07:00,,,,Andrew Simon,,62,,,,,,,,,,Natural,MF,co,,Forests,,Mature conifer forest,,,Mature Forest,Mature Forest
Lysimachia latifolia,496537,Lysimachia latifolia,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,latifolia,iNat:16307023,48.940428,-123.503385,2018-05-11T17:37:00-07:00,,,,Andrew Simon,,62,,,,,,,,,,Natural,MF,co,,Forests,,Mature conifer forest,,,Mature Forest,Mature Forest
Heuchera micrantha,51274,Heuchera micrantha,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Heuchereae,Heuchera,micrantha,iNat:16307025,48.940428,-123.503385,2018-05-11T17:38:00-07:00,,,,Andrew Simon,,62,,,,,,,,,,Natural,MF,co,,Forests,,Mature conifer forest,,,Mature Forest,Mature Forest
Rubus parviflorus,51646,Rubus parviflorus,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,parviflorus,iNat:16307026,48.939632,-123.500025,2018-05-11T17:48:00-07:00,,,,Andrew Simon,,31,,,,,,,,,,,,,,Anthropogenic,,Rural,,,Rural,Rural
Amelanchier alnifolia semiintegrifolia,80360,Amelanchier alnifolia semiintegrifolia,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Amelanchier,alnifolia,iNat:16309745,48.940231,-123.503632,2018-05-04T10:45:00-07:00,,,,Andrew Simon,,57,,,,,,,,,,Natural,MF,co,,Forests,,Mature conifer forest,,,Mature Forest,Mature Forest
Lysimachia latifolia,496537,Lysimachia latifolia,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,latifolia,iNat:16309746,48.940231,-123.503632,2018-05-04T10:49:00-07:00,,,,Andrew Simon,,57,,,,,,,,,,Natural,MF,co,,Forests,,Mature conifer forest,,,Mature Forest,Mature Forest
Muscari armeniacum,57847,Muscari armeniacum,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Scilloideae,Hyacintheae,Muscari,armeniacum,iNat:17699194,48.944196,-123.512264,2018-04-15T16:36:00-10:00,,,,Jonah Timms,,244,,,,,,,,,,,,,,Anthropogenic,,Agricultural,,,Agricultural,Agricultural
Penstemon ovatus,83938,Penstemon ovatus,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Cheloneae,Penstemon,ovatus,iNat:17699197,48.937302,-123.495939,2016-06-18T09:20:00-10:00,,,,Jonah Timms,,61,,,,,,,,,,,,,,Anthropogenic,,Rural,,,Rural,Rural
Heuchera micrantha,51274,Heuchera micrantha,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Heuchereae,Heuchera,micrantha,iNat:17905919,48.941637,-123.501092,2018-10-20T12:10:16-07:00,,,,Adam Huggins,,5,,,,,,,,,,Natural,RI,ff,,Freshwater,,Riparian,,,Riparian,Riparian
Symphoricarpos albus,48523,Symphoricarpos albus,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,albus,iNat:17905930,48.941638,-123.501,2018-10-20T12:10:30-07:00,,,,Adam Huggins,,5,,,,,,,,,,Natural,RI,ff,,Freshwater,,Riparian,,,Riparian,Riparian
Oemleria cerasiformis,53419,Oemleria cerasiformis,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Exochordeae,Oemleria,cerasiformis,iNat:17905941,48.94177,-123.50067,2018-10-20T12:11:13-07:00,,,,Adam Huggins,,10,,,,,,,,yes,shunted to nearby stream to known location,Natural,RI,ff,,Freshwater,,Riparian,,,Riparian,Riparian
Lepiota magnispora,194663,Lepiota magnispora,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Verrucosporaceae,,,Lepiota,magnispora,iNat:18050370,48.950687,-123.515887,2018-11-02T07:18:00-07:00,,,,Lauren Magner,,,,,,,,,,,,Modified,YF,co,date est. 1930,Forests,,Young conifer forest,,,Young Forest,Young Forest
Helvella vespertina,423950,Helvella vespertina,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,vespertina,iNat:18050371,48.950153,-123.513137,2018-11-02T07:14:00-07:00,,,,Lauren Magner,,,,,,,,,,,,Modified,YF,co,date est. 1930,Forests,,Young conifer forest,,,Young Forest,Young Forest
Draba verna,55823,Draba verna,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Arabideae,Draba,verna,iNat:18417799,48.939961,-123.4923,2018-04-10T14:04:00-07:00,,,,Andrew Simon,,73,,,,,,,,,,,,,,Anthropogenic,,Agricultural,,,Agricultural,Agricultural
Montia fontana,58990,Montia fontana,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Montia,fontana,iNat:18417800,48.939961,-123.4923,2018-04-10T14:19:00-07:00,,,,Andrew Simon,,73,,,,,,,,,,,,,,Anthropogenic,,Agricultural,,,Agricultural,Agricultural
Cardamine hirsuta,55829,Cardamine hirsuta,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Cardamineae,Cardamine,hirsuta,iNat:18417801,48.939961,-123.4923,2018-04-10T14:20:00-07:00,,,,Andrew Simon,,73,,,,,,,,,,,,,,Anthropogenic,,Agricultural,,,Agricultural,Agricultural
Spergula arvensis,57005,Spergula arvensis,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sperguleae,Spergula,arvensis,iNat:18417803,48.939961,-123.4923,2018-04-10T14:28:00-07:00,,,,Andrew Simon,,73,,,,,,,,,,,,,,Anthropogenic,,Agricultural,,,Agricultural,Agricultural
Capsella bursa-pastoris,56121,Capsella bursa-pastoris,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Camelineae,Capsella,bursa-pastoris,iNat:18417805,48.939961,-123.4923,2018-04-10T14:32:00-07:00,,,,Andrew Simon,,73,,,,,,,,,,,,,,Anthropogenic,,Agricultural,,,Agricultural,Agricultural
Senecio vulgaris,53211,Senecio vulgaris,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Senecio,vulgaris,iNat:18417806,48.939961,-123.4923,2018-04-10T14:34:00-07:00,,,,Andrew Simon,,73,,,,,,,,,,,,,,Anthropogenic,,Agricultural,,,Agricultural,Agricultural
Erythronium oregonum,59520,Erythronium oregonum,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Erythronium,oregonum,iNat:18417811,48.940243,-123.502835,2018-04-10T17:02:00-07:00,,,,Andrew Simon,,31,,,,,,,,,,Natural,MF,co,,Forests,,Mature conifer forest,,,Mature Forest,Mature Forest
Rana aurora,25545,Rana aurora,,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,,Ranidae,,,Rana,aurora,iNat:18549880,48.948535,-123.502172,2010-07-27T15:43:00-10:00,,,,Cameron Eckert,,8,,,,,,,,,,Natural,LC,la,"very shallow water, rooted and floating veg abunda",Freshwater,,Laughlin Lake,,,Laughlin Lake,Laughlin Lake
Pseudacris regilla,24259,Pseudacris regilla,,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,,Hylidae,Acridinae,,Pseudacris,regilla,iNat:18550012,48.948535,-123.502172,2010-07-27T15:43:00-10:00,,,,Cameron Eckert,,8,,,,,,,,,,Natural,LC,la,"very shallow water, rooted and floating veg abunda",Freshwater,,Laughlin Lake,,,Laughlin Lake,Laughlin Lake
Megaceryle alcyon,2548,Megaceryle alcyon,,Animalia,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,,Alcedinidae,,,Megaceryle,alcyon,iNat:18550171,48.948535,-123.502172,2010-07-27T15:43:00-10:00,,,,Cameron Eckert,,8,,,,,,,,,,Natural,LC,la,"very shallow water, rooted and floating veg abunda",Freshwater,,Laughlin Lake,,,Laughlin Lake,Laughlin Lake
Melospiza melodia,9100,Melospiza melodia,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Melospiza,melodia,iNat:18550214,48.948535,-123.502172,2010-07-27T15:43:00-10:00,,,,Cameron Eckert,,8,,,,,,,,,,Natural,LC,la,"very shallow water, rooted and floating veg abunda",Freshwater,,Laughlin Lake,,,Laughlin Lake,Laughlin Lake
Pachydiplax longipennis,59774,Pachydiplax longipennis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libelluloidea,Libellulidae,,,Pachydiplax,longipennis,iNat:18550322,48.948535,-123.502172,2010-07-27T15:43:00-10:00,,,,Cameron Eckert,,8,,,,,,,,,,Natural,LC,la,"very shallow water, rooted and floating veg abunda",Freshwater,,Laughlin Lake,,,Laughlin Lake,Laughlin Lake
Ischnura cervula,62229,Ischnura cervula,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,,Coenagrionoidea,Coenagrionidae,,,Ischnura,cervula,iNat:18550370,48.948535,-123.502172,2010-07-27T15:43:00-10:00,,,,Cameron Eckert,,8,,,,,,,,,,Natural,LC,la,"very shallow water, rooted and floating veg abunda",Freshwater,,Laughlin Lake,,,Laughlin Lake,Laughlin Lake
Libellula forensis,84369,Libellula forensis,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libelluloidea,Libellulidae,,,Libellula,forensis,iNat:18550414,48.948535,-123.502172,2010-07-27T15:43:00-10:00,,,,Cameron Eckert,,8,,,,,,,,,,Natural,LC,la,"very shallow water, rooted and floating veg abunda",Freshwater,,Laughlin Lake,,,Laughlin Lake,Laughlin Lake
Ischnura perparva,103497,Ischnura perparva,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,,Coenagrionoidea,Coenagrionidae,,,Ischnura,perparva,iNat:18551187,48.948535,-123.502172,2010-07-27T15:43:00-10:00,,,,Cameron Eckert,,8,,,,,,,,,,Natural,LC,la,"very shallow water, rooted and floating veg abunda",Freshwater,,Laughlin Lake,,,Laughlin Lake,Laughlin Lake
Tsuga heterophylla,48254,Tsuga heterophylla,,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,Abietoideae,,Tsuga,heterophylla,iNat:19076379,48.949821,-123.494248,2018-12-17T14:15:32+08:00,,,,Donna Talluto,,10,,,,,,,,,,Natural,MF,mx,,Forests,,Mature mixed forest,,,Mature Forest,Mature Forest
Kindbergia oregana,120909,Kindbergia oregana,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,iNat:19130376,48.950114,-123.497817,2018-12-17T11:15:00-08:00,,,,Adam Huggins,,10,,,,,,,,,,Natural,MF,co,,Forests,,Mature conifer forest,,,Mature Forest,Mature Forest
Hypnum circinale,125464,Hypnum circinale,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hypnaceae,,,Hypnum,circinale,iNat:19130377,48.950219,-123.497244,2018-12-17T11:59:00-08:00,,,,Adam Huggins,,30,,,,,,,,,,Modified,YF,bd,,Forests,,Young broadleaf forest,,,Young Forest,Young Forest
Porella navicularis,55255,Porella navicularis,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,,Porellaceae,,,Porella,navicularis,iNat:19130381,48.950386,-123.494347,2018-12-17T14:29:00-08:00,,,,Adam Huggins,,5,,,,,,,,,,Modified,YF,bd,,Forests,,Young broadleaf forest,,,Young Forest,Young Forest
Plagiothecium undulatum,123586,Plagiothecium undulatum,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Plagiotheciaceae,,,Plagiothecium,undulatum,iNat:19130382,48.950558,-123.495872,2018-12-17T13:29:00-08:00,,,,Adam Huggins,,10,,,,,,,,,,Natural,MF,mx,,Forests,,Mature mixed forest,,,Mature Forest,Mature Forest
Vaccinium ovatum,48349,Vaccinium ovatum,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,ovatum,iNat:19130384,48.950019,-123.496131,2018-12-17T13:46:00-08:00,,,,Adam Huggins,,10,,,,,,,,,,Modified,YF,bd,,Forests,,Young broadleaf forest,,,Young Forest,Young Forest
Cygnus buccinator,6915,Cygnus buccinator,,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Cygnus,buccinator,iNat:19940435,48.948581,-123.502921,2019-01-27T03:05:00+01:00,,,,Donna Talluto,,61,,,,,,,,,,Natural,LC,la,"very shallow water, rooted and floating veg abunda",Freshwater,,Laughlin Lake,,,Laughlin Lake,Laughlin Lake
Podiceps auritus,4209,Podiceps auritus,,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,,Podicipedidae,,,Podiceps,auritus,iNat:19963385,48.943994,-123.515392,2019-01-30,,,,Donna Talluto,,244,,,,,,,,,,,,,,Anthropogenic,,Rural,,,Rural,Rural
Megachile perihirta,224501,Megachile perihirta,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,perihirta,iNat:20097882,48.939916,-123.492312,2018-08-20,,,,Andrew Simon,,56,,,,,,,,,,,,,,Anthropogenic,,Agricultural,,,Agricultural,Agricultural
Bucephala albeola,6993,Bucephala albeola,,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Bucephala,albeola,iNat:20738990,48.940362,-123.501882,2019-02-24T05:35:00-08:00,,,,Andrew Simon,,40,,,,,,,,,,Natural,MAR,,,Marine,,Subtidal,,Subtidal,Subtidal,
Sphyrapicus ruber,18464,Sphyrapicus ruber,,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,,,Sphyrapicus,ruber,iNat:20738991,48.941716,-123.501081,2019-02-24T05:37:00-08:00,,,,Andrew Simon,,40,,,,,,,,,,Natural,RI,ff,,Freshwater,,Riparian,,,Riparian,Riparian
Peltigera collina,194736,Peltigera collina,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,collina,iNat:20738992,48.941727,-123.501092,2019-02-24T05:38:00-08:00,,,,Andrew Simon,,57,,,,,,,,,,,,,,Anthropogenic,,Rural,,,Rural,Rural
Oemleria cerasiformis,53419,Oemleria cerasiformis,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Exochordeae,Oemleria,cerasiformis,iNat:20738993,48.94177,-123.50067,2019-02-24T05:39:00-08:00,,,,Andrew Simon,,57,,,,,,,,yes,shunted to nearby stream to known location,Natural,RI,ff,,Freshwater,,Riparian,,,Riparian,Riparian
Sedum spathulifolium,58886,Sedum spathulifolium,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,spathulifolium,iNat:20738997,48.939433,-123.50132,2019-02-24T05:51:00-08:00,,,,Andrew Simon,,,,,,,,,,,,Natural,WD,mx,,Woodlands and rock outcrops,,Woodland,,,Woodland,Woodland
Sanicula crassicaulis,53201,Sanicula crassicaulis,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Saniculoideae,Saniculeae,Sanicula,crassicaulis,iNat:20738999,48.939428,-123.501277,2019-02-24T05:56:00-08:00,,,,Andrew Simon,,,,,,,,,,,,Natural,WD,mx,,Woodlands and rock outcrops,,Woodland,,,Woodland,Woodland
Bucephala islandica,6994,Bucephala islandica,,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Bucephala,islandica,iNat:20762880,48.939444,-123.501477,2019-02-25,,,,Donna Talluto,,61,,,,,,,,,,Natural,LT,,,Marine,,Shoreline,,Shoreline,Shoreline,
Bombus vosnesenskii,57689,Bombus vosnesenskii,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Apoidea,Apidae,Apinae,Bombini,Bombus,vosnesenskii,iNat:21608442,48.94212,-123.500855,2019-03-25T11:17:31-07:00,,,,,,32,,,,,,,,,,Modified,YF,co,,Forests,,Young conifer forest,,,Young Forest,Young Forest
Ribes divaricatum,53448,Ribes divaricatum,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,divaricatum,iNat:22099166,48.94322,-123.501297,2019-04-03T17:20:26-07:00,,,,Adam Huggins,,10,,,,,,,,,,Modified,YF,mx,,Forests,,Young mixed forest,,,Young Forest,Young Forest
Draba verna,55823,Draba verna,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Arabideae,Draba,verna,iNat:22099302,48.941788,-123.491037,2019-04-04T11:24:35-07:00,,,,Adam Huggins,,10,,,,,,,,,,,,,,Anthropogenic,,McCoskrie,,,Road,Road
Ribes sanguineum,53435,Ribes sanguineum,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,sanguineum,iNat:22302277,48.944879,-123.494124,2019-04-10T15:45:48-07:00,,,,,,32,,,,,,,,,,,,,,Anthropogenic,,Road surface,,,Road,Road
Lecidella asema,205694,Lecidella asema,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Lecanoraceae,,,Lecidella,asema,iNat:22641978,48.939654,-123.503353,2017-05-18T13:20:00-07:00,,,,Andrew Simon,,59,,,,,,,,,,Natural,MF,co,,Forests,,Mature conifer forest,,,Mature Forest,Mature Forest
Toxicoscordion venenosum,59087,Toxicoscordion venenosum,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Melanthiaceae,,Melanthieae,Toxicoscordion,venenosum,iNat:23551651,48.939128,-123.501158,2019-04-27T18:38:17-07:00,,,,Adam Huggins,,10,,,,,,,,,,Natural,WD,mx,,Woodlands and rock outcrops,,Woodland,,,Woodland,Woodland
Fritillaria affinis,50618,Fritillaria affinis,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Fritillaria,affinis,iNat:23552467,48.93913,-123.50116,2019-04-27T18:38:51-07:00,,,,Adam Huggins,,5,,,,,,,,yes,shunted to nearby woodland habitat on Retreat Island,Natural,WD,mx,,Woodlands and rock outcrops,,Woodland,,,Woodland,Woodland
