iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Author,Date observed,Description,Place name,Common name,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Documenting
Philodromus rufus,153860,Philodromus rufus,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Thomisoidea,Philodromidae,,,Philodromus,Philodromus rufus,"Walckenaer, 1826",,,,whitestriped agile crab spider,1983-04-30,Geoffrey G.E. Scudder,Animalia,,,unobserved
Tibellus oblongus,153855,Tibellus oblongus,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Thomisoidea,Philodromidae,,,Tibellus,Tibellus oblongus,,,,,oblong running spider,,,Animalia,2021-05-31,Christian Adler,observed
Pholcus phalangioides,67328,Pholcus phalangioides,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Haplogynae,Pholcoidea,Pholcidae,,,Pholcus,Pholcus phalangioides,"Füssli, 1775",,,,longbodied cellar spider,2016-09-04,RBCM BC Spider Database,Animalia,2016-07-23,Andrew Simon,observed
Phrurotimpus borealis,153793,Phrurotimpus cf borealis,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Corinnoidea,Phrurolithidae,,,Phrurotimpus,Phrurotimpus borealis,"(Emerton, 1911)",,,,greater darklegged dwarf antmimic,,,Animalia,2019-04-26,Andrew Simon,observed
Attinella dorsata,1070896,Attinella dorsata,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Sitticini,Attinella,Attinella dorsata,"(Banks, 1895)",,,,elongate patterned jumper,2019-05-04,Wayne Maddison,Animalia,,,unobserved
Attinella dorsata,1070896,Attinella dorsata,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Sitticini,Attinella,Attinella dorsata,,,,,elongate patterned jumper,2019-05-04,Wayne Maddison,Animalia,,,unobserved
Eris militaris,121445,Eris militaris,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Dendryphantini,Eris,Eris militaris,"(Hentz, 1845)",,,,bronze jumper,2016-09-04,RBCM BC Spider Database,Animalia,2016-07-23,Sarah Tweedale,observed
Evarcha proszynskii,61759,Evarcha proszynskii,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Plexippini,Evarcha,Evarcha proszynskii,"Marusik & Logunov, 1998",,,,Proszynski knobbed jumper,,,Animalia,2016-07-19,Andrew Simon,observed
Habronattus hirsutus,220812,Habronattus hirsutus,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Plexippini,Habronattus,Habronattus hirsutus,"(Peckham & Peckham, 1888)",,,,common western ornamented jumper,2019-05-04,Wayne Maddison,Animalia,,,unobserved
Habronattus ophrys,220814,Habronattus ophrys,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Plexippini,Habronattus,Habronattus ophrys,"Griswold, 1987",,,,eyebrowed ornamented jumper,2019-05-04,Wayne Maddison,Animalia,,,unobserved
Habronattus oregonensis,61880,Habronattus oregonensis,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Plexippini,Habronattus,Habronattus oregonensis,,,,,Oregon paradise spider,,,Animalia,2021-05-05,Andrew Simon,observed
Metaphidippus manni,158632,Metaphidippus manni,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Dendryphantini,Metaphidippus,Metaphidippus manni,"(Peckham & Peckham, 1901)",,,,western oak jumper,,,Animalia,2018-05-19,Andrew Simon,observed
Neon reticulatus,225672,Neon reticulatus,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Neonini,Neon,Neon reticulatus,"(Blackwall, 1853)",,,,holarctic tiny jumper,2012-05-09,Robb Bennett,Animalia,,,unobserved
Pelegrina aeneola,117457,Pelegrina aeneola,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Dendryphantini,Pelegrina,Pelegrina aeneola,"(Curtis, 1892)",,,,darkheaded whitecheeked jumper,2019-05-04,Wayne Maddison,Animalia,,,unobserved
Phanias albeolus,202314,Phanias albeolus,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Dendryphantini,Phanias,Phanias albeolus,"(Chamberlin & Ivie, 1941)",,,,whitefaced Phanias jumper,,,Animalia,2019-05-05,Lori Weidenhammer,observed
Phidippus johnsoni,58421,Phidippus johnsoni,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Dendryphantini,Phidippus,Phidippus johnsoni,"(Peckham & Peckham, 1883)",,,,Johnson jumper,,,Animalia,2016-10-20,Lauren Magner & Andrew Simon,observed
Platycryptus californicus,228315,Platycryptus californicus,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Dendryphantini,Platycryptus,Platycryptus californicus,"(Peckham & Peckham, 1888)",,,,western flattened jumper,,,Animalia,2014-06-13,Andrew Simon,observed
Salticus scenicus,68901,Salticus scenicus,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Salticini,Salticus,Salticus scenicus,"(Clerck, 1757)",,,,zebra jumper,,,Animalia,2017-09-28,Andrew Simon,observed
Usofila pacifica,233352,Usofila pacifica,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Haplogynae,Leptonetoidea,Telemidae,,,Usofila,Usofila pacifica,"(Banks, 1894)",,,,northwestern long-legged cave spider,2006-01-05,Robb Bennett,Animalia,,,unobserved
Metellina curtisi,196577,Metellina curtisi,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Araneoidea,Tetragnathidae,,,Metellina,Metellina curtisi,"(McCook, 1894)",,,,Curtis armored orbweaver,,,Animalia,2016-08-15,Andrew Simon,observed
Tetragnatha,47550,Tetragnatha sp.,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Araneoidea,Tetragnathidae,,,Tetragnatha,,,,,,long-jawed orbweaver,1982-05-08,Geoffrey G.E. Scudder,Animalia,2016-05-13,Andrew Simon,observed
Enoplognatha ovata,1255692,Enoplognatha ovata,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Araneoidea,Theridiidae,,,Enoplognatha,,"(Clerck, 1757)",,,,common candy-striped spider,,,Animalia,2016-06-23,Andrew Simon,observed
Latrodectus hesperus,47382,Latrodectus hesperus,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Araneoidea,Theridiidae,,,Latrodectus,Latrodectus hesperus,"Chamberlin & Ivie, 1935",,,,western black widow,,,Animalia,2016-09-27,Andrew Simon,observed
Rugathodes sexpunctatus,230328,Rugathodes sexpunctatus,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Araneoidea,Theridiidae,,,Rugathodes,Rugathodes sexpunctatus,"Emerton, 1882",,,,common six-spotted orb-weaver,1983-04-30,Geoffrey G.E. Scudder,Animalia,,,unobserved
Steatoda grossa,61997,Steatoda grossa,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Araneoidea,Theridiidae,,,Steatoda,Steatoda grossa,"(C. L. Koch, 1838)",,,,false black widow,,,Animalia,2016-09-03,Andrew Simon,observed
Theridion,82081,Theridion sp.,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Araneoidea,Theridiidae,,,Theridion,,,,,,cobweb spider,,,Animalia,2016-06-23,Andrew Simon,observed
Bassaniana utahensis,298120,Bassaniana cf utahensis,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Thomisoidea,Thomisidae,,,Bassaniana,Bassaniana utahensis,"(Gertsch, 1932)",,,,common bark crab spider,,,Animalia,2016-11-03,Andrew Simon,observed
Coriarachne brunneipes,217594,Coriarachne brunneipes,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Thomisoidea,Thomisidae,,,Coriarachne,Coriarachne brunneipes,"Banks, 1893",,,,dark bark crab spider,,,Animalia,2017-05-27,Andrew Simon,observed
Misumena vatia,55746,Misumena vatia,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Thomisoidea,Thomisidae,,,Misumena,Misumena vatia,"(Clerck, 1757)",,,,goldenrod crab spider,,,Animalia,2016-06-23,"Alison, Laura and Malcolm Colwell",observed
Xysticus pretiosus,233894,Xysticus pretiosus,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Thomisoidea,Thomisidae,,,Xysticus,Xysticus pretiosus,"Gertsch, 1934",,,,western ground crab spider,2012-05-09,Robb Bennett,Animalia,2017-05-31,Andrew Simon,observed
Colomerus holodisci,1109531,Colomerus holodisci,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Endeostigmata,,,Eriophyoidea,Eriophyidae,Cecidophyinae,Colomerini,Colomerus,Colomerus holodisci,,,,,,,,Animalia,2018-05-20,Kevin Toomer,observed
Eriophyes emarginatae,322964,Eriophyes emarginatae,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Endeostigmata,,,Eriophyoidea,Eriophyidae,Eriophyinae,Eriophyini,Eriophyes,Eriophyes emarginatae,"Keifer, 1939",,,,leaf gall mite,,,Animalia,2015-08-28,Lauren Magner & Andrew Simon,observed
Eriophyes laevis,464223,Eriophyes laevis,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Endeostigmata,,,Eriophyoidea,Eriophyidae,Eriophyinae,Eriophyini,Eriophyes,Eriophyes laevis,,,,,alder leaf gall mite,,,Animalia,2021-06-11,Kevin Toomer,observed
Ixodes pacificus,60599,Ixodes pacificus,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Parasitiformes,Ixodida,,,,Ixodidae,,,Ixodes,Ixodes pacificus,"Cooley & Kohls, 1943",,,,western blacklegged tick,,,Animalia,2018-05-05,Andrew Simon,observed
Leptobunus parvulus,525639,Leptobunus parvulus,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Opiliones,Eupnoi,,Phalangioidea,Phalangiidae,Phalangiinae,,Leptobunus,Leptobunus parvulus,"(Banks, 1894)",,,,harvestman,,,Animalia,2019-06-13,Dave “Zeuss” Cochrane,observed
Phalangium opilio,84644,Phalangium opilio,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Opiliones,Eupnoi,,Phalangioidea,Phalangiidae,Phalangiinae,,Phalangium,Phalangium opilio,,,,,European harvestman,,,Animalia,2021-06-14,Kevin Toomer,observed
Pseudoscorpiones,172373,Pseudoscorpiones (sp),Animalia,Arthropoda,Chelicerata,,Arachnida,,,Pseudoscorpiones,,,,,,,,,,,,,pseudoscorpion,,,Animalia,2017-05-13,Scott Gilmore,observed
Linopodes,379538,Linopodes sp.,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,Eupodina,Eupodoidea,Cocceupodidae,,,Linopodes,,,,,,mite,,,Animalia,2019-05-05,Jason Headley,observed
Scolopocryptops spinicaudus,322408,Scolopocryptops spinicaudus,Animalia,Arthropoda,Myriapoda,,Chilopoda,,,Scolopendromorpha,,,,Scolopocryptopidae,,,Scolopocryptops,Scolopocryptops spinicaudus,"Wood, 1862",,,,centipede,,,Animalia,2019-05-04,Charlene Wood,observed
Ophyiulus pilosus,121484,Ophyiulus pilosus,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Juliformia,Julida,,,Juloidea,Julidae,Julinae,Leptoiulini,Ophyiulus,Ophyiulus pilosus,"(Newport, 1843)",,,,millipede,,,Animalia,2017-05-27,Andrew Simon,observed
Uroblaniulus idahoanus,881100,Uroblaniulus idahoanus,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Juliformia,Julida,,,Parajuloidea,Parajulidae,,,Uroblaniulus,Uroblaniulus idahoanus,"Chamberlin, 1950",,,,millipede,,,Animalia,2016-06-23,William Terpenning,observed
Polydesmus,127614,Polydesmus sp.,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Merocheta,Polydesmida,Polydesmidea,Polydesmoides,Polydesmoidea,Polydesmidae,,,Polydesmus,,,,,,millipede,,,Animalia,2020-06-21,Rhys Hutton,observed
Scytonotus,121481,Scytonotus sp.,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Merocheta,Polydesmida,Polydesmidea,Polydesmoides,Polydesmoidea,Polydesmidae,,,Scytonotus,,,,,,millipede,1990-09-23,Geoffrey G.E. Scudder,Animalia,2016-11-24,Ed Andrusiak,observed
Harpaphe haydeniana,47737,Harpaphe haydeniana,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Merocheta,Polydesmida,Leptodesmidea,,Xystodesmoidea,Xystodesmidae,Xystodesminae,Xystodesmini,Harpaphe,Harpaphe haydeniana,"(Wood, 1864)",,,,yellow-spotted millipede,2010-04-17,Kent Brothers,Animalia,2016-05-07,"Alison, Laura and Malcolm Colwell",observed
Polyxenus,133865,Polyxenus sp.,Animalia,Arthropoda,Myriapoda,,Diplopoda,Penicillata,,Polyxenida,,,Polyxenoidea,Polyxenidae,,,Polyxenus,,,,,,millipede,,,Animalia,2019-05-06,Scott Gilmore,observed
Entomobrya clitellaria,470384,Entomobrya clitellaria,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,,Entomobryoidea,Entomobryidae,Entomobryinae,,Entomobrya,Entomobrya clitellaria,"Guthrie, 1903",,,,slender springtail,,,Animalia,2019-09-20,Scott Gilmore,observed
Entomobrya katzi,1236975,Entomobrya katzi,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,,Entomobryoidea,Entomobryidae,Entomobryinae,,Entomobrya,Entomobrya katzi,"Jordana & Baquero, 2021",,,,slender springtail,,,Animalia,2019-04-26,Andrew Simon,observed
Entomobrya triangularis,296704,Entomobrya triangularis,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,,Entomobryoidea,Entomobryidae,Entomobryinae,,Entomobrya,Entomobrya triangularis,"Schott, 1896",,,,slender springtail,,,Animalia,2018-05-19,Scott Gilmore,observed
Ptenothrix maculosa,491087,Ptenothrix maculosa,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Symphypleona,,,Dicyrtomoidea,Dicyrtomidae,,,Ptenothrix,Ptenothrix maculosa,"(Schott, 1891)",,,,globular springtail,,,Animalia,2017-02-16,Andrew Simon,observed
Balanus crenatus,117672,Balanus crenatus,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,,Balanoidea,Balanidae,,,Balanus,Balanus crenatus,"Bruguière, 1789",,,,common acorn barnacle,1969-02-22,Andy Lamb,Animalia,2019-01-25,awworld,observed
Balanus glandula,81610,Balanus glandula,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,,Balanoidea,Balanidae,,,Balanus,Balanus glandula,"Darwin, 1854",,,,common acorn barnacle,1969-02-22,Andy Lamb,Animalia,2015-08-28,Andrew Simon,observed
Balanus nubilus,49127,Balanus nubilus,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,,Balanoidea,Balanidae,,,Balanus,Balanus nubilus,"Darwin, 1854",,,,giant acorn barnacle,1986-04-08,,Animalia,2013-10-13,Peter Luckham,observed
Balanus rostratus,782656,Balanus rostratus,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,,Balanoidea,Balanidae,,,Balanus,Balanus rostratus,"Hoek, 1883",,,,large acorn barnacle,1986-09-30,,Animalia,,,unobserved
Semibalanus cariosus,47658,Semibalanus cariosus,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,,Balanoidea,Balanidae,,,Semibalanus,Semibalanus cariosus,"(Pallas, 1788)",,,,thatched acorn barnacle,1985-12-08,Andy Lamb,Animalia,2016-08-17,Andrew Simon,observed
Chthamalus dalli,129910,Chthamalus dalli,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,,Chthamaloidea,Chthamalidae,,,Chthamalus,Chthamalus dalli,"Pilsbry, 1916",,,,small acorn barnacle,2008-02-16,Andy Lamb,Animalia,2015-08-28,Andrew Simon,observed
Lepeophtheirus,329133,Lepeophtheirus sp.,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Podoplea,Siphonostomatoida,,,,Caligidae,,,Lepeophtheirus,,,,,,parasitic copepod,2008-02-03,Andy Lamb,Animalia,,,unobserved
Argulus pugettensis,873865,Argulus pugettensis,Animalia,Arthropoda,Crustacea,Oligostraca,Ichthyostraca,Branchiura,,Arguloida,,,Arguloidea,Argulidae,,,Argulus,Argulus pugettensis,"Dana, 1853",,,,surfperch fish louse,2007-09-29,Andy Lamb,Animalia,,,unobserved
Zootermopsis angusticollis,121383,Zootermopsis angusticollis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Blattodea,,,Blattoidea,Archotermopsidae,,,Zootermopsis,Zootermopsis angusticollis,(Hagen),,,,Pacific dampwood termite,1975-09-14,Geoffrey G.E. Scudder,Animalia,2016-01-01,Andrew Simon,observed
Reticulitermes hesperus,296465,Reticulitermes hesperus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Blattodea,,,Blattoidea,Rhinotermitidae,Heterotermitinae,,Reticulitermes,Reticulitermes hesperus,,,,,western subterranean termite,,,Animalia,2019-08-22,Chris Ratzlaff,observed
Necrophilus hydrophiloides,176866,Necrophilus hydrophiloides,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Agyrtidae,Necrophilinae,,Necrophilus,Necrophilus hydrophiloides,"Guérin-Méneville, 1835",,,,primitive carrion beetle,1979-04-06,Geoffrey G.E. Scudder,Animalia,2018-06-10,Andrew Simon,observed
Macropogon testaceipennis,455135,Macropogon testaceipennis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Artematopodidae,,,Macropogon,Macropogon testaceipennis,"Motschulsky, 1859",,,,click beetle,,,Animalia,2018-05-20,Scott Gilmore,observed
Odonteus obesus,456509,Odonteus obesus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Geotrupidae,Bolboceratinae,Odonteini,Odonteus,Odonteus obesus,"(LeConte, 1859)",,,,earth-boring scarab beetle,1973-12-07,Geoffrey G.E. Scudder,Animalia,,,unobserved
Polycaon stoutii,345140,Polycaon stoutii,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichiformia,Bostrichoidea,Bostrichidae,Polycaoninae,,Polycaon,Polycaon stoutii,"(LeConte, 1853)",,,,Stout’s hardwood borer,1973-07-17,Geoffrey G.E. Scudder,Animalia,,,unobserved
Oxylaemus,455150,Oxylaemus sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Teredidae,Teredinae,,Oxylaemus,,,,,,dry bark beetle,1974-07-24,Geoffrey G.E. Scudder,Animalia,,,unobserved
Eutrichapion cavifrons,455154,Eutrichapion cavifrons,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Brentidae,Apioninae,Apionini,Eutrichapion,Eutrichapion cavifrons,"(LeConte, 1857)",,,,straight-snouted weevil,1979-04-28,Geoffrey G.E. Scudder,Animalia,,,unobserved
Rhopalapion longirostre,455182,Rhopalapion longirostre,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Brentidae,Apioninae,,Rhopalapion,Rhopalapion longirostre,"Olivier, 1807",,,,hollyhock weevil,,,Animalia,2018-05-21,Elizabeth McClelland,observed
Anthaxia,1080715,Anthaxia (Melanthaxia) sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Buprestoidea,Buprestidae,Buprestinae,Anthaxiini,Anthaxia,,,,,,jewel beetle,,,Animalia,2021-05-05,Andrew Simon,observed
Anthaxia retifer,455220,Anthaxia retifer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Buprestoidea,Buprestidae,Buprestinae,Anthaxiini,Anthaxia,Anthaxia retifer,"LeConte, 1860",,,,metallic wood-boring beetle,1978-06-03,Geoffrey G.E. Scudder,Animalia,2018-05-19,Scott Gilmore,observed
Buprestis aurulenta,215596,Buprestis aurulenta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Buprestoidea,Buprestidae,Buprestinae,Buprestini,Buprestis,Buprestis aurulenta,"Linnaeus, 1767",,,,golden buprestid,,,Animalia,2016-08-04,Christian Adler,observed
Buprestis langii,455225,Buprestis langi,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Buprestoidea,Buprestidae,Buprestinae,Buprestini,Buprestis,Buprestis langii,"Mannerheim, 1843",,,,metallic wood-boring beetle,1976-07-27,Geoffrey G.E. Scudder,Animalia,,,unobserved
Buprestis lyrata,132091,Buprestis lyrata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Buprestoidea,Buprestidae,Buprestinae,Buprestini,Buprestis,Buprestis lyrata,,,,,pink-faced jewel beetle,,,Animalia,2021-07-18,Emily Um,observed
Chalcophora angulicollis,82080,Chalcophora angulicollis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Buprestoidea,Buprestidae,Chrysochroinae,Chrysochroini,Chalcophora,Chalcophora angulicollis,"(LeConte, 1857)",,,,western sculptured pine borer,2012-05-12,E. Harrower,Animalia,2016-05-02,Luke Halpin,observed
Dicerca crassicollis,455242,Dicerca crassicollis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Buprestoidea,Buprestidae,Chrysochroinae,Dicercini,Dicerca,Dicerca crassicollis,"LeConte, 1857",,,,dark jewel beetle,,,Animalia,2017-05-13,Scott Gilmore,observed
Trachykele blondeli,455266,Trachykele blondeli,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Buprestoidea,Buprestidae,Buprestinae,Buprestini,Trachykele,Trachykele blondeli,"Marseul, 1865",,,,western cedar borer,,,Animalia,2014-06-22,Ian Guthrie,observed
Cyrtomoptera divisa,455293,Cyrtomoptera divisa,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Cantharidae,Cantharinae,Cantharini,Cyrtomoptera,Cyrtomoptera divisa,,,,,,,,Animalia,2017-05-13,Scott Gilmore,observed
Dichelotarsus,244381,Dichelotarsus sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Cantharidae,Cantharinae,Podabrini,Dichelotarsus,,,,,,soldier beetle,,,Animalia,2017-05-12,Scott Gilmore,observed
Malthodes,177174,Malthodes sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Cantharidae,Malthininae,Malthodini,Malthodes,,,,,,click beetle,,,Animalia,2015-05-28,Andrew Simon,observed
