Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Libellula quadrimaculata,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,confirmed,observed,1996-07-26,G. Hutchings,RBCM,ENT998-011492,,2014-06-22,Michael Butler,https://www.inaturalist.org/observations/13460188,https://static.inaturalist.org/photos/19759643/medium.jpeg?1529095427,,57443,ART
Pachydiplax longipennis,Burmeister,,blue dasher,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,confirmed,observed,1996-07-26,G. Hutchings,RBCM,ENT012-002653,,2010-07-27,Cameron Deckert,https://www.inaturalist.org/observations/18550322,https://static.inaturalist.org/photos/28379939/original.jpg?1542858405,,59774,ART
Plathemis lydia,Drury,,common white tail,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,confirmed,observed,1996-07-26,G. Hutchings,RBCM,ENT999-000003,,2014-06-08,Ian Guthrie,http://www.inaturalist.org/observations/4167913,https://static.inaturalist.org/photos/4962348/medium.jpg?1474492458,,84549,ART
Sympetrum illotum,(Hagen),,Cardinal meadowhawk,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,native,S4 (2015),confirmed,observed,1996-07-26,G. Hutchings,RBCM,ENT998-011491,,2016-05-13,Andrew Simon,http://www.inaturalist.org/observations/3319973,https://static.inaturalist.org/photos/3835409/medium.JPG?1464401598,,51555,ART
Sympetrum obtrusum,(Hagen),,white-faced meadowhawk,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,confirmed,observed,1984-03-05,Geoffrey G.E. Scudder,SEM,SEM-UBC ODO-3004,,2017-08-13,Tyson Ehlers,https://www.inaturalist.org/observations/8796147,https://static.inaturalist.org/photos/11809467/medium.jpg?1510602965,,113519,ART
Sympetrum pallipes,(Hagen),,striped meadowhawk,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,confirmed,observed,1996-07-26,G. Hutchings,RBCM,ENT012-004316,,2016-08-21,Andrew Simon,http://www.inaturalist.org/observations/3938255,https://static.inaturalist.org/photos/4637681/medium.jpg?1471844515,,113521,ART
Sympetrum vicinum,(Hagen),,autumn meadowhawk,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,confirmed,observed,1984-09-02,Geoffrey G.E. Scudder,SEM,SEM-UBC ODO-3080,,2017-10-18,Marty Moser,https://www.inaturalist.org/observations/8756845,https://static.inaturalist.org/photos/11758449/medium.jpg?1510368423,,68139,ART
Camnula pellucida,,,clear-winged grasshopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Oedipodinae,native,S5 (2012),new 2016,observed,,,,,,2016-09-01,Andrew Simon,http://www.inaturalist.org/observations/4016890,https://static.inaturalist.org/photos/4745155/medium.jpg?1472819042,,155274,ART
Dissosteira carolina,,,Carolina grasshopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Oedipodinae,,,new 2018,observed,,,,,,2018-07-14,Andrew Simon,https://www.inaturalist.org/observations/14367579,https://static.inaturalist.org/photos/21355499/medium.jpeg?1531614228,,126206,ART
Melanoplus sanguinipes,(Fabricius),,migratory grasshopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Melanoplinae,native,S5 (2012),confirmed,observed,1990-09-01,Geoffrey G.E. Scudder,SEM,SEM-UBC ORT-0507,,2015-08-28,Andrew Simon,http://www.inaturalist.org/observations/1930967,https://static.inaturalist.org/photos/2362369/medium.jpg?1441833444,,,ART
Trimerotropis cf fontana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Oedipodinae,,,new 2018,observed,,,,,,2018-08-08,Andrew Simon,https://www.inaturalist.org/observations/15254818,https://static.inaturalist.org/photos/22824976/medium.jpeg?1533793289,,51494,ART
Trimerotropis verruculata suffusa,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Oedipodinae,native,S5 (2012),new 2018,observed,,,,,,2018-09-07,Michael Beach,https://www.inaturalist.org/observations/16331319,https://static.inaturalist.org/photos/24539278/original.jpg?1536439400,,153393,ART
Gryllus pennsylvanicus,Burmeister,,fall field cricket,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Grylloidea,Gryllidae,Gryllinae,native,S5 (2012),confirmed,observed,1979-09-16,Geoffrey G.E. Scudder,SEM,SEM-UBC GRY-0567,,2016-08-24,Andrew Simon,http://www.inaturalist.org/observations/3958717,https://static.inaturalist.org/photos/4666529/medium.jpg?1472110807,,122193,ART
Myrmecophilus oregonensis,Bruner,,west coast ant cricket,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Grylloidea,Myrmecophilidae,,,,reported,unobserved,1998-04-21,Geoffrey G.E. Scudder,SEM,SEM-UBC GRY-0769,,,,,,,,ART
Ceuthophilus agassizii,,,camel cricket,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Rhaphidophoroidea,Rhaphidophoridae,Ceuthophilinae,,,new 2016,observed,,,,,,2017-05-27,Andrew Simon,https://www.inaturalist.org/observations/6491446,https://static.inaturalist.org/photos/8213304/original.jpg?1496565130,,216542,ART
Pristoceuthophilus celatus,(Scudder),,camel cricket,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Rhaphidophoroidea,Rhaphidophoridae,Ceuthophilinae,,,confirmed,observed,1991-10-30,Geoffrey G.E. Scudder,SEM,SEM-UBC GRY-0128,,2016-09-10,Rolando Lampitoc,http://www.inaturalist.org/observations/4438567,https://static.inaturalist.org/photos/5343045/medium.jpg?1477464526,,228730,ART
Tetrix subulata,Linnaeus,,slender groundhopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Tetrigoidea,Tetrigidae,,,,reported,unobserved,1981-04-18,Robert Cannings,RBCM,ENT991-014525,,,,,,,,ART
Conocephalus fasciatus,(DeGeer),,western meadow katydid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Tettigonioidea,Tettigoniidae,Conocephalinae,native,S5 (2012),confirmed,observed,1986-09-02,Geoffrey G.E. Scudder,SEM,SEM-UBC GRY-0481,,2016-08-14,Andrew Simon,http://www.inaturalist.org/observations/3890743,https://static.inaturalist.org/photos/4568557/medium.jpg?1471241899,,129261,ART
Meconema thalassinum,,,drumming katydid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Tettigonioidea,Tettigoniidae,Meconematinae,,,new 2016,observed,,,,,,2016-08-15,Michael Hoebel,http://www.inaturalist.org/observations/3897106,https://static.inaturalist.org/photos/4578203/medium.jpg?1471327914,,119170,ART
Neduba steindachneri,(Hermann),,Steindachner’s shieldback,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Tettigonioidea,Tettigoniidae,Tettigoniinae,,,reported,unobserved,1979-09-15,Geoffrey G.E. Scudder,RBCM,ENT991-014585,,,,,,,,ART
Ostrocerca dimicki,(Frison),,hooked forestfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Plecoptera,,Nemouroidea,Nemouridae,,,,reported,unobserved,1981-04-19,Geoffrey G.E. Scudder,SEM,SEM-UBC PLE-0794,,,,,,,,ART
Ectopsocus sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Psocodea,Psocomorpha,,Ectopsocidae,,,,new 2017,observed,,,,,,2017-05-12,Scott Gilmore,https://www.inaturalist.org/observations/6206112,https://static.inaturalist.org/photos/7793299/medium.jpeg?1494773811,,252535,ART
Loensia sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Psocodea,Psocomorpha,,Psocidae,Psocinae,,,new 2018,observed,,,,,,2018-05-20,Scott Gilmore,https://www.inaturalist.org/observations/12958536,https://static.inaturalist.org/photos/18837125/medium.jpeg?1527701481,,466050,ART
Graphopsocus cruciatus,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Psocodea,Psocomorpha,,Stenopsocidae,,,,new 2017,observed,,,,,,2017-05-12,Scott Gilmore,https://www.inaturalist.org/observations/6206111,https://static.inaturalist.org/photos/7793317/medium.jpeg?1494773876,,200017,ART
Cerobasis guestfalica,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Psocodea,Trogiomorpha,,Trogiidae,,,,new 2019,observed,,,,,,2019-09-20,Scott Gilmore,https://www.inaturalist.org/observations/33113292,https://static.inaturalist.org/photos/51980621/medium.jpg?1569042084,,245799,ART
Cerobasis sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Psocodea,Trogiomorpha,,Trogiidae,,,,new 2018,observed,,,,,,2018-05-19,Scott Gilmore,https://www.inaturalist.org/observations/13016718,https://static.inaturalist.org/photos/18939211/medium.jpeg?1527879318,,248683,ART
Agulla adnixa,(Hagen),,snake fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Raphidioptera,,,Raphidiidae,Raphidiinae,,,reported,unobserved,1975-07-11,N.C. Scudder,SEM,SEM-UBC RAP-0067,,,,,,,,ART
Agulla assimilis,(Albarda),,snake fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Raphidioptera,,,Raphidiidae,Raphidiinae,,,confirmed,observed,1989-08-19,Geoffrey G.E. Scudder,SEM,SEM-UBC RAP-0125,,2018-05-20,Andrew Simon,https://www.inaturalist.org/observations/12651718,https://static.inaturalist.org/photos/18304639/medium.jpeg?1526847432,,498347,ART
Agulla herbsti,(Esben-Petersen),,snake fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Raphidioptera,,,Raphidiidae,Raphidiinae,,,reported,unobserved,1974-05-19,Geoffrey G.E. Scudder,SEM,SEM-UBC RAP-0238,,,,,,,,ART
Synecdoche nemoralis,(Van Duzee),,planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,Paraneoptera,Rhynchota,Homoptera,Fulgoroidea,Achilidae,Achilinae,,,confirmed,observed,1973-07-09,Geoffrey G.E. Scudder,SEM,SEM-UBC HOM-0050,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6223432,https://static.inaturalist.org/photos/7818470/medium.jpeg?1494871124,,498498,ART
Ctenocephalides felis,,,cat flea,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,Panorpida,Siphonaptera,,Pulicoidea,Pulicidae,,,,new 2017,observed,,,,,,2017-10-19,Lauren Magner,https://www.inaturalist.org/observations/8474977,https://static.inaturalist.org/photos/11300406/medium.jpg?1508479135,,311218,ART
Lenarchus vastus,(Hagen),,caddisfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,,,,reported,unobserved,1975-08-28,Geoffrey G.E. Scudder,SEM,SEM-UBC TRI-0441,,,,,,,,ART
Limnephilus externus,Hagen,,caddisfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,,,,reported,unobserved,1981-07-07,Geoffrey G.E. Scudder,SEM,SEM-UBC TRI-0176,,,,,,,,ART
Limnephilus nogus,Ross,,caddisfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,,,,reported,unobserved,1987-04-19,Geoffrey G.E. Scudder,SEM,SEM-UBC TRI-0247,,,,,,,,ART
Limnephilus sitchensis,Kolenati,,caddisfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,,,,reported,unobserved,1981-04-19,Geoffrey G.E. Scudder,SEM,SEM-UBC TRI-0313,,,,,,,,ART
Polycentropus remotus,Banks,,tube maker caddisfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Annulipalpia,Hydropsychoidea,Polycentropodidae,,,,reported,unobserved,1987-08-07,Geoffrey G.E. Scudder,SEM,SEM-UBC TRI-0100,,,,,,,,ART
Ampelisca hancocki,"J. L. Barnard, 1954",,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Gammaridea,Ampeliscoidea,Ampeliscidae,,,,reported,unobserved,1961-06-22,,RBCM,976-01146-018,1898315672,,,,,,295404,ART
Ampelisca lobata,"Holmes, 1908",,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Gammaridea,Ampeliscoidea,Ampeliscidae,,,,reported,unobserved,1961-06-22,,RBCM,976-01146-017,1898267968,,,,,,295407,ART
Ampelisca unsocalae,"J. L. Barnard, 1960",,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Gammaridea,Ampeliscoidea,Ampeliscidae,,,,reported,unobserved,1961-06-22,,RBCM,976-01146-019,1898311199,,,,,,313004,ART
Ampithoe lacertosa,"Bate, 1858",,sea lettuce sea flea,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Corophioidea,Ampithoidae,,,,reported,unobserved,2009-02-14,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,260501,ART
Caprella alaskana,"Mayer, 1903",,Alaskan skeleton shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Caprelloidea,Caprellidae,Caprellinae,,,reported,unobserved,2008-06-21,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,508889,ART
Caprella mutica,"Schurin, 1935",,Japanese skeleton shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Caprelloidea,Caprellidae,Caprellinae,,,new 2016,observed,,,,,,2010-08-21,Karolle Wall,http://www.inaturalist.org/observations/4052123,https://static.inaturalist.org/photos/4799013/medium.jpg?1473206733,,64634,ART
Photis brevipes,"Shoemaker, 1942",,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Corophiidea,Isaeoidea,Isaeidae,,,,reported,unobserved,1961-06-22,,RBCM,976-01146-002,1898291753,,,,,,295828,ART
Chromopleustes oculatus,"(Holmes, 1908)",,black-and-white sea flea,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Amphilochoidea,Pleustidae,,,,reported,unobserved,1995-02-24,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,796029,ART
Megalorchestia pugettensis,"(Dana, 1853)",,Puget Sound beach flea,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talidtroidea,Talitridae,,,,new 2018,observed,,,,,,2018-08-01,Andrew Simon,https://www.inaturalist.org/observations/15038969,https://static.inaturalist.org/photos/22447275/medium.jpeg?1533189567,,63289,ART
Traskorchestia traskiana,"(Stimpson, 1857)",,Pacific beach hopper,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talidtroidea,Talitridae,,,,new 2017,observed,,,,,,2017-03-30,Andrew Simon,https://www.inaturalist.org/observations/5516564,https://static.inaturalist.org/photos/6803892/medium.jpg?1490951042,,130223,ART
Neotrypaea californiensis,"(Dana, 1854)",,bay ghost shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Callianassoidea,Callianassidae,,,,confirmed,observed,1995-02-23,Andy Lamb & Donna Gibbs,Ocean Wise,,,2019-04-20,Natalie Kennedy,https://www.inaturalist.org/observations/22842052,https://static.inaturalist.org/photos/35403651/medium.jpg?1555881841,,56659,ART
Cancer productus,"Randall, 1840",,red rock crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cancridae,,,,confirmed,observed,1985-12-07,Andy Lamb & Donna Gibbs,Ocean Wise,,,2015-08-28,Andrew Simon,http://www.inaturalist.org/observations/2026014,https://static.inaturalist.org/photos/2464687/medium.jpg?1443768648,,47826,ART
Glebocarcinus oregonensis,"(Dana, 1852)",,pygmy rock crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cancridae,,,,confirmed,observed,1986-04-08,,RBCM,986-00191-003,,2016-04-08,Karolle Wall,http://www.inaturalist.org/observations/2909693,https://static.inaturalist.org/photos/3329265/medium.jpg?1460260146,,429951,ART
Metacarcinus gracilis,"(Dana, 1852)",,graceful crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cancridae,,,,confirmed,observed,1973-06-14,Philip Lambert,RBCM,973-00137-019,1898314378,2016-08-17,Andrew Simon,http://www.inaturalist.org/observations/3910088,https://static.inaturalist.org/photos/4596650/medium.jpeg?1471494095,,116721,ART
Metacarcinus magister,"(Dana, 1852)",,dungeness crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cancridae,,,,confirmed,observed,1996-05-29,Andy Lamb & Donna Gibbs,Ocean Wise,,,2018-05-29,Karolle Wall,https://www.inaturalist.org/observations/12970642,https://static.inaturalist.org/photos/18856857/medium.jpg?1527728313,,63697,ART
Telmessus cheiragonus,"(Tilesius, 1812)",,helmet crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cheiragonidae,,,,confirmed,observed,1996-05-29,Andy Lamb & Donna Gibbs,Ocean Wise,,,2017-05-29,Karolle Wall,https://www.inaturalist.org/observations/7659462,https://static.inaturalist.org/photos/10025820/medium.jpg?1503767341,,180391,ART
Crangon franciscorum,"Stimpson, 1856",,California bay shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Crangonoidea,Crangonidae,,,,new 2018,observed,,,,,,2018-05-31,Karolle Wall,https://www.inaturalist.org/observations/13026269,https://static.inaturalist.org/photos/18955413/medium.jpg?1527899931,,48812,ART
Metacrangon munita,"(Dana, 1852)",,coastal spinyhead,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Crangonoidea,Crangonidae,,,,reported,unobserved,1928-07-18,,RBCM,015-00224-001,1898292947,,,,,,459610,ART
Chorilia longipes,"Dana, 1851",,longhorn decorator crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Epialtidae,,,,confirmed,observed,2009-04-04,Andy Lamb & Donna Gibbs,Ocean Wise,,,2019-05-04,Isabelle Côté,https://www.inaturalist.org/observations/24797935,https://static.inaturalist.org/photos/38351569/medium.jpeg?1557343154,,459559,ART
Pugettia gracilis,"Dana, 1851",,graceful kelp crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Epialtidae,,,,confirmed,observed,,,RBCM,986-00191-004,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976672,https://static.inaturalist.org/photos/3420939/medium.jpg?1461100591,,130344,ART
Pugettia producta,"(J.W. Randall, 1840)",,northern kelp crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Epialtidae,,,,confirmed,observed,1969-02-22,Andy Lamb & Donna Gibbs,Ocean Wise,,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763431,https://static.inaturalist.org/photos/3127685/medium.jpg?1457577719,,49723,ART
Heptacarpus brevirostris,"(Dana, 1852)",,stout coastal shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Hippolytidae,,,,new 2017,observed,,,,,,2017-05-26,Karolle Wall,https://www.inaturalist.org/observations/7674355,https://static.inaturalist.org/photos/10049751/medium.jpg?1503850708,,63679,ART
Acantholithodes hispidus,"(Stimpson, 1860)",,hairy-spined crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,,reported,unobserved,1994-09-10,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,450310,ART
Cryptolithodes sitchensis,"Brandt, 1853",,umbrella crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,,reported,unobserved,1999-10-02,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,47395,ART
Cryptolithodes typicus,"Brandt, 1848",,butterfly crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,,reported,unobserved,1985-07-29,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,53845,ART
Hapalogaster mertensii,"Brandt, 1850",,hairy crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,,reported,unobserved,1969-02-22,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,51635,ART
Lopholithodes mandtii,"Brandt, 1848",,Puget Sound king crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,,confirmed,observed,1994-02-27,Andy Lamb & Donna Gibbs,Ocean Wise,,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763457,https://static.inaturalist.org/photos/3127728/medium.jpg?1457578159,,459608,ART
Oedignathus inermis,"(Stimpson, 1860)",,granular claw crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,,confirmed,observed,1994-09-10,Andy Lamb & Donna Gibbs,Ocean Wise,,,1978-03-19,Rick Harbo,https://www.inaturalist.org/observations/31752288,https://static.inaturalist.org/photos/49729116/original.jpg?1567114020,,194566,ART
Phyllolithodes papillosus,"Brandt, 1848",,heart crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,,reported,unobserved,1969-02-21,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,424896,ART
Placetron wosnessenskii,"Schalfeew, 1892",,scaled crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,,reported,unobserved,1999-07-31,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,459657,ART
Rhinolithodes wosnessenskii,"Brandt, 1848",,rhinoceros crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,,reported,unobserved,1994-09-10,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,459660,ART
Munida quadrispina,"Benedict, J.E. (1902)",,squat lobster,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Galatheoidea,Munididae,,,,new 2019,observed,,,,,,2019-07-05,Randi Mulder,https://www.inaturalist.org/observations/28244312,https://static.inaturalist.org/photos/44014860/medium.jpg?1562351914,,334674,ART
Hyas lyratus,"Dana, 1851",,Pacific lyre crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Oregoniidae,,,,reported,unobserved,1961-05-13,Dan Quayle,RBCM,982-00207-001,1898319325,,,,,,459591,ART
Oregonia gracilis,"Dana, 1851",,graceful decorator crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Oregoniidae,,,,confirmed,observed,1973-09-21,Andy Lamb & Donna Gibbs,Ocean Wise,,,2017-05-29,Karolle Wall,https://www.inaturalist.org/observations/7647272,https://static.inaturalist.org/photos/10005307/medium.jpg?1503684106,,84267,ART
Elassochirus gilli,"(J.E. Benedict, 1892)",,orange hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,,reported,unobserved,1993-08-16,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,459568,ART
Elassochirus tenuimanus,"(Dana, 1851)",,widehand hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,,reported,unobserved,1993-08-16,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,459569,ART
Pagurus armatus,"(Dana, 1851)",,blackeyed hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,,reported,unobserved,1969-02-21,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,459543,ART
Pagurus beringanus,"(J.E. Benedict, 1892)",,Bering hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,,confirmed,observed,1986-04-08,,RBCM,986-00191-005,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854421,https://static.inaturalist.org/photos/3256322/medium.jpg?1459377930,,362749,ART
Pagurus caurinus,"J.F.L. Hart, 1971",,Greenmark hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,,confirmed,observed,2005-12-10,Andy Lamb & Donna Gibbs,Ocean Wise,,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854836,https://static.inaturalist.org/photos/3256948/original.jpg?1459382325,,180026,ART
