Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time,Common name,iNaturalist taxon name,iNaturalist taxon ID,Observation count
Hemilepidotus hemilepidotus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Hemilepidotus,,,,,,,,,,red Irish lord,Hemilepidotus hemilepidotus,221165,1
Icelinus tenuis,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Icelinus,,,,,,,,,,spotfin sculpin,Icelinus tenuis,222146,1
Jordania zonope,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Jordania,,,,,,,,,,longfin sculpin,Jordania zonope,222465,1
Leptocottus armatus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Leptocottus,,,,,,,,,,Pacific staghorn sculpin,Leptocottus armatus,49163,1
Myoxocephalus polyacanthocephalus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Myoxocephalus,,,,,,,,,,great sculpin,Myoxocephalus polyacanthocephalus,47640,1
Oligocottus maculosus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Oligocottus,,,,,,,,,,tidepool sculpin,Oligocottus maculosus,67629,1
Scorpaenichthys marmoratus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Scorpaenichthys,,,,,,,,,,cabezon,Scorpaenichthys marmoratus,47638,1
Synchirus gilli,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Synchirus,,,,,,,,,,manacled sculpin,Synchirus gilli,232130,1
Triglops macellus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Triglops,,,,,,,,,,roughspine sculpin,Triglops macellus,232944,1
Nautichthys oculofasciatus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hemitripteridae,,,Nautichthys,,,,,,,,,,sailfin sculpin,Nautichthys oculofasciatus,183019,1
Hexagrammos decagrammus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,Hexagramminae,,Hexagrammos,,,,,,,,,,kelp greenling,Hexagrammos decagrammus,68596,1
Hexagrammos stelleri,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,Hexagramminae,,Hexagrammos,,,,,,,,,,whitespotted greenling,Hexagrammos stelleri,186849,1
Ophiodon elongatus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,Ophiodontinae,,Ophiodon,,,,,,,,,,lingcod,Ophiodon elongatus,52539,1
Oxylebius pictus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,Oxylebiinae,,Oxylebius,,,,,,,,,,painted greenling,Oxylebius pictus,48452,1
Liparis dennyi,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Liparidae,,,Liparis,,,,,,,,,,marbled snailfish,Liparis dennyi,180028,1
Liparis florae,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Liparidae,,,Liparis,,,,,,,,,,tidepool snailfish,Liparis florae,117539,1
Liparis pulchellus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Liparidae,,,Liparis,,,,,,,,,,showy snailfish,Liparis pulchellus,223899,1
Psychrolutes sigalutes,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Psychrolutidae,,,Psychrolutes,,,,,,,,,,soft sculpin,Psychrolutes sigalutes,229295,1
Rhamphocottus richardsonii,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Rhamphocottidae,,,Rhamphocottus,,,,,,,,,,grunt sculpin,Rhamphocottus richardsonii,51881,1
Sebastes auriculatus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,,,,,,,,,,brown rockfish,Sebastes auriculatus,117541,1
Sebastes caurinus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,,,,,,,,,,copper rockfish,Sebastes caurinus,68597,1
Sebastes diploproa,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,,,,,,,,,,splitnose rockfish,Sebastes diploproa,64448,1
Sebastes emphaeus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,,,,,,,,,,Puget Sound rockfish,Sebastes emphaeus,64468,1
Sebastes flavidus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,,,,,,,,,,yellowtail rockfish,Sebastes flavidus,64477,1
Sebastes maliger,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,,,,,,,,,,quillback rockfish,Sebastes maliger,63386,1
Sebastes melanops,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,,,,,,,,,,black rockfish,Sebastes melanops,47760,1
Sebastes nigrocinctus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,,,,,,,,,,tiger rockfish,Sebastes nigrocinctus,230757,1
Sebastes ruberrimus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,,,,,,,,,,yellow-eye rockfish,Sebastes ruberrimus,63695,1
Syngnathus leptorhynchus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Syngnathiformes,,,Syngnathidae,Syngnathinae,,Syngnathus,,,,,,,,,,bay pipefish,Syngnathus leptorhynchus,54538,1
Pseudacris regilla,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Hylidae,Acridinae,,Pseudacris,,,,,,,,,,northern Pacific treefrog,Pseudacris regilla,24259,1
Rana aurora,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,,Rana,,,,,,,,,,northern red-legged frog,Rana aurora,25545,1
Ambystoma gracile,Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,Ambystomatidae,,,Ambystoma,,,,,,,,,,northwestern salamander,Ambystoma gracile,26747,1
Ambystoma macrodactylum,Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,Ambystomatidae,,,Ambystoma,,,,,,,,,,long-toed salamander,Ambystoma macrodactylum,26754,1
Taricha granulosa,Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,Salamandridae,Pleurodelinae,,Taricha,,,,,,,,,,rough-skinned newt,Taricha granulosa,27826,1
Clavelina huntsmani,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Clavelinidae,,,Clavelina,,,,,,,,,,light-bulb tunicate,Clavelina huntsmani,51984,1
Pycnoclavella stanleyi,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Clavelinidae,,,Pycnoclavella,,,,,,,,,,yellow social ascidian,Pycnoclavella stanleyi,424274,1
Didemnum carnulentum,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Didemnidae,,,Didemnum,,,,,,,,,,Pacific white crust,Didemnum carnulentum,344918,1
Didemnum sp.,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Didemnidae,,,Didemnum,,,,,,,,,,white glove leather,Didemnum,55512,3
Diplosoma listerianum,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Didemnidae,,,Diplosoma,,,,,,,,,,gray encrusting compound tunicate,Diplosoma listerianum,81778,1
Trididemnum alexi,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Didemnidae,,,Trididemnum,,,,,,,,,,speckled compound tunicate,Trididemnum alexi,798823,1
Distaplia occidentalis,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Holozoidae,,,Distaplia,,,,,,,,,,mushroom compound tunicate,Distaplia occidentalis,347339,1
Cystodytes lobatus,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polycitoridae,,,Cystodytes,,,,,,,,,,lobed compound tunicate,Cystodytes lobatus,339197,1
Eudistoma molle,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polycitoridae,,,Eudistoma,,,,,,,,,,red-dotted compound tunicate,Eudistoma molle,448127,1
Aplidium californicum,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polyclinidae,,,Aplidium,,,,,,,,,,California sea pork,Aplidium californicum,131232,1
Aplidium solidum,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polyclinidae,,,Aplidium,,,,,,,,,,red ascidian,Aplidium solidum,195372,1
Synoicum parfustis,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polyclinidae,,,Synoicum,,,,,,,,,,peach-coloured compound tunicate,Synoicum parfustis,424278,1
Eudistoma purpuropunctatum,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polycitoridae,,,Eudistoma,,,,,,,,,,mauve lobed compound tunicate,Eudistoma purpuropunctatum,492675,1
Ascidia columbiana,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Ascidiidae,,,Ascidia,,,,,,,,,,sea blisters,Ascidia columbiana,428617,1
Ascidia paratropa,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Ascidiidae,,,Ascidia,,,,,,,,,,glassy tunicate,Ascidia paratropa,415129,1
Ciona savignyi,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Cionidae,,,Ciona,,,,,,,,,,sea vase,Ciona savignyi,81614,1
Chelyosoma productum,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Corellidae,,,Chelyosoma,,,,,,,,,,disc-top tunicate,Chelyosoma productum,428793,1
Corella inflata,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Corellidae,,,Corella,,,,,,,,,,brooding transparent tunicate,Corella inflata,347987,1
Corella sp.,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Corellidae,,,Corella,,,,,,,,,,tunicate,Corella,347993,1
Corella willmeriana,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Corellidae,,,Corella,,,,,,,,,,transparent tunicate,Corella willmeriana,447661,1
Perophora annectens,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Perophoridae,,,Perophora,,,,,,,,,,yellow social tunicate,Perophora annectens,372665,1
Boltenia villosa,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Boltenia,,,,,,,,,,hairy tunicate,Boltenia villosa,194568,1
Halocynthia igaboja,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Halocynthia,,,,,,,,,,bristly tunicate,Halocynthia igaboja,428524,1
Cnemidocarpa finmarkiensis,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Cnemidocarpa,,,,,,,,,,broadbase tunicate,Cnemidocarpa finmarkiensis,47807,1
Styela montereyensis,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Styela,,,,,,,,,,stalked tunicate,Styela montereyensis,333922,1
Molgula pacifica,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Molgulidae,,,Molgula,,,,,,,,,,globular ascidian,Molgula pacifica,800031,1
Bathypera feminalba,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Bathypera,,,,,,,,,,tiny white tunicate,Bathypera feminalba,800127,1
Halocynthia aurantium,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Halocynthia,,,,,,,,,,Pacific sea peach,Halocynthia aurantium,473652,1
Pyura haustor,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Pyura,,,,,,,,,,warty tunicate,Pyura haustor,333504,1
Pyura mirabilis,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Pyura,,,,,,,,,,Aladdin's lamp tunicate,Pyura mirabilis,552416,1
Botrylloides violaceus,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Botrylloides,,,,,,,,,,lined compound ascidian,Botrylloides violaceus,81776,1
Metandrocarpa taylori,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Metandrocarpa,,,,,,,,,,orange social tunicate,Metandrocarpa taylori,371195,1
Styela gibbsii,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Styela,,,,,,,,,,brown tunicate,Styela gibbsii,521988,1
Accipiter cooperii,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,Accipiter,,,,,,,,,,Cooper's hawk,Accipiter cooperii,5112,1
Accipiter gentilis,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,Accipiter,,,,,,,,,,northern goshawk,Accipiter gentilis,5108,1
Accipiter striatus,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,Accipiter,,,,,,,,,,sharp-shinned hawk,Accipiter striatus,5097,1
Aquila chrysaetos,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,Aquila,,,,,,,,,,golden eagle,Aquila chrysaetos,5074,1
Buteo jamaicensis,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,Buteo,,,,,,,,,,red-tailed hawk,Buteo jamaicensis,5212,1
Circus hudsonius,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,Circus,,,,,,,,,,northern harrier,Circus hudsonius,558446,1
Haliaeetus leucocephalus washingtoniensis,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,Haliaeetus,,,,,,,,,,bald eagle,Haliaeetus leucocephalus washingtoniensis,126771,1
Cathartes aura,Animalia,Chordata,Vertebrata,,Aves,,,Cathartiformes,,,Cathartidae,,,Cathartes,,,,,,,,,,turkey vulture,Cathartes aura,4756,1
Pandion haliaetus,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Pandionidae,,,Pandion,,,,,,,,,,osprey,Pandion haliaetus,116999,1
Aix sponsa,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Aix,,,,,,,,,,wood duck,Aix sponsa,7107,1
Anas acuta,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Anas,,,,,,,,,,northern pintail,Anas acuta,6933,1
Anas carolinensis,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Anas,,,,,,,,,,green-winged teal,Anas crecca carolinensis,123676,1
Anas clypeata,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Spatula,,,,,,,,,,northern shoveler,Spatula clypeata,558438,1
Anas platyrhynchos,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Anas,,,,,,,,,,mallard,Anas platyrhynchos,6930,1
Anser albifrons,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Anser,,,,,,,,,,greater white-fronted goose,Anser albifrons,7019,1
Aythya affinis,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Aythya,,,,,,,,,,lesser scaup,Aythya affinis,7054,1
Aythya collaris,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Aythya,,,,,,,,,,ring-necked duck,Aythya collaris,7044,1
Aythya marila,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Aythya,,,,,,,,,,greater scaup,Aythya marila,7047,1
Branta canadensis,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Branta,,,,,,,,,,Canada goose,Branta canadensis,7089,1
Branta hutchinsii,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Branta,,,,,,,,,,cackling goose,Branta hutchinsii,59220,1
Bucephala albeola,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Bucephala,,,,,,,,,,bufflehead,Bucephala albeola,6993,1
Bucephala clangula,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Bucephala,,,,,,,,,,common goldeneye,Bucephala clangula,6990,1
Bucephala islandica,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Bucephala,,,,,,,,,,barrow's goldeneye,Bucephala islandica,6994,1
Cairina moschata,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Cairina,,,,,,,,,,muscovy duck,Cairina moschata,7120,1
Chen caerulescens,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Anser,,,,,,,,,,snow goose,Anser caerulescens,558426,1
Clangula hyemalis,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Clangula,,,,,,,,,,long-tailed duck,Clangula hyemalis,7170,1
Cygnus buccinator,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Cygnus,,,,,,,,,,trumpeter swan,Cygnus buccinator,6915,1
Cygnus olor,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Cygnus,,,,,,,,,,mute swan,Cygnus olor,6921,1
Histrionicus histrionicus,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Histrionicus,,,,,,,,,,harlequin duck,Histrionicus histrionicus,7111,1
Lophodytes cucullatus,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Lophodytes,,,,,,,,,,hooded merganser,Lophodytes cucullatus,7109,1
Mareca americana,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Mareca,,,,,,,,,,American wigeon,Mareca americana,485176,1
Mareca penelope,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Mareca,,,,,,,,,,Eurasian wigeon,Mareca penelope,558441,1
Mareca strepera,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Mareca,,,,,,,,,,gadwall,Mareca strepera,558439,1
Melanitta americana,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Melanitta,,,,,,,,,,black scoter,Melanitta americana,144220,1
Melanitta deglandi,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Melanitta,,,,,,,,,,white-winged scoter,Melanitta deglandi,827373,1
Melanitta perspicillata,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Melanitta,,,,,,,,,,surf scoter,Melanitta perspicillata,7036,1
Mergus merganser,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Mergus,,,,,,,,,,common merganser,Mergus merganser,7004,1
Mergus serrator,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Mergus,,,,,,,,,,red-breasted merganser,Mergus serrator,6996,1
Chaetura vauxi,Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,Apodidae,,,Chaetura,,,,,,,,,,Vaux’s swift,Chaetura vauxi,6557,1
Cypseloides niger,Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,Apodidae,,,Cypseloides,,,,,,,,,,black swift,Cypseloides niger,6667,1
Calypte anna,Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,Trochilidae,,,Calypte,,,,,,,,,,Anna's hummingbird,Calypte anna,6317,1
Selasphorus rufus,Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,Trochilidae,,,Selasphorus,,,,,,,,,,rufous hummingbird,Selasphorus rufus,6363,1
Chordeiles minor,Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,Caprimulgidae,,,Chordeiles,,,,,,,,,,common nighthawk,Chordeiles minor,19577,1
Brachyramphus marmoratus,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Alcidae,,,Brachyramphus,,,,,,,,,,marbled murrelet,Brachyramphus marmoratus,4531,1
Cepphus columba,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Alcidae,,,Cepphus,,,,,,,,,,pigeon guillemot,Cepphus columba,4415,1
Cerorhinca monocerata,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Alcidae,,,Cerorhinca,,,,,,,,,,rhinoceros auklet,Cerorhinca monocerata,4553,1
Synthliboramphus antiquus,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Alcidae,,,Synthliboramphus,,,,,,,,,,ancient murrelet,Synthliboramphus antiquus,4561,1
Uria aalge,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Alcidae,,,Uria,,,,,,,,,,common murre,Uria aalge,4519,1
Charadrius semipalmatus,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Charadriidae,,,Charadrius,,,,,,,,,,semi-palmated plover,Charadrius semipalmatus,4817,1
Charadrius vociferus,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Charadriidae,,,Charadrius,,,,,,,,,,killdeer,Charadrius vociferus,4793,1
Haematopus bachmani,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Haematopodidae,,,Haematopus,,,,,,,,,,black oystercatcher,Haematopus bachmani,4838,1
Chroicocephalus philadelphia,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Chroicocephalus,,,,,,,,,,Bonaparte's gull,Chroicocephalus philadelphia,144502,1
Larus argentatus,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,,,,,,,,,,herring gull,Larus argentatus,204533,1
Larus californicus,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,,,,,,,,,,California gull,Larus californicus,4385,1
Larus canus,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,,,,,,,,,,mew gull,Larus canus,4356,1
Larus delawarensis,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,,,,,,,,,,ring-billed gull,Larus delawarensis,4364,1
Larus glaucescens,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,,,,,,,,,,glaucous-winged gull,Larus glaucescens,4399,1
Larus glaucoides thayeri,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,,,,,,,,,,Iceland gull,Larus glaucoides thayeri,556736,1
Larus heermanni,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,,,,,,,,,,Heermann’s gull,Larus heermanni,4353,1
Larus occidentalis,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,,,,,,,,,,western gull,Larus occidentalis,4345,1
Sterna hirundo,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Sterninae,,Sterna,,,,,,,,,,common tern,Sterna hirundo,4450,1
Actitis macularius,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Actitis,,,,,,,,,,spotted sandpiper,Actitis macularius,72458,1
Arenaria interpres,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Arenaria,,,,,,,,,,ruddy turnstone,Arenaria interpres,3938,1
Arenaria melanocephala,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Arenaria,,,,,,,,,,black turnstone,Arenaria melanocephala,3941,1
Calidris mauri,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Calidris,,,,,,,,,,western sandpiper,Calidris mauri,3855,1
Calidris virgata,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Calidris,,,,,,,,,,surfbird,Calidris virgata,339592,1
Gallinago delicata,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Gallinago,,,,,,,,,,Wilson’s snipe,Gallinago delicata,144496,1
Limnodromus scolopaceus,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Limnodromus,,,,,,,,,,long-billed dowitcher,Limnodromus scolopaceus,3873,1
Phalaropus fulicarius,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Phalaropus,,,,,,,,,,red phalarope,Phalaropus fulicarius,73203,1
Phalaropus lobatus,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Phalaropus,,,,,,,,,,red-necked phalarope,Phalaropus lobatus,3959,1
Tringa flavipes,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Tringa,,,,,,,,,,lesser yellowlegs,Tringa flavipes,3893,1
Tringa melanoleuca,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Tringa,,,,,,,,,,greater yellowlegs,Tringa melanoleuca,3892,1
Columba livia,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,Columba,,,,,,,,,,rock pigeon,Columba livia,3017,1
Patagioenas fasciata,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,Patagioenas,,,,,,,,,,band-tailed pigeon,Patagioenas fasciata,3108,1
Streptopelia decaocto,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,Streptopelia,,,,,,,,,,Eurasian collared dove,Streptopelia decaocto,2969,1
Zenaida macroura,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,Zenaida,,,,,,,,,,mourning dove,Zenaida macroura,3454,1
Megaceryle alcyon,Animalia,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,Alcedinidae,,,Megaceryle,,,,,,,,,,belted kingfisher,Megaceryle alcyon,2548,1
Falco columbarius,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,Falconidae,,,Falco,,,,,,,,,,merlin,Falco columbarius,4672,1
Falco peregrinus,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,Falconidae,,,Falco,,,,,,,,,,peregrine falcon,Falco peregrinus,4647,1
Falco sparverius,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,Falconidae,,,Falco,,,,,,,,,,American kestrel,Falco sparverius,4665,1
Numida meleagris,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,Numididae,,,Numida,,,,,,,,,,helmeted guineafowl,Numida meleagris,1428,1
