Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time,Common name,iNaturalist taxon name,iNaturalist taxon ID,Observation count
Hapalogaster mertensii,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,Hapalogaster,,,,,,,,,,hairy crab,Hapalogaster mertensii,51635,1
Lopholithodes mandtii,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,Lopholithodes,,,,,,,,,,Puget Sound king crab,Lopholithodes mandtii,459608,1
Oedignathus inermis,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,Oedignathus,,,,,,,,,,granular claw crab,Oedignathus inermis,194566,1
Phyllolithodes papillosus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,Phyllolithodes,,,,,,,,,,heart crab,Phyllolithodes papillosus,424896,1
Placetron wosnessenskii,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,Placetron,,,,,,,,,,scaled crab,Placetron wosnessenskii,459657,1
Rhinolithodes wosnessenskii,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,Rhinolithodes,,,,,,,,,,rhinoceros crab,Rhinolithodes wosnessenskii,459660,1
Oregonia gracilis,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Oregoniidae,,,Oregonia,,,,,,,,,,graceful decorator crab,Oregonia gracilis,84267,1
Elassochirus gilli,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Elassochirus,,,,,,,,,,orange hermit,Elassochirus gilli,459568,1
Elassochirus tenuimanus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Elassochirus,,,,,,,,,,widehand hermit,Elassochirus tenuimanus,459569,1
Pagurus armatus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,,,,,,,,,,blackeyed hermit,Pagurus armatus,459543,1
Pagurus beringanus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,,,,,,,,,,Bering hermit,Pagurus beringanus,362749,1
Pagurus caurinus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,,,,,,,,,,Greenmark hermit,Pagurus caurinus,180026,1
Pagurus dalli,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,,,,,,,,,,whiteknee hermit,Pagurus dalli,459635,1
Pagurus granosimanus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,,,,,,,,,,grainy hermit crab,Pagurus granosimanus,127555,1
Pagurus hirsutiusculus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,,,,,,,,,,hairy hermit,Pagurus hirsutiusculus,63219,1
Pagurus kennerlyi,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,,,,,,,,,,bluespine hermit,Pagurus kennerlyi,459637,1
Pagurus ochotensis,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,,,,,,,,,,Alaskan hermit,Pagurus ochotensis,202044,1
Pagurus quaylei,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,,,,,,,,,,Quayle's hermit,Pagurus quaylei,366957,1
Pagurus samuelis,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,,,,,,,,,,blueband hermit,Pagurus samuelis,49095,1
Pagurus stevensae,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,,,,,,,,,,Stevens' hermit,Pagurus stevensae,459640,1
Pandalopsis lucidirimicola,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,,Pandalopsis,,,,,,,,,,sparkling shrimp,Pandalopsis lucidirimicola,459643,1
Pandalus danae,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,,Pandalus,,,,,,,,,,coonstripe shrimp,Pandalus danae,154708,1
Pandalus eous,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,,Pandalus,,,,,,,,,,spiny pink shrimp,Pandalus eous,459644,1
Pandalus hypsinotus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,,Pandalus,,,,,,,,,,coonstriped shrimp,Pandalus hypsinotus,226884,1
Pandalus platyceros,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,,Pandalus,,,,,,,,,,Pacific prawn,Pandalus platyceros,180394,1
Pandalus stenolepis,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,,Pandalus,,,,,,,,,,rough patch shrimp,Pandalus stenolepis,459645,1
Lophopanopeus bellus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Xanthoidea,Panopeidae,,,Lophopanopeus,,,,,,,,,,black-clawed crab,Lophopanopeus bellus,50818,1
Scyra acutifrons,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Pisidae,,,Scyra,,,,,,,,,,sharpnose crab,Scyra acutifrons,47712,1
Petrolisthes cinctipes,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Galatheoidea,Porcellanidae,,,Petrolisthes,,,,,,,,,,flat porcelain crab,Petrolisthes cinctipes,53620,1
Petrolisthes eriomerus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Galatheoidea,Porcellanidae,,,Petrolisthes,,,,,,,,,,flattop crab,Petrolisthes eriomerus,47803,1
Petrolisthes sp.,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Galatheoidea,Porcellanidae,,,Petrolisthes,,,,,,,,,,porcelain crab,Petrolisthes,47804,1
Eualus butleri,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Eualus,,,,,,,,,,sponge eualid,Eualus butleri,459508,1
Heptacarpus kincaidi,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Heptacarpus,,,,,,,,,,Kincaid's shrimp,Heptacarpus kincaidi,459524,1
Heptacarpus stylus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Heptacarpus,,,,,,,,,,stiletto shrimp,Heptacarpus stylus,458674,1
Heptacarpus tenuissimus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Heptacarpus,,,,,,,,,,slender shrimp,Heptacarpus tenuissimus,459527,1
Heptacarpus tridens,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Heptacarpus,,,,,,,,,,threespine shrimp,Heptacarpus tridens,459522,1
Lebbeus eludus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Lebbeus,,,,,,,,,,elusive lebbeid,Lebbeus eludus,459480,1
Lebbeus grandimanus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Lebbeus,,,,,,,,,,candy stripe shrimp,Lebbeus grandimanus,459598,1
Lebbeus mundus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Lebbeus,,,,,,,,,,cleaner lebbeid,Lebbeus mundus,459601,1
Hemigrapsus nudus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Grapsoidea,Varunidae,,,Hemigrapsus,,,,,,,,,,purple shore crab,Hemigrapsus nudus,48342,1
Hemigrapsus oregonensis,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Grapsoidea,Varunidae,,,Hemigrapsus,,,,,,,,,,yellow shore crab,Hemigrapsus oregonensis,69170,1
Euphausia sp.,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Euphausiacea,,,Euphausiidae,,,Euphausia,,,,,,,,,,krill,Euphausia,195136,1
Bopyroides hippolytes,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Cymothoida,Bopyroidea,Bopyridae,,,Bopyroides,,,,,,,,,,shrimp parasitic isopod,Bopyroides hippolytes,873867,1
Idotea resecata,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Valvifera,,Idoteidae,,,Pentidotea,,,,,,,,,,eelgrass isopod,Pentidotea resecata,141842,1
Ligia occidentalis,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Ligiidae,,,Ligia,,,,,,,,,,western sea roach,Ligia occidentalis,117674,1
Ligia pallasii,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Ligiidae,,,Ligia,,,,,,,,,,common rock louse,Ligia pallasii,84264,1
Ligidium gracile,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Ligiidae,,,Ligidium,,,,,,,,,,isopod,Ligidium gracile,339104,1
Oniscus asellus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Oniscidae,,,Oniscus,,,,,,,,,,common shiny woodlouse,Oniscus asellus,48284,1
Porcellio scaber,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Porcellionidae,,,Porcellio,,,,,,,,,,common rough woodlouse,Porcellio scaber,122238,1
Trachelipus rathkii,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Trachelipodidae,,,Trachelipus,,,,,,,,,,Rathki’s woodlouse,Trachelipus rathkii,203479,1
Laqueus vancouverensis,Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,Laqueioidea,Laqueidae,,,Laqueus,,,,,,,,,,transverse lamp shell,Laqueus vancouveriensis,525797,1
Bugula californica,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,,Bugula,,,,,,,,,,spiral bryozoan,Bugula californica,196131,1
Caulibugula californica,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,,Caulibugula,,,,,,,,,,parasol bryozoan,Caulibugula californica,802658,1
Dendrobeania lichenoides,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,,Dendrobeania,,,,,,,,,,leaf crust bryozoan,Dendrobeania lichenoides,339213,1
Dendrobeania murrayana,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,,Dendrobeania,,,,,,,,,,fan bryozoan,Dendrobeania murrayana,205170,1
Cellaria diffusa,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Cellarioidea,Cellariidae,,,Cellaria,,,,,,,,,,spindly rabbit-ear bryozoan,Cellaria diffusa,196077,1
Celleporina robertsoniae,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Celleporoidea,Celleporidae,,,Celleporina,,,,,,,,,,rusty bryozoan,Celleporina robertsoniae,485340,1
Membranipora membranacea,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Malacostegina,Membraniporoidea,Membraniporidae,,,Membranipora,,,,,,,,,,kelp lace bryozoan,Membranipora membranacea,51027,1
Membranipora villosa,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Malacostegina,Membraniporoidea,Membraniporidae,,,Membranipora,,,,,,,,,,kelp-encrusting bryozoan,Membranipora villosa,360867,1
Primavelans insculpta,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Schizoporelloidea,Pacificincolidae,,,Primavelans,,,,,,,,,,fluted bryozoan,Primavelans insculpta,429861,1
Phidolopora pacifica,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Celleporoidea,Phidoloporidae,,,Phidolopora,,,,,,,,,,lattice-work bryozoan,Phidolopora pacifica,51796,1
Schizoporella japonica,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Schizoporelloidea,Schizoporellidae,,,Schizoporella,,,,,,,,,,orange encrusting bryozoan,Schizoporella japonica,519486,1
Alcyonidium pedunculatum,Animalia,Bryozoa,,,Gymnolaemata,,,Ctenostomatida,Alcyonidiina,Alcyonidoidea,Alcyonidiidae,,,Alcyonidium,,,,,,,,,,smooth leather bryozoan,Alcyonidium pedunculatum,873864,1
Bowerbankia sp.,Animalia,Bryozoa,,,Gymnolaemata,,,Ctenostomatida,Vesicularina,Vesicularioidea,Vesiculariidae,,,Bowerbankia,,,,,,,,,,tubeworm fuzz,Bowerbankia,345483,1
Pectinatella magnifica,Animalia,Bryozoa,,,Phylactolaemata,,,Plumatellida,,,Pectinatellidae,,,Pectinatella,,,,,,,,,,magnificent bryozoan,Pectinatella magnifica,68103,1
Crisia sp.,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Articulina,,Crisiidae,,,Crisia,,,,,,,,,,white tuft bryozoan,Crisia,192680,1
Diaperoforma californica,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Tubuliporina,,Diaperoeciidae,,,Diaperoforma,,,,,,,,,,southern staghorn bryozoan,Diaperoforma californica,345872,1
Heteropora alaskensis,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Cerioporina,,Heteroporidae,,,Heteropora,,,,,,,,,,delicate staghorn bryozoan,Heteropora alaskensis,873902,1
Heteropora pacifica,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Cerioporina,,Heteroporidae,,,Heteropora,,,,,,,,,,northern staghorn bryozoan,Heteropora pacifica,465163,1
Disporella separata,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Rectangulata,,Lichenoporidae,,,Disporella,,,,,,,,,,purple encrusting bryozoan,Disporella separata,465160,1
Parasagitta elegans,Animalia,Chaetognatha,,,Sagittoidea,,,Aphragmophora,,,Sagittidae,Sabellinae,,Parasagitta,,,,,,,,,,arrow worm,Parasagitta elegans,448318,1
Porichthys notatus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Batrachoidiformes,,,Batrachoididae,Porichthyinae,,Porichthys,,,,,,,,,,plainfin midshipman,Porichthys notatus,60021,1
Clupea pallasii,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Clupeiformes,,,Clupeidae,Clupeinae,,Clupea,,,,,,,,,,Pacific herring,Clupea pallasii,117571,1
Engraulis mordax,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Clupeiformes,,,Engraulidae,Engraulinae,,Engraulis,,,,,,,,,,northern anchovy,Engraulis mordax,63770,1
Gadus chalcogrammus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gadiformes,,,Gadidae,,,Gadus,,,,,,,,,,walleye pollock,Gadus chalcogrammus,614161,1
Gadus macrocephalus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gadiformes,,,Gadidae,,,Gadus,,,,,,,,,,Pacific cod,Gadus macrocephalus,180029,1
Aulorhynchus flavidus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gasterosteiformes,,,Aulorhynchidae,,,Aulorhynchus,,,,,,,,,,tubesnout,Aulorhynchus flavidus,117568,1
Gasterosteus aculeatus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gasterosteiformes,,,Gasterosteidae,,,Gasterosteus,,,,,,,,,,three-spined stickleback,Gasterosteus aculeatus,48403,1
Gobiesox maeandricus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gobiesociformes,,,Gobiesocidae,Gobiesocinae,,Gobiesox,,,,,,,,,,northern clingfish,Gobiesox maeandricus,67409,1
Brosmophycis marginata,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Ophidiiformes,,,Bythitidae,Brosmophycinae,,Brosmophycis,,,,,,,,,,red brotula,Brosmophycis marginata,215459,1
Ammodytes hexapterus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Ammodytidae,,,Ammodytes,,,,,,,,,,Pacific sand lance,Ammodytes hexapterus,130238,1
Anarrhichthys ocellatus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Anarhichadidae,,,Anarrhichthys,,,,,,,,,,wolf-eel,Anarrhichthys ocellatus,60635,1
Ronquilus jordani,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Bathymasteridae,,,Ronquilus,,,,,,,,,,northern ronquil,Ronquilus jordani,230312,1
Brachyistius frenatus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,Brachyistius,,,,,,,,,,kelp perch,Brachyistius frenatus,117553,1
Cymatogaster aggregata,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,Cymatogaster,,,,,,,,,,shiner perch,Cymatogaster aggregata,98855,1
Embiotoca lateralis,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,Embiotoca,,,,,,,,,,striped seaperch,Embiotoca lateralis,117555,1
Rhacochilus vacca,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,Rhacochilus,,,,,,,,,,pile perch,Rhacochilus vacca,111616,1
Clevelandia ios,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Gobiidae,Gobionellinae,,Clevelandia,,,,,,,,,,arrow goby,Clevelandia ios,117564,1
Rhinogobiops nicholsii,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Gobiidae,Gobiinae,,Rhinogobiops,,,,,,,,,,blackeye goby,Rhinogobiops nicholsii,132521,1
Apodichthys flavidus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,Apodichthys,,,,,,,,,,penpoint gunnel,Apodichthys flavidus,67408,1
Pholis clemensi,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,Pholis,,,,,,,,,,longfin gunnel,Pholis clemensi,67405,1
Pholis laeta,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,Pholis,,,,,,,,,,crescent gunnel,Pholis laeta,67362,1
Pholis ornata,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,Pholis,,,,,,,,,,saddled blenny,Pholis ornata,62605,1
Pholis sp.,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,Pholis,,,,,,,,,,gunnel,Pholis,62608,1
Ptilichthys goodei,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Ptilichthyidae,,,Ptilichthys,,,,,,,,,,quillfish,Ptilichthys goodei,229394,1
Anoplarchus purpurescens,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Xiphisterinae,,Anoplarchus,,,,,,,,,,high cockscomb,Anoplarchus purpurescens,67316,1
Anoplarchus sp.,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Xiphisterinae,,Anoplarchus,,,,,,,,,,cockscomb,Anoplarchus,67317,1
Chirolophis decoratus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Chirolophinae,,Chirolophis,,,,,,,,,,decorated warbonnet,Chirolophis decoratus,216742,1
Chirolophis nugator,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Chirolophinae,,Chirolophis,,,,,,,,,,mosshead warbonnet,Chirolophis nugator,216743,1
Lumpenus sagitta,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Lumpeninae,,Lumpenus,,,,,,,,,,snake prickleback,Lumpenus sagitta,224164,1
Xiphister atropurpureus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Xiphisterinae,,Xiphister,,,,,,,,,,black prickleback,Xiphister atropurpureus,67360,1
Citharichthys stigmaeus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Paralichthyidae,,,Citharichthys,,,,,,,,,,speckled sanddab,Citharichthys stigmaeus,117542,1
Lepidopsetta bilineata,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Lepidopsetta,,,,,,,,,,rock sole,Lepidopsetta bilineata,183018,1
Lepidopsetta sp.,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Lepidopsetta,,,,,,,,,,rock sole,Lepidopsetta,89411,1
Lyopsetta exilis,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Lyopsetta,,,,,,,,,,slender sole,Lyopsetta exilis,104926,1
Parophrys vetulus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Parophrys,,,,,,,,,,English sole,Parophrys vetulus,117545,1
Platichthys stellatus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Platichthys,,,,,,,,,,starry flounder,Platichthys stellatus,83170,1
Pleuronichthys coenosus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Pleuronichthys,,,,,,,,,,C-O sole,Pleuronichthys coenosus,228393,1
Oncorhynchus keta,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,,,,,,,,,,chum salmon,Oncorhynchus keta,107572,1
Oncorhynchus tshawytscha,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,,,,,,,,,,chinook salmon,Oncorhynchus tshawytscha,54191,1
Agonopsis vulsa,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Agonidae,Agoninae,,Agonopsis,,,,,,,,,,northern spearnose poacher,Agonopsis vulsa,180027,1
Odontopyxis trispinosa,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Agonidae,Bathyagoninae,,Odontopyxis,,,,,,,,,,pygmy poacher,Odontopyxis trispinosa,226210,1
Podothecus accipenserinus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Agonidae,Agoninae,,Podothecus,,,,,,,,,,sturgeon poacher,Podothecus accipenserinus,228455,1
Xeneretmus leiops,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Agonidae,Bathyagoninae,,Xeneretmus,,,,,,,,,,smootheye poacher,Xeneretmus leiops,233755,1
Artedius fenestralis,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Artedius,,,,,,,,,,padded sculpin,Artedius fenestralis,117527,1
Artedius harringtoni,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Artedius,,,,,,,,,,scalyhead sculpin,Artedius harringtoni,117528,1
Artedius lateralis,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Artedius,,,,,,,,,,smoothhead sculpin,Artedius lateralis,117529,1
Artedius sp.,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Artedius,,,,,,,,,,sculpin,Artedius,86650,1
Asemichthys taylori,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Asemichthys,,,,,,,,,,spinynose sculpin,Asemichthys taylori,172639,1
Chitonotus pugetensis,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Chitonotus,,,,,,,,,,roughback sculpin,Chitonotus pugetensis,216746,1
Enophrys bison,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Enophrys,,,,,,,,,,buffalo sculpin,Enophrys bison,117536,1
