Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID,Critical Notes
Limacina helicina,"(Phipps, 1774)",,helicid pteropod,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Pteropoda,Euthecosomata,Limacinoidea,Limacinidae,,unlisted,unlisted,reported,unobserved,2009-04-04,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Calliostoma annulatum,"(Lightfoot, 1786)",,purple-ringed topsnail,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,,unlisted,unlisted,reported,unobserved,1993-05-09,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Acmaea mitra,"Eschscholtz, 1833",,whitecap limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Acmaeidae,,unlisted,unlisted,reported,observed,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Rictaxis punctocaelatus,"(Carpenter, 1864)",,bubble snail,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,,,Acteonoidea,Acteonidae,,unlisted,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03322,1898323409,,,,,,,
Batillaria attramentaria,"(G. B. Sowerby I, 1855)",,Japanese false cerith,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,Cerithioidea,Batillariidae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-05,John Reynolds,https://www.inaturalist.org/observations/25655199,https://static.inaturalist.org/photos/39759877/medium.jpg?1558664502,,68783,"Jim Carlton: ""I have been using Batillaria attramentaria.  I see Philippe Bouchet (in WoRMS) treats B. cumingii as a taxon inquirendum"""
Epitonium indianorum,"(Carpenter, 1864)",,money wentletrap,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,Epitonioidea,Epitoniidae,,unlisted,unlisted,reported,unobserved,2008-07-19,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Cryptobranchia concentrica,"(Middendorff, 1857)",,ringed blind limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lepetidae,,unlisted,unlisted,reported,unobserved,2007-10-14,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Lottia digitalis,"(Rathke, 1833)",,fingered limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,,unlisted,unlisted,new 2016,observed,,,,,,2016-09-01,Andrew Simon,http://www.inaturalist.org/observations/4017022,https://static.inaturalist.org/photos/4745326/medium.jpeg?1472820068,,64287,
Lottia pelta,"(Rathke, 1833)",,shield limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,,unlisted,unlisted,new 2017,observed,,,,,,2017-04-10,Andrew Simon,https://www.inaturalist.org/observations/5646967,https://static.inaturalist.org/photos/6986592/medium.jpeg?1491881056,,63243,
Lottia persona,"(Rathke, 1833)",,mask limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,,unlisted,unlisted,new 2016,observed,,,,,,2015-08-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3735052,https://static.inaturalist.org/photos/4340374/medium.jpeg?1469332021,,339143,
Lottia scutum,"(Rathke, 1833)",,plate limpet,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,,unlisted,unlisted,confirmed,observed,2002-03-23,Andy Lamb & Donna Gibbs,PMLS,,,2016-08-21,Tyrel Froese,http://www.inaturalist.org/observations/4004998,https://static.inaturalist.org/photos/4730589/medium.jpeg?1472686083,,129962,
Odostomia sp.,,,,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Pylopulmonata,,,Pyramidelloidea,Pyramidellidae,,unlisted,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03329,1898323195,,,,,,,
Turbonilla sp.,,,,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Pylopulmonata,,,Pyramidelloidea,Pyramidellidae,,unlisted,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03330,1898315600,,,,,,,
Margarites pupillus,"(Gould, 1849)",,puppet margarite,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,,,Trochoidea,Trochidae,,unlisted,unlisted,confirmed,observed,2009-02-08,Andy Lamb & Donna Gibbs,PMLS,,,2017-05-14,Scott Gilmore,https://www.inaturalist.org/observations/6223678,https://static.inaturalist.org/photos/7819161/medium.jpeg?1494873585,,129922,
Lepidozona interstincta,"(Gould, 1846)",,smooth lepidozona,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,unlisted,unlisted,reported,unobserved,1995-01-17,Robert Forsyth & Tammy Forsyth,RBCM,002-00070-002,1898319794,,,,,,,
Lepidozona mertensii,"(Middendorff, 1847)",,Merten's chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,unlisted,unlisted,reported,unobserved,1995-01-17,Robert Forsyth & Tammy Forsyth,RBCM,002-00070-001,,,,,,,,
Lepidozona trifida,"(Carpenter, 1864)",,three-rib chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,unlisted,unlisted,reported,unobserved,1999-05-05,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Cyanoplax dentiens,"(Gould, 1846)",,Gould’s baby chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Lepidochitonidae,,unlisted,unlisted,new 2017,observed,,,,,,2017-05-14,Scott Gilmore,https://www.inaturalist.org/observations/6223676,https://static.inaturalist.org/photos/7819168/medium.jpeg?1494873602,,71241,
Lepidochitona sp.,,,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Lepidochitonidae,,unlisted,unlisted,reported,unobserved,1893-06-01,Charles Newcombe,RBCM,991-00066-001,1898303601,,,,,,,
Katharina tunicata,"(W. Wood, 1815)",,black leather chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,unlisted,unlisted,confirmed,observed,1993-08-16,Andy Lamb & Donna Gibbs,PMLS,,,2019-04-29,Andrew Simon,https://www.inaturalist.org/observations/24824671,https://static.inaturalist.org/photos/38395539/medium.jpg?1557382318,,47632,
Mopalia hindsii,"(Reeve, 1874)",,Hind's mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,unlisted,unlisted,confirmed,observed,1999-07-31,Andy Lamb & Donna Gibbs,PMLS,,,2019-07-01,'sarahs77',https://www.inaturalist.org/observations/28011505,https://static.inaturalist.org/photos/43636600/medium.jpg?1562007277,,51725,
Mopalia kennerleyi,"Carpenter, 1864",,northern hairy chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,unlisted,unlisted,reported,unobserved,1999-07-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Mopalia lignosa,"(Gould, 1846)",,woody chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,unlisted,unlisted,confirmed,observed,1999-07-31,Andy Lamb & Donna Gibbs,PMLS,,,2018-08-10,Karolle Wall,https://www.inaturalist.org/observations/15726095,https://static.inaturalist.org/photos/23478521/medium.jpg?1534780653,,51724,
Mopalia muscosa,"(Gould, 1846)",,mossy chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,unlisted,unlisted,confirmed,observed,2008-10-10,Andy Lamb & Donna Gibbs,PMLS,,,2017-05-26,Kris Krüg,http://inaturalist.ca/observations/6371640,https://static.inaturalist.org/photos/8040073/medium.jpg?1495831928,,117633,
Mopalia phorminx,"Berry, 1919",,feathery mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,unlisted,unlisted,reported,unobserved,2019-03-17,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Mopalia sinuata,"Carpenter, 1864",,dwarf hairy mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,unlisted,unlisted,reported,unobserved,2019-03-17,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Mopalia spectabilis,"G.I. Cowan & I.M. Cowan, 1977",,red-flecked mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,unlisted,unlisted,confirmed,observed,1999-05-04,Andy Lamb & Donna Gibbs,PMLS,,,2016-05-25,Karolle Wall,https://www.inaturalist.org/observations/4052033,https://static.inaturalist.org/photos/4798687/original.jpg?1473205033,,364026,
Mopalia swanii,"Carpenter, 1864",,Swan's mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,unlisted,unlisted,reported,unobserved,2006-06-30,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Mopalia vespertina,"(Gould, 1852)",,smooth mopalia,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,unlisted,unlisted,confirmed,observed,1973-04-20,Ian Mc Taggart-Cowan,RBCM,988-00095-001,,2017-05-26,Kris Krüg,http://inaturalist.ca/observations/6390299,https://static.inaturalist.org/photos/8067950/medium.jpg?1495941843,,364027,
Placiphorella rufa,"S.S. Berry, 1917",,red veiled-chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,unlisted,unlisted,reported,unobserved,1999-05-05,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Placiphorella velata,"Dall, 1879",,veiled-chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,unlisted,unlisted,reported,unobserved,2011-11-18,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Tonicella insignis,"(Reeve, 1847)",,white-line chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,,unlisted,unlisted,reported,unobserved,1973-06-14,Philip Lambert,RBCM,973-00137-004,1898274711,,,,,,,
Cryptochiton stelleri,"(Middendorff, 1847)",,giant Pacific chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Neoloricata,,,Acanthochitonidae,,unlisted,unlisted,confirmed,observed,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,,2016-04-24,Chessi Miltner,http://www.inaturalist.org/observations/3684476,https://static.inaturalist.org/photos/4272153/medium.jpg?1468629442,,49053,
Tonicella cf undocaerulea,"Sirenko, 1973",,blue lined chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Neoloricata,,,Ischnochitonidae,,unlisted,unlisted,new 2016,observed,,,,,,2015-09-25,Karolle Wall,http://www.inaturalist.org/observations/4031847,https://static.inaturalist.org/photos/4767214/medium.jpg?1473002720,,194021,"Roger Clark writes: ""Tonicella undocaerulea is restricted to the Sea of Japan (maybe Sea of Okhotsk too) region. The species that we have identified as undocearulea in the eastern Pacific is in fact an undescribed species. Doug Eernisse and I are going to describe this species. I believe that Doug has done some barcoding on both."""
Tonicella lineata,"(Wood, 1815)",,lined chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Neoloricata,,,Ischnochitonidae,,unlisted,unlisted,confirmed,observed,1995-01-17,Robert Forsyth & Tammy Forsyth,RBCM,002-00070-003,1898301747,2016-06-06,Chessi Miltner,http://www.inaturalist.org/observations/3598644,https://static.inaturalist.org/photos/4166251/medium.jpg?1467510567,,47425,
Rhabdus rectius,"Carpenter, 1864",,,Animalia,Mollusca,,,Scaphopoda,,,Dentaliida,,,Rhabdidae,,unlisted,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,976-01146-005,1898302624,,,,,,,"Accessioned at RBCM as Dentalium rectius Carpenter, 1864 –unaccepted acc. to WoRMS"
Gadila aberrans,"(Dall, 1897)",,,Animalia,Mollusca,,,Scaphopoda,,,Gadilida,,,Gadilidae,,unlisted,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03327,1898278030,,,,,,,"Reported in collections at RBCM as Cadulus hepburni Dall, 1897 (unaccepted acc. WoRMS)"
