iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Date observed,Description,Common name,Recorded by,Captive/Cultivated,Quality grade,coordinateUncertaintyInMeters
Cladonia portentosa,119666,Cladonia portentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,portentosa,iNat:90360958,49.333634,-123.268175,2021-08-07T17:28:00-07:00,,,Cole Gaerber,false,needs_id,8
Cladonia portentosa,119666,Cladonia portentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,portentosa,iNat:90366231,49.333111,-123.267667,2021-08-07T17:55:00-07:00,,,Cole Gaerber,false,needs_id,15
Cladonia portentosa,119666,Cladonia portentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,portentosa,iNat:90455884,49.790339,-123.124768,2021-08-05T11:43:00-07:00,,,Cole Gaerber,false,needs_id,31
Chrysothrix candelaris,117938,Chrysothrix candelaris,,Fungi,Ascomycota,Pezizomycotina,,Arthoniomycetes,,,Arthoniales,,,,Chrysothricaceae,,,Chrysothrix,candelaris,iNat:90565136,49.334541,-123.258631,2021-08-07T18:13:00-07:00,,,Cole Gaerber,false,needs_id,8
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:90799886,49.67125,-123.130408,2021-08-09T12:56:01-04:00,,,Mackenzie Kretz,false,needs_id,65
Cladonia rangiferina,119778,Cladonia rangiferina,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,rangiferina,iNat:90799913,49.863688,-123.155617,2021-08-09T13:28:12-04:00,,,Mackenzie Kretz,false,needs_id,6818
Rhizocarpon geographicum,119888,Rhizocarpon geographicum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,geographicum,iNat:90955255,49.955069,-123.018831,2021-08-09T16:06:00-07:00,,,Adam Huggins,false,research,10
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:91449027,49.395963,-123.46371,2021-08-15T15:50:46-07:00,,,Else Mikkelsen,false,needs_id,5
Xanthoparmelia cumberlandia,123230,Xanthoparmelia cumberlandia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,cumberlandia,iNat:91451573,49.394281,-123.464392,2021-08-15T16:35:09-07:00,,,Else Mikkelsen,false,needs_id,4
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:91572478,49.395174,-123.463739,2021-08-15T20:05:30-04:00,,,Else Mikkelsen,false,needs_id,5
Cladonia portentosa,119666,Cladonia portentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,portentosa,iNat:91651413,49.392212,-123.458629,2021-08-17T14:59:42-07:00,,,Else Mikkelsen,false,needs_id,4
Peltigera,54294,Peltigera,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,,iNat:91677422,49.386417,-123.238122,2021-08-09T15:29:05-07:00,,,Sarah Town,false,needs_id,14
Cladonia portentosa,119666,Cladonia portentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,portentosa,iNat:91710024,49.389092,-123.493034,2021-08-18T13:17:15-07:00,,,Else Mikkelsen,false,needs_id,4
Lobaria pulmonaria,48711,Lobaria pulmonaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,pulmonaria,iNat:91970115,49.948188,-123.082742,2021-08-08T13:25:57-07:00,,,Paolo Pietropaolo,false,needs_id,19
Cladonia coniocraea,155093,Cladonia coniocraea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,coniocraea,iNat:92038056,49.943703,-123.055878,2021-08-08T15:49:17-07:00,,,Paolo Pietropaolo,false,needs_id,11
Peltigera aphthosa,119675,Peltigera aphthosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,aphthosa,iNat:92109880,49.948607,-123.059276,2021-08-09T11:07:58-07:00,,,Paolo Pietropaolo,false,needs_id,1123
Cladonia squamosa,117963,Cladonia squamosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,squamosa,iNat:92110129,49.9454,-123.057572,2021-08-09T11:09:04-07:00,,,Paolo Pietropaolo,false,needs_id,44
Porpidia,125754,Porpidia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,Lecideaceae,,,Porpidia,,iNat:92110417,49.945832,-123.058784,2021-08-09T11:17:21-07:00,,,Paolo Pietropaolo,false,needs_id,555
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:92152785,49.377978,-123.192533,2021-08-21T15:31:00-07:00,,,,false,needs_id,
Rhizocarpon geographicum,119888,Rhizocarpon geographicum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,geographicum,iNat:92201819,49.967288,-123.038283,2021-08-09T12:42:29-07:00,,,Paolo Pietropaolo,false,needs_id,20
Xanthoparmelia cumberlandia,123230,Xanthoparmelia cumberlandia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,cumberlandia,iNat:92541703,49.394257,-123.434451,2021-08-24T11:38:10-07:00,,,Else Mikkelsen,false,research,4
Chlorociboria aeruginosa,117999,Chlorociboria aeruginosa,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Chlorociboriaceae,,,Chlorociboria,aeruginosa,iNat:92597525,49.742612,-123.121891,2021-08-26T18:57:44+00:00,,,L,false,needs_id,1636
Peziza,57372,Peziza,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pezizaceae,,,Peziza,,iNat:92615859,49.667489,-123.160563,2021-08-22T17:11:35-07:00,,,,false,needs_id,440
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:92707324,49.396703,-123.202988,2021-08-27T13:17:05-07:00,,,,false,needs_id,28
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:92868897,49.392627,-123.466174,2021-08-28T18:03:51-07:00,,,Else Mikkelsen,false,needs_id,4
Polycauliona candelaria,463825,Polycauliona candelaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Xanthorioideae,,Polycauliona,candelaria,iNat:92874948,49.392424,-123.46936,2021-08-28T17:27:24-07:00,,,Else Mikkelsen,false,research,4
Xanthorioideae,1232042,Xanthorioideae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Xanthorioideae,,,,iNat:92875967,49.392959,-123.470336,2021-08-28T16:43:51-07:00,,,Else Mikkelsen,false,needs_id,5
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:92877620,49.393059,-123.472731,2021-08-28T15:54:26-07:00,,,Else Mikkelsen,false,needs_id,4
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:92922939,49.739794,-123.075929,2021-08-29T09:12:49-07:00,,,,false,needs_id,4
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:92926209,49.393352,-123.472134,2021-08-28T15:05:18-07:00,,,Else Mikkelsen,false,needs_id,9
Cladonia coniocraea,155093,Cladonia coniocraea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,coniocraea,iNat:93083849,49.95003,-123.088722,2021-08-28T09:52:12-07:00,,,Allie Bursey,false,needs_id,11
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:93966059,49.38995,-123.3518,2021-06-16T14:55:00-07:00,,,,false,research,14
Peltigera degenii,179748,Peltigera degenii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,degenii,iNat:93968114,49.352199,-123.42405,2021-07-16T16:53:00-07:00,,,,false,needs_id,681
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:94506052,49.415097,-123.496494,2021-09-11T15:02:36-07:00,,,April,false,research,
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:94506075,49.417528,-123.501253,2021-09-11T15:02:51-07:00,,,April,false,research,
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:94506161,49.414856,-123.497678,2021-09-11T15:03:17-07:00,,,April,false,research,
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:94506191,49.417528,-123.501253,2021-09-11T15:04:18-07:00,,,April,false,research,
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:94506245,49.417528,-123.501253,2021-09-11T15:04:18-07:00,,,April,false,research,
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:94506279,49.415289,-123.496656,2021-09-11T15:04:28-07:00,,,April,false,research,
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:94506303,49.415289,-123.496656,2021-09-11T15:04:28-07:00,,,April,false,research,
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:94506326,49.417528,-123.501253,2021-09-11T15:04:50-07:00,,,April,false,research,
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:94506364,49.415317,-123.496647,2021-09-11T15:04:56-07:00,,,April,false,research,
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:94506381,49.415317,-123.496647,2021-09-11T15:04:56-07:00,,,April,false,research,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:94531781,49.94605,-123.065186,2021-09-08T12:02:17-07:00,,,Taylor Justason,false,needs_id,9
Peltigera,54294,Peltigera,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,,iNat:94532202,49.948922,-123.081275,2021-09-08T11:23:24-07:00,,,Taylor Justason,false,needs_id,7
Lecidea,154107,Lecidea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,Lecideaceae,,,Lecidea,,iNat:94651048,49.671605,-123.126099,2021-09-12T14:37:29-07:00,,,Ben Keen,false,needs_id,3
Lobaria pulmonaria,48711,Lobaria pulmonaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,pulmonaria,iNat:94651133,49.671603,-123.126097,2021-09-12T14:37:29-07:00,,,Ben Keen,false,needs_id,
Umbilicaria phaea,125055,Umbilicaria phaea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,,Umbilicariaceae,,,Umbilicaria,phaea,iNat:94651164,49.671997,-123.125942,2021-09-12T14:35:50-07:00,,,Ben Keen,false,needs_id,
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:94656967,49.667931,-123.126533,2021-09-12T13:58:41-07:00,,,Ben Keen,false,research,
Scutellinia,49138,Scutellinia,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pyronemataceae,,,Scutellinia,,iNat:94661460,49.667797,-123.127594,2021-09-12T13:19:18-07:00,,,Ben Keen,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:94661553,49.667469,-123.127183,2021-09-12T13:14:45-07:00,,,Ben Keen,false,needs_id,
Hypogymnia imshaugii,179042,Hypogymnia imshaugii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,imshaugii,iNat:94661696,49.667422,-123.128103,2021-09-12T13:11:38-07:00,,,Ben Keen,false,needs_id,
Xanthoparmelia,60724,Xanthoparmelia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,,iNat:94718462,49.379448,-123.332131,2021-09-10T19:00:00-07:00,,,Matthew S.,false,needs_id,149
Xanthoria,54757,Xanthoria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Xanthorioideae,,Xanthoria,,iNat:94718484,49.379448,-123.332131,2021-09-12T10:14:00-07:00,,,Matthew S.,false,needs_id,149
Lobaria pulmonaria,48711,Lobaria pulmonaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,pulmonaria,iNat:95321698,49.634955,-122.87697,2021-09-18T12:19:17-07:00,,,Rachel Munger,false,research,45
Cladonia rangiferina,119778,Cladonia rangiferina,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,rangiferina,iNat:95321892,49.633962,-122.876137,2021-09-18T12:27:14-07:00,,,Rachel Munger,false,needs_id,4
Lecidea,154107,Lecidea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,Lecideaceae,,,Lecidea,,iNat:95360247,49.6844,-123.151061,2021-09-16T22:32:15+00:00,,,Bryn,false,needs_id,
Cladonia portentosa,119666,Cladonia portentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,portentosa,iNat:95360728,49.684289,-123.150997,2021-09-16T22:30:15+00:00,,,Bryn,false,needs_id,
Cladonia squamosa,117963,Cladonia squamosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,squamosa,iNat:95360786,49.6844,-123.151061,2021-09-16T22:32:15+00:00,,,Bryn,false,needs_id,
Rhizocarpon,117899,Rhizocarpon,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,,iNat:95360805,49.6844,-123.151061,2021-09-16T22:32:15+00:00,,,Bryn,false,needs_id,
Cladonia portentosa,119666,Cladonia portentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,portentosa,iNat:95360832,49.6844,-123.151061,2021-09-16T22:32:15+00:00,,,Bryn,false,needs_id,
Hypomyces,48246,Hypomyces,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,,iNat:95465303,49.399308,-123.208372,2021-09-19T12:33:19-07:00,,,Ben Keen,false,needs_id,
Tolypocladium ophioglossoides,499797,Tolypocladium ophioglossoides,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Ophiocordycipitaceae,,,Tolypocladium,ophioglossoides,iNat:95492066,49.374237,-123.18615,2021-09-19T14:27:54-07:00,,,Mendel Skulski,false,research,
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:95574349,49.431094,-123.516736,2021-09-20T13:06:27-07:00,,,Richard Biel,false,research,64
Sphaerophorus tuckermanii,123231,Sphaerophorus tuckermanii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,tuckermanii,iNat:95697774,49.401092,-123.209403,2021-09-21T10:56:08-07:00,,,,false,research,47
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:95718397,49.401551,-123.209367,2021-09-21T10:51:00-07:00,,,John Martin,false,needs_id,
Hypogymnia imshaugii,179042,Hypogymnia imshaugii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,imshaugii,iNat:95718401,49.401467,-123.209339,2021-09-21T10:52:00-07:00,,,John Martin,false,needs_id,
Sphaerophorus tuckermanii,123231,Sphaerophorus tuckermanii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,tuckermanii,iNat:95718981,49.401041,-123.209282,2021-09-21T10:55:00-07:00,,,John Martin,false,research,
Sphaerophorus tuckermanii,123231,Sphaerophorus tuckermanii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,tuckermanii,iNat:95718982,49.401037,-123.209433,2021-09-21T10:55:00-07:00,,,John Martin,false,research,
Cladonia coniocraea,155093,Cladonia coniocraea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,coniocraea,iNat:95784997,49.581602,-123.317648,2021-09-22T16:19:03+00:00,,,Lauren Bosch,false,needs_id,8
Parmotrema perlatum,123348,Parmotrema perlatum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmotrema,perlatum,iNat:95785039,49.581604,-123.31765,2021-09-22T16:18:55+00:00,,,Lauren Bosch,false,needs_id,9
Peltigera,54294,Peltigera,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,,iNat:95787411,49.581592,-123.317652,2021-09-22T16:15:44+00:00,,,Lauren Bosch,false,needs_id,9
Xylaria,55268,Xylaria,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,,iNat:95817928,49.581629,-123.317565,2021-09-23T00:47:55+00:00,,,Lauren Bosch,false,needs_id,9
Cladonia rangiferina,119778,Cladonia rangiferina,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,rangiferina,iNat:95924548,49.38312,-123.409069,2021-09-22T16:38:52-07:00,,,,false,needs_id,1566
Cladonia coniocraea,155093,Cladonia coniocraea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,coniocraea,iNat:95967752,49.581642,-123.317527,2021-09-23T17:37:03+00:00,,,Lauren Bosch,false,needs_id,24
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:95988970,49.658514,-123.081882,2020-10-14T15:26:32-07:00,,,Emma Harrower,false,research,
Hypomyces,48246,Hypomyces,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,,iNat:96019928,49.388203,-123.181053,2021-09-24T15:46:18-07:00,,,Sarah Town,false,needs_id,4
Hypomyces hyalinus,194271,Hypomyces hyalinus,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,hyalinus,iNat:96185767,49.406155,-123.208305,2021-09-25T15:37:32-07:00,,,Geoffrey Carter,false,needs_id,
Xylaria,55268,Xylaria,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,,iNat:96233886,49.469667,-123.236542,2021-09-25T13:00:37-07:00,,,Vallquiria Seller,false,needs_id,29
Hypogymnia,117988,Hypogymnia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,,iNat:96241785,49.470603,-123.235847,2021-09-25T12:47:28-07:00,,,Vallquiria Seller,false,needs_id,9
Calycina citrina,955949,Calycina citrina,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Pezizellaceae,,,Calycina,citrina,iNat:96305215,49.371433,-123.374436,2021-09-26T14:45:51-07:00,,,Ben Keen,false,research,
Peziza varia,411300,Peziza varia,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pezizaceae,,,Peziza,varia,iNat:96437387,49.397912,-123.353773,2021-09-27T17:14:30-07:00,,,,false,needs_id,1352
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:96603844,49.385852,-123.355138,2021-09-29T11:06:42-07:00,,,,false,research,5430
Hypogymnia imshaugii,179042,Hypogymnia imshaugii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,imshaugii,iNat:96733405,49.364487,-123.257697,2021-09-30T13:50:33-07:00,,,Alyssa Zandvliet,false,needs_id,113
Plectania,344502,Plectania,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Sarcosomataceae,,,Plectania,,iNat:96734178,49.372958,-123.25698,2021-09-30T12:50:18-07:00,,,Alyssa Zandvliet,false,needs_id,18
Helvella,49206,Helvella,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,,iNat:96735316,49.373017,-123.189483,2021-09-26T12:03:58-07:00,,,Alyssa Zandvliet,false,needs_id,42
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:96831878,49.375063,-123.264013,2021-10-01T13:16:40-07:00,,,Alyssa Zandvliet,false,needs_id,83
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:96854255,49.70448,-123.142355,2021-10-01T17:06:28-07:00,,,Nancy Henderson,false,needs_id,4
Pezizales,48717,Pezizales,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,,,,,,iNat:96938662,49.669528,-123.160178,2021-09-19T15:49:56-04:00,,,,false,needs_id,9
Peltigera membranacea,117858,Peltigera membranacea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,membranacea,iNat:96965754,49.705813,-123.132255,2021-10-02T10:23:59-07:00,,,Nancy Henderson,false,needs_id,20
