Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Artemisia norvegica ssp. saxatilis,Fr.,,Norwegian mugwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Artemisia,norvegica,,saxatilis,,native,S5 (2015),,reported,unobserved,1917-08-07,John Davidson,UBC,UBC: V9352,,,,,,79631,
Artemisia vulgaris,L.,,common mugwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Artemisia,vulgaris,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-05-21,raduscurtescu,https://www.inaturalist.org/observations/79731787,,52856,
Askellia pygmaea,(Richardson) W.A. Weber,,dwarf alpine hawks-beard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Askellia,pygmaea,,,,native,S4S5 (2015),,reported,unobserved,1967-07-21,V. Bednar,UBC,UBC: V158274,,,,,UBC & LGL: Crepis nana,76477,
Bellis perennis,L.,,common daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Bellis,perennis,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-09-11,benkeen,https://www.inaturalist.org/observations/16442100,,55563,
Bidens amplissima,Greene,,Vancouver Island beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Bidens,amplissima,,,,native,S3 (2015),,confirmed,observed,2014-08-07,Anne Anderson,UBC,UBC: V244536,,2019-08-16,judithofsquamish,http://www.inaturalist.org/observations/4366532,,159233,
Bidens cernua,L.,,nodding beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Bidens,cernua,,,,native,S5 (2015),,new 2016,observed,,,,,,2016-08-19,judithofsquamish,https://www.inaturalist.org/observations/31376086,,75765,
Bidens frondosa,L.,,devil's beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Bidens,frondosa,,,,exotic,SNA (2001),,confirmed,observed,1978-09-17,R.C. Summerbell,UBC,UBC: V167632,,2020-08-31,cfmurrell,https://www.inaturalist.org/observations/58194507,,51712,
Bidens tripartita,L.,,three-parted beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Bidens,tripartita,,,,exotic,SNA (2019),,new 2018,observed,,,,,,2018-09-23,benkeen,https://www.inaturalist.org/observations/16857723,,75767,
Centaurea cyanus,L.,,cornflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Centaurea,cyanus,,,,exotic,SNA (2019),,new 2018,observed,,,,,,2018-06-16,the_rainbow_bee,https://www.inaturalist.org/observations/13508751,,933404,
Centaurea montana,L.,,perennial cornflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Centaurea,montana,,,,exotic,SNA (2019),,new 2018,observed,,,,,,2018-05-16,vista888,https://www.inaturalist.org/observations/12534990,,48984,
Centaurea stoebe,Lam.,,spotted knapweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Centaurea,stoebe,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-04,jocl,https://www.inaturalist.org/observations/30198483,iNat: needs i.d.,76214,
Cichorium intybus,L.,,chicory,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorium,intybus,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-07-12,benkeen,https://www.inaturalist.org/observations/52838026,,52913,
Cirsium arvense,(L.) Scop.,,Canada thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cirsium,arvense,,,,exotic,SNA (2000),,confirmed,observed,1978-09-17,R.C. Summerbell,UBC,UBC: V167629,,2015-06-21,hillanddale,https://www.inaturalist.org/observations/9604949,,60132,
Cirsium brevistylum,Cronquist,,short-styled thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cirsium,brevistylum,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-07-07,elsemikkelsen,https://www.inaturalist.org/observations/86113604,,52993,
Cirsium edule,Nutt.,,edible thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cirsium,edule,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-08-24,kmfret,https://www.inaturalist.org/observations/32084208,,143675,
Cirsium vulgare,(Savi) Ten.,,bull thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cirsium,vulgare,,,,exotic,SNA (2001),,new 2015,observed,,,,,,2015-06-07,judithofsquamish,http://www.inaturalist.org/observations/4372564,,52989,
Coreopsis lanceolata,L.,,lance-leaved coreopsis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Coreopsis,lanceolata,,,,exotic,SNA (2019),,new 2005,observed,,,,,,2005-06-22,gwenlh,https://www.inaturalist.org/observations/22207912,iNat: needs i.d.,76444,
Cotula coronopifolia,L.,,brass buttons,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Cotula,coronopifolia,,,,exotic,SNA (2001),,new 2015,observed,,,,,,2015-07-18,judithofsquamish,http://www.inaturalist.org/observations/4373200,,58812,
Crepis capillaris,(L.) Wallr.,,smooth hawksbeard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Crepis,capillaris,,,,exotic,SNA (2001),,confirmed,observed,2015-12-30,Frank Lomer,UBC,UBC: V247102,,2019-06-24,benkeen,https://www.inaturalist.org/observations/27609029,,54050,
Crepis tectorum,L.,,narrow-leaved hawk's-beard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Crepis,tectorum,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-06-03,judithofsquamish,https://www.inaturalist.org/observations/13094970,iNat: needs i.d.,76480,
Doronicum pardalianches,L.,,leopard's-bane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Doronicum,pardalianches,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-05-29,benkeen,https://www.inaturalist.org/observations/47797477,,61521,
Erigeron acris,L.,,bitter fleabane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,,,Erigeron,acris,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,143666,
Erigeron aureus,Greene,,alpine yellow fleabane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Erigeron,aureus,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-07-09,jfclarke,https://www.inaturalist.org/observations/89569988,,143667,
Erigeron canadensis,L.,,horseweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Erigeron,canadensis,,,,native,S5 (2019) see notes,,new 2019,observed,,,,,,2019-07-28,benkeen,https://www.inaturalist.org/observations/29742785,historical record Conyza canadensis,76907,
Erigeron compositus,Pursh,,cut-leaved daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Erigeron,compositus,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,76912,
Erigeron glabellus var. pubescens,(Banks ex Pursh) Greene,,smooth daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,,,Erigeron,glabellus,,,pubescens,native,S5 (2019),,reported,unobserved,,,,,,,,,,240548,
Erigeron glacialis var. glacialis,(Nutt.) A. Nelson,,subalpine fleabane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Erigeron,glacialis,,,glacialis,native,S5 (2015),,confirmed,observed,1961-07-27,E.B. Peterson,UBC,UBC: V97793,,2017-09-26,judithofsquamish,https://www.inaturalist.org/observations/8876676,iNat: needs i.d.,80743,
Erigeron peregrinus,(Banks ex Pursh) Greene,,wandering daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Erigeron,peregrinus,,,,native,S5 (2015),,new 2017,observed,,,,,,2017-07-02,judithofsquamish,https://www.inaturalist.org/observations/6939453,,133922,
Eriophyllum lanatum,(Pursh) Forbes,,common woolly sunflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Eriophyllum,lanatum,,,,native,S5 (2015),,new 2018,observed,,,,,,2018-09-15,benkeen,https://www.inaturalist.org/observations/16564509,,77049,
Eupatorium cannabinum,L.,,hemp agrimony,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Eupatorium,cannabinum,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-24,nickpage,https://www.inaturalist.org/observations/31453769,,55976,
Euthamia graminifolia,(L.) Nutt.,,flat-topped goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Euthamia,graminifolia,,,,native,S3S4 (2015),,new 2015,observed,,,,,,2015-07-15,judithofsquamish,https://www.inaturalist.org/observations/10553229,,130989,
Eutrochium sp.,(L.) EE Lamont,,joe-pye weeds,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Eutrochium,,,,,,SU (2019),,new 2019,observed,,,,,,2019-08-21,benkeen,https://www.inaturalist.org/observations/31272214,,85380,
Galinsoga quadriradiata,Ruiz. & Pav.,,shaggy soldier,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Galinsoga,quadriradiata,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-10-05,benkeen,https://www.inaturalist.org/observations/61829231,,56170,
Gamochaeta ustulata,(Nutt.) Holub,,featherweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Gamochaeta,ustulata,,,,,SU (2019),,new 2019,observed,,,,,,2019-07-06,benkeen,https://www.inaturalist.org/observations/28317491,,77224,
Gnaphalium uliginosum,L.,,marsh cudweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Gnaphalium,uliginosum,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-09-15,benkeen,https://www.inaturalist.org/observations/16564633,,136366,
Grindelia hirsutula,Hook. & Arn.,,Oregon gumplant,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Grindelia,hirsutula,,,,native,S3S4 (2015),,reported,unobserved,1958-06-22,W.M. Bird,UBC,UBC: V80086,,,,,"UBC:  Christie Island, Howe Sound",61992,
Grindelia stricta,DC.,,Oregon gumplant,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Grindelia,stricta,,,,native,S5 (2015),,confirmed,observed,1977-08-02,,RBCM,V111884,,2018-09-23,benkeen,https://www.inaturalist.org/observations/16844458,RBCM: Grindelia stricta DC. var. stricta,61992,
Helianthus annuus,L.,,common sunflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Helianthus,annuus,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-08-08,benkeen,https://www.inaturalist.org/observations/55880514,,57983,
Hieracium albiflorum,Hook.,,white hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Hieracium,albiflorum,,,,native,S5 (2015),,confirmed,observed,1974-06-00,Charles E. Beil,UBC,UBC: V176090,,2018-07-12,judithofsquamish,https://www.inaturalist.org/observations/14556870,,63937,
Hieracium atratum,Fr.,,polar hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Hieracium,atratum,,,,exotic,not in CDC records,,reported,unobserved,1989-06-01,Frank Lomer,UBC,UBC: V200111,,,,,"not in iNaturalist, FNA, but H. pseudoatratum is 897001; is in I.T.I.S.; UBC: near #99 at Horseshoe Bay",0,
Hieracium maculatum,Sm.,,spotted hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Hieracium,maculatum,,,,exotic,SNA (2000),,new 2018,observed,,,,,,2018-05-20,gwenlh,https://www.inaturalist.org/observations/12681715,,163791,
Hieracium murorum,L.,,wall hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Hieracium,murorum,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-06-03,tay_hal,https://www.inaturalist.org/observations/81466729,,163793,
Hypochaeris radicata,L.,,common cat's-ear,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Hypochaeris,radicata,,,,exotic,SNA (2001),,new 2015,observed,,,,,,2015-11-28,rileypollom,https://www.inaturalist.org/observations/2435092,,53104,
Jacobaea vulgaris,Gaertn.,,ragwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Jacobaea,vulgaris,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-09-16,benkeen,https://www.inaturalist.org/observations/16605277,,62498,
Lactuca biennis,(Moench) Fernald,,tall blue lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Lactuca,biennis,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-07-13,gwenlh,https://www.inaturalist.org/observations/65347438,,77616,
Lapsana communis,L.,,nipplewort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Lapsana,communis,,,,exotic,SNA (2001),,new 2015,observed,,,,,,2015-06-09,hillanddale,https://www.inaturalist.org/observations/9530719,,55981,
Leucanthemum vulgare,Lam.,,oxeye daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Leucanthemum,vulgare,,,,exotic,SNA (2001),,new 2017,observed,,,,,,2017-06-25,judithofsquamish,https://www.inaturalist.org/observations/6798009,,56057,
Madia glomerata,Hook.,,clustered tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Madia,glomerata,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,77923,
Madia gracilis,(Sm.) D.D. Keck,,grassy tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Madia,gracilis,,,,native,S5 (2019),,new 2015,observed,,,,,,2015-06-06,steveansell,https://www.inaturalist.org/observations/66764476,iNat: needs i.d.,53135,
Madia sativa,Molina,,coast tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Madia,sativa,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-12-22,benkeen,https://www.inaturalist.org/observations/66935852,,53143,
Matricaria discoidea,DC.,,pineapple-weed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Matricaria,discoidea,,,,native,S5 (2015),,new 2018,observed,,,,,,2018-07-16,judithofsquamish,https://www.inaturalist.org/observations/14469550,,52992,
Mycelis muralis,(L.) Dumort.,,wall lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Mycelis,muralis,,,,exotic,SNA (2006),,confirmed,observed,1974-07-02,Charles E. Beil,UBC,UBC: V176162,,2016-03-19,judithofsquamish,http://www.inaturalist.org/observations/4395516,,48543,
Nabalus alatus,Hook.,,western rattlesnake root,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Nabalus,alatus,,,,native,S5 (2019),,reported,unobserved,1914-07-01,A. E. Baggs,UBC,UBC: V47169,,,,,UBC:  Grouse Mt. Eagle Cr; Prenanthes alata,130955,
Packera pauciflora,(Pursh) Á. Löve & D. Löve,,alpine groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Packera,pauciflora,,,,native,S5 (2000),,reported,unobserved,2009-05-11,Bruce Fraser,UBC,UBC: V158333,,,,,UBC:  Garibaldi PP Warren Gl foreland,78327,
Petasites frigidus var. palmatus,(L.) Fr. (Aiton) Cronquist,,western sweet coltsfoot,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Petasites,frigidus,,,palmatus,native,S5 (2000),,confirmed,observed,1973-08-27,Vladimir J. Krajina,UBC,UBC: V151755,,2017-04-02,hillanddale,https://www.inaturalist.org/observations/9532599,Petasites frigidus reported by Krajina; authorities are not in agreement about the varieties of Petasites frigidus,55778,
Petasites japonicus,(Siebold & Zucc.) Maxim.,,giant butterbur,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Petasites,japonicus,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-04-10,smcd,https://www.inaturalist.org/observations/41859722,,129038,
Pilosella aurantiaca,(L.) F.W. Schultz & Sch. Bip.,,orange hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Pilosella,aurantiaca,,,,exotic,SNA (2001),,new 2014,observed,,,,,,2014-06-16,hillanddale,https://www.inaturalist.org/observations/9528590,,711103,
Pilosella caespitosa,(Dumort) P.D.Sell & C.West,,meadow hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Pilosella,caespitosa,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-08-18,citizen1,https://www.inaturalist.org/observations/15732953,,711086,
Pilosella piloselloides,Vill.,,smooth hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Pilosella,piloselloides,,,,exotic,SNA (2019),,new 2016,observed,,,,,,2016-05-08,hillanddale,https://www.inaturalist.org/observations/9531087,,320888,
Pilosella tristis,(Willd. ex Spreng.) F.W.Schultz & Sch.Bip.,,alpine hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Pilosella,tristis,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-08-16,judithofsquamish,https://www.inaturalist.org/observations/56907764,historical record Hieracium triste,780652,
Pseudognaphalium thermale,(E. E. Nelson) G. L. Nesom,,small headed cudweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Pseudognaphalium,thermale,,,,native,S4S5 (2015),,confirmed,observed,1963-08-02,Katherine I. Beamish,UBC,UBC: V103772,,2018-09-16,benkeen,https://www.inaturalist.org/observations/16605379,,78765,
Rudbeckia hirta,L.,,black-eyed susan,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Rudbeckia,hirta,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-18,benkeen,https://www.inaturalist.org/observations/31071283,,62741,
Scorzoneroides autumnalis,(L.) Moench.,,autumn hawkbit,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Scorzoneroides,autumnalis,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-06-13,andrewcarricato,https://www.inaturalist.org/observations/49478532,,204167,
Senecio fremontii var. fremontii,Torr. & A. Gray,,fremont's ragwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecio,fremontii,,,fremontii,native,S4 (2015),,reported,unobserved,1975-09-14,D. Sheffield,UBC,UBC: V148060,,,,,UBC:  Garibaldi PP Diamond Head,81364,
Senecio sylvaticus,L.,,heath groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecio,sylvaticus,,,,exotic,SNA (2001),,confirmed,observed,1974-07-02,Charles E. Beil,UBC,UBC: V176157,,2020-07-22,benkeen,https://www.inaturalist.org/observations/54019501,UBC:  Bowen Island Plot #31,53210,
Senecio triangularis,Hooker,,arrowleaf senecio,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecio,triangularis,,,,native,S5 (2015),,confirmed,observed,1965-07-29,Bruce Fraser,UBC,UBC: V158301,,2017-07-30,judithofsquamish,https://www.inaturalist.org/observations/7361678,,79055,
Senecio viscosus,L.,,sticky groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecio,viscosus,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-08-21,judithofsquamish,https://www.inaturalist.org/observations/15865270,,126892,
Senecio vulgaris,L.,,common groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecio,vulgaris,,,,exotic,SNA (2001),,new 2020,observed,,,,,,2020-03-24,gwenlh,https://www.inaturalist.org/observations/69094693,,53211,
Solidago canadensis,L.,,Canada goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Solidago,canadensis,,,,exotic,SNA (2019),,new 2007,observed,,,,,,2007-07-28,hillanddale,https://www.inaturalist.org/observations/9630330,,67808,
Solidago elongata,Nutt.,,west coast goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Solidago,elongata,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,79150,
Solidago lepida,DC.,,elegant goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Solidago,lepida,,,,native,S5 (2000),,new 2021,observed,,,,,,2021-08-05,pumakit,https://www.inaturalist.org/observations/90141665,,79152,
Solidago multiradiata,Aiton,,northern goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Solidago,multiradiata,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-09-17,hkblair,https://www.inaturalist.org/observations/59891067,,79153,
Sonchus arvensis,L.,,perennial sow thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Sonchus,arvensis,,,,exotic,SNA (2000),,new 2015,observed,,,,,,2015-06-20,judithofsquamish,http://www.inaturalist.org/observations/4485886,,79156,
Sonchus asper,(L.) Hill.,,prickly sowthistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Sonchus,asper,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-09-24,keeganjd,https://www.inaturalist.org/observations/16893484,,53269,
Sonchus oleraceus,,,common sow-thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Sonchus,oleraceus,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-08-02,benkeen,https://www.inaturalist.org/observations/89705998,,53294,
Symphyotrichum chilense,(Nees) G.L. Nesom,,Pacific aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Symphyotrichum,chilense,,,,native,S5 (2019),,new 2018,observed,,,,,,2018-10-20,kebrauckmann,https://www.inaturalist.org/observations/39213740,"iNat: needs i.d. S. chilense, S. subspicatum, S. eatonii and now S. novi-belgii are names suggested for what look similar to species in the Squamish Estuary",56861,
