iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Author,Date observed,Place name,Recorded by
Euphorbia peplus,57036,Euphorbia peplus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Euphorbiaceae,Euphorbioideae,Euphorbieae,Euphorbia,peplus,HOWE:88,49.391168,-123.541648,L.,2020-05-24,,
Lysimachia punctata,51808,Lysimachia punctata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,punctata,HOWE:89,49.391911,-123.548841,L.,2022-07-28,,
Abies grandis,63690,Abies grandis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Abies,grandis,HOWE:90,49.388487,-123.548319,(Douglas ex D. Don) Lindl.,2021-08-11,,maharas
Centaurea montana,48984,Centaurea montana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Centaurea,montana,HOWE:91,49.387709,-123.547638,L.,2020-05-07,,brianjanice
Claytonia sibirica,55767,Claytonia sibirica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,sibirica,HOWE:92,49.388131,-123.548905,L.,2020-04-19,,brianjanice
Erodium cicutarium,1438094,Erodium cicutarium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Erodium,cicutarium,HOWE:93,49.388141,-123.549022,(L.) L'Hér. ex Aiton,2020-05-07,,brianjanice
Iris sibirica,59943,Iris sibirica,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Iridaceae,Iridoideae,Irideae,Iris,sibirica,HOWE:94,49.388868,-123.550748,L.,2020-05-17,,
Lunaria annua,55886,Lunaria annua,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Biscutelleae,Lunaria,annua,HOWE:95,49.388882,-123.550632,L.,2020-04-19,,brianjanice
Microsteris gracilis,61210,Microsteris gracilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Microsteris,gracilis,HOWE:96,49.516667,-123.533333,(hook.) greene,1990-04-29,,Robert Ogilvie
Lamium galeobdolon,204339,Lamium galeobdolon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Lamieae,Lamium,galeobdolon,HOWE:97,49.499778,-123.532831,(L.) Crantz,2022-06-26,,Lyrae
Montia parvifolia,78123,Montia parvifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Montia,parvifolia,HOWE:98,49.500187,-123.531824,(Moc. ex DC.) Greene,2022-06-26,,Lyrae
Rhododendron menziesii,553849,Rhododendron menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,menziesii,HOWE:99,49.50069,-123.52873,Craven,2022-06-26,,Lyrae
Veronica serpyllifolia,55749,Veronica serpyllifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,serpyllifolia,HOWE:100,49.499807,-123.532598,L.,2022-06-26,,Lyrae
Rubus parviflorus,51646,Rubus parviflorus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,parviflorus,HOWE:101,49.496331,-123.541395,Nutt.,2022-06-26,,Lyrae
Elymus glaucus,52791,Elymus glaucus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Elymus,glaucus,HOWE:102,49.483333,-123.533333,Buckley,1978-06-28,,Leon Pavlick
Elymus glaucus,52791,Elymus glaucus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Elymus,glaucus,HOWE:103,49.483333,-123.533333,Buckley,1978-06-28,,Leon E. Pavlick
Trifolium microdon,57079,Trifolium microdon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,microdon,HOWE:104,49.483333,-123.533333,H. & A.,1977-06-05,,Adolf Ceska; Oldriska Ceska
Allotropa virgata,62481,Allotropa virgata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Allotropa,virgata,HOWE:105,49.467,-123.533,Torr. & A. Gray,2003-06-13,"Roberts Creek, Mount Elphinstone Provincial Park,",P. Kroeger
Allotropa virgata,62481,Allotropa virgata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Allotropa,virgata,HOWE:106,49.466667,-123.533333,Torr. & A. Gray,2003-06-13,"Roberts Creek, Mount Elphinstone Provincial Park, middle portion near Roberts creek",Paul Kroeger
Corallorhiza mertensiana,49444,Corallorhiza mertensiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,mertensiana,HOWE:107,49.463333,-123.53,Bong,2021-07-20,,jackiemorris
Elliottia pyroliflora,126553,Elliottia pyroliflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Phyllodoceae,Elliottia,pyroliflora,HOWE:108,49.462063,-123.530731,(Bong.) S.W. Brim & P.F. Stevens,2022-08-09,,anniegray
Rhododendron macrophyllum,57360,Rhododendron macrophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,macrophyllum,HOWE:109,49.470001,-123.529999,D. Don ex G. Don,2003-05-25,"British Columbia, Sunshine Coast Regional Distict, Roberts Creek, Mount Elphinstone slopes, near Wilson Creek, well drained soils near rock outcrops on slope in forest with closed cannipy",Paul Kroeger
Rhododendron macrophyllum,57360,Rhododendron macrophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,macrophyllum,HOWE:110,49.466667,-123.533333,D. Don ex G. Don,2003-05-25,"Roberts Creek, Mount Elphinstone slopes, near Wilson Creek",Paul Kroeger
Rhododendron macrophyllum,57360,Rhododendron macrophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,macrophyllum,HOWE:111,49.466667,-123.533333,D. Don ex G. Don,2003-06-13,"Roberts Creek, west of Mount Elphinstone Provincial Park protected area upper portion above Wilson Creek",Paul Kroeger
Rhododendron macrophyllum,57360,Rhododendron macrophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,macrophyllum,HOWE:112,49.467,-123.533,D. Don ex G. Don,2003-05-25,"Sunshine Coast Regional Distict, Roberts Creek, Mount Elphinstone slopes, near Wilson Creek, well",Paul Kroeger
Rubus nivalis,78893,Rubus nivalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,nivalis,HOWE:113,49.466667,-123.533333,Douglas ex Hook.,2003-05-25,"Roberts Creek, Mount Elphinstone slopes",Paul Kroeger
Rubus nivalis,78893,Rubus nivalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,nivalis,HOWE:114,49.467,-123.533,Douglas ex Hook.,2003-05-25,"Roberts Creek, Mount Elphinstone slopes",P. Kroeger
Rubus nivalis,78893,Rubus nivalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,nivalis,HOWE:115,49.466667,-123.533333,Douglas ex Hook.,2003-05-25,,Paul Kroeger
Chimaphila umbellata,62236,Chimaphila umbellata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Chimaphila,umbellata,HOWE:116,49.45895,-123.535454,(L.) W.P.C. Barton,2021-10-19,,Richard C Till
Eriophorum angustifolium,127215,Eriophorum angustifolium,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Scirpeae,Eriophorum,angustifolium,HOWE:117,49.456863,-123.536255,Honck.,2021-07-24,,danielhennigar
Lycopodium clavatum,77914,Lycopodium clavatum,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,,Lycopodiaceae,Lycopodioideae,,Lycopodium,clavatum,HOWE:118,49.454145,-123.540908,L.,2021-05-30,,kristinop
Parnassia fimbriata,78351,Parnassia fimbriata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Celastrales,,,,Celastraceae,,Parnassieae,Parnassia,fimbriata,HOWE:119,49.456968,-123.536196,K.D. Koenig,2022-09-25,,Richard C Till
Platanthera stricta,50739,Platanthera stricta,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,stricta,HOWE:120,49.456772,-123.535988,Lindl.,2021-07-24,,danielhennigar
Senecio triangularis,79055,Senecio triangularis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Senecio,triangularis,HOWE:121,49.456867,-123.536203,Hooker,2021-07-24,,danielhennigar
Viola glabella,71113,Viola glabella,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Violaceae,,,Viola,glabella,HOWE:122,49.454469,-123.539778,Nutt.,2022-07-12,,Kate McKeown
Clintonia uniflora,76401,Clintonia uniflora,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Medeoleae,Clintonia,uniflora,HOWE:123,49.444353,-123.531569,(Menzies ex Schult. & Schult. f.) Kunth,2022-07-12,,Kate McKeown
Corallorhiza mertensiana,49444,Corallorhiza mertensiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,mertensiana,HOWE:124,49.449425,-123.537789,Bong,2022-07-12,,Kate McKeown
Corallorhiza mertensiana,49444,Corallorhiza mertensiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,mertensiana,HOWE:125,49.449638,-123.538033,Bong,2022-07-23,,
Cornus unalaschkensis,1096279,Cornus unalaschkensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,,Cornaceae,,,Cornus,unalaschkensis,HOWE:126,49.447822,-123.536238,Ledeb.,2022-07-23,,
Lysichiton americanus,48537,Lysichiton americanus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Araceae,Orontioideae,,Lysichiton,americanus,HOWE:127,49.446078,-123.534814,Hultén & H.St.John,2022-07-12,,Kate McKeown
Monotropa hypopitys,59986,Monotropa hypopitys,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,HOWE:128,49.449267,-123.537386,L.,2022-07-12,,Kate McKeown
Oplopanax horridus,83914,Oplopanax horridus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Araliaceae,,,Oplopanax,horridus,HOWE:129,49.446125,-123.535163,(Sm.) Miq.,2021-05-30,,kristinop
Rubus nivalis,78893,Rubus nivalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,nivalis,HOWE:130,49.431228,-123.527038,Douglas ex Hook.,2022-09-08,,botanybum
Rubus nivalis,78893,Rubus nivalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,nivalis,HOWE:131,49.431308,-123.527153,Douglas ex Hook.,2021-09-02,,botanybum
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:132,49.389708,-123.540088,(L.) Benth. & Hook.,2021-10-18,,
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:133,49.389708,-123.540088,(L.) Benth. & Hook.,2021-10-18,,
Chelidonium majus,55757,Chelidonium majus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Papaveroideae,Chelidonieae,Chelidonium,majus,HOWE:134,49.392047,-123.526928,L.,2022-05-26,,
Chelidonium majus,55757,Chelidonium majus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Papaveroideae,Chelidonieae,Chelidonium,majus,HOWE:135,49.392038,-123.526918,L.,2022-05-26,,
Rosa rugosa,83653,Rosa rugosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Roseae,Rosa,rugosa,HOWE:136,49.392608,-123.531051,Thunb.,2021-08-17,,
Rosa rugosa,83653,Rosa rugosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Roseae,Rosa,rugosa,HOWE:137,49.393116,-123.531486,Thunb.,2021-06-23,,
Saponaria officinalis,56154,Saponaria officinalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Caryophylleae,Saponaria,officinalis,HOWE:138,49.389772,-123.535917,L.,2022-05-26,,
Saponaria officinalis,56154,Saponaria officinalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Caryophylleae,Saponaria,officinalis,HOWE:139,49.389568,-123.536571,L.,2022-06-06,,
Allium schoenoprasum,59254,Allium schoenoprasum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Amaryllidaceae,Allioideae,Allieae,Allium,schoenoprasum,HOWE:140,49.387895,-123.530128,L.,2021-07-21,,gtultz
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:141,49.389294,-123.53959,(L.) Benth. & Hook.,2022-07-28,,
Berberis nervosa,75756,Berberis nervosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,nervosa,HOWE:142,49.385922,-123.529421,Pursh,2019-07-26,,bobbc
Gaultheria shallon,48441,Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,HOWE:143,49.384818,-123.533902,Pursh,2019-06-30,,
Gaultheria shallon,48441,Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,HOWE:144,49.384825,-123.533941,Pursh,2019-06-30,,
Gaultheria shallon,48441,Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,HOWE:145,49.384798,-123.533922,Pursh,2019-06-30,,
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:146,49.387947,-123.530145,(Kaulf.) C. Presl,2021-07-21,,gtultz
Pseudotsuga menziesii menziesii,63910,Pseudotsuga menziesii var. menziesii,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Pseudotsuga,menziesii,HOWE:147,49.387895,-123.530113,(Mirb.) Franco,2021-07-21,,gtultz
Rubus parviflorus,51646,Rubus parviflorus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,parviflorus,HOWE:148,49.387783,-123.530229,Nutt.,2021-07-21,,gtultz
Vaccinium parvifolium,48354,Vaccinium parvifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,parvifolium,HOWE:149,49.38775,-123.530113,Sm.,2021-07-21,,gtultz
Verbascum thapsus,59029,Verbascum thapsus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Scrophulariaceae,,Scrophularieae,Verbascum,thapsus,HOWE:150,49.386268,-123.536259,L.,2019-07-19,,dawny1963
Arabis eschscholtziana,75494,Arabis eschscholtziana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Arabideae,Arabis,eschscholtziana,HOWE:151,49.5,-123.516667,Andrz.,1925-05-03,,George Hardy
Cytisus scoparius,48538,Cytisus scoparius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Cytisus,scoparius,HOWE:152,49.500787,-123.527616,(L.) Link,2022-06-26,,Lyrae
Cytisus scoparius,48538,Cytisus scoparius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Cytisus,scoparius,HOWE:153,49.50079,-123.527686,(L.) Link,2022-06-26,,Lyrae
Gaultheria shallon,48441,Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,HOWE:154,49.501249,-123.526047,Pursh,2022-06-26,,Lyrae
Frangula purshiana,77156,Frangula purshiana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rhamnaceae,,Rhamneae,Frangula,purshiana,HOWE:155,49.431655,-123.513183,(D.C.) Cooper,2021-05-30,,kristinop
Lysimachia latifolia,496537,Lysimachia latifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,latifolia,HOWE:156,49.43315,-123.516097,(Hook.) Cholewa,2021-05-30,,kristinop
Monotropa uniflora,49477,Monotropa uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,HOWE:157,49.428446,-123.525398,L.,2020-08-09,,georgeamsmith
Monotropa uniflora,49477,Monotropa uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,HOWE:158,49.428708,-123.525621,L.,2020-08-09,,georgeamsmith
Monotropa uniflora,49477,Monotropa uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,HOWE:159,49.427655,-123.515984,L.,2022-07-20,,
Rubus nivalis,78893,Rubus nivalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,nivalis,HOWE:160,49.43126,-123.52692,Douglas ex Hook.,2019-08-11,"Langdale, Sprockids park","Teresa Gagne, Denis Laplante"
Athyrium filix-femina cyclosorum,61002,Athyrium filix-femina var. cyclosorum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Athyriaceae,,,Athyrium,filix-femina,HOWE:161,49.408056,-123.524722,(L.) Roth,2020-05-01,,Patty
Corallorhiza mertensiana,49444,Corallorhiza mertensiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,mertensiana,HOWE:162,49.414496,-123.514914,Bong,2020-06-14,,
Lathyrus sylvestris,82740,Lathyrus sylvestris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Lathyrus,sylvestris,HOWE:163,49.40901,-123.517399,L.,2022-08-07,,Rand Rudland
Pinus contorta contorta,80130,Pinus contorta var. contorta,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Pinus,contorta,HOWE:164,49.407778,-123.521111,Douglas,2021-05-23,,Richard Beard
Alnus rubra,56034,Alnus rubra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Alnus,rubra,HOWE:165,49.40351,-123.522058,Bong.,2019-02-20,,grrrace
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:166,49.404167,-123.514722,(L.) Benth. & Hook.,2021-08-02,,Patty
Arbutus menziesii,51046,Arbutus menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arbutus,menziesii,HOWE:167,49.406658,-123.51545,Pursh,2022-07-01,,emilylricher
Dicentra formosa formosa,51049,Dicentra formosa ssp. formosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Fumarioideae,Corydaleae,Dicentra,formosa,HOWE:168,49.398486,-123.524183,(Haw.) Walp.,2020-04-19,,brianjanice
Lamium galeobdolon,204339,Lamium galeobdolon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Lamieae,Lamium,galeobdolon,HOWE:169,49.403978,-123.522218,(L.) Crantz,2019-02-20,,grrrace
Lysichiton americanus,48537,Lysichiton americanus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Araceae,Orontioideae,,Lysichiton,americanus,HOWE:170,49.404035,-123.519566,Hultén & H.St.John,2019-02-23,,Patty
Oenanthe sarmentosa,60127,Oenanthe sarmentosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Apioideae,Oenantheae,Oenanthe,sarmentosa,HOWE:171,49.404587,-123.520721,C. Presl ex DC.,2019-06-19,,Patty
Rosa rugosa,83653,Rosa rugosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Roseae,Rosa,rugosa,HOWE:172,49.406069,-123.525068,Thunb.,2021-06-19,,
Rosa rugosa,83653,Rosa rugosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Roseae,Rosa,rugosa,HOWE:173,49.40665,-123.523531,Thunb.,2021-08-01,,
Rubus spectabilis,47543,Rubus spectabilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,spectabilis,HOWE:174,49.400348,-123.524161,Pursh,2020-04-19,,brianjanice
Silene coronaria,485191,Silene coronaria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,coronaria,HOWE:175,49.405205,-123.515331,(L.) Desr.,2020-06-22,,doobie91
Solanum dulcamara,55620,Solanum dulcamara,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,,Solanaceae,Solanoideae,Solaneae,Solanum,dulcamara,HOWE:176,49.4025,-123.513611,L.,2021-08-02,,Patty
Stachys chamissonis cooleyae,52627,Stachys chamissonis var. cooleyae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,chamissonis,HOWE:177,49.405,-123.524167,Benth.,2020-06-29,,Patty
Thuja plicata,48252,Thuja plicata,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Thuja,plicata,HOWE:178,49.403229,-123.521024,Donn ex D. Don,2019-02-20,,grrrace
Vinca minor,55844,Vinca minor,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Apocynaceae,Rauvolfioideae,Vinceae,Vinca,minor,HOWE:179,49.403354,-123.522056,L.,2019-02-20,,grrrace
Berberis aquifolium,126887,Berberis aquifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,aquifolium,HOWE:180,49.389804,-123.515299,Pursh,2022-05-20,,Rand Rudland
Campanula rapunculoides,85321,Campanula rapunculoides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,rapunculoides,HOWE:181,49.390429,-123.524499,L.,2018-07-01,,
Chelidonium majus,55757,Chelidonium majus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Papaveroideae,Chelidonieae,Chelidonium,majus,HOWE:182,49.391985,-123.526466,L.,2022-05-26,,
Claytonia sibirica,55767,Claytonia sibirica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,sibirica,HOWE:183,49.397222,-123.517222,L.,2022-05-20,,Patty
Claytonia sibirica,55767,Claytonia sibirica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,sibirica,HOWE:184,49.396111,-123.524167,L.,2020-04-09,,Patty
Claytonia sibirica,55767,Claytonia sibirica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,sibirica,HOWE:185,49.396389,-123.518333,L.,2021-05-10,,Patty
Cotoneaster simonsii,76461,Cotoneaster simonsii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,simonsii,HOWE:186,49.390588,-123.515379,Baker,2020-07-04,,Rand Rudland
Cymbalaria muralis,55727,Cymbalaria muralis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Antirrhineae,Cymbalaria,muralis,HOWE:187,49.393056,-123.513611,"G. Gaertn., B. Mey. & Scherb.",2020-05-23,,
Digitalis purpurea,53983,Digitalis purpurea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,purpurea,HOWE:188,49.390693,-123.515443,L.,2022-05-20,,Rand Rudland
Dryopteris expansa,64055,Dryopteris expansa,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,expansa,HOWE:189,49.392635,-123.517264,(C. Presl) Fraser-Jenkins & Jermy,2022-05-20,,Rand Rudland
