Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,iNaturalist Link,Notes,Stats Code
Lepiota cristata,,malodorous lepiota,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Lepiota magnispora,Murrill,shaggy-stalked parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,documented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,2016-10-12,A. Simon,http://www.inaturalist.org/observations/4342964,,FUN
Lepiota rubrotincta,,—,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Lepista gigantea,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Lepista inversa,,orange funnel cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Lepista nuda,,blewit,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Lepista tarda,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Leptonia serrulata,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Leptonia subeuchroa,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Leucoagaricus naucinus,(Fr.) Singer,smooth parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Leucocoprinus luteus,,yellow parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Leucopaxillus albissimus,,—,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Leucopaxillus amarus,,—,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Lichenomphalia umbellifera,"(L.) Redhead, Lutzoni, Moncalvo & Vilgalys",heath navel,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2015-02-12,L. Magner & A. Simon,http://www.inaturalist.org/observations/2565733,,LIC
Lycoperdon foetidum,,dusky puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Lycoperdaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Lycoperdon nigrescens,,dark puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Lycoperdaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Lycoperdon perlatum,,common puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Lycoperdaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2013-10-11,I. Guthrie,http://www.inaturalist.org/observations/4210339,,FUN
Lycoperdon pyriforme,,pear-shaped puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Lycoperdaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Lyophyllum multiceps,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Lyophyllaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Macrocystidia cucumis,(Pers.) Joss.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Marasmiaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Macrotyphula juncea,(Alb. & Schwein.) Berthier,slender club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Typhulaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Marasmiellus candidus,(Bolton) Singer,white mirasmius,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Marasmiaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-11-03,L. Magner & A. Simon,http://www.inaturalist.org/observations/4491056,,FUN
Marasmius oreades,,fairy ring mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Marasmiaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Marasmius plicatulus,,red pinwheel,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Marasmiaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-11-05,A. Simon,http://www.inaturalist.org/observations/4503939,,FUN
Marasmius salalis,,salal marasmius,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Marasmiaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Melanoleuca melaleuca,,—,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Mycena alcalina,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Mycena epipterygia,,yellowleg bonnet,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Mycena epipterygioides,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Mycena galericulata,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,—,—,documented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,2017-01-29,T. Froese,https://www.inaturalist.org/observations/5024268,,FUN
Mycena haematopus,,bleeding fairy helmet,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Mycena maculata,,Spotted Mycena,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Mycena parabolica,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Mycena polygramma,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Mycena rorida,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Mycena rosella,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Mycena rubromarginata,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Nidula candida,,bird’s nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Nidula niveotomentosa,,bird’s nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2015-03-13,L. Magner & A. Simon,http://www.inaturalist.org/observations/2589219,,FUN
Nolanea hirtipes,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Nolanea sericea,,silky nolanea,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Oligoporus caesius,(Schrad.) Gilb. & Ryvarden,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Polyporaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Oligoporus perdelicatus,(Murrill) Gilb. & Ryvarden,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Polyporaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Oligoporus rennyi,(Berk. & Broome) Donk,powder-puff polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Polyporaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Panaeolus campanulatus,,petticoat mottlegill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Bolbitiaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Panellus serotinus,(Pers.) Kühner,late fall oyster,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Panus sp.,—,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Polyporaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Paralepista flaccida,,tawny funnel,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Paxillus atrotomentosus,,velvet pax,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Paxillaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,LIC
Paxillus involutus,,brown rollrim,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Paxillaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,LIC
Perenniporia subacida,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Polyporaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Phaeocollybia californica,,—,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hymenogastraceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Phaeolepiota aurea,(Matt.) Maire ex Konrad & Maubl.,Alaskan gold,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Phaeolus schweinitzii,(Fr.) Pat.,dyer’s polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Fomitopsidaceae,,,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2010-11-05,I. Guthrie,http://www.inaturalist.org/observations/4208210,,FUN
Phellinus ferruginosus,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Phellinus igniarius,,False Tinder Conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Phellodon atratus,K.A. Harrison,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Pholiota aurivella,,golden pholiota,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Pholiota squarrosa,,scaly pholiota,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Pholiota terrestris,,ground pholiota,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Pleurocybella porrigens,(Pers.) Singer,angel wings,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Marasmiaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Pleurotus dryinus,,veiled oyster,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pleurotaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Pleurotus ostreatus,,oyster mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pleurotaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2015-05-28,L. Magner,http://www.inaturalist.org/observations/2621489,,FUN
Pluteus cervinus,(Schäff.) P. Kumm.,deer mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Pluteaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2015-03-21,L. Magner & A. Simon,http://www.inaturalist.org/observations/2608954,,FUN
Polyporus badius,,black leg,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Polyporaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Polyporus tuberaster,,tuckahoe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Polyporaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Psathyrella sp.,—,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Psathyrellaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Pseudoclitocybe cyathiformis,(Bull.) Singer,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Pseudohydnum gelatinosum,(Scop.) P. Karst.,jelly tooth,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Auriculariales,,,Exidiaceae,,,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2010-11-05,I. Guthrie,http://www.inaturalist.org/observations/4209530,,FUN
Psilocybe cyanescens,,blueleg brownie,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Psilocybe inquilina,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Ramaria conjunctipes,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,—,—,undocumented,2016-11-07,R. Zich,,,,,,FUN
Ramaria formosa,,pink coral mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,—,—,undocumented,2016-11-07,R. Zich,,,,,,FUN
Ramaria gelatinosa,,gelatinous coral mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Ramaria myceliosa,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,—,—,undocumented,2016-11-07,R. Zich,,,,,,FUN
Ramaria stricta,,upright coral fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Rhodocollybia butyracea,(Bull.) Lennox,buttery collybia,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Omphalotaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Rhodocollybia oregonensis,(A.H. Sm.) Lennox,Oregon collybia,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Omphalotaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Rhodocybe nitellina,(Fr.) Singer,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Rickenella fibula,,orange moss agaric,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Repetobasidiaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Rickenella swartzii,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Repetobasidiaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Russula albonigra,,—,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Russula bicolor,,—,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Russula brevipes,,short-stemmed Russula,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2013-10-11,I. Guthrie,http://www.inaturalist.org/observations/4210338,,FUN
Russula cascadensis,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Russula fragilis,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Russula frangrantissima,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Russula rosacea,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Russula sororia,,sepia brittlegill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-11-03,L. Magner,http://www.inaturalist.org/observations/4491096,European species; not certain to be present in NA,FUN
Russula veternosa,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Russula xerampelina,,shellfish-scented Russula,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-07-06,S. Tweedale,http://inaturalist.ca/observations/3634729,,FUN
Sarcodon scabrosum,,—,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Schizophyllum commune,Fr.,split-gill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Schizophyllaceae,,,documented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,2017-05-28,A. Malcolm,https://www.inaturalist.org/observations/6602015,,FUN
Scleroderma citrinum,,common earthball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Sclerodermatineae,,Sclerodermataceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Sparassis crispa,,cauliflower fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Sparassidaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Sphaerobolus stellatus,Tode,canon fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Geastrales,,,Sphaerobolaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Stereum hirsutum,,false turkey-tail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Stereaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2015-03-21,L. Magner,http://www.inaturalist.org/observations/2608961,,FUN
Strobilurus trullisatus,,fir-cone mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Physalacriaceae,,,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-10-13,G. Barber,http://inaturalist.ca/observations/4343571,,FUN
Stropharia aeruginosa,,blue-green stropharia,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Stropharia aurantiaca,,redlead roundhead,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Suillus brevipes,,Short-stemmed Slippery Jack,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Suillaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Suillus caerulescens,A.H. Sm. & Thiers,Douglas-fir suillus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Suillaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Suillus lakei,,western painted Suillus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Suillaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Suillus luteus,,Slippery Jack,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Suillaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Suillus tomentosus,,Blue-ing Slippery Jack,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Suillaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Tetrapyrgos subdendrophora,(Redhead) E. Horak,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Marasmiaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
