Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Petasites frigidus var. palmatus,(Aiton) Cronquist,Arctic sweet coltsfoot,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,native,S5 (2000),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Petasites japonicus,(Siebold & Zucc.) Maxim.,bog rhubarb,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Pseudognaphalium stramineum,(Kunth) Anderb.,cotton-batting cudweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,native,S4,undocumented,2016,M. Fairbarns,Vascular Plant Survey of a Rock Bluff System on Galiano Island 2016 (technical report),,,,,,,PLA
Pseudognaphalium thermale,(E.E. Nelson) G.L. Nesom,small-headed cudweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,,new 2015,,,,2015-06-24,L. Magner & A. Simon,http://www.inaturalist.org/observations/2564143,https://static.inaturalist.org/photos/2857221/medium.JPG?1452235563,Report should be reviwed as this taxon is not reported on the BC Ecosystems Explorer; see P. stramineum,78765,PLA
Senecio sylvaticus,L.,heath groundsel,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,exotic,unlisted,documented,1986-08-16,W. J. Crins,UBC,2015-06-05,L. Magner & A. Simon,http://www.inaturalist.org/observations/2563543,https://static.inaturalist.org/photos/2856432/medium.JPG?1452216661,,53210,PLA
Senecio vulgaris,L.,common goundsel,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2016-05-10,A. Simon,http://www.inaturalist.org/observations/3317322,https://static.inaturalist.org/photos/3833136/medium.JPG?1464383087,,53211,PLA
Solidago canadensis,L.,Canada Goldenrod,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2016-07-13,A. Simon,http://www.inaturalist.org/observations/3682274,https://static.inaturalist.org/photos/4268521/medium.JPG?1468603191,,67808,PLA
Sonchus arvensis,L.,perennial sow thistle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2016-06-03,A. Simon,http://www.inaturalist.org/observations/3383066,https://static.inaturalist.org/photos/3909278/medium.JPG?1465088157,,79156,PLA
Sonchus asper,(L.) Hill,prickly sow-thistle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2016-05-30,A. Simon,http://www.inaturalist.org/observations/3351171,https://static.inaturalist.org/photos/3870159/medium.JPG?1464736214,,53269,PLA
Sonchus oleraceus,(L.) L.,common sow-thistle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2015-05-28,L. Magner & A. Simon,http://www.inaturalist.org/observations/2621485,https://static.inaturalist.org/photos/2934470/medium.JPG?1453873439,,53294,PLA
Symphyotrichum chilense,(Nees) G.L. Nesom,Pacific aster,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,native,S5 (2010),undocumented,1982-08-14,H. Janszen,RBCM,,,,,,,PLA
Symphyotrichum chilense x subspicatum,,hybrid aster,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,native,,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Symphyotrichum subspicatum,(Nees) G.L. Nesom,Douglas’ aster,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,native,S5 (2000),documented,1966-08-25,DB,BABY,2016-09-11,A. Simon,http://www.inaturalist.org/observations/4092261,https://static.inaturalist.org/photos/4858001/medium.jpeg?1473662753,,79303,PLA
Tanacetum parthenium,(L.) Sch. Bip.,feverfew,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,exotic,unlisted,new 2016,,,,2016-06-04,A. Simon,http://www.inaturalist.org/observations/3573711,https://static.inaturalist.org/photos/4148562/large.JPG?1467343188,,54520,PLA
Tanacetum vulgare,L.,common tansy,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2016-07-14,A. Simon,http://www.inaturalist.org/observations/3680834,https://static.inaturalist.org/photos/4266218/medium.JPG?1468559399,,55971,PLA
Taraxacum laevigatum,(Willd.) DC.,red-seeded dandelion,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,Taraxacum as a genus is highly overlooked (C.R.Björk); a great diversity of Taraxacum spp. have yet to be reported for the project.,,PLA
Taraxacum officinale,(L.) Weber ex F.H. Wigg.,common dandelion,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,exotic,unlisted,undocumented,2016,M. Fairbarns,Vascular Plant Survey of a Rock Bluff System on Galiano Island 2016 (technical report),,,,,Taraxacum as a genus is highly overlooked (C.R.Björk); a great diversity of Taraxacum spp. have yet to be reported for the project.,,PLA
Tragopogon porrifolius,L.,salsify,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2016-07-18,A. Simon,http://www.inaturalist.org/observations/3700978,https://static.inaturalist.org/photos/4295471/medium.jpeg?1468879377,,54141,PLA
Uropappus lindleyi,(DC.) Nutt.,silver puffs,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,native,S1 (2000),undocumented,2003-04-30,F. Lomer,UBC,,,,,,,PLA
Campanula rotundifolia,L.,lady’s thimble,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Campanulaceae,,native,S5 (2015),documented,,H. Janszen,Private List Aug 26 2001,2016-06-04,A. Simon,http://www.inaturalist.org/observations/3380425,https://static.inaturalist.org/photos/3905357/medium.JPG?1465068180,,62312,PLA
Campanula scouleri,Hook. ex A. D.C.,Scouler's harebell,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Campanulaceae,,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2016-05-14,L. Magner,http://www.inaturalist.org/observations/3296703,https://static.inaturalist.org/photos/3810452/medium.JPG?1464153412,,75991,PLA
Triodanis perfoliata,(L.) Nieuwl.,Venus’ looking-glass,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Campanulaceae,,native,S3S4 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Menyanthes trifoliata,L.,bog-bean,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Menyanthaceae,,native,S5 (2000),new 2016,,,,2016-08-13,A. Simon & A. Huggins,http://www.inaturalist.org/observations/3882093,https://static.inaturalist.org/photos/4554839/medium.jpeg?1471164976,,78016,PLA
Amsinckia menziesii,(Lehm.) A. Nelson & J.F. Macbr.,Menzies' fiddleneck,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,,native,S5 (2015),documented,1984-06-02,H. Janszen,RBCM,2017-04-30,A. Simon,https://www.inaturalist.org/observations/6047543,https://static.inaturalist.org/photos/7577588/medium.jpeg?1493700062,,55436,PLA
Amsinckia retrorsa,Suksd.,rough fiddleneck,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,,native,S4 (2015),undocumented,,,,,,,,,,PLA
Echium vulgare,L.,blueweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,,exotic,unlisted,undocumented,1978-08-03,Kelowna Resource Analysis Branch,RBCM,,,,,,,PLA
Myosotis arvensis,(L.) Hill,field forget-me-not,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,,exotic,unlisted,documented,1975-07-14,A. Wood,RBCM,2017-05-28,A. Simon,https://www.inaturalist.org/observations/6409658,https://static.inaturalist.org/photos/8086791/medium.jpeg?1496017105,,51726,PLA
Myosotis discolor,Pers.,changing forget-me-not,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,,exotic,unlisted,documented,1979-06-08,H. Janszen,RBCM,2015-04-21,A. Simon,http://www.inaturalist.org/observations/2567285,https://static.inaturalist.org/photos/2862036/medium.JPG?1452367483,,70265,PLA
Myosotis laxa,Lehm.,bay forget-me-not,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,,native,S5,documented,2000-06-12,H. Roemer,ER 128 Inventory,2015-05-28,L. Magner & A. Simon,http://www.inaturalist.org/observations/2561823,https://static.inaturalist.org/photos/2854111/medium.png?1452152142,,78150,PLA
Myosotis scorpioides,L.,true forget-me-not,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,,exotic,unlisted,undocumented,1979-06-08,H. Janszen,RBCM,,,,,,,PLA
Myosotis sylvatica,Ehrh. ex Hoffm.,wood forget-me-not,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,,exotic,unlisted,documented,1975-05-14,A. Wood,RBCM,2017-04-09,A. Simon,https://www.inaturalist.org/observations/5635307,https://static.inaturalist.org/photos/6971636/medium.jpeg?1491806435,A. Wood reports M. s. var. alpestris,55826,PLA
Nemophila parviflora,Douglas ex Benth.,small-flowered nemophila,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,,native,S5 (2000),documented,1986-08-17,W. J. Crins,UBC,2015-04-21,A. Simon,http://www.inaturalist.org/observations/2567255,https://static.inaturalist.org/photos/2861990/medium.JPG?1452366565,,57353,PLA
Nemophila pedunculata,Douglas ex Benth.,meadow nemophila,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,,native,S5,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Phacelia linearis,(Pursh) Holz.,linear-leaved phacelia,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2017-05-13,A. Simon,https://www.inaturalist.org/observations/6217942,https://static.inaturalist.org/photos/7811034/medium.jpeg?1494826347,,78499,PLA
Phacelia tanacetifolia,Benth.,lacy phacelia,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,,native,S5 (2000),undocumented,1987-07-08,G. B. Straley,UBC,,,,,,,PLA
Plagiobothrys tenellus,(C.A. Mey. ex Ledeb.) A. Gray,Pacific popcorn flower,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,,native,S1 (2015),undocumented,1998-04-10,F. Lomer,UBC,,,,,,,PLA
Symphytum officinale,L.,common comfrey,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,,exotic,unlisted,undocumented,1981-07-16,H. Janszen,RBCM,,,,,,,PLA
Symphytum x uplandicum,Nyman,Axminster gold,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,,exotic,unlisted,undocumented,2012-04-21,T. Taylor,Vascular Plants Seen on Galiano Island,,,,,,,PLA
Arabis eschscholtziana,Andrz.,Eschscholtz’s rockcress,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S5 (2015),documented,1981-05-11,H. Janszen,RBCM,2016-04-23,A. Simon,http://www.inaturalist.org/observations/3028222,https://static.inaturalist.org/photos/3485865/medium.JPG?1461593546,,75494,PLA
Arabis glabra,(L.) Bernh.,tower mustard,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S5 (2015),undocumented,,,,,,,,,,PLA
Arabis hirsuta,(L.) Scop.,hairy rock-cress,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,undocumented,1975-05-16,A. Wood,RBCM,,,,,,,PLA
Athysanus pusillus,(Hook.) Greene,common sandweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S3S4,undocumented,2001-04-11,F. Lomer,UBC,,,,,,,PLA
Barbarea orthoceras,Ledeb.,American yellowrocket,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,undocumented,1981-07-07,H. Janszen,RBCM,,,,,,,PLA
Barbarea vulgaris,R. Br.,yellow rocket,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,new 2017,,,,2017-05-06,chlorophilia,https://www.inaturalist.org/observations/6217241,https://static.inaturalist.org/photos/7810181/medium.jpeg?1494822675,,56126,PLA
Cakile edentula,(Bigelow) Hook.,American searocket,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,new 2016,,,,2016-06-28,A. Simon,http://www.inaturalist.org/observations/3542880,https://static.inaturalist.org/photos/4130080/medium.JPG?1467180688,,52162,PLA
Cakile maritima,Scop.,European searocket,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,new 2016,,,,2016-06-28,A. Simon,http://www.inaturalist.org/observations/3542797,https://static.inaturalist.org/photos/4129929/medium.JPG?1467178675,,60982,PLA
Capsella bursa-pastoris,(L.) Medik.,shepherd’s purse,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,documented,1975-06-04,A. Wood,RBCM,2016-05-06,A. Simon,http://www.inaturalist.org/observations/3116760,https://static.inaturalist.org/photos/3603978/medium.JPG?1462592281,,56121,PLA
Cardamine flexuosa,With.,wood bittercress,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,documented,2003-05-01,F. Lomer,UBC,2017-04-24,A. Simon,https://www.inaturalist.org/observations/5964579,https://static.inaturalist.org/photos/7453300/medium.jpeg?1493193824,,69636,PLA
Cardamine hirsuta,L.,hairy bittercress,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,documented,,K. Brothers,VMS Private List,2016-02-12,A. Simon,http://www.inaturalist.org/observations/2677486,https://static.inaturalist.org/photos/3008747/medium.JPG?1455390954,,55829,PLA
Cardamine nuttallii,Greene,slender toothwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S5 (2015),documented,1972-05-02,R. Biggs,UBC,2017-04-04,S. Tweedale,https://www.inaturalist.org/observations/5582977,https://static.inaturalist.org/photos/6892376/medium.jpg?1491418534,,76002,PLA
Cardamine oligosperma,Nutt.,little western bittercress,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S5 (2015),documented,2003-05-01,F. Lomer,UBC,2016-04-03,A. Simon,http://www.inaturalist.org/observations/2889721,https://static.inaturalist.org/photos/3303625/medium.JPG?1459964798,,52981,PLA
Cardamine pensylvanica,Muhl. ex Willd.,Pennsylvanian bittercress,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S5 (2015),documented,1975-05-07,H. Janszen,RBCM,2016-05-13,A. Simon,http://www.inaturalist.org/observations/3318628,https://static.inaturalist.org/photos/3834010/medium.JPG?1464391128,,76005,PLA
Draba nemorosa,L.,woods draba,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Draba verna,L.,common draba,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,documented,1989-04-06,G. B. Straley,UBC,2016-02-12,A. Simon,http://www.inaturalist.org/observations/2677436,https://static.inaturalist.org/photos/3008676/medium.JPG?1455389762,,55823,PLA
Erysimum cheiranthoides,L.,wormseed mustard,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S5 (2015),undocumented,1981-07-07,H. Janszen,RBCM,,,,,,,PLA
Hesperis matronalis,L.,dame’s rocket,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,documented,1981-07-16,H. Janszen,RBCM,2017-05-26,A. Simon,https://www.inaturalist.org/observations/6411585,https://static.inaturalist.org/photos/8090279/medium.jpeg?1496024770,,47697,PLA
Idahoa scapigera,(Hook.) A. Nelson & J.F. Macbr.,scalepod,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S2S3 (2015),documented,2016,M. Fairbarns,Vascular Plant Survey of a Rock Bluff System on Galiano Island 2016 (technical report),2013-03-22,R. Batten,https://www.inaturalist.org/observations/9142671,https://static.inaturalist.org/photos/12359386/large.jpeg?1513152831,,77486,PLA
Lepidium campestre,(L.) R. Br.,field pepperwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,new 2016,,,,2016-04-23,L. Magner & A. Simon,http://www.inaturalist.org/observations/3041376,https://static.inaturalist.org/photos/3501519/medium.JPG?1461730072,,77663,PLA
Lepidium virginicum ssp. menziesii,(DC.) Thell.,tall pepperwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S5 (2015),undocumented,1981-05-11,H. Janszen,RBCM,,,,,,,PLA
Lunaria annua,L.,annual honesty,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,undocumented,2012-04-21,T. Taylor,Vascular Plants Seen on Galiano Island,,,,,Reported by Terry Taylor,,PLA
Nasturtium officinale,R. Br.,watercress,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,documented,1979-06-08,H. Janszen,RBCM,2016-03-21,S. Tweedale,http://inaturalist.ca/observations/2817044,https://static.inaturalist.org/photos/3203547/medium.jpg?1458670883,,78174,PLA
Raphanus raphanistrum,L.,wild radish,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,undocumented,1979-06-14,H. Janszen,RBCM,,,,,,,PLA
Raphanus sativus,L.,radish,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Rorippa palustris,(L.) Besser,marsh yellowcress,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S5 (2008),undocumented,1982-08-14,H. Janszen,RBCM,,,,,,,PLA
Sisymbrium altissimum,L.,tall tumblemustard,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,undocumented,1982-08-14,H. Janszen,RBCM,,,,,,,PLA
Sisymbrium officinale,(L.) Scop.,hedge mustard,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,documented,1979-06-28,H. Janszen,RBCM,2016-05-05,A. Simon,http://www.inaturalist.org/observations/3113986,https://static.inaturalist.org/photos/3600601/medium.JPG?1462563655,,53266,PLA
Thlaspi arvense,L.,field pennycress,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,exotic,unlisted,documented,1979-06-28,H. Janszen,RBCM,2017-05-09,A. Simon,https://www.inaturalist.org/observations/6217506,https://static.inaturalist.org/photos/7810778/medium.jpeg?1494825356,,79358,PLA
Thysanocarpus curvipes,Hook.,sand fringepod,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S3 (2015); N3 Vulnerable in Canada S3 (Blue-listed),documented,2001-04-11,F. Lomer,UBC,2017-05-26,A. Simon,https://www.inaturalist.org/observations/6411595,https://static.inaturalist.org/photos/8090325/medium.jpeg?1496024889,,58088,PLA
Turritis glabra,L.,tower mustard,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,native,S5,documented,1975-05-16,A. Wood,RBCM,2017-04-30,A. Simon,https://www.inaturalist.org/observations/6047552,https://static.inaturalist.org/photos/7577627/medium.jpeg?1493700158,,79460,PLA
Amaranthus powellii,S. Watson,green amaranth,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Amaranthoideae,exotic,unlisted,undocumented,2002-03-25,M. Costea,RBCM,,,,,,,PLA
Amaranthus sp.,,amaranth,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Amaranthoideae,,,new 2016,,,,2016-07-31,A. Simon,http://www.inaturalist.org/observations/3786981,https://static.inaturalist.org/photos/4419706/medium.jpeg?1470110071,,52326,PLA
Atriplex patula,L.,common orache,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Chenopodioideae,exotic,unlisted,new 2016,,,,2016-06-19,A. Simon,http://www.inaturalist.org/observations/3495353,https://static.inaturalist.org/photos/4065512/medium.JPG?1466491504,,60175,PLA
Atriplex subspicata,(Nutt.) Rydb.,saline saltbrush,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Chenopodioideae,native,S4S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Chenopodium album,L.,lamb's quarters,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Chenopodioideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2016-07-31,A. Simon,http://www.inaturalist.org/observations/3786976,https://static.inaturalist.org/photos/4419694/large.jpeg?1470109952,,58127,PLA
Salicornia pacifica,Standl.,American glasswort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Chenopodioideae,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2013-06-28,F. Erhard,http://www.inaturalist.org/observations/2604261,https://static.inaturalist.org/photos/2908762/medium.JPG?1453382205,,78931,PLA
Opuntia fragilis,(Nutt.) Haw.,brittle prickly-pear,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Cactaceae,,native,S4S5 (2015),new 2013,,,,2013-04-08,F. Erhard,http://www.inaturalist.org/observations/2583398,https://static.inaturalist.org/photos/2884924/medium.jpg?1452872584,,62474,PLA
Arenaria serpyllifolia,L.,thyme-leaved sandwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,undocumented,2014-11-12,K. Marr,RBCM,,,,,,,PLA
Cerastium arvense,L.,field chickweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,*listed subtaxa in BC,documented,1972-05-02,B. Stephens,UBC,2015-04-04,A. Simon,http://www.inaturalist.org/observations/2567449,https://static.inaturalist.org/photos/2862276/medium.JPG?1452372665,,50851,PLA
Cerastium fontanum,Baumg.,common chickweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2015-06-05,L. Magner & A. Simon,http://www.inaturalist.org/observations/2563618,https://static.inaturalist.org/photos/2856563/medium.png?1452218708,,53307,PLA
Cerastium fontanum ssp. triviale,(E.H.L. Krause) Jalas,common chickweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Cerastium glomeratum,Thuill.,sticky mouse-ear chickweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2015-05-17,A. Simon,http://www.inaturalist.org/observations/2610623,https://static.inaturalist.org/photos/2918141/medium.JPG?1453587189,,52973,PLA
Dianthus armeria,L.,Deptford pink,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,exotic,unlisted,undocumented,1975-07-18,H. Janszen,RBCM,,,,,,,PLA
Minuartia tenella,(J. Gay) Mattf.,slender sandwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,native,S5,undocumented,2017-05-27,A. J. Wright,Bioblitz Galiano 2017,,,,,,,PLA
Moehringia macrophylla,(Hook.) Fenzl,big-leaved sandwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,native,S4,documented,,H. Janszen,Private List Aug 26 2001,2015-03-21,L. Magner & A. Simon,http://www.inaturalist.org/observations/2575099,https://static.inaturalist.org/photos/2873652/medium.JPG?1452597806,,61884,PLA
