Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Chrysopa nigricornis,Burmeister,green lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Chrysopoidea,Chrysopidae,,,,undocumented,1987-06-26,G.G.E. Scudder,SEM,,,,,,,ART
Chrysopa oculata,Say,golden-eyed lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Chrysopoidea,Chrysopidae,,,,undocumented,1989-06-25,G.G.E. Scudder,SEM,,,,,,,ART
Chrysoperla carnea,(Stephens),common green lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Chrysopoidea,Chrysopidae,,,,undocumented,1987-06-26,G.G.E. Scudder,SEM,,,,,,,ART
Meleoma dolicharthra,(Navás),green lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Chrysopoidea,Chrysopidae,,,,undocumented,1987-06-26,G.G.E. Scudder,SEM,,,,,,,ART
Meleoma emuncta,(Fitch),green lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Chrysopoidea,Chrysopidae,,,,undocumented,1984-08-09,G.G.E. Scudder,SEM,,,,,,,ART
Meleoma signoretti,Fitch,green lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Chrysopoidea,Chrysopidae,,,,undocumented,1984-08-09,G.G.E. Scudder,SEM,,,,,,,ART
Nothochrysa californica,Banks,San Francisco lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Chrysopoidea,Chrysopidae,,,,undocumented,1988-05-22,G.G.E. Scudder,SEM,,,,,,,ART
Hemerobius bistrigatus,Currie,brown lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Hemerobioidea,Hemerobiidae,,,,undocumented,1977-06-26,G.G.E. Scudder,SEM,,,,,,,ART
Hemerobius discretus,Navás,brown lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Hemerobioidea,Hemerobiidae,,,,undocumented,1982-09-05,G.G.E. Scudder,SEM,,,,,,,ART
Hemerobius humulinus,Linnaeus,humulin brown lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Hemerobioidea,Hemerobiidae,,,,undocumented,1980-10-11,G.G.E. Scudder,SEM,,,,,,,ART
Hemerobius kokaneeanus,Currie,brown lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Hemerobioidea,Hemerobiidae,,,,undocumented,1981-08-07,G.G.E. Scudder,SEM,,,,,,,ART
Hemerobius ovalis,Carpenter,ovating brown lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Hemerobioidea,Hemerobiidae,,,,undocumented,1977-02-19,G.G.E. Scudder,SEM,,,,,,,ART
Hemerobius pacificus,Banks,Pacific brown lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Hemerobioidea,Hemerobiidae,,,,undocumented,1990-09-30,G.G.E. Scudder,SEM,,,,,,,ART
Hemerobius pinidumus,Fitch,brown lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Hemerobioidea,Hemerobiidae,,,,undocumented,1982-09-02,G.G.E. Scudder,SEM,,,,,,,ART
Hemerobius stigma,Stephens,brown lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Hemerobioidea,Hemerobiidae,,,,undocumented,1982-09-02,G.G.E. Scudder,SEM,,,,,,,ART
Micromus variegatus,(Fabricius),brown lacewing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,Hemerobioidea,Hemerobiidae,,,,undocumented,1987-08-10,G.G.E. Scudder,SEM,,,,,,,ART
Myrmeleon exitialis,Walker,antlion,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Myrmeleontiformia,Myrmeleontoidea,Myrmeleontidae,,,,undocumented,1983-08-29,J. Scudder,SEM,,,,,,,ART
Aeshna eremita,Kirby,lake darner,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Aeshnidae,,,,undocumented,1996-07-26,G. Hutchings,RBCM,,,,,,,ART
Aeshna interrupta,Walker,variable darner,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Aeshnidae,,,,undocumented,1996-07-26,G. Hutchings,RBCM,,,,,,,ART
Aeshna palmata,Hagen,paddle-tailed darner,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Aeshnidae,,,,documented,1996-07-26,G. Hutchings,RBCM,2007-11-03,S. Street,http://www.inaturalist.org/observations/2635607,https://static.inaturalist.org/photos/2954919/medium.jpg?1454303325,,67726,ART
Aeshna umbrosa,Walker,shadow darner,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Aeshnidae,,,,undocumented,1975-08-06,G.G.E. Scudder,SEM,,,,,,,ART
Anax junius,,common green darner,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Aeshnidae,,,,documented,1996-07-26,G. Hutchings,RBCM,2008-08-30,I. Guthrie,http://www.inaturalist.org/observations/4167750,https://static.inaturalist.org/photos/4962130/medium.jpg?1474491421,,67731,ART
Cordulia shurtleffii,,American emerald,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Aeshnidae,,,,new 2016,,,,2016-05-24,L. Magner & A. Simon,http://www.inaturalist.org/observations/3296434,https://static.inaturalist.org/photos/3810150/medium.JPG?1464149826,,98430,ART
Rhionaeschna californica,Calvert,California darner,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Aeshnidae,,,,documented,1984-09-02,G.G.E. Scudder,SEM,2012-10-09,A. Colwell,http://www.inaturalist.org/observations/3336240,https://static.inaturalist.org/photos/3852911/medium.jpg?1464570704,,67736,ART
Rhionaeschna multicolor,Hagen,blue-eyed darner,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Aeshnidae,,,,documented,1996-07-26,G. Hutchings,RBCM,2015-06-05,A. Simon,http://www.inaturalist.org/observations/1690511,https://static.inaturalist.org/photos/2045850/medium.jpg?1435211345,,67737,ART
Enallagma boreale,Selys,boreal bluet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,,,,undocumented,1996-07-26,G. Hutchings,RBCM,,,,,,,ART
Enallagma carunculatum,,tule bluet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,,,,new 2016,,,,2008-09-01,I. Guthrie,http://www.inaturalist.org/observations/4167975,https://static.inaturalist.org/photos/4962482/medium.jpg?1474493145,,99895,ART
Ischnura cervula,Selys,Pacific forktail,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,,,,documented,1996-07-26,G. Hutchings,RBCM,2016-06-05,A. Simon,http://www.inaturalist.org/observations/3414930,https://static.inaturalist.org/photos/3953886/medium.JPG?1465439051,,62229,ART
Ischnura erratica,Calvert,swift forktail,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,,,,undocumented,1977-05-08,G.G.E. Scudder,SEM,,,,,,,ART
Ischnura perparva,Selys,western forktail,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,,,,undocumented,1996-07-26,G. Hutchings,RBCM,,,,,,,ART
Epitheca spinigera,Selys,spiny baskettail,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Corduliidae,,,,new 2017,,,,2017-05-27,J. Gibson,https://www.inaturalist.org/observations/6411221,https://static.inaturalist.org/photos/8088701/medium.jpeg?1496021468,,100218,ART
Lestes congener,Hagen,spotted spreadwing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,,Lestidae,,,,undocumented,1984-09-02,G.G.E. Scudder,SEM,,,,,,,ART
Erythemis collocata,Hagen,western pondhawk,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,undocumented,1996-07-26,G. Hutchings,RBCM,,,,,,,ART
Leucorrhinia proxima,Calvert,belted whiteface,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,undocumented,1984-03-05,G.G.E. Scudder,SEM,,,,,,,ART
Libellula forensis,,eight-spotted skimmer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,documented,1996-07-26,G. Hutchings,RBCM,2008-08-16,I. Guthrie,http://www.inaturalist.org/observations/3399838,https://static.inaturalist.org/photos/3934034/medium.JPG?1465278175,,84369,ART
Pachydiplax longipennis,Burmeister,blue dasher,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,undocumented,1996-07-26,G. Hutchings,RBCM,,,,,,,ART
Plathemis lydia,,common white tail,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,documented,1996-07-26,G. Hutchings,RBCM,2014-06-08,I. Guthrie,http://www.inaturalist.org/observations/4167913,https://static.inaturalist.org/photos/4962348/medium.jpg?1474492458,,84549,ART
Sympetrum illotum,(Hagen),Cardinal Meadowhawk,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,documented,1996-07-26,G. Hutchings,RBCM,2016-05-13,A. Simon,http://www.inaturalist.org/observations/3319973,https://static.inaturalist.org/photos/3835409/medium.JPG?1464401598,,51555,ART
Sympetrum obtrusum,(Hagen),white-faced meadowhawk,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,documented,1984-03-05,G.G.E. Scudder,SEM,2017-08-13,T. Ehlers,https://www.inaturalist.org/observations/8796147,https://static.inaturalist.org/photos/11809467/medium.jpg?1510602965,,113519,ART
Sympetrum pallipes,(Hagen),striped meadowhawk,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,documented,1996-07-26,G. Hutchings,RBCM,2016-08-21,A. Simon,http://www.inaturalist.org/observations/3938255,https://static.inaturalist.org/photos/4637681/medium.jpg?1471844515,,113521,ART
Sympetrum vicinum,(Hagen),autumn meadowhawk,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libellulidae,,,,documented,1984-09-02,G.G.E. Scudder,SEM,2017-10-18,M. Moser,https://www.inaturalist.org/observations/8756845,https://static.inaturalist.org/photos/11758449/medium.jpg?1510368423,,68139,ART
Camnula pellucida,,clear-winged grasshopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Oedipodinae,,,new 2016,,,,2016-09-01,A. Simon,http://www.inaturalist.org/observations/4016890,https://static.inaturalist.org/photos/4745155/medium.jpg?1472819042,,155274,ART
Melanoplus sanguinipes,(Fabricius),migratory grasshopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Melanoplinae,,,documented,1990-09-01,G.G.E. Scudder,SEM,2015-08-28,A. Simon,http://www.inaturalist.org/observations/1930967,https://static.inaturalist.org/photos/2362369/medium.jpg?1441833444,,,ART
Melanoplus sp.,,spurthroat grasshoppers,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Melanoplinae,,,documented,,,,2015-08-28,A. Simon,http://www.inaturalist.org/observations/1930967,,,,ART
Gryllus pennsylvanicus,Burmeister,fall field cricket,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Grylloidea,Gryllidae,Gryllinae,,,documented,1979-09-16,G.G.E. Scudder,SEM,2016-08-24,A. Simon,http://www.inaturalist.org/observations/3958717,https://static.inaturalist.org/photos/4666529/medium.jpg?1472110807,,122193,ART
Myrmecophilus oregonensis,Bruner,west coast ant cricket,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Grylloidea,Myrmecophilidae,,,,undocumented,1998-04-21,G.G.E. Scudder,SEM,,,,,,,ART
Ceuthophilus agassizii,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Rhaphidophoroidea,Rhaphidophoridae,Ceuthophilinae,,,new 2016,,,,2016-10-25,L. Magner & A. Simon,http://www.inaturalist.org/observations/4438567,https://static.inaturalist.org/photos/8213304/medium.jpg?1496565130,,216542,ART
Tetrix subulata,Linnaeus,slender groundhopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Tetrigoidea,Tetrigidae,,,,undocumented,1981-04-18,Robert Cannings,RBCM,,,,,,,ART
Conocephalus fasciatus,(DeGeer),western meadow katydid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Tettigonioidea,Tettigoniidae,Conocephalinae,,,documented,1986-09-02,G.G.E. Scudder,SEM,2016-08-14,A. Simon,http://www.inaturalist.org/observations/3890743,https://static.inaturalist.org/photos/4568557/medium.jpg?1471241899,,129261,ART
Meconema thalassinum,,drumming katydid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Tettigonioidea,Tettigoniidae,Meconematinae,,,new 2016,,,,2016-08-15,M. Hoebel,http://www.inaturalist.org/observations/3897106,https://static.inaturalist.org/photos/4578203/medium.jpg?1471327914,,119170,ART
Neduba steindachneri,(Hermann),Steindachner’s shieldback,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Tettigonioidea,Tettigoniidae,Tettigoniinae,,,undocumented,1979-09-15,Geoffrey Scudder,RBCM,,,,,,,ART
Ostrocerca dimicki,(Frison),hooked forestfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Plecoptera,,Nemouroidea,Nemouridae,,,,undocumented,1981-04-19,G.G.E. Scudder,SEM,,,,,,,ART
Ectopsocus sp.,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Psocodea,Psocomorpha,,Ectopsocidae,,,,new 2017,,,,2017-05-12,S. Gilmore,https://www.inaturalist.org/observations/6206112,https://static.inaturalist.org/photos/7793299/medium.jpeg?1494773811,,252535,ART
Graphopsocus cruciatus,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Psocodea,Psocomorpha,,Stenopsocidae,,,,new 2017,,,,2017-05-12,S. Gilmore,https://www.inaturalist.org/observations/6206111,https://static.inaturalist.org/photos/7793317/medium.jpeg?1494773876,,200017,ART
Agulla adnixa,(Hagen),snake fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Raphidioptera,,,Raphidiidae,,,,undocumented,1975-07-11,N.C. Scudder,SEM,,,,,,,ART
Agulla assimilis,(Albarda),snake fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Raphidioptera,,,Raphidiidae,,,,undocumented,1989-08-19,G.G.E. Scudder,SEM,,,,,,,ART
Agulla herbsti,(Esben-Petersen),snake fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Raphidioptera,,,Raphidiidae,,,,undocumented,1974-05-19,G.G.E. Scudder,SEM,,,,,,,ART
Agulla sp.,,snake fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Raphidioptera,,,Raphidiidae,,,,new 2017,,,,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6203630,https://static.inaturalist.org/photos/7789360/medium.jpeg?1494740197,,60053,ART
Pristoceuthophilus celatus,(Scudder),camel cricket,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Raphidioptera,,,Raphidiidae,,,,documented,1991-10-30,G.G.E. Scudder,SEM,,,http://www.inaturalist.org/observations/4438567,https://static.inaturalist.org/photos/5343045/medium.jpg?1477464526,,228730,ART
Synecdoche nemoralis,(Van Duzee),planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,Paraneoptera,Rhynchota,Homoptera,Fulgoroidea,Achilidae,Achilinae,,,documented,1973-07-09,G.G.E. Scudder,SEM,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6223432,https://static.inaturalist.org/photos/7818470/medium.jpeg?1494871124,,498498,ART
Ctenocephalides felis,,cat flea,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Siphonaptera,,Pulicoidea,Pulicidae,,,,new 2017,,,,2017-10-19,L. Magner,https://www.inaturalist.org/observations/8474977,https://static.inaturalist.org/photos/11300406/medium.jpg?1508479135,,311218,ART
Lenarchus vastus,(Hagen),caddisfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,,,,undocumented,1975-08-28,G.G.E. Scudder,SEM,,,,,,,ART
Limnephilus externus,Hagen,caddisfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,,,,undocumented,1984-07-10,S.G. Cannings,SEM,,,,,,,ART
Limnephilus nogus,Ross,caddisfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,,,,undocumented,1987-04-19,G.G.E. Scudder,SEM,,,,,,,ART
Limnephilus sitchensis,Kolenati,caddisfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,,,,undocumented,1981-04-19,G.G.E. Scudder,SEM,,,,,,,ART
Polycentropus remotus,Banks,tube maker caddisfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Annulipalpia,Hydropsychoidea,Polycentropodidae,,,,undocumented,1987-08-07,G.G.E. Scudder,SEM,,,,,,,ART
Caprella mutica,,Japanese skeleton shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Peracarida,Amphipoda,Senticaudata,Caprelloidea,Caprellidae,,,,new 2016,,,,2010-08-21,K. Wall,http://www.inaturalist.org/observations/4052123,https://static.inaturalist.org/photos/4799013/medium.jpg?1473206733,,64634,ART
Traskorchestia traskiana,,Pacific beach hopper,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Peracarida,Amphipoda,Senticaudata,Talidtroidea,Talitridae,,,,new 2017,,,,2017-03-30,A. Simon,https://www.inaturalist.org/observations/5516564,https://static.inaturalist.org/photos/6803892/medium.jpg?1490951042,,130223,ART
Cancer productus,,red rock crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cancridae,,,,new 2016,,,,2015-08-28,A. Simon,http://www.inaturalist.org/observations/2026014,https://static.inaturalist.org/photos/2464687/medium.jpg?1443768648,,47826,ART
Glebocarcinus oregonensis,,pygmy rock crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cancridae,,,,new 2016,,,,2016-04-08,K. Wall,http://www.inaturalist.org/observations/2909693,https://static.inaturalist.org/photos/3329265/medium.jpg?1460260146,,429951,ART
Metacarcinus gracilis,,graceful rock crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cancridae,,,,new 2016,,,,2016-08-17,A. Simon,http://www.inaturalist.org/observations/3910088,https://static.inaturalist.org/photos/4596650/medium.jpeg?1471494095,,116721,ART
Metacarcinus sp.,,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cancridae,,,,new 2016,,,,2016-07-03,P. Touchburn,http://www.inaturalist.org/observations/3613038,https://static.inaturalist.org/photos/4172063/medium.JPG?1467578386,,116719,ART
Telmessus cheiragonus,,helmet crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cheiragonidae,,,,new 2017,,,,2017-05-29,K. Wall,https://www.inaturalist.org/observations/7659462,https://static.inaturalist.org/photos/10025820/medium.jpg?1503767341,,180391,ART
Pugettia gracilis,,graceful kelp crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Majoidea,Epialtidae,,,,new 2016,,,,2013-10-13,P. Luckham,http://www.inaturalist.org/observations/2976672,https://static.inaturalist.org/photos/3420939/medium.jpg?1461100591,,130344,ART
Pugettia producta,,northern kelp crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Majoidea,Epialtidae,,,,new 2016,,,,2016-02-07,P. Luckham,http://www.inaturalist.org/observations/2763431,https://static.inaturalist.org/photos/3127685/medium.jpg?1457577719,,49723,ART
Heptacarpus brevirostris,,Stout Coastal Shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Hippolytidae,,,,new 2017,,,,2017-05-26,K. Wall,https://www.inaturalist.org/observations/7674355,https://static.inaturalist.org/photos/10049751/medium.jpg?1503850708,,63679,ART
Lopholithodes mandtii,,Puget Sound king crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,,new 2016,,,,2015-01-01,P. Luckham,http://www.inaturalist.org/observations/2763457,https://static.inaturalist.org/photos/3127728/medium.jpg?1457578159,,459608,ART
Oregonia gracilis,,Graceful Decorator Crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Majoidea,Oregoniidae,,,,new 2017,,,,2017-05-29,K. Wall,https://www.inaturalist.org/observations/7647272,https://static.inaturalist.org/photos/10005307/medium.jpg?1503684106,,84267,ART
Pagurus beringanus,,Bering hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,,new 2016,,,,2015-05-16,P. Luckham,http://www.inaturalist.org/observations/2854421,https://static.inaturalist.org/photos/3256322/medium.jpg?1459377930,,362749,ART
Pagurus caurinus,,Greenmark hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,,new 2016,,,,2015-05-16,P. Luckham,http://www.inaturalist.org/observations/2854836,,,,ART
Pagurus granosimanus,,grainy hermit crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,,new 2016,,,,2013-05-09,K. Wall,http://www.inaturalist.org/observations/3910074,https://static.inaturalist.org/photos/4596479/medium.jpg?1471493094,,127555,ART
Pagurus hirsutiusculus,,hairy hermit crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,,new 2016,,,,2016-08-26,L. Magner & A. Simon,http://www.inaturalist.org/observations/3971319,https://static.inaturalist.org/photos/4682746/medium.jpg?1472268817,,63219,ART
Pandalus hypsinotus,,coonstriped shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,,,new 2016,,,,2015-04-22,K. Wall,http://www.inaturalist.org/observations/3706255,https://static.inaturalist.org/photos/4303885/medium.jpg?1468968848,,226884,ART
Lophopanopeus bellus,,blackclaw crestleg crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Xanthoidea,Panopeidae,,,,new 2016,,,,2016-04-08,K. Wall,http://www.inaturalist.org/observations/2909657,https://static.inaturalist.org/photos/3329220/medium.jpg?1460259560,,50818,ART
Scyra acutifrons,,sharpnose crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Majoidea,Pisidae,,,,new 2016,,,,2013-10-13,P. Luckham,http://www.inaturalist.org/observations/2854858,https://static.inaturalist.org/photos/3256981/medium.jpg?1459382536,,47712,ART
Petrolisthes eriomerus,,flattop crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Galatheoidea,Porcellanidae,,,,new 2017,,,,2017-05-26,K. Krüg,http://inaturalist.ca/observations/6371780,https://static.inaturalist.org/photos/8040295/medium.jpg?1495832540,,47803,ART
Hemigrapsus nudus,,purple shore crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Grapsoidea,Varunidae,,,,new 2016,,,,2016-08-17,R. Lampitoc,http://www.inaturalist.org/observations/4021637,https://static.inaturalist.org/photos/4751775/medium.jpg?1472864560,,48342,ART
Hemigrapsus oregonensis,,yellow shore crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Eucarida,Decapoda,Pleocyemata,Grapsoidea,Varunidae,,,,new 2016,,,,2015-08-28,A. Simon,http://www.inaturalist.org/observations/2580697,https://static.inaturalist.org/photos/2880914/medium.JPG?1452763668,,69170,ART
Armadillidium vulgare,,common pill-bug,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Peracarida,Isopoda,Oniscidea,,Armadillidiidae,,,,new 2017,,,,2017-05-08,A. Simon,https://www.inaturalist.org/observations/6217455,https://static.inaturalist.org/photos/7810580/medium.jpeg?1494824360,,56083,ART
Idotea resecata,,eelgrass isopod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Peracarida,Isopoda,Valvifera,,Idoteidae,,,,new 2016,,,,2016-05-08,K. Wall,http://www.inaturalist.org/observations/4078193,https://static.inaturalist.org/photos/4836960/medium.jpg?1473523745,,261239,ART
Pentidotea wosnesenskii,Brandt,Vosnesensky's isopod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Peracarida,Isopoda,Valvifera,,Idoteidae,,,,documented,,K. Brothers,VMS,2017-04-08,T. Froese,https://www.inaturalist.org/observations/5620541,https://static.inaturalist.org/photos/6948591/medium.jpeg?1491711405,,126295,ART
Ligia occidentalis,,western sea roach,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Peracarida,Isopoda,Oniscidea,,Ligiidae,,,,new 2016,,,,2016-06-27,A. Simon,http://www.inaturalist.org/observations/3540153,https://static.inaturalist.org/photos/4126134/medium.JPG?1467143426,,117674,ART
